Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1
"4537","5312.148","3366.406","117.5893","9029"
"4538","5330.258","3362.79","120.217","9029"
"4539","5929.001","3668.7","129.8855","9036"
"4540","5881.006","3664.815","131.6127","9036"
"4541","5863.984","3659.236","127.2174","9036"
"4542","5858.487","3629.502","123.0839","9036"
"4543","5882.213","3614.489","121.5047","9036"
"4544","5887.529","3577.439","124.1404","9036"
"4545","5861.653","3580.73","121.1939","9036"
"4546","5852.413","3550.679","124.0949","9036"
"4547","5889.21","3534.343","121.3787","9036"
"4548","5902.413","3501.706","123.3628","9036"
"4549","2379.139","3747.601","277.2615","9038"
"4550","2374.639","3742.937","277.0699","9038"
"4551","2383.09","3737.997","215.2889","9038"
"4552","2387.212","3741.782","215.7507","9038"
"4553","2386.708","3749.742","279.1631","9038"
"4554","2378.781","3747.515","277.4279","9038"
"4555","2537.517","3643.796","210.0149","9054"
"4556","2544.136","3644.286","143.8618","9054"
"4557","2557.924","3642.426","74.94648","9054"
"4558","2558.035","3653.223","84.47583","9054"
"4559","2552.158","3660.519","109.2188","9054"
"4560","2547.317","3665.29","168.8593","9054"
"4561","2536.572","3668.714","207.3934","9054"
"4562","2537.562","3643.591","209.5497","9054"
"4563","2537.517","3643.796","210.0149","9055"
"4564","2544.136","3644.286","143.8618","9055"
"4565","2557.924","3642.426","74.94648","9055"
"4566","2558.035","3653.223","84.47583","9055"
"4567","2552.158","3660.519","109.2188","9055"
"4568","2547.317","3665.29","168.8593","9055"
"4569","2536.572","3668.714","207.3934","9055"
"4570","2537.562","3643.591","209.5497","9055"
"4571","2437.273","3608.953","208.59","9056"
"4572","2435.58","3599.044","167.7423","9056"
"4573","2435.391","3582.646","98.36115","9056"
"4574","2443.415","3586.909","96.25484","9056"
"4575","2454.061","3595.394","154.5016","9056"
"4576","2456.24","3604.713","209.7178","9056"
"4577","2436.792","3608.891","208.9048","9056"
"4578","2437.273","3608.953","208.59","9057"
"4579","2435.58","3599.044","167.7423","9057"
"4580","2435.391","3582.646","98.36115","9057"
"4581","2443.415","3586.909","96.25484","9057"
"4582","2454.061","3595.394","154.5016","9057"
"4583","2456.24","3604.713","209.7178","9057"
"4584","2436.792","3608.891","208.9048","9057"
"4585","5212.956","4136.636","-2.577916","9062"
"4586","5216.785","4125.128","4.115191","9062"
"4587","5204.65","4115.858","4.750716","9062"
"4588","5208.075","4099.612","3.524853","9062"
"4589","5220.063","4115.651","5.412273","9062"
"4590","5232.94","4101.321","8.678128","9062"
"4591","5260.001","4098.635","24.65698","9062"
"4592","5274.733","4095.757","35.3943","9062"
"4593","5287.867","4105.8","48.02947","9062"
"4594","5299.509","4108.288","55.67469","9062"
"4595","5321.65","4118.847","63.38503","9062"
"4596","5346.906","4140.483","63.29894","9062"
"4597","5389.475","4145.377","61.35916","9062"
"4598","5439.894","4191.858","59.35936","9062"
"4599","5531.398","4198.932","58.84308","9062"
"4600","5559.773","4166.599","58.02002","9062"
"4601","5557.771","4225.58","57.13503","9062"
"4602","5588.776","4171.421","57.70572","9062"
"4603","5591.458","4205.311","59.68835","9062"
"4604","5660.108","4180.017","59.20363","9062"
"4605","5698.159","4101.872","60.45742","9062"
"4606","5695.424","4189.331","60.20113","9062"
"4607","5740.702","4136.176","61.48906","9062"
"4608","5825.382","4159.458","99.111","9063"
"4609","5820.158","4123.223","110.2228","9063"
"4610","5833.25","4092.433","123.2817","9063"
"4611","7077.744","4209.817","95.44781","9064"
"4612","7076.098","4226.712","88.52854","9064"
"4613","1267.976","3800.725","214.6207","9073"
"4614","1274.748","3795.46","193.4727","9073"
"4615","1279.479","3792.306","190.9576","9073"
"4616","1284.804","3788.524","177.477","9073"
"4617","1267.976","3800.725","214.6207","9074"
"4618","1274.748","3795.46","193.4727","9074"
"4619","1279.479","3792.306","190.9576","9074"
"4620","1284.804","3788.524","177.477","9074"
"4621","1647.405","2555.501","105.8843","9088"
"4622","1596.823","2547.333","106.0351","9088"
"4623","1647.571","2555.126","110.3123","9089"
"4624","1597.484","2546.825","111.1811","9089"
"4625","1647.399","2554.45","115.4734","9090"
"4626","1597.885","2546.346","115.8475","9090"
"4627","1647.58","2554.06","120.1295","9091"
"4628","1597.444","2545.799","120.4351","9091"
"4629","1647.25","2555.871","101.3378","9092"
"4630","1596.444","2547.836","101.1662","9092"
"4631","1645.509","2557.855","98.69264","9093"
"4632","1596.913","2548.423","96.24666","9093"
"4633","1807.826","2638.238","119.9618","9103"
"4634","1778.283","2613.992","119.2397","9103"
"4635","1807.25","2639.368","108.8153","9104"
"4636","1767.099","2607.922","109.1572","9104"
"4637","1807.575","2638.786","114.7256","9105"
"4638","1778.139","2614.544","114.5159","9105"
"4639","1806.873","2639.815","103.5094","9106"
"4640","1767.047","2607.906","103.8789","9106"
"4641","1806.587","2640.269","98.70267","9107"
"4642","1766.835","2608.136","98.00016","9107"
"4643","1806.55","2641.195","92.23113","9108"
"4644","1770.359","2616.758","94.3148","9108"
"4645","1875.564","2735.704","97.57087","9109"
"4646","1855.29","2696.58","95.13585","9109"
"4647","1876.344","2735.771","101.2457","9110"
"4648","1855.519","2696.048","99.52624","9110"
"4649","1882.884","2735.467","119.499","9111"
"4650","1857.181","2694.504","119.6741","9111"
"4651","1880.083","2735.616","115.0023","9112"
"4652","1856.486","2694.525","114.4085","9112"
"4653","1876.191","2736.46","105.5509","9113"
"4654","1855.684","2695.448","103.7835","9113"
"4655","1878.908","2735.63","110.4583","9114"
"4656","1856.066","2694.938","109.2057","9114"
"4657","1918.222","2854.981","108.8925","9123"
"4658","1908.394","2811.2","110.1074","9123"
"4659","1917.694","2854.877","104.3318","9124"
"4660","1905.714","2812.235","106.8198","9124"
"4661","1918.891","2854.955","114.8774","9125"
"4662","1910.127","2810.168","115.5286","9125"
"4663","1919.547","2854.913","120.7851","9126"
"4664","1910.245","2808.036","121.3181","9126"
"4665","1917.08","2855.243","98.39122","9127"
"4666","1904.142","2812.921","101.9634","9127"
"4667","1916.358","2855.241","91.9659","9128"
"4668","1902.464","2813.306","98.45177","9128"
"4669","1909.163","2975.757","95.13192","9131"
"4670","1917.778","2928.297","92.40905","9131"
"4671","1910.601","2980.128","99.28861","9132"
"4672","1918.399","2928.22","97.97815","9132"
"4673","1912.733","2979.306","120.9585","9133"
"4674","1920.847","2928.766","120.5859","9133"
"4675","1912.094","2979.389","115.5593","9134"
"4676","1920.292","2928.448","115.2875","9134"
"4677","1911.427","2979.552","110.2578","9135"
"4678","1919.686","2928.304","109.6807","9135"
"4679","1910.837","2979.684","104.4917","9136"
"4680","1919.05","2928.271","103.9018","9136"
"4681","1866.007","2399.589","192.1711","9141"
"4682","1866.168","2399.07","230.6431","9141"
"4683","1865.642","2396.068","192.383","9142"
"4684","1864.424","2403.628","231.6642","9142"
"4687","1826.884","3139.401","110.9776","9145"
"4688","1858.75","3098.448","110.6478","9145"
"4689","1827.401","3139.595","115.6517","9146"
"4690","1859.271","3098.48","115.7354","9146"
"4691","1826.587","3139.015","106.6154","9147"
"4692","1858.766","3098.398","105.767","9147"
"4693","1827.734","3139.973","120.203","9148"
"4694","1859.557","3099.319","120.5727","9148"
"4695","1826.076","3138.702","101.264","9149"
"4696","1858.484","3098.641","101.0139","9149"
"4697","1825.363","3138.622","95.95469","9150"
"4698","1854.519","3098.359","98.02048","9150"
"4699","1731.45","3207.813","97.31806","9151"
"4700","1770.809","3186.413","97.05183","9151"
"4701","1731.106","3208.215","101.424","9152"
"4702","1771.363","3186.551","100.8717","9152"
"4703","1733.031","3213.164","118.7752","9153"
"4704","1772.519","3188.383","120.3396","9153"
"4705","1732.323","3212.869","113.6887","9154"
"4706","1772.285","3187.905","115.5999","9154"
"4707","1731.797","3211.629","110.0037","9155"
"4708","1771.715","3187.734","111.4502","9155"
"4709","1731.356","3209.677","105.4399","9156"
"4710","1771.618","3187.11","106.3287","9156"
"4711","1611.845","3249.449","107.7496","9165"
"4712","1655.004","3239.291","107.6746","9165"
"4713","1611.708","3250.027","112.726","9166"
"4714","1655.875","3240.503","112.3568","9166"
"4715","1611.727","3250.463","116.6273","9167"
"4716","1655.92","3241.721","116.0899","9167"
"4717","1611.91","3250.945","121.1544","9168"
"4718","1659.026","3241.523","121.4341","9168"
"4719","1611.576","3248.839","101.987","9169"
"4720","1653.858","3236.764","103.1322","9169"
"4721","1611.512","3248.111","95.42097","9170"
"4722","1653.351","3235.51","99.04317","9170"
"4723","1491.254","3240.708","97.73469","9171"
"4724","1538.438","3249.583","96.12463","9171"
"4725","1486.472","3241.542","101.9648","9172"
"4726","1538.5","3250.095","100.7161","9172"
"4727","1487.663","3244.121","121.6766","9173"
"4728","1537.333","3252.285","121.4952","9173"
"4729","1487.422","3243.437","116.8697","9174"
"4730","1537.677","3251.773","116.5738","9174"
"4731","1487.281","3242.836","112.2271","9175"
"4732","1538.019","3251.244","111.511","9175"
"4733","1487.036","3242.132","107.2476","9176"
"4734","1538.002","3250.638","106.0445","9176"
"4735","1327.448","3157.947","107.4297","9181"
"4736","1368.396","3190.333","107.0776","9181"
"4737","1327.052","3158.3","112.2254","9182"
"4738","1368.028","3190.211","112.3652","9182"
"4739","1326.882","3158.768","116.4206","9183"
"4740","1367.51","3190.582","116.9692","9183"
"4741","1326.406","3159.032","121.1078","9184"
"4742","1366.863","3190.893","121.4556","9184"
"4743","1327.858","3157.583","102.4899","9185"
"4744","1369.255","3190.543","102.2967","9185"
"4745","1328.049","3156.98","97.2554","9186"
"4746","1370.632","3189.094","99.14561","9186"
"4747","1258.177","3063.067","98.24249","9187"
"4748","1280.349","3102.446","97.29695","9187"
"4749","1256.882","3063.1","103.1248","9188"
"4750","1279.816","3102.713","102.6097","9188"
"4751","1252.833","3063.406","120.8478","9189"
"4752","1277.896","3103.696","121.8656","9189"
"4753","1253.665","3063.94","115.1","9190"
"4754","1278.839","3103.861","116.6145","9190"
"4755","1254.3","3063.49","110.5537","9191"
"4756","1279.083","3103.504","112.0583","9191"
"4757","1255.958","3063.011","107.4125","9192"
"4758","1279.422","3103.187","107.9328","9192"
"4759","1217.118","2942.912","107.8556","9201"
"4760","1227.474","2986.385","107.9158","9201"
"4761","1216.564","2942.978","112.8708","9202"
"4762","1225.576","2987.381","112.3077","9202"
"4763","1216.08","2942.96","117.1648","9203"
"4764","1224.793","2987.218","116.7862","9203"
"4765","1215.526","2942.839","121.9421","9204"
"4766","1225.125","2990.566","121.613","9204"
"4767","1217.667","2942.654","102.6389","9205"
"4768","1228.339","2985.619","103.4254","9205"
"4769","1218.316","2942.693","96.91663","9206"
"4770","1230.661","2984.734","99.12605","9206"
"4771","1224.738","2818.799","98.02329","9207"
"4772","1216.929","2870.002","96.99731","9207"
"4773","1224.575","2817.54","102.8632","9208"
"4774","1216.337","2870.375","102.0461","9208"
"4775","1222.182","2819.575","120.1737","9209"
"4776","1214.417","2869.339","120.2852","9209"
"4777","1223.094","2818.839","115.0907","9210"
"4778","1214.943","2869.572","115.3263","9210"
"4779","1223.884","2818.027","111.4386","9211"
"4780","1215.323","2870.078","111.4638","9211"
"4781","3442.551","5896.518","20.21022","9212"
"4782","3411.932","5895.713","19.09558","9212"
"4783","1308.833","2658.891","106.0256","9217"
"4784","1276.094","2699.981","106.0989","9217"
"4785","1309.198","2659.151","101.9827","9218"
"4786","1276.382","2699.727","101.928","9218"
"4787","1307.347","2658.226","120.1129","9219"
"4788","1275.924","2698.397","119.4132","9219"
"4789","1308.129","2658.381","113.8873","9220"
"4790","1276.311","2699.324","113.4807","9220"
"4791","1309.705","2659.512","96.36436","9221"
"4792","1284.601","2699.708","98.22129","9221"
"4795","1308.439","2658.74","109.6036","9223"
"4796","1275.981","2700.064","109.9679","9223"
"4797","1403.918","2588.274","105.9148","9224"
"4798","1364.646","2613.089","106.9283","9224"
"4799","1403.559","2586.526","110.2577","9225"
"4800","1363.274","2610.953","111.0999","9225"
"4801","1403.545","2585.357","114.7829","9226"
"4802","1362.948","2610.518","115.542","9226"
"4803","1404.132","2583.712","120.1886","9227"
"4804","1362.477","2609.81","120.1995","9227"
"4805","1404.097","2589.858","100.904","9228"
"4806","1364.363","2612.557","101.908","9228"
"4807","1403.962","2590.906","95.63258","9229"
"4808","1365.392","2614.019","96.69692","9229"
"4809","1523.884","2549.734","96.66958","9236"
"4810","1481.863","2560.24","97.47597","9236"
"4811","1524.161","2549.069","102.2442","9237"
"4812","1481.141","2560.24","103.3","9237"
"4813","1522.773","2547.161","120.9883","9238"
"4814","1476.724","2556.454","120.437","9238"
"4815","1523.292","2547.648","116.0056","9239"
"4816","1479.458","2556.351","115.2965","9239"
"4817","1523.601","2548.128","111.3383","9240"
"4818","1479.773","2556.902","110.267","9240"
"4819","1523.729","2548.622","106.7674","9241"
"4820","1480.234","2558.247","106.8091","9241"
"4821","972.7361","1349.915","273.4009","9252"
"4822","963.8958","1337.175","177.063","9252"
"4823","970.8768","1330.438","174.9654","9252"
"4824","981.184","1343.302","273.6066","9252"
"4825","972.3264","1349.863","273.2213","9252"
"4826","972.7361","1349.915","273.4009","9257"
"4827","963.8958","1337.175","177.063","9257"
"4828","970.8768","1330.438","174.9654","9257"
"4829","981.184","1343.302","273.6066","9257"
"4830","972.3264","1349.863","273.2213","9257"
"4831","905.4653","1026.844","170.1552","9258"
"4832","893.5729","1025.958","63.32431","9258"
"4833","893.8733","1012.767","63.38017","9258"
"4834","904.7049","1012.316","171.6931","9258"
"4835","906.0295","1027.344","170.5378","9258"
"4836","905.4653","1026.844","170.1552","9259"
"4837","893.5729","1025.958","63.32431","9259"
"4838","893.8733","1012.767","63.38017","9259"
"4839","904.7049","1012.316","171.6931","9259"
"4840","906.0295","1027.344","170.5378","9259"
"4841","2279.052","4482.682","241.613","9266"
"4842","2284.542","4477.866","202.246","9266"
"4843","2297.863","4491.407","202.8375","9266"
"4844","2293.413","4497.213","242.1989","9266"
"4845","2278.599","4482.266","241.7331","9266"
"4846","2279.052","4482.682","241.613","9267"
"4847","2284.542","4477.866","202.246","9267"
"4848","2297.863","4491.407","202.8375","9267"
"4849","2293.413","4497.213","242.1989","9267"
"4850","2278.599","4482.266","241.7331","9267"
"4851","2679.105","4300.226","226.3947","9281"
"4852","2679.406","4307.761","179.1738","9281"
"4853","2679.105","4300.226","226.3947","9282"
"4854","2679.406","4307.761","179.1738","9282"
"4855","2662.347","4300.213","226.5801","9283"
"4856","2662.587","4303.878","203.5957","9283"
"4857","2664.908","4314.502","202.092","9283"
"4858","2668.934","4317.796","177.6813","9283"
"4859","2662.347","4300.213","226.5801","9284"
"4860","2662.587","4303.878","203.5957","9284"
"4861","2664.908","4314.502","202.092","9284"
"4862","2668.934","4317.796","177.6813","9284"
"4863","2281.398","4195.441","190.1686","9285"
"4864","2303.514","4198.728","189.4456","9285"
"4865","2280.674","4196.718","193.3998","9286"
"4866","2303.325","4200.562","193.1111","9286"
"4867","2280.415","4197.726","195.3294","9287"
"4868","2304.295","4201.644","195.4955","9287"
"4869","2279.455","4199.074","198.3436","9288"
"4870","2303.578","4203.232","198.3836","9288"
"4871","2280.714","4194.346","186.1156","9289"
"4872","2303.359","4196.067","184.6392","9289"
"4873","2281.493","4191.542","182.0771","9290"
"4874","2304.267","4193.736","179.7229","9290"
"4875","3302.878","4289.131","206.5938","9291"
"4876","3289.443","4288.358","153.696","9291"
"4877","3292.804","4254.047","149.4098","9291"
"4878","3303.563","4253.885","206.0861","9291"
"4879","3302.812","4289.23","206.5184","9291"
"4880","3302.878","4289.131","206.5938","9292"
"4881","3289.443","4288.358","153.696","9292"
"4882","3292.804","4254.047","149.4098","9292"
"4883","3303.563","4253.885","206.0861","9292"
"4884","3302.812","4289.23","206.5184","9292"
"4885","3297.086","4274.717","189.1768","9303"
"4886","3292.382","4274.181","147.0391","9303"
"4887","3297.086","4274.717","189.1768","9304"
"4888","3292.382","4274.181","147.0391","9304"
"4889","3290.026","4304.593","185.0578","9357"
"4890","3284.931","4299.503","148.9907","9357"
"4891","3270.205","4328.682","184.691","9358"
"4892","3263.027","4329.68","147.3964","9358"
"4893","3262.627","4370.005","185.7698","9359"
"4894","3255.993","4366.059","149.1295","9359"
"4895","3320.476","4316.384","207.0362","9360"
"4896","3317.085","4319.54","187.76","9360"
"4897","3264.379","4385.491","186.7558","9361"
"4898","3262.952","4387.917","175.737","9361"
"4899","3261.724","4411.558","175.7068","9361"
"4900","3262.142","4415.856","164.4792","9361"
"4901","3256.905","4423.703","163.5435","9361"
"4902","3256.822","4427.385","147.2479","9361"
"4903","3243.956","4406.845","174.608","9362"
"4904","3241.165","4411.789","147.6613","9362"
"4905","3431.013","4375.289","206.7944","9363"
"4906","3431.517","4378.333","192.5272","9363"
"4907","3449.615","4429.729","190.0153","9364"
"4908","3444.785","4435.591","161.9141","9364"
"4909","3502.028","4500.249","159.182","9365"
"4910","3502.228","4507.847","111.7255","9365"
"4911","3502.028","4500.249","159.182","9366"
"4912","3502.228","4507.847","111.7255","9366"
"4913","3449.615","4429.729","190.0153","9367"
"4914","3444.785","4435.591","161.9141","9367"
"4915","3431.013","4375.289","206.7944","9368"
"4916","3431.517","4378.333","192.5272","9368"
"4917","3243.956","4406.845","174.608","9369"
"4918","3241.165","4411.789","147.6613","9369"
"4919","3264.379","4385.491","186.7558","9370"
"4920","3262.952","4387.917","175.737","9370"
"4921","3261.724","4411.558","175.7068","9370"
"4922","3262.142","4415.856","164.4792","9370"
"4923","3256.905","4423.703","163.5435","9370"
"4924","3256.822","4427.385","147.2479","9370"
"4925","3320.476","4316.384","207.0362","9371"
"4926","3317.085","4319.54","187.76","9371"
"4927","3262.627","4370.005","185.7698","9372"
"4928","3255.993","4366.059","149.1295","9372"
"4929","3270.205","4328.682","184.691","9373"
"4930","3263.027","4329.68","147.3964","9373"
"4931","3290.026","4304.593","185.0578","9374"
"4932","3284.931","4299.503","148.9907","9374"
"4933","4432.659","5196.087","246.3357","9405"
"4934","4402.132","5198.03","61.57457","9405"
"4935","4404.888","5183.78","64.05077","9405"
"4936","4432.858","5183.131","246.6124","9405"
"4937","4432.667","5196.074","246.3092","9405"
"4938","4428.951","5128.215","242.821","9406"
"4939","4413.125","5138.664","68.04914","9406"
"4940","4410.391","5133.308","56.17366","9406"
"4941","4396.607","5112.182","56.06323","9406"
"4942","4395.612","5107.029","66.77975","9406"
"4943","4408.057","5092.339","245.0834","9406"
"4944","4428.843","5128.07","242.5271","9406"
"4945","4356.89","5019.712","245.7549","9407"
"4946","4329.995","5044.522","56.18096","9407"
"4947","4319.083","5033.288","56.45913","9407"
"4948","4345.266","5008.025","246.5057","9407"
"4949","4356.866","5019.899","245.5938","9407"
"4950","4356.89","5019.712","245.7549","9408"
"4951","4329.995","5044.522","56.18096","9408"
"4952","4319.083","5033.288","56.45913","9408"
"4953","4345.266","5008.025","246.5057","9408"
"4954","4356.866","5019.899","245.5938","9408"
"4955","4428.951","5128.215","242.821","9409"
"4956","4413.125","5138.664","68.04914","9409"
"4957","4410.391","5133.308","56.17366","9409"
"4958","4396.607","5112.182","56.06323","9409"
"4959","4395.612","5107.029","66.77975","9409"
"4960","4408.057","5092.339","245.0834","9409"
"4961","4428.843","5128.07","242.5271","9409"
"4962","4432.659","5196.087","246.3357","9410"
"4963","4402.132","5198.03","61.57457","9410"
"4964","4404.888","5183.78","64.05077","9410"
"4965","4432.858","5183.131","246.6124","9410"
"4966","4432.667","5196.074","246.3092","9410"
"4967","7444.424","4533.679","169.0548","9411"
"4968","7446.562","4508.917","168.1667","9411"
"4969","7462.428","4487.162","167.5235","9411"
"4970","7312.002","4592.301","153.1496","9412"
"4971","7357.846","4550.753","156.6187","9412"
"4972","7349.953","4587.78","150.8065","9412"
"4973","7386.634","4551.354","153.5169","9412"
"4974","7412.908","4572.535","145.1022","9412"
"4975","7437.898","4590.653","139.9524","9412"
"4976","7443.396","4611.695","138.2416","9412"
"4977","7468.553","4623.971","133.7971","9412"
"4978","7502.903","4651.845","129.1158","9412"
"4979","7546.496","4637.888","119.4853","9412"
"4980","7582.576","4602.706","101.7852","9412"
"4981","7573.145","4556.571","87.14458","9412"
"4982","7577.074","4484.145","77.08277","9412"
"4983","7566.348","4421.345","52.79086","9412"
"4984","7571.321","4359.752","49.56837","9412"
"4985","7599.691","4328.518","47.81372","9412"
"4986","7498.669","4360.42","93.76659","9413"
"4987","7479.605","4357.923","109.763","9413"
"4988","7413.776","4347.37","127.2694","9416"
"4989","7401.115","4360.519","127.4451","9416"
"4990","7399.233","4347.471","126.7664","9416"
"4991","7393.619","4334.685","127.0259","9416"
"4992","7386.694","4346.934","127.4237","9416"
"4993","7370.005","4350.889","127.7328","9416"
"4994","7351.137","4352.129","127.4006","9416"
"4995","7158.122","4432.03","130.4733","9417"
"4996","7172.816","4460.673","138.0201","9417"
"4997","7204.609","4495.719","149.5642","9417"
"4998","7211.322","4517.623","156.1197","9417"
"4999","7230.217","4504.31","157.8093","9417"
"5000","7233.033","4523.538","162.7595","9417"
"5001","7083.517","4373.184","135.5425","9427"
"5002","7100.715","4365.501","135.9882","9427"
"5003","7120.96","4377.577","134.1757","9427"
"5004","7299.768","4842.313","206.1977","9441"
"5005","7271.747","4841.537","215.2949","9441"
"5006","7224.882","4833.429","222.1321","9441"
"5007","7006.139","4788.488","200.6627","9442"
"5008","7000.26","4810.53","191.7784","9442"
"5009","6971.921","4825.054","193.396","9442"
"5010","7002.307","4831.176","187.796","9442"
"5011","7011.707","4848.519","181.2385","9442"
"5012","7005.612","4892.259","166.3912","9442"
"5013","7043.111","4898.283","155.3007","9442"
"5014","7053.903","4885.512","154.9931","9442"
"5015","7074.214","4897.738","155.3481","9442"
"5016","7101.461","4940.484","133.2996","9442"
"5017","7096.026","4964.793","131.1369","9442"
"5018","7148.549","5020.016","133.4651","9442"
"5019","7172.273","5095.168","131.4131","9442"
"5020","7209.581","5119.226","130.505","9442"
"5021","7177.5","5120.437","131.4192","9442"
"5022","7179.405","5164.969","131.0233","9442"
"5023","7190.472","5189.616","130.9979","9442"
"5024","7251.352","5193.661","132.9189","9442"
"5025","7272.401","5211.228","129.6053","9442"
"5026","7479.794","5294.525","131.2025","9443"
"5027","7512.112","5296.281","126.7179","9443"
"5028","7547.112","5308.42","124.121","9443"
"5029","7570.179","5319.303","122.825","9443"
"5030","7066.412","5020.114","121.6013","9444"
"5031","7092.405","5055.432","104.8307","9444"
"5032","7061.532","5055.665","111.7666","9444"
"5033","7090.609","5075.773","102.9056","9444"
"5034","7081.992","5103.342","98.28102","9444"
"5035","7080.915","5144.92","89.16847","9444"
"5036","7053.726","5172.045","85.11195","9444"
"5037","7039.328","5223.182","85.47195","9444"
"5038","7014.672","5294.828","81.60144","9444"
"5039","7015.94","5314.047","88.29913","9444"
"5040","7098.057","5115.463","93.43864","9445"
"5041","7127.252","5094.088","91.85094","9445"
"5042","7136.994","5059.887","94.01394","9445"
"5043","7110.212","5055.064","105.1513","9445"
"5044","7121.545","5116.672","90.86754","9446"
"5045","7132.517","5142.239","82.80619","9446"
"5046","7111.598","5162.974","82.56946","9446"
"5047","7115.833","5188.377","81.7327","9446"
"5048","7096.944","5192.451","83.61112","9446"
"5049","7086.416","5170.681","84.3159","9446"
"5050","7129.316","5199.273","82.10275","9447"
"5051","7147.03","5196.775","84.15581","9447"
"5052","7131.983","5223.722","81.23177","9447"
"5053","7117.705","5248.451","81.5118","9447"
"5054","7146.786","5233.982","82.41541","9447"
"5055","7166.314","5252.814","80.89742","9447"
"5056","7207.663","5285.943","65.68638","9447"
"5057","7218.536","5317.872","65.12941","9447"
"5058","7037.092","4913.316","153.559","9448"
"5059","7024.188","4940.919","141.2271","9448"
"5060","6989.396","4952.263","133.9631","9448"
"5061","6955.158","4946.767","141.3071","9448"
"5062","6976.476","4971.431","132.9943","9449"
"5063","6971.801","4986.813","134.1548","9449"
"5064","6996.929","4988.678","133.2653","9449"
"5065","7015.238","5012.869","132.3433","9449"
"5066","7056.642","5001.413","129.9248","9449"
"5067","7032.594","4983.048","130.4005","9449"
"5068","7026.92","4954.074","139.2759","9449"
"5069","6236.646","5854.281","138.1356","9450"
"5070","6228.859","5828.354","137.9597","9450"
"5071","6224.317","5792.069","134.0714","9450"
"5072","6223.427","5779.061","133.6259","9450"
"5073","6220.197","5767.205","137.2573","9450"
"5074","6268.914","6030.948","156.2223","9451"
"5075","6301.377","6036.09","166.811","9451"
"5076","6330.344","6053.805","173.9279","9451"
"5077","6385.342","6107.632","174.8186","9451"
"5078","6421.36","6148.586","194.2448","9451"
"5079","6444.364","6181.943","209.5651","9451"
"5080","6498.645","6129.123","159.4212","9452"
"5081","6520.063","6138.311","157.3995","9452"
"5082","6552.811","6139.698","138.2449","9452"
"5083","6594.189","6170.324","134.0916","9452"
"5084","6610.758","6169.871","135.4116","9452"
"5085","6654.708","5953.893","127.3762","9453"
"5086","6636.063","5923.573","129.5009","9453"
"5087","6605.915","5878.999","139.251","9453"
"5088","6581.369","5861.411","142.9825","9453"
"5089","6557.455","5835.799","148.7336","9453"
"5090","6558.422","5807.581","154.0366","9453"
"5091","6530.931","5787.24","154.2619","9453"
"5092","6510.583","5742.476","153.9657","9453"
"5093","6502.678","5710.25","153.7433","9453"
"5094","6514.466","5662.491","154.357","9453"
"5095","6551.885","5660.48","168.1897","9453"
"5096","6545.439","5700.11","168.1203","9453"
"5097","6564.518","5739.511","167.2525","9453"
"5098","6582.694","5759.396","168.6736","9453"
"5099","6551.198","5757.387","160.2907","9453"
"5100","6539.237","5774.032","153.8426","9453"
"5101","6567.938","5646.099","167.9469","9454"
"5102","6600.505","5620.799","166.9261","9454"
"5103","6216.954","5157.215","103.0163","9455"
"5104","6201.764","5120.42","86.66241","9455"
"5105","6197.971","5085.057","67.55288","9455"
"5106","6219.053","5085.846","63.11213","9455"
"5107","6246.527","5051.927","56.84533","9455"
"5108","6221.684","5024.358","69.67435","9455"
"5109","6248.503","4992.111","62.37046","9455"
"5110","6270.08","5031.59","49.09568","9455"
"5111","6307.877","5089.953","55.37643","9455"
"5112","6348.711","5051.866","52.02512","9455"
"5113","6302.288","5014.161","55.18232","9455"
"5114","6330.373","4964.635","50.96377","9455"
"5115","6292.147","4934.452","53.79102","9455"
"5116","6361.094","4936.291","55.63943","9455"
"5117","6335.301","4906.437","50.70885","9455"
"5118","6369.519","4889.465","53.05219","9455"
"5119","6338.512","4886.236","52.09417","9455"
"5120","6361.573","4829.532","51.39187","9455"
"5121","3442.862","5896.804","20.66765","9456"
"5122","3411.362","5895.723","19.0562","9456"
"5123","6581.847","5116.639","165.1505","9457"
"5124","6623.554","5120.286","183.676","9457"
"5125","6677.118","5122.679","208.4343","9457"
"5126","6719.557","5101.874","228.6955","9457"
"5127","6718.697","5116.259","230.5762","9457"
"5128","6700.457","5134.956","240.3047","9457"
"5129","6731.788","5133.608","254.4697","9457"
"5130","6738.249","5148.081","262.9389","9457"
"5131","6605.612","4858.372","127.6747","9458"
"5132","6625.469","4876.269","134.2361","9458"
"5133","6627.124","4889.986","138.9174","9458"
"5134","6633.119","4939.662","137.2341","9458"
"5135","6612.971","4963.662","137.6024","9458"
"5136","6583.609","4986.753","136.6877","9458"
"5137","6550.364","5027.231","135.8525","9458"
"5138","3442.603","5898.361","14.21587","9459"
"5139","3410.836","5897.761","12.66094","9459"
"5140","3442.978","5894.785","27.84334","9460"
"5141","3411.581","5893.712","27.04369","9460"
"5142","3442.672","5892.866","34.14727","9461"
"5143","3411.56","5892.04","33.48062","9461"
"5144","3441.992","5899.04","8.970634","9462"
"5145","3411.325","5898.972","7.787749","9462"
"5146","3440.568","5899.814","4.121911","9463"
"5147","3412.934","5899.704","3.430134","9463"
"5148","6607.95","5438.249","241.7798","9464"
"5149","6657.426","5458.228","259.5156","9464"
