Id,Unknown0,Unknown1_0,Unknown1_1,Unknown2,Unknown3_0,Unknown3_1,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18
"1241","SOAHordeGarrison3","75513437","24","1","0","0","SOA Horde Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1242","NAGAllianceGarrisonLevel0","75513437","24","1","0","0","NAG Alliance Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1243","NAGAllianceGarrisonLevel3","75513437","24","1","0","0","NAG Alliance Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1244","NAGHordeGarrisonLevel0","75513437","24","1","0","0","NAG Horde Garrison Level 0","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1245","NAGHordeGarrisonLevel3","75513437","24","1","0","0","NAG Horde Garrison Level 3","","","0","-1","-1","-1","1116","1116","0","1","1","5","0","0"
"1247","garrison_alliance_armory1","3585","8","1","0","0","Garrison - Alliance - Armory 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1248","garrison_alliance_barracks1","3585","8","1","0","0","Garrison - Alliance - Barracks 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1249","garrison_alliance_engineering1","3585","8","1","0","0","Garrison - Alliance - Engineering 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1250","alliance_garrison_herb_garden1","3585","8","1","0","0","Alliance - Garrison - Herb Garden 1 (UNUSED)","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1251","alliance_garrison_inn1","3585","8","1","0","0","Alliance - Garrison - Inn 1 DONT USE","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1252","garrison_alliance_lumbermill1","3585","8","1","0","0","Garrison - Alliance - Lumbermill 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1253","alliance_garrison_magetower1","3585","8","1","0","0","Garrison - Alliance - Mage Tower 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1254","garrison_alliance_pet_stable1","3585","8","1","0","0","Garrison - Alliance - Sparring Arena 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1255","garrison_alliance_salvageyard1","3585","8","1","0","0","Garrison - Alliance - Salvage Yard 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1256","garrison_alliance_storehouse1","3585","8","1","0","0","Garrison - Alliance - StoreHouse 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1257","garrison_alliance_trading_post1","3585","8","1","0","0","Garrison - Alliance - Trading Post 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1258","garrison_alliance_tailoring1","3585","8","1","0","0","Garrison - Alliance - Tailoring 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1259","garrison_alliance_enchanting","3585","8","1","0","0","Garrison - Alliance - Enchanting 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1260","garrison_alliance_blacksmith1","3585","8","1","0","0","Garrison - Alliance - Blacksmith 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1261","garrison_alliance_plot_small","3585","8","1","0","0","Garrison - Alliance - Plot Small","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1262","garrison_alliance_plot_medium","3585","8","1","0","0","Garrison - Allilance - Plot Medium","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1263","garrison_alliance_plot_large","3585","8","1","0","0","Garrison - Alliance - Plot Large","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1264","Propland-DevOnly","142622303","8","1","0","0","Propland - Dev Only","","","0","21","-1","-1","-1","-1","0","0","1","5","0","0"
"1265","TanaanJungleIntro","2290105949","8","1","0","0","Tanaan Jungle Intro","","","0","360","-1","-1","-1","-1","0","0","1","5","0","0"
"1266","CircleofBloodScenario","8404573","8","1","0","0","Circle of Blood Scenario","","","0","360","-1","-1","-1","-1","0","5","1","5","0","0"
"1268","TerongorsConfrontation","2104861","8","1","0","0","Teron'gor's Confrontation","","","0","360","-1","0","-1","-1","0","1","1","5","0","0"
"1270","devland3","7775","0","1","0","0","Development Land 3","","","0","216","-1","-1","-1","-1","0","0","1","0","0","0"
"1273","nagrand_garrison_camp_stable_2","3585","8","1","0","0","Nagrand - Garrison Camp - Stable2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1277","DefenseOfKaraborScenario","545275485","24","1","0","0","Defense of Karabor","","","0","360","-1","-1","-1","1116","0","5","1","5","0","0"
"1278","garrison_horde_barracks1","3585","8","1","0","0","Garrison - Horde - Barracks 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1279","ShaperDungeon","8404573","8","1","0","0","The Everbloom","","","0","370","-1","-1","-1","-1","0","1","1","5","0","0"
"1280","TrollRaid2","8396381","8","1","0","0","Southshore vs. Tarren Mill","","","0","4","-1","-1","-1","-1","0","3","1","5","0","0"
"1281","garrison_horde_alchemy1","3585","8","1","0","0","Garrison - Horde - Alchemy 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1282","garrison_horde_armory1","3585","8","1","0","0","Garrison - Horde - Armory 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1283","garrison_horde_barn1","3585","8","1","0","0","Garrison - Horde - Barn 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1284","garrison_horde_blacksmith1","3585","8","1","0","0","Garrison - Horde - Blacksmith 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1285","garrison_horde_enchanting1","3585","8","1","0","0","Garrison - Horde - Enchanting 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1286","garrison_horde_engineering1","3585","8","1","0","0","Garrison - Horde - Engineering 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1287","garrison_horde_inn1","3585","8","1","0","0","Garrison - Horde - Inn 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1288","garrison_horde_inscription1","3585","8","1","0","0","Garrison - Horde - Inscription 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1289","garrison_horde_jewelcrafting1","3585","8","1","0","0","Garrison - Horde - Jewelcrafting 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1290","garrison_horde_leatherworking1","3585","8","1","0","0","Garrison - Horde - Leatherworking 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1291","garrison_horde_lumbermill1","3585","8","1","0","0","Garrison - Horde - Lumbermill 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1292","garrison_horde_magetower1","3585","8","1","0","0","Garrison - Horde - Mage Tower 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1293","garrison_horde_mine1","3585","8","1","0","0","Garrison - Horde - Mine 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1294","garrison_alliance_petstabe","3585","8","1","0","0","Garrison - Horde - Pet Stable 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1295","garrison_horde_salvageyard1","3585","8","1","0","0","Garrison - Horde - Salvage Yard 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1296","garrison_horde_sparringarena1","3585","8","1","0","0","Garrison - Horde - Sparring Arena 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1297","garrison_horde_stable1","3585","8","1","0","0","Garrison - Horde - Stable 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1298","garrison_horde_storehouse1","3585","8","1","0","0","Garrison - Horde Storehouse 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1299","garrison_horde_tailoring1","3585","8","1","0","0","Garrison - Horde - Tailoring 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1300","garrison_horde_tradingpost1","3585","8","1","0","0","Garrison - Horde - Trading Post 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1301","garrison_horde_workshop1","3585","8","1","0","0","Garrison - Horde - Workshop 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1302","garrison_alliance_workshop1","3585","8","1","0","0","Garrison - Alliance - Workshop 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1303","garrison_horde_farm1","3585","8","1","0","0","Garrison - Horde - Farm1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1304","garrison_horde_plot_large","3585","8","1","0","0","Garrison - Horde - Plot Large","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1305","garrison_horde_plot_medium","3585","8","1","0","0","Garrison - Horde - Plot Medium","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1306","garrison_horde_plot_small","3585","8","1","0","0","Garrison - Horde - Plot Small","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1307","TanaanJungleIntroForgePhase","8404573","8","1","0","0","Tanaan Jungle Intro - Forge Phase","","","0","-1","-1","-1","1265","-1","0","0","1","5","0","0"
"1308","garrison_horde_fishing1","3585","8","1","0","0","Garrison - Horde - Fishing 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1309","garrison_alliance_fishing1","3585","8","1","0","0","Garrison - Alliance - Fishing 1","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1310","Expansion5QAModelMap","7711","8","1","0","0","Expansion 5 QA Model Map","","","0","-1","-1","-1","-1","-1","0","0","1","5","0","0"
"1311","outdoorGarrisonArenaHorde","3585","8","1","0","0","Outdoor Garrison - Arena - Horde (NEEDS WMO)","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1312","outdoorGarrisonArenaAlliance","3585","8","1","0","0","Outdoor Garrison - Arena - Alliance (NEEDS WMO)","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1313","outdoorGarrisonLumberMillAlliance","3585","8","1","0","0","Outdoor Garrison - Lumber Mill - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1314","outdoorGarrisonLumberMillHorde","3585","8","1","0","0","Outdoor Garrison - Lumber Mill - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1315","outdoorGarrisonArmoryHorde","3585","8","1","0","0","Outdoor Garrison - Armory - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1316","outdoorGarrisonArmoryAlliance","3585","8","1","0","0","Outdoor Garrison - Armory - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1317","outdoorGarrisonMageTowerHorde","3585","8","1","0","0","Outdoor Garrison - Mage Tower - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1318","outdoorGarrisonMageTowerAlliance","3585","8","1","0","0","Outdoor Garrison - Mage Tower - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1319","outdoorGarrisonStablesHorde","3585","8","1","0","0","Outdoor Garrison - Stables - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1320","outdoorGarrisonStablesAlliance","3585","8","1","0","0","Outdoor Garrison - Stables - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1321","outdoorGarrisonWorkshopHorde","3585","8","1","0","0","Outdoor Garrison - Workshop - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1322","outdoorGarrisonWorkshopAlliance","3585","8","1","0","0","Outdoor Garrison - Workshop - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1323","outdoorGarrisonInnHorde","3585","8","1","0","0","Outdoor Garrison - Inn - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1324","outdoorGarrisonInnAlliance","3585","8","1","0","0","Outdoor Garrison - Inn - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1325","outdoorGarrisonTradingPostHorde","3585","8","1","0","0","Outdoor Garrison - Tradiing Post 1 - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1326","outdoorGarrisonTradingPostAlliance","3585","8","1","0","0","Outdoor Garrison - Tradiing Post - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1327","outdoorGarrisonConstructionPlotHorde","3585","8","1","0","0","Outdoor Garrison - Construction Plot, Medium - Horde","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1328","outdoorGarrisonConstructionPlotAlliance","3585","8","1","0","0","Outdoor Garrison - Construction Plot, Medium - Alliance","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1329","GrommasharScenario","545275485","24","1","0","0","Grommashar Scenario","","","0","-1","-1","-1","-1","1116","0","5","1","5","0","0"
"1330","FWHordeGarrisonLeve2new","612384349","24","1","0","0","FW Horde Garrison Level 2","","","0","373","-1","-1","1116","1116","0","1","1","5","0","0"
"1331","SMVAllianceGarrisonLevel2new","746602077","24","1","0","0","SMV Alliance Garrison Level 2","","","0","374","-1","-1","1116","1116","0","1","1","5","0","0"
"1332","garrison_horde_barracks2","3585","8","1","0","0","Garrison - Horde - Barracks 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1333","garrison_horde_armory2","3585","8","1","0","0","Garrison - Horde - Armory 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1334","garrison_horde_barn2","3585","8","1","0","0","Garrison - Horde - Barn 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1335","garrison_horde_inn2","3585","8","1","0","0","Garrison - Horde - Inn 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1336","garrison_horde_lumbermill2","3585","8","1","0","0","Garrison - Horde - Lumbermill 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1337","garrison_horde_magetower2","3585","8","1","0","0","Garrison - Horde - Mage Tower 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1338","garrison_horde_petstable2","3585","8","1","0","0","Garrison - Horde - Pet Stable 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1339","garrison_horde_stable2","3585","8","1","0","0","Garrison - Horde - Stable 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1340","garrison_horde_tradingpost2","3585","8","1","0","0","Garrison - Horde - Trading Post 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1341","garrison_horde_workshop2","3585","8","1","0","0","Garrison - Horde - Workshop 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1342","garrison_horde_barracks3","3585","8","1","0","0","Garrison - Horde - Barracks 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1343","garrison_horde_armory3","3585","8","1","0","0","Garrison - Horde - Armory 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1344","garrison_horde_barn3","3585","8","1","0","0","Garrison - Horde - Barn 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1345","garrison_horde_inn3","3585","8","1","0","0","Garrison - Horde - Inn 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1346","garrison_horde_magetower3","3585","8","1","0","0","Garrison - Horde - Mage Tower 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1347","garrison_horde_petstable3","3585","8","1","0","0","Garrison - Horde - Pet Stable 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1348","garrison_horde_stable3","3585","8","1","0","0","Garrison - Horde - Stable 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1349","garrison_horde_tradingpost3","3585","8","1","0","0","Garrison - Horde - Trading Post 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1350","garrison_horde_workshop3","3585","8","1","0","0","Garrison - Horde - Workshop 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1351","Garrison_Alliance_Large_Construction","3585","8","1","0","0","Garrison - Alliance - Large - Construction","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1352","Garrison_Alliance_Medium_Construction","3585","8","1","0","0","Garrison - Alliance - Medium - Construction","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1353","Garrison_Horde_Large_Construction","3585","8","1","0","0","Garrison - Horde - Large - Construction","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1354","Garrison_Horde_Medium_Construction","3585","8","1","0","0","Garrison - Horde - Medium - Construction","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1358","UpperBlackRockSpire","1537","8","1","-7522.527","-1233.042","Upper Blackrock Spire","","","7307","366","0","-1","-1","-1","0","1","2","5","10","0"
"1361","garrisonAllianceMageTower2","3585","8","1","0","0","Garrison - Alliance - Mage Tower 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1362","garrisonAllianceMageTower3","3585","8","1","0","0","Garrison - Alliance - Mage Tower 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1363","garrison_horde_mine2","3585","8","1","0","0","Garrison - Horde - Mine 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1364","garrison_horde_mine3","3585","8","1","0","0","Garrison - Horde - Mine 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1367","garrison_alliance_workshop2","3585","8","1","0","0","Garrison - Alliance - Workshop 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1368","garrison_alliance_workshop3","3585","8","1","0","0","Garrison - Alliance - Workshop 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1369","garrison_alliance_lumbermill2","3585","8","1","0","0","Garrison - Alliance - Lumbermill 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1370","garrison_alliance_lumbermill3","3585","8","1","0","0","Garrison - Alliance - Lumbermill 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1371","Garrison_Horde_Small_Construction","3585","8","1","0","0","Garrison - Horde - Small - Construction","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1372","Garrison_Alliance_Small_Construction","3585","8","1","0","0","Garrison - Alliance - Small - Construction","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1374","AuchindounQuest","8396381","8","1","0","0","Auchindoun Quest","","","0","360","-1","-1","-1","-1","0","5","1","5","0","0"
"1375","alliance_garrison_alchemy_rank2","3585","8","1","0","0","Garrison - Alliance - Alchemy 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1376","alliance_garrison_alchemy_rank3","3585","8","1","0","0","Garrison - Alliance - Alchemy 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1377","garrison_alliance_blacksmith2","3585","8","1","0","0","Garrison - Alliance - Blacksmith 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1378","garrison_alliance_enchanting2","3585","8","1","0","0","Garrison - Alliance - Enchanting 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1379","garrison_alliance_engineering2","3585","8","1","0","0","Garrison - Alliance - Engineering 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1380","garrison_alliance_inscription2","3585","8","1","0","0","Garrison - Alliance - Inscription 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1381","garrison_alliance_inscription3","3585","8","1","0","0","Garrison - Alliance - Inscription 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1382","garrison_alliance_jewelcrafting2","3585","8","1","0","0","Garrison - Alliance - Jewelcrafting 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1383","garrison_alliance_jewelcrafting3","3585","8","1","0","0","Garrison - Alliance - Jewelcrafting 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1384","garrison_alliance_leatherworking2","3585","8","1","0","0","Garrison - Alliance - Leatherworking 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1385","garrison_alliance_leatherworking3","3585","8","1","0","0","Garrison - Alliance - Leatherworking 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1386","garrison_alliance_tailoring2","3585","8","1","0","0","Garrison - Alliance - Tailoring 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1387","garrison_alliance_storehouse2","3585","8","1","0","0","Garrison - Alliance - StoreHouse 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1388","garrison_alliance_storehouse3","3585","8","1","0","0","Garrison - Alliance - StoreHouse 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1389","garrison_horde_storehouse2","3585","8","1","0","0","Garrison - Horde Storehouse 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1390","garrison_horde_storehouse3","3585","8","1","0","0","Garrison - Horde Storehouse 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1391","garrison_alliance_salvageyard2","3585","8","1","0","0","Garrison - Alliance - Salvage Yard 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1392","garrison_alliance_salvageyard3","3585","8","1","0","0","Garrison - Alliance - Salvage Yard 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1393","garrison_horde_lumbermill3","3585","8","1","0","0","Garrison - Horde - Lumbermill 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1394","garrison_alliance_pet_stable2","3585","8","1","0","0","Garrison - Alliance - Sparring Arena 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1395","garrison_alliance_pet_stable3","3585","8","1","0","0","Garrison - Alliance - Sparring Arena 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1396","garrison_alliance_trading_post2","3585","8","1","0","0","Garrison - Alliance - Trading Post 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1397","garrison_alliance_trading_post3","3585","8","1","0","0","Garrison - Alliance - Trading Post 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1398","garrison_alliance_barn2","3585","8","1","0","0","Garrison - Alliance - Barn 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1399","garrison_alliance_barn3","3585","8","1","0","0","Garrison - Alliance - Barn 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1400","garrison_alliance_inn_2","3585","8","1","0","0","Garrison - Alliance - Inn 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1401","garrison_alliance_inn_3","3585","8","1","0","0","Garrison - Alliance - Inn 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1402","GorgrondFinaleScenario","545275485","24","1","0","0","Gorgrond Finale","","","0","360","-1","-1","-1","1116","0","5","1","5","0","0"
"1403","garrison_alliance_barracks2","3585","8","1","0","0","Garrison - Alliance - Barracks 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1404","garrison_alliance_barracks3","3585","8","1","0","0","Garrison - Alliance - Barracks 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1405","garrison_alliance_armory2","3585","8","1","0","0","Garrison - Alliance - Armory 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1406","garrison_alliance_armory3","3585","8","1","0","0","Garrison - Alliance - Armory 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1407","GorgrondFinaleScenarioMap","545275487","24","1","0","0","zzzOld","","","0","360","-1","-1","-1","1116","0","5","1","5","0","0"
"1409","garrison_horde_sparringarena2","3585","8","1","0","0","Garrison - Horde - Sparring Arena 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1410","garrison_horde_sparringarena3","3585","8","1","0","0","Garrison - Horde - Sparring Arena 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1411","garrison_horde_alchemy2","3585","8","1","0","0","Garrison - Horde - Alchemy 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1412","garrison_horde_alchemy3","3585","8","1","0","0","Garrison - Horde - Alchemy 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1413","garrison_horde_blacksmith2","3585","8","1","0","0","Garrison - Horde - Blacksmith 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1414","garrison_horde_blacksmith3","3585","8","1","0","0","Garrison - Horde - Blacksmith 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1415","garrison_horde_enchanting2","3585","8","1","0","0","Garrison - Horde - Enchanting 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1416","garrison_horde_enchanting3","3585","8","1","0","0","Garrison - Horde - Enchanting 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1417","garrison_horde_inscription2","3585","8","1","0","0","Garrison - Horde - Inscription 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1418","garrison_horde_inscription3","3585","8","1","0","0","Garrison - Horde - Inscription 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1419","garrison_horde_leatherworking2","3585","8","1","0","0","Garrison - Horde - Leatherworking 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1420","garrison_horde_leatherworking3","3585","8","1","0","0","Garrison - Horde - Leatherworking 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1421","garrison_horde_jewelcrafting2","3585","8","1","0","0","Garrison - Horde - Jewelcrafting 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1422","garrison_horde_jewelcrafting3","3585","8","1","0","0","Garrison - Horde - Jewelcrafting 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1423","garrison_horde_tailoring2","3585","8","1","0","0","Garrison - Horde - Tailoring 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1424","garrison_horde_tailoring3","3585","8","1","0","0","Garrison - Horde - Tailoring 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1425","garrison_horde_salvageyard2","3585","8","1","0","0","Garrison - Horde - Salvage Yard 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1426","garrison_horde_salvageyard3","3585","8","1","0","0","Garrison - Horde - Salvage Yard 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1427","PattyMackTestGarrisonBldgMap2","3585","8","1","0","0","PattyMack Test Garrison Bld Map2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1429","garrison_horde_engineering2","3585","8","1","0","0","Garrison - Horde - Engineering 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1430","garrison_horde_engineering3","3585","8","1","0","0","Garrison - Horde - Engineering 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1431","SparringArenaLevel3Stadium","7773","10","1","0","0","The Coliseum","KILL EVERYONE","KILL EVERYONE","0","360","-1","-1","-1","-1","0","5","1","5","0","0"
"1432","garrison_horde_fishing2","3585","8","1","0","0","Garrison - Horde - Fishing 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1433","garrison_horde_fishing3","3585","8","1","0","0","Garrison - Horde - Fishing 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1434","garrison_alliance_fishing2","3585","8","1","0","0","Garrison - Alliance - Fishing 2","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
"1435","garrison_alliance_fishing3","3585","8","1","0","0","Garrison - Alliance - Fishing 3","","","0","-1","-1","-1","-1","-1","0","0","4","5","0","0"
