Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2_0,Unknown2_1,Unknown3_0,Unknown3_1,Unknown4,Unknown5,Unknown6,Unknown7
"660","-2780.18","-6409.28","231.905","The Krazzworks, Twilight Highlands","28625","0","0","0","0","0","200","2"
"661","-4012.45","-6329.25","39.309","Dragonmaw Port, Twilight Highlands","2224","0","0","0","0","0","211","2"
"662","-4863.1","-6740.61","9.41677","Highbank, Twilight Highlands","0","541","0","0","0","0","203","1"
"663","-4170.55","-4748.93","126.787","Victor's Point, Twilight Highlands","0","541","0","0","0","0","202","1"
"664","-4183.9","-5620.15","25.2103","Firebeard's Patrol, Twilight Highlands","0","541","0","-0.008","0","0","207","1"
"665","-3146.92","-4994.28","128.485","Thundermar, Twilight Highlands","0","541","-0.007","-0.015","0","0","208","1"
"666","-2689.43","-5427.53","190.207","Kirthaven, Twilight Highlands","0","541","0.015","-0.008","0","0","209","1"
"667","-661.837","-536.493","28.215","Ruins of Southshore, Hillsbrad","3574","0","0","0.009","0","0","212","2"
"668","-605.184","435.465","79.4447","Southpoint Gate, Hillsbrad","3574","0","-0.006","0","0","0","214","2"
"669","-566.889","-1051.2","59.4055","Eastpoint Tower, Hillsbrad","3574","0","0","-0.007","0","0","215","2"
"670","622.851","-979.578","169.621","Strahnbrad, Alterac Mountains","3574","0","0.009","0.02","0","0","216","2"
"672","2839.78","-1500.51","146.089","Hearthglen, Western Plaguelands","44248","44248","0","0.03","0","0","217","3"
"673","-7123.06","-1236.63","290.131","Iron Summit, Searing Gorge","2224","541","0","-0.005","0","0","218","3"
"674","-10711.9","1059.62","24.149","Schnottz's Landing, Uldum","28360","28360","0","0","1","0","220","3"
"675","-8092.26","-1025.79","132.666","Flamestar Post, Burning Steppes","2224","541","-0.012","0","0","0","222","3"
"676","-7865.93","-1919.53","144.722","Chiselgrip, Burning Steppes","2224","541","0","-0.015","0","0","223","3"
"681","1056.06","1518.9","30.1384","Forsaken Rear Guard, Silverpine Forest","3574","0","0","0","0","0","224","2"
"682","-7141.79","-3977.98","6.68657","Quest Path 1843: Transport - Gadgetzan to ??? JZB RVM Test [DISABLED]","36071","36071","0","0","1","0","0","0"
"683","2988.13","-4161.36","101.27","Valormok, Azshara","2224","0","0","-0.01","1","0","225","6"
"728","-13602.4","-81.4219","36.7916","Quest Path 2653: 4.1 - ZG Event - Rebel Camp -> Explorers' League","541","541","0","0","0","0","0","0"
"757","16626.7","16747.6","40.5766","Quest Path 2695: PattyMac Taxi Path Speed Test","28783","28783","0","0","451","0","0","0"
"781","4397.79","-2107.53","1204.34","Sanctuary of Malorne, Hyjal","3837","3837","0","0","1","0","229","3"
"888","2403.86","-2097.16","227.342","Quest Path 2837: Quest - Jade Forest: (DLA) - Dawnblossom to Jade Mines","61559","61559","0","0","870","0","0","0"
"894","1418.57","-487.703","355.96","Grookin Hill, Jade Forest","2224","0","0.01","-0.01","870","17197","262","6"
"895","1503.71","-1832.13","246.2","Dawn's Blossom, Jade Forest","61559","61587","0.01","-0.01","870","0","228","3"
"906","-1786.57","-2393.29","45.5805","Dragon Soul Raid - Wyrmrest Temple Base","31717","31717","0","0","967","0","0","0"
"907","-1768.58","-3034.75","149.94","Dragon Soul Raid - East Sarlac","31717","31717","0","0","967","0","241","0"
"918","516.089","-698.269","247.142","Quest Path 2954: Quest - Valley of the Four Winds (Flyback: Chen A) PRK","61588","61588","0","0","870","0","0","0"
"919","-44.6667","-22.2465","154.05","Quest Path 2955: Quest - Valley of the Four Winds (Flyback: Chen B) PRK","61588","61588","0","0","870","0","0","0"
"920","-203.743","481.774","187.189","Quest Path 2956: Quest - Valley of the Four Winds (Flyback: Chen C) PRK","61588","61588","0","0","870","0","0","0"
"921","-688.641","1415.73","135.846","Quest Path 2957: Quest - Valley of the Four Winds (Flyback: Chen D) PRK","61588","61588","0","0","870","0","0","0"
"922","-351.762","-633.401","118.358","Quest Path 2958: Quest - Valley of the Four Winds (Flyback: Sad Panda A) PRK","61588","61588","0","0","870","0","0","0"
"923","-1159.09","1035.21","21.8841","Quest Path 2959: Quest - Valley of the Four Winds (Flyback: Sad Panda B) PRK","61588","61588","0","0","870","0","0","0"
"924","-894.295","123.981","13.1515","Quest Path 2960: Quest - Valley of the Four Winds (Flyback: Horde A) PRK","61588","61588","0","0","870","0","0","0"
"925","-1123.55","-191.705","31.3927","Quest Path 2961: Quest - Valley of the Four Winds (Flyback: Alliance A) PRK","61588","61588","0","0","870","0","0","0"
"926","-1679.97","1593.72","16.0129","Quest Path 2962: Quest - Valley of the Four Winds (Flyback: Horde B) PRK","61588","61588","0","0","870","0","0","0"
"927","-1157.73","1768.96","16.989","Quest Path 2963: Quest - Valley of the Four Winds (Flyback: Alliance B) PRK","61588","61588","0","0","870","0","0","0"
"935","1502.52","-1831.86","246.199","Quest Path 2986: Jade Forest: -hmc (Taxi: Glassfin Village to Dawnblossom)","61201","61201","0","0","870","0","0","0"
"949","832.38","-1861.92","172.21","Quest Path 3002: Jade Forest: -hmc (Taxi: Serpent's Spine to Statue Top)","61559","61559","0","0","870","0","0","0"
"950","859.642","-1916.19","63.513","Quest Path 3003: Jade Forest: -hmc (Taxi: Statue Top to Serpent's Spine)","61559","61559","0","0","870","0","0","0"
"951","522.434","-1665.89","198.9","Quest Path 3004: Quest - Jade Forest - Fort Grookin -> Ka Pao Rise ","60799","60799","0","0","870","0","0","0"
"963","522.434","-1665.89","198.9","Quest Path 3018: Quest - Jade Forest - Glassfin Village -> Ka Pao Rise ","60799","60799","0","0","870","0","0","0"
"966","-307.2","-1762.77","61.5927","Paw'Don Village, Jade Forest","0","61587","0.01","-0.01","870","0","232","1"
"967","1600.66","-2530.27","152.212","The Arboretum, Jade Forest","61559","61587","0.01","-0.01","870","0","231","3"
"968","773.247","-2358.96","120.98","Jade Temple Grounds, Jade Forest","61559","61587","0.01","-0.01","870","0","233","3"
"969","2550.76","-2418.32","23.9507","Sri-La Village, Jade Forest","61559","61587","0.01","-0.01","870","0","230","3"
"970","2400.75","-2099.43","228.034","Emperor's Omen, Jade Forest","61559","61587","0.01","-0.01","870","0","50","3"
"971","2505.9","-1590.89","400.868","Tian Monastery, Jade Forest","61559","61587","0.01","-0.01","870","0","3","3"
"972","-186.097","-2594.61","0.944614","Pearlfin Village, Jade Forest","0","61559","0.01","-0.01","870","0","261","1"
"973","2927.16","-509.184","268.856","Honeydew Village, Jade Forest","61559","0","0","0","870","0","1","2"
"984","543.915","-637.814","257.775","Pang's Stead, Valley of the Four Winds","61559","61587","0","0","870","0","239","7"
"985","-221.326","464.559","185.442","Halfhill, Valley of the Four Winds","61559","61587","0","0","870","0","238","3"
"986","-375.684","-647.965","117.516","Zhu's Watch, Krasarang Wilds","61559","61587","0","0","870","0","234","3"
"987","-878.276","171.403","13.4901","Thunder Cleft, Krasarang Wilds","2224","0","0","0","870","0","237","6"
"988","-1125.31","-227.747","31.3673","The Incursion, Krasarang Wilds","0","3837","0","0","870","0","236","1"
"989","-436.54","1886.7","131.13","Stoneplow, Valley of the Four Winds","61559","61587","0","0","870","0","243","3"
"990","-1685.68","1590.34","16.1384","Dawnchaser Retreat, Krasarang Wilds","2224","0","0","0","870","0","242","2"
"991","-1156.61","1770.38","16.989","Sentinel Basecamp, Krasarang Wilds","0","3837","0","0","870","0","240","5"
"992","-2082.3","1483.63","0.550604","Cradle of Chi-Ji, Krasarang Wilds","61559","61587","0","0","870","0","285","3"
"993","-2504.09","491.583","2.33204","Marista, Krasarang Wilds","61559","61587","0","0","870","0","235","3"
"998","3575.23","1217.76","748.747","Quest Path 3154: Quest - Kun-Lai Summit - Neverrest Peak -> Valley of Emperors","60799","60799","0","0","870","0","0","0"
"1009","3622.09","839.25","479.209","Quest Path 3173: Quest - Kun-Lai Summit - Valley -> Whispercloud Rise","60799","60799","0","0","870","0","0","0"
"1016","578.351","-715.823","229.284","Quest Path 3066: Quest - Jade Forest - Serpent's Spine -> VotFW - JLR","59101","59101","0","0","870","0","0","0"
"1017","1690.11","303.958","478.587","Binan Village, Kun-Lai Summit","61559","61587","0","0","870","0","263","3"
"1018","3504.04","690.677","608.185","Temple of the White Tiger, Kun-Lai Summit","61559","61587","0","0","870","0","264","3"
"1019","2250.59","931.569","481.146","Eastwind Rest, Kun-Lai Summit","2224","0","0","0","870","0","265","2"
"1020","2103.35","1463.83","487.886","Westwind Rest, Kun-Lai Summit","0","541","0","0","870","0","266","1"
"1021","4362.96","932.118","110.039","Zouchin Village, Kun-Lai Summit","61559","61587","0","0","870","0","267","3"
"1022","3124.52","1224.28","654.231","One Keg, Kun-Lai Summit","61559","61587","0","0","870","0","268","3"
"1023","2716.43","2163.31","589.098","Kota Basecamp, Kun-Lai Summit","61559","61587","0","0","870","0","269","3"
"1024","1880.59","2088.58","500.854","Shado-Pan Fallback, Kun-Lai Summit","61559","61587","0","0","870","0","270","3"
"1025","3151.85","2677.76","579.735","Winter's Blossom, Kun-Lai Summit","61559","61587","0","0","870","0","271","3"
"1029","784.899","-203.67","402.192","Tavern in the Mists, The Veiled Stair","61559","61587","0","0","870","0","272","3"
"1030","996.7","-2435.43","169.36","Quest Path 3244: Jade Forest: -hmc (Taxi: Serpent's Spine to East Temple)","61559","61559","0","0","0","0","0","0"
"1032","3018.01","3006.14","540.534","Quest Path 3246: Quest - Kun-Lai Summit - GoWB - To the Wall! (NLC)","61559","61559","0","0","870","0","0","0"
"1038","3107.36","2846.57","479.14","Quest Path 3248: Quest - Kun-Lai Summit - GoWB - Back from the Wall (NLC)","61559","61559","0","0","870","0","0","0"
"1046","3377.12","-473.212","7.51541","Jade Forest - Cliff path 04 Start","61588","61588","0","0","870","0","0","0"
"1047","3279.92","-502.613","232.936","Jade Forest - Cliff path 04 End","61588","61588","0","0","870","0","0","0"
"1048","3284.88","-513.502","233.432","Quest Path 3263: Jade forest - Cliff path 04","61588","61588","0","0","870","0","0","0"
"1049","3371.58","-736.672","206.273","Quest Path 3264: Jade Forest - Cliff Path 01","61588","61588","0","0","870","0","0","0"
"1050","1612.1","-2627.39","149.892","Quest Path 3265: Jade Forest - Cliff Path 02","61588","61588","0","0","870","0","0","0"
"1051","2230.37","-145.372","304.151","Quest Path 3266: Jade Forest - Cliff Path 03","61588","61588","0","0","870","0","0","0"
"1052","460.54","-100.467","179.535","Grassy Cline, Valley of the Four Winds","61559","61587","0","0","870","0","273","3"
"1053","2363.23","2994.39","420.568","Longying Outpost, Townlong Steppes","61559","61587","0","0","870","0","274","3"
"1054","1440.72","2804.49","301.922","Gao-Ran Battlefront, Townlong Steppes","61559","61587","0","0","870","0","275","3"
"1055","1531.73","3963.7","227.666","Rensai's Watchpost, Townlong Steppes","61559","61587","0","0","870","0","276","3"
"1056","1803.32","4204.23","157.508","Shado-Pan Garrison, Townlong Steppes","61559","61587","0","0","870","0","277","3"
"1057","896.453","334.351","506.085","Shrine of Seven Stars, Vale of Eternal Blossoms","0","61587","0","0","870","0","278","1"
"1058","1580.16","894.167","473.964","Shrine of Two Moons, Vale of Eternal Blossoms","61559","0","0","0","870","0","279","2"
"1070","172.663","3152.25","215.54","Klaxxi'vess, Dread Wastes","61559","61587","0","0","870","0","280","3"
"1071","-1086.21","3136.19","0.9831","Soggy's Gamble, Dread Wastes","61559","61587","0","0","870","0","281","3"
"1072","982.677","3451.86","256.77","The Sunset Brewgarden, Dread Wastes","61559","61587","0","0","870","0","282","3"
"1073","611.365","2125.03","368.355","Serpent's Spine, Vale of Eternal Blossoms","61559","61587","0","0","870","0","283","3"
"1076","1466.18","-504.552","344.603","Quest Path 3375: Jade Forest: JSB - East Temple -> Grookin' Hill","61587","61587","0","0","870","0","0","0"
"1079","-267.665","-2614.8","1.46328","Quest Path 3377: Jade Forest: JSB - East Temple -> Glassfin Village","61587","61587","0","0","870","0","0","0"
"1080","465.856","-1558.56","154.886","Serpent's Overlook, Jade Forest","61559","61587","0","0","870","0","284","3"
"1090","-570.405","3859.79","0.734358","The Briny Muck, Dread Wastes","61559","61587","0","0","870","0","286","3"
"1091","-567.346","3856.73","1.25278","Quest Path 3448: Dread Wastes: Klaxxi'vess -> Briny Muck Quest Path","61559","61559","0","0","870","0","0","0"
"1092","-766.274","2839.24","149.476","Quest Path 3449: Dread Wastes: Klaxxi'vess -> Lake of Stars Quest Path","61559","61559","0","0","870","0","0","0"
"1104","4777.05","-5133.4","705.123","Test - Spy Quest H01a - PRK","0","0","0","0","1","0","0","0"
"1105","1567.38","-11797.3","371.881","Test - Spy Quest H01b - PRK","0","0","0","0","1","0","0","0"
"1114","4810.15","53.4444","1.78132","Quest Path 3481: Quest - Kun-Lai Summit: JLR - Zouchin Village -> Isle of Reckoning","60799","60799","0","0","870","0","0","0"
"1115","234.406","2198.03","271.477","The Lion's Redoubt, Dread Wastes","0","61587","0","0","870","0","288","1"
"1116","4387.4","838.887","98.7427","Quest Path 3482: Quest - Kun-Lai Summit: JLR - Isle of Reckoning - Zouchin","60799","60799","0","0","870","0","0","0"
"1117","2123.15","2584.93","542.25","Serpent's Spine, Kun-Lai Summit","61559","0","0","0","870","0","287","2"
"1130","832.38","-1861.92","172.21","Quest Path 3506: Jade Forest: -hmc (Taxi: Serpent's Spine to Statue Top) NEW (Tab 870)","61559","61559","0","0","0","0","0","0"
"1131","859.642","-1916.19","63.513","Quest Path 3507: Jade Forest: -hmc (Taxi: Statue Top to Serpent's Spine) NEW (Tab 870)","61559","61559","0","0","0","0","0","0"
"1190","-1193.56","-1193.7","37.2119","Lion's Landing, Krasarang Wilds","0","541","0","0","870","19486","290","1"
"1195","-1752.19","2492.02","34.5132","Domination Point, Krasarang Wilds","20413","0","0","0","870","20111","291","2"
"1221","5753.76","1255.55","1.51476","Beeble's Wreck, Isle Of Giants","0","541","0","0","870","0","292","1"
"1222","5799.64","1080.57","1.13505","Bozzle's Wreck, Isle Of Giants","2224","0","0","0","870","0","293","2"
"1284","1989.42","-5508.55","-250.08","Quest Path 3877: Garrosh Raid - Siege Engineer - Pipe Transfer","18392","18392","0","0","0","0","0","0"
"1292","-597.566","-5239.53","10.4308","Quest Path 3886: Timeless Isle 5.4 - Vignette - Source of Water - Bubble Down (RKS) [REUSEME]","71886","71886","0","0","870","0","0","0"
"1293","-901.37","-4639.12","4.96101","Tushui Landing, Timeless Isle","0","61587","0","0","870","0","297","1"
"1294","-404.95","-4608.56","4.3335","Huojin Landing, Timeless Isle","61559","0","0","0","870","0","298","2"
"1350","966.918","-1029.65","116.261","Shadowmoon Valley 6.0 - Observatory (JP3)","0","0","0","0","1116","0","0","0"
"1351","966.918","-1029.65","116.261","Shadowmoon Valley 6.0 - Ironhorde POI (JP3)","0","0","0","0","1116","0","0","0"
"1381","918.264","-792.361","-28.8338","Embaari Village, Shadowmoon Valley","0","81930","0","0","1116","0","299","1"
"1382","195.236","-459.2","-3.95986","Twilight Glade, Shadowmoon Valley","0","81930","0","0","1116","0","300","1"
"1383","602.698","-1710.45","26.4837","Path of the Light, Shadowmoon Valley","0","81930","0","0","1116","0","301","1"
"1384","1526.38","-788.891","43.0647","Exile's Rise, Shadowmoon Valley","69066","82757","0","0","1116","0","302","3"
"1386","5988.68","6180.86","71.1247","Wor'gol, Frostfire Ridge","82757","0","0","0","1116","0","312","2"
"1387","6754.56","6012.54","250.034","Bladespire Citadel, Frostfire Ridge","82757","0","0","0","1116","0","313","2"
"1388","7879.57","5560.17","111.117","Throm'Var, Frostfire Ridge","82757","0","0","0","1116","0","314","2"
"1389","7399.45","4358.41","126.406","Bloodmaul Slag Mines, Frostfire Ridge","82757","85795","0","0","1116","0","316","3"
"1390","6157.56","5052.44","134.315","Stonefang Outpost, Frostfire Ridge","82757","0","0","0","1116","0","317","2"
"1395","5789.57","2394.89","201.354","Thunder Pass, Frostfire Ridge","82757","0","0","0","1116","0","330","10"
"1396","6600","4342.55","91.1115","Darkspear's Edge, Frostfire Ridge","69066","0","0","0","1116","0","319","2"
"1408","5356.23","-3942.24","32.7331","Warspear, Ashran","69066","0","0","0","1116","0","328","2"
"1420","3685.15","-3840.47","44.9819","Stormshield (Alliance), Ashran","0","69067","0","0","1116","0","329","5"
"1421","0","0","0","Shadowmoon Valley 6.0:Jp3 - Darktide Roost - Bottom Of Hill","0","0","0","0","0","0","0","0"
"1422","0","0","0","Shadowmoon Valley 6.0:JP3 - Darktide Roost - Top of Hill","0","0","0","0","0","0","0","0"
"1432","5578.94","4564.84","136.874","Frostwall Garrison, Frostfire Ridge","69066","0","0","0","1116","0","342","2"
"1440","3418.78","1040.15","178.085","Zangarra, Talador","69066","69067","0","0","1116","0","343","3"
"1441","4008.86","2166.87","119.805","Frostwolf Overlook, Talador","69066","0","0","0","1116","0","344","2"
"1442","5815.51","1304.34","109.125","Beastwatch, Gorgrond","84351","0","0","0","1116","0","345","2"
"1443","3258.83","1609.27","162.396","Vol'jin's Pride, Talador","69066","0","0","0","1116","0","346","2"
"1445","2808.79","2525.74","120.939","Durotan's Grasp, Talador","69066","0","0","0","1116","0","347","2"
"1447","3576.81","1669.4","172.792","Fort Wrynn (Alliance), Talador","0","69067","0","0","1116","0","349","1"
"1448","3407.73","2062","160.398","Redemption Rise, Talador","0","81930","0","0","1116","0","352","1"
"1450","2727.16","2777","242.933","Shattrath City, Talador","82762","82762","0","0","1116","0","355","3"
"1451","2171.82","1059.22","112.517","Anchorite's Sojourn, Talador","0","81930","0","0","1116","0","357","1"
"1452","1378.4","3318.52","138.134","Retribution Point, Talador","82762","82762","0","0","1116","0","358","3"
"1453","1696.5","2561.35","133.659","Exarch's Refuge, Talador","0","82762","0","0","1116","0","359","1"
"1454","1731.09","2581.53","133.659","Exarch's Refuge, Talador","69066","0","0","0","1116","0","371","2"
"1462","2158.65","1634.47","131.817","Terokkar Refuge, Talador","87455","87455","0","0","1116","0","373","3"
"1463","3305.77","1541.47","158.356","Quest Path 4263: Draenor Zone Breadcrumb - Frostfire Garrison > Talador Start Loc (CSA)","69066","69066","0","0","1116","0","0","0"
"1464","3611.44","1762.05","183.209","Quest Path 4266: Draenor Zone Breadcrumb - Shadowmoon Garrison > Talador Start Loc (CSA)","69067","69067","0","0","1116","0","0","0"
"1465","2196.76","4141.94","200.763","Quest Path 4269: Draenor Zone Breadcrumb - Shadowmoon Garrison > Nagrand Start Loc (ELM)","69067","69067","0","0","1116","0","0","0"
"1466","2195.81","4140.13","201.989","Quest Path 4270: Draenor Zone Breadcrumb - Frostfire Ridge Garrison > Nagrand Start Loc (ELM)","69066","69066","0","0","1116","0","0","0"
"1467","128.569","-1555.75","31.4826","The Draakorium, Shadowmoon Valley","0","81930","0","0","1116","0","318","1"
"1468","1240.2","-1666.43","44.8835","Elodor (Alliance), Shadowmoon Valley","0","81930","0","0","1116","0","341","1"
"1475","-799.674","-671.424","107.102","Socrethar's Rise, Shadowmoon Valley","85795","69067","0","0","1116","0","374","3"
"1476","1866.56","219.467","77.5279","Lunarfall (Alliance), Shadowmoon Valley","0","69067","0","0","1116","0","376","1"
"1477","-800.44","-669.34","107.42","Quest Path 4316: Frostfire Ridge - Garrison - Max-Level Chapter - Sargerei - Taxi Path to Shadowmoon (HMC)","82757","82757","0","0","0","0","0","0"
"1487","-368.201","2285.55","33.983","Axefall, Spires of Arak","69066","0","0","0","1116","0","375","2"
"1488","-1072.06","-1710.56","7.36014","Quest Path 4333: Shadowmoon Valley 6.0:JP3 - Darktide Roost - Taxi Path to Darktide Roost","541","541","0","0","1116","0","0","0"
"1489","-1069.61","-1588.73","1.44205","Quest Path 4334: Frostfire Ridge:JP3 - Darktide Roost - Taxi to Darktide Roost","82757","82757","0","0","1116","0","0","0"
"1490","438.576","1507.95","129.44","Quest Path 4337: Spires of Arak 6.0 - Horde Garrison Outpost > Shadow's Defiance","69066","69066","0","0","1116","0","0","0"
"1493","-1117.45","2316.97","1.96073","Southport, Spires of Arak","0","69067","0","0","1116","0","311","1"
"1494","438.078","1507.6","129.219","Quest Path 4341: Spires of Arak 6.0 - Alliance Garrison Outpost > Shadow's Defiance","69067","69067","0","0","1116","0","0","0"
"1495","3860.59","6933.59","13.8502","Quest Path 4342: Shadowmoon Valley 6.0:JP3 - A - Broken Precipice - Taxi Path to Broken Precipice ","69067","69067","0","0","1116","0","0","0"
"1496","-368.809","2286.12","34.0297","Quest Path 4345: Spires of Arak 6.0 - Shattered Hand Poison Camp > Horde Garrison Outpost","69066","69066","0","0","1116","0","0","0"
"1497","-1114.34","2312.94","3.05704","Quest Path 4346: Spires of Arak 6.0 - Shattered Hand Poison Camp > Alliance Garrison Outpost","69067","69067","0","0","1116","0","0","0"
"1498","3867.39","6929.36","15.2991","Quest Path 4353: Frostfire Ridge:JP3 - Broken Precipice - Taxi to Nagrand / Broken Precipice","69066","69066","0","0","1116","0","0","0"
"1502","3040.78","4783.08","128.275","The Ring of Trials, Nagrand","82838","82757","0","0","1116","0","372","3"
"1503","3918.79","5131.45","62.728","Throne of the Elements, Nagrand","82838","82757","0","0","1116","0","377","3"
"1504","3235.73","4584.55","144.607","Wor'var, Nagrand","69066","0","0","0","1116","0","378","2"
"1505","3102.81","6500.38","17.6317","Riverside Post, Nagrand","69066","0","0","0","1116","0","379","2"
"1506","2594.25","5700.63","100.536","Telaari Station, Nagrand","0","69067","0","0","1116","0","380","1"
"1507","3384.17","5755.58","39.1851","Yrel's Watch, Nagrand","0","69067","0","0","1116","0","381","1"
"1508","-398.988","1880.12","51.2684","Veil Terokk, Spires of Arak","87455","87455","0","0","1116","0","382","3"
"1509","-335.451","926.622","75.2153","Talon Watch, Spires of Arak","87455","87455","0","0","1116","0","385","3"
"1510","-1579.14","993.09","8.08963","Pinchwhistle Gearworks, Spires of Arak","28625","28625","0","0","1116","0","386","3"
"1511","4552.27","1274.56","144.928","Bastion Rise, Gorgrond","0","88786","0","0","1116","0","387","1"
"1512","4641.62","1188.07","137.088","Bastion Rise, Gorgrond","84351","0","0","0","1116","0","388","2"
"1513","387.542","2442.73","19.3169","Apexis Excavation, Spires of Arak","87455","87455","0","0","1116","0","389","3"
"1514","4837.63","1687.55","148.983","Evermorn Springs, Gorgrond","84351","0","0","0","1116","0","390","2"
"1515","128.615","1544.63","-1.72825","Crow's Crook, Spires of Arak","87455","87455","0","0","1116","0","391","3"
"1518","6456.1","-174.755","120.071","Wildwood Wash, Gorgrond","0","88786","0","0","1116","0","393","1"
"1519","6352.58","746.234","116.163","Highpass, Gorgrond","0","88786","0","0","1116","0","394","1"
"1520","6593.43","1316.04","64.6343","Breaker's Crown, Gorgrond","87455","87455","0","0","1116","29229","396","3"
"1523","5412.85","1271.05","101.89","Deeproot, Gorgrond","0","88786","0","0","1116","0","392","1"
"1524","8486.15","1544.24","78.8754","Iron Docks, Gorgrond","87455","87455","0","0","1116","0","395","3"
"1527","-347.267","930.752","75.6441","Quest Path 4442: Spires of Arak: (DLA) - Veil Terokk -> Talon Watch Breadcrumb","84517","84517","0","0","1116","0","0","0"
"1528","5724.26","2163.64","157.575","Iron Siegeworks, Frostfire Ridge","0","81930","0","0","1116","0","397","1"
"1529","-974.125","-1739.3","2.99791","Darktide Roost, Shadowmoon Valley","82757","82757","0","0","1116","0","398","3"
"1535","-1581.13","994.182","8.08963","Quest Path 4535: Quest Path - Spires of Arak 6.0 - Horde Garrison Outpost > Pinchwhistle Gearworks (LWB)","69066","69066","0","0","1116","0","0","0"
"1536","-1581.8","996.686","9.22129","Quest Path 4538: Quest Path - Spires of Arak 6.0 - Alliance Garrison Outpost > Pinchwhistle Gearworks (LWB)","69067","69067","0","0","1116","0","0","0"
"1537","-11771.2","-3867.32","58.4909","Shattered Landing, Blasted Lands","2224","0","0","0","1190","28231","399","10"
"1538","-11254","-3666.57","6.55275","Shattered Beachhead, Blasted Lands","0","541","0","0","1190","28232","400","9"
"1539","7596.2","1829.05","79.0772","Skysea Ridge, Gorgrond","85796","69067","0","0","1116","0","402","3"
"1540","3198.06","846.599","84.5774","Quest Path 4579: Talador 6.0 - Zangarra > Khadgar's Tower","79302","79302","0","0","1116","0","0","0"
"1541","3391.92","1029.8","178.807","Quest Path 4580: Talador 6.0 - Khadgar's Tower > Zangarra","79302","79302","0","0","1116","0","0","0"
"1547","3685.1","-3837.42","44.9817","Quest Path 4590: Shadowmoon Valley 6.0:JP3 - A - Ashran - Taxi Path to Ashran Staging Area","69067","69067","0","0","1116","0","0","0"
"1549","5357.9","-3940.42","32.7331","Quest Path 4600: Frostfire Ridge:JP3 - Ashran Staging Area - Taxi to Ashran","69066","69066","0","0","1116","0","0","0"
"1550","7400.64","4358.69","126.41","Quest Path 4599: Shadowmoon 6.x - ""The Search for Owynn Graddock"": Garrison, Shadowmoon Valley -> Bloodmaul Slag Mines, Frostfire Ridge (HMC)","541","541","0","0","0","0","0","0"
"1553","-1577.96","993.76","8.08963","Quest Path 4634: Shadowmoon 6.x - ""Pinchwhistle Gearworks"": Garrison, Shadowmoon Valley -> Pinchwhistle Gearworks, Spires of Arak (LWB)","541","541","0","0","1116","0","0","0"
"1554","-1577.74","993.814","8.08963","Quest Path 4635: Frostfire 6.x - ""Pinchwhistle Gearworks"": Garrison, Frostfire ->Pinchwhistle Gearworks, Spires of Arak (LWB)","82757","82757","0","0","1116","0","0","0"
"1555","3686.59","-3846.68","45.0399","Quest Path 4636: Shadowmoon Valley, Tier 3 Garrison -> Ashran, Stormshield (Shortcut Path) (CSA)","86619","86619","0","0","1191","0","0","0"
"1556","407.042","-2449.73","99.2637","Tranquil Court, Shadowmoon Valley","0","81930","0","0","1116","0","404","1"
"1559","5830.86","3004.09","183.21","Wolf's Stand, Frostfire Ridge","82757","0","0","0","1116","0","401","2"
"1562","4061.24","-4077.94","61.2156","Quest Path 4665: Ashran - Lane - Warspear to Stormshield","68771","68771","0","0","1191","0","0","0"
"1563","5037.71","-4197.63","46.8946","Quest Path 4666: Ashran - Lane - Stormshield to Warspear","68773","68773","0","0","1191","0","0","0"
"1567","405.788","-2448.75","99.2643","Temple of Karabor, Shadowmoon Valley","0","81930","0","0","1116","0","403","1"
"1568","7093.6","404.74","112.001","Everbloom Wilds, Gorgrond","85795","69067","0","0","1116","0","405","3"
"1569","676.424","701.439","113.96","Akeeta's Hovel, Shadowmoon Valley","87455","87455","0","0","1116","0","406","3"
"1572","3761.26","6430.15","21.6669","Rilzit's Holdfast, Nagrand","82838","82838","0","0","1116","0","408","3"
"1573","2053.66","6507.39","32.264","Nivek's Overlook, Nagrand","82838","82757","0","0","1116","0","407","3"
"1574","3676.04","5776.19","45.4013","Joz's Rylaks, Nagrand","82838","82757","0","0","1116","0","409","3"
"1580","8018.09","-560.49","154.967","Everbloom Overlook, Gorgrond","82838","69067","0","0","1116","0","410","3"
"1581","779.627","2418.24","227.923","Quest Path 4881: Lunarfall, Shadowmoon Valley -> Terokkar Pass, Spires of Arak","69067","69067","0","0","1116","0","0","0"
"1582","778.2","2417.92","227.923","Quest Path 4888: Frostwall Garrison, Frostfire Ridge -> Terokkar Pass, Spires of Arak","69066","69066","0","0","1116","0","0","0"
"1599","9227","489","7.17","Quest Path 4958: Garrison - 6.1 Chapter - H - Taxi to Iron Docks - JMC","87502","87502","0","0","0","0","0","0"
"1601","5579.04","4564.72","136.218","Quest Path 4960: Garrison - 6.1 Chapter - H - Taxi from Iron Docks to Garrison - JMC","85796","85796","0","0","1116","0","0","0"
"1605","9068","744","6.91","Quest Path 4965: Garrison - 6.1 Chapter - A - Taxi from Garrison to Iron Docks - JMC","28783","28783","0","0","1116","0","0","0"
"1606","1866.15","219.72","77.0743","Quest Path 4966: Garrison - 6.1 Chapter - A - Taxi from Iron Docks to Garrison - JMC","71260","71260","0","0","1116","0","0","0"
"1613","576.405","6644.03","58.5","Azurewing Repose, Azsuna","31694","31694","0","0","1220","0","411","3"
