Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown0_4,Unknown0_5,Unknown0_6,Unknown0_7,Unknown0_8,Unknown0_9,Unknown0_10,Unknown0_11,Unknown0_12,Unknown0_13,Unknown0_14,Unknown0_15,Unknown0_16,Unknown0_17,Unknown0_18,Unknown0_19,Unknown0_20,Unknown1_0,Unknown1_1,Unknown1_2,Unknown1_3,Unknown1_4,Unknown1_5,Unknown1_6,Unknown1_7
"665","1147","1721","1721","1721","1147","1721","1721","1147","1721","0","1721","0","0","1147","1147","1132","54","0","1721","1147","126","0","1150","1150","1150","1150","0","1147","0"
"666","1151","1727","1727","1727","1151","1727","1727","1151","1727","0","1727","0","0","1151","1151","1136","54","0","1727","1151","126","0","1154","1154","1154","1154","0","1151","0"
"667","1155","1733","1733","1733","1155","1733","1733","1155","1733","0","1733","0","0","1155","1155","1140","54","0","1733","1155","126","0","1158","1158","1158","1158","0","1155","0"
"668","1159","1739","1739","1739","1159","1739","1739","1159","1739","0","1739","0","0","1159","1159","1144","54","0","1739","1159","126","0","1162","1162","1162","1162","0","1159","0"
"669","1163","1745","1745","1745","1163","1745","1745","1163","1745","0","1745","0","0","1163","1163","1148","54","0","1745","1163","126","0","1166","1166","1166","1166","0","1163","0"
"670","1167","1751","1751","1751","1167","1751","1751","1167","1751","0","1751","0","0","1167","1167","1152","54","0","1751","1167","126","0","1170","1170","1170","1170","0","1167","0"
"671","1171","1757","1757","1757","1171","1757","1757","1171","1757","0","1757","0","0","1171","1171","1156","54","0","1757","1171","126","0","1174","1174","1174","1174","0","1171","0"
"672","1175","1763","1763","1763","1175","1763","1763","1175","1763","0","1763","0","0","1175","1175","1160","54","0","1763","1175","126","0","1178","1178","1178","1178","0","1175","0"
"673","1179","1769","1769","1769","1179","1769","1769","1179","1769","0","1769","0","0","1179","1179","1164","54","0","1769","1179","126","0","1182","1182","1182","1182","0","1179","0"
"674","1183","1775","1775","1775","1183","1775","1775","1183","1775","0","1775","0","0","1183","1183","1168","54","0","1775","1183","126","0","1186","1186","1186","1186","0","1183","0"
"675","1188","1781","1781","1781","1188","1781","1781","1188","1781","0","1781","0","0","1188","1188","1173","54","0","1781","1188","126","0","1190","1190","1190","1190","0","1188","0"
"676","1192","1787","1787","1787","1192","1787","1787","1192","1787","0","1787","0","0","1192","1192","1177","54","0","1787","1192","126","0","1194","1194","1194","1194","0","1192","0"
"677","1196","1793","1793","1793","1196","1793","1793","1196","1793","0","1793","0","0","1196","1196","1181","54","0","1793","1196","126","0","1198","1198","1198","1198","0","1196","0"
"678","1200","1799","1799","1799","1200","1799","1799","1200","1799","0","1799","0","0","1200","1200","1185","54","0","1799","1200","126","0","1202","1202","1202","1202","0","1200","0"
"679","1204","1805","1805","1805","1204","1805","1805","1204","1805","0","1805","0","0","1204","1204","1189","54","0","1805","1204","126","0","1206","1206","1206","1206","0","1204","0"
"680","1208","1811","1811","1811","1208","1811","1811","1208","1811","0","1811","0","0","1208","1208","1193","54","0","1811","1208","126","0","1210","1210","1210","1210","0","1208","0"
"681","1212","1817","1817","1817","1212","1817","1817","1212","1817","0","1817","0","0","1212","1212","1197","54","0","1817","1212","126","0","1214","1214","1214","1214","0","1212","0"
"682","1216","1823","1823","1823","1216","1823","1823","1216","1823","0","1823","0","0","1216","1216","1201","54","0","1823","1216","126","0","1218","1218","1218","1218","0","1216","0"
"683","1220","1829","1829","1829","1220","1829","1829","1220","1829","0","1829","0","0","1220","1220","1205","54","0","1829","1220","126","0","1223","1223","1223","1223","0","1220","0"
"684","1224","1835","1835","1835","1224","1835","1835","1224","1835","0","1835","0","0","1224","1224","1209","54","0","1835","1224","126","0","1227","1227","1227","1227","0","1224","0"
"685","1228","1841","1841","1841","1228","1841","1841","1228","1841","0","1841","0","0","1228","1228","1213","54","0","1841","1228","126","0","1231","1231","1231","1231","0","1228","0"
"686","1232","1847","1847","1847","1232","1847","1847","1232","1847","0","1847","0","0","1232","1232","1217","54","0","1847","1232","126","0","1235","1235","1235","1235","0","1232","0"
"687","1236","1854","1854","1854","1236","1854","1854","1236","1854","0","1854","0","0","1236","1236","1221","54","0","1854","1236","126","0","1239","1239","1239","1239","0","1236","0"
"688","1240","1860","1860","1860","1240","1860","1860","1240","1860","0","1860","0","0","1240","1240","1225","54","0","1860","1240","126","0","1243","1243","1243","1243","0","1240","0"
"689","1244","1866","1866","1866","1244","1866","1866","1244","1866","0","1866","0","0","1244","1244","1229","54","0","1866","1244","126","0","1247","1247","1247","1247","0","1244","0"
"690","1248","1872","1872","1872","1248","1872","1872","1248","1872","0","1872","0","0","1248","1248","1233","54","0","1872","1248","126","0","1251","1251","1251","1251","0","1248","0"
"691","1252","1878","1878","1878","1252","1878","1878","1252","1878","0","1878","0","0","1252","1252","1237","54","0","1878","1252","126","0","1255","1255","1255","1255","0","1252","0"
"692","1256","1884","1884","1884","1256","1884","1884","1256","1884","0","1884","0","0","1256","1256","1241","54","0","1884","1256","126","0","1259","1259","1259","1259","0","1256","0"
"693","1260","1890","1890","1890","1260","1890","1890","1260","1890","0","1890","0","0","1260","1260","1245","54","0","1890","1260","126","0","1263","1263","1263","1263","0","1260","0"
"694","1264","1896","1896","1896","1264","1896","1896","1264","1896","0","1896","0","0","1264","1264","1249","54","0","1896","1264","126","0","1267","1267","1267","1267","0","1264","0"
"695","1268","1902","1902","1902","1268","1902","1902","1268","1902","0","1902","0","0","1268","1268","1253","54","0","1902","1268","126","0","1271","1271","1271","1271","0","1268","0"
"696","1272","1908","1908","1908","1272","1908","1908","1272","1908","0","1908","0","0","1272","1272","1257","54","0","1908","1272","126","0","1275","1275","1275","1275","0","1272","0"
"697","1276","1914","1914","1914","1276","1914","1914","1276","1914","0","1914","0","0","1276","1276","1261","54","0","1914","1276","126","0","1279","1279","1279","1279","0","1276","0"
"698","1280","1920","1920","1920","1280","1920","1920","1280","1920","0","1920","0","0","1280","1280","1265","54","0","1920","1280","126","0","1283","1283","1283","1283","0","1280","0"
"699","1284","1926","1926","1926","1284","1926","1926","1284","1926","0","1926","0","0","1284","1284","1269","54","0","1926","1284","126","0","1287","1287","1287","1287","0","1284","0"
"700","1288","1932","1932","1932","1288","1932","1932","1288","1932","0","1932","0","0","1288","1288","1273","54","0","1932","1288","126","0","1291","1291","1291","1291","0","1288","0"
"701","1292","1938","1938","1938","1292","1938","1938","1292","1938","0","1938","0","0","1292","1292","1277","54","0","1938","1292","126","0","1295","1295","1295","1295","0","1292","0"
"702","1296","1944","1944","1944","1296","1944","1944","1296","1944","0","1944","0","0","1296","1296","1281","54","0","1944","1296","126","0","1300","1300","1300","1300","0","1296","0"
"703","1300","1950","1950","1950","1300","1950","1950","1300","1950","0","1950","0","0","1300","1300","1285","54","0","1950","1300","126","0","1304","1304","1304","1304","0","1300","0"
"704","1304","1956","1956","1956","1304","1956","1956","1304","1956","0","1956","0","0","1304","1304","1289","54","0","1956","1304","126","0","1308","1308","1308","1308","0","1304","0"
"705","1308","1962","1962","1962","1308","1962","1962","1308","1962","0","1962","0","0","1308","1308","1293","54","0","1962","1308","126","0","1312","1312","1312","1312","0","1308","0"
"706","1312","1968","1968","1968","1312","1968","1968","1312","1968","0","1968","0","0","1312","1312","1297","54","0","1968","1312","126","0","1316","1316","1316","1316","0","1312","0"
"707","1316","1974","1974","1974","1316","1974","1974","1316","1974","0","1974","0","0","1316","1316","1301","54","0","1974","1316","126","0","1320","1320","1320","1320","0","1316","0"
"708","1320","1980","1980","1980","1320","1980","1980","1320","1980","0","1980","0","0","1320","1320","1305","54","0","1980","1320","126","0","1324","1324","1324","1324","0","1320","0"
"709","1324","1986","1986","1986","1324","1986","1986","1324","1986","0","1986","0","0","1324","1324","1309","54","0","1986","1324","126","0","1328","1328","1328","1328","0","1324","0"
"710","1329","1993","1993","1993","1329","1993","1993","1329","1993","0","1993","0","0","1329","1329","1314","54","0","1993","1329","126","0","1332","1332","1332","1332","0","1329","0"
"711","1333","1999","1999","1999","1333","1999","1999","1333","1999","0","1999","0","0","1333","1333","1318","54","0","1999","1333","126","0","1336","1336","1336","1336","0","1333","0"
"712","1337","2005","2005","2005","1337","2005","2005","1337","2005","0","2005","0","0","1337","1337","1322","54","0","2005","1337","126","0","1340","1340","1340","1340","0","1337","0"
"713","1341","2011","2011","2011","1341","2011","2011","1341","2011","0","2011","0","0","1341","1341","1326","54","0","2011","1341","126","0","1344","1344","1344","1344","0","1341","0"
"714","1345","2017","2017","2017","1345","2017","2017","1345","2017","0","2017","0","0","1345","1345","1330","54","0","2017","1345","126","0","1348","1348","1348","1348","0","1345","0"
"715","1349","2023","2023","2023","1349","2023","2023","1349","2023","0","2023","0","0","1349","1349","1334","54","0","2023","1349","126","0","1352","1352","1352","1352","0","1349","0"
"716","1353","2029","2029","2029","1353","2029","2029","1353","2029","0","2029","0","0","1353","1353","1338","54","0","2029","1353","126","0","1356","1356","1356","1356","0","1353","0"
"717","1357","2035","2035","2035","1357","2035","2035","1357","2035","0","2035","0","0","1357","1357","1342","54","0","2035","1357","126","0","1360","1360","1360","1360","0","1357","0"
"718","1361","2041","2041","2041","1361","2041","2041","1361","2041","0","2041","0","0","1361","1361","1346","54","0","2041","1361","126","0","1364","1364","1364","1364","0","1361","0"
"719","1365","2047","2047","2047","1365","2047","2047","1365","2047","0","2047","0","0","1365","1365","1350","54","0","2047","1365","126","0","1368","1368","1368","1368","0","1365","0"
"720","1369","2053","2053","2053","1369","2053","2053","1369","2053","0","2053","0","0","1369","1369","1354","54","0","2053","1369","126","0","1372","1372","1372","1372","0","1369","0"
"721","1373","2059","2059","2059","1373","2059","2059","1373","2059","0","2059","0","0","1373","1373","1358","54","0","2059","1373","126","0","1377","1377","1377","1377","0","1373","0"
"722","1377","2065","2065","2065","1377","2065","2065","1377","2065","0","2065","0","0","1377","1377","1362","54","0","2065","1377","126","0","1381","1381","1381","1381","0","1377","0"
"723","1381","2071","2071","2071","1381","2071","2071","1381","2071","0","2071","0","0","1381","1381","1366","54","0","2071","1381","126","0","1385","1385","1385","1385","0","1381","0"
"724","1385","2077","2077","2077","1385","2077","2077","1385","2077","0","2077","0","0","1385","1385","1370","54","0","2077","1385","126","0","1389","1389","1389","1389","0","1385","0"
"725","1389","2083","2083","2083","1389","2083","2083","1389","2083","0","2083","0","0","1389","1389","1374","54","0","2083","1389","126","0","1393","1393","1393","1393","0","1389","0"
"726","1393","2089","2089","2089","1393","2089","2089","1393","2089","0","2089","0","0","1393","1393","1378","54","0","2089","1393","126","0","1397","1397","1397","1397","0","1393","0"
"727","1397","2095","2095","2095","1397","2095","2095","1397","2095","0","2095","0","0","1397","1397","1382","54","0","2095","1397","126","0","1401","1401","1401","1401","0","1397","0"
"728","1401","2101","2101","2101","1401","2101","2101","1401","2101","0","2101","0","0","1401","1401","1386","54","0","2101","1401","126","0","1405","1405","1405","1405","0","1401","0"
"729","1405","2107","2107","2107","1405","2107","2107","1405","2107","0","2107","0","0","1405","1405","1390","54","0","2107","1405","126","0","1409","1409","1409","1409","0","1405","0"
"730","1409","2113","2113","2113","1409","2113","2113","1409","2113","0","2113","0","0","1409","1409","1394","54","0","2113","1409","126","0","1413","1413","1413","1413","0","1409","0"
"731","1413","2119","2119","2119","1413","2119","2119","1413","2119","0","2119","0","0","1413","1413","1398","54","0","2119","1413","126","0","1421","1421","1421","1421","0","1413","0"
"732","1417","2126","2126","2126","1417","2126","2126","1417","2126","0","2126","0","0","1417","1417","1402","54","0","2126","1417","126","0","1429","1429","1429","1429","0","1417","0"
"733","1421","2132","2132","2132","1421","2132","2132","1421","2132","0","2132","0","0","1421","1421","1406","54","0","2132","1421","126","0","1437","1437","1437","1437","0","1421","0"
"734","1425","2138","2138","2138","1425","2138","2138","1425","2138","0","2138","0","0","1425","1425","1410","54","0","2138","1425","126","0","1445","1445","1445","1445","0","1425","0"
"735","1427","2141","2141","2141","1427","2141","2141","1427","2141","0","2141","0","0","1427","1427","1412","54","0","2141","1427","126","0","1449","1449","1449","1449","0","1427","0"
"736","1429","2144","2144","2144","1429","2144","2144","1429","2144","0","2144","0","0","1429","1429","1414","54","0","2144","1429","126","0","1454","1454","1454","1454","0","1429","0"
"737","1431","2147","2147","2147","1431","2147","2147","1431","2147","0","2147","0","0","1431","1431","1416","54","0","2147","1431","126","0","1458","1458","1458","1458","0","1431","0"
"738","1433","2150","2150","2150","1433","2150","2150","1433","2150","0","2150","0","0","1433","1433","1418","54","0","2150","1433","126","0","1462","1462","1462","1462","0","1433","0"
"739","1435","2153","2153","2153","1435","2153","2153","1435","2153","0","2153","0","0","1435","1435","1420","54","0","2153","1435","126","0","1466","1466","1466","1466","0","1435","0"
"740","1437","2156","2156","2156","1437","2156","2156","1437","2156","0","2156","0","0","1437","1437","1422","54","0","2156","1437","126","0","1470","1470","1470","1470","0","1437","0"
"741","1439","2159","2159","2159","1439","2159","2159","1439","2159","0","2159","0","0","1439","1439","1424","54","0","2159","1439","126","0","1474","1474","1474","1474","0","1439","0"
"742","1441","2162","2162","2162","1441","2162","2162","1441","2162","0","2162","0","0","1441","1441","1426","54","0","2162","1441","126","0","1478","1478","1478","1478","0","1441","0"
"743","1443","2165","2165","2165","1443","2165","2165","1443","2165","0","2165","0","0","1443","1443","1428","54","0","2165","1443","126","0","1482","1482","1482","1482","0","1443","0"
"744","1445","2168","2168","2168","1445","2168","2168","1445","2168","0","2168","0","0","1445","1445","1430","54","0","2168","1445","126","0","1486","1486","1486","1486","0","1445","0"
"745","1447","2171","2171","2171","1447","2171","2171","1447","2171","0","2171","0","0","1447","1447","1432","54","0","2171","1447","126","0","1490","1490","1490","1490","0","1447","0"
"746","1449","2174","2174","2174","1449","2174","2174","1449","2174","0","2174","0","0","1449","1449","1434","54","0","2174","1449","126","0","1494","1494","1494","1494","0","1449","0"
"747","1451","2177","2177","2177","1451","2177","2177","1451","2177","0","2177","0","0","1451","1451","1436","54","0","2177","1451","126","0","1498","1498","1498","1498","0","1451","0"
"748","1453","2180","2180","2180","1453","2180","2180","1453","2180","0","2180","0","0","1453","1453","1438","54","0","2180","1453","126","0","1502","1502","1502","1502","0","1453","0"
"749","1455","2183","2183","2183","1455","2183","2183","1455","2183","0","2183","0","0","1455","1455","1440","54","0","2183","1455","126","0","1506","1506","1506","1506","0","1455","0"
"750","1457","2186","2186","2186","1457","2186","2186","1457","2186","0","2186","0","0","1457","1457","1442","54","0","2186","1457","126","0","1510","1510","1510","1510","0","1457","0"
"751","1459","2189","2189","2189","1459","2189","2189","1459","2189","0","2189","0","0","1459","1459","1444","54","0","2189","1459","126","0","1514","1514","1514","1514","0","1459","0"
"752","1461","2192","2192","2192","1461","2192","2192","1461","2192","0","2192","0","0","1461","1461","1446","54","0","2192","1461","126","0","1518","1518","1518","1518","0","1461","0"
"753","1464","2195","2195","2195","1464","2195","2195","1464","2195","0","2195","0","0","1464","1464","1449","54","0","2195","1464","126","0","1522","1522","1522","1522","0","1464","0"
"754","1466","2198","2198","2198","1466","2198","2198","1466","2198","0","2198","0","0","1466","1466","1451","54","0","2198","1466","126","0","1526","1526","1526","1526","0","1466","0"
"755","1468","2201","2201","2201","1468","2201","2201","1468","2201","0","2201","0","0","1468","1468","1453","54","0","2201","1468","126","0","1531","1531","1531","1531","0","1468","0"
"756","1470","2204","2204","2204","1470","2204","2204","1470","2204","0","2204","0","0","1470","1470","1455","54","0","2204","1470","126","0","1535","1535","1535","1535","0","1470","0"
"757","1472","2207","2207","2207","1472","2207","2207","1472","2207","0","2207","0","0","1472","1472","1457","54","0","2207","1472","126","0","1539","1539","1539","1539","0","1472","0"
"758","1474","2210","2210","2210","1474","2210","2210","1474","2210","0","2210","0","0","1474","1474","1459","54","0","2210","1474","126","0","1543","1543","1543","1543","0","1474","0"
"759","1476","2213","2213","2213","1476","2213","2213","1476","2213","0","2213","0","0","1476","1476","1461","54","0","2213","1476","126","0","1547","1547","1547","1547","0","1476","0"
"760","1478","2216","2216","2216","1478","2216","2216","1478","2216","0","2216","0","0","1478","1478","1463","54","0","2216","1478","126","0","1551","1551","1551","1551","0","1478","0"
"761","1480","2219","2219","2219","1480","2219","2219","1480","2219","0","2219","0","0","1480","1480","1465","54","0","2219","1480","126","0","1555","1555","1555","1555","0","1480","0"
"762","1482","2222","2222","2222","1482","2222","2222","1482","2222","0","2222","0","0","1482","1482","1467","54","0","2222","1482","126","0","1559","1559","1559","1559","0","1482","0"
"763","1484","2225","2225","2225","1484","2225","2225","1484","2225","0","2225","0","0","1484","1484","1469","54","0","2225","1484","126","0","1563","1563","1563","1563","0","1484","0"
"764","1486","2228","2228","2228","1486","2228","2228","1486","2228","0","2228","0","0","1486","1486","1471","54","0","2228","1486","126","0","1567","1567","1567","1567","0","1486","0"
"765","1488","2231","2231","2231","1488","2231","2231","1488","2231","0","2231","0","0","1488","1488","1473","54","0","2231","1488","126","0","1571","1571","1571","1571","0","1488","0"
"766","1490","2234","2234","2234","1490","2234","2234","1490","2234","0","2234","0","0","1490","1490","1475","54","0","2234","1490","126","0","1575","1575","1575","1575","0","1490","0"
"767","1492","2237","2237","2237","1492","2237","2237","1492","2237","0","2237","0","0","1492","1492","1477","54","0","2237","1492","126","0","1579","1579","1579","1579","0","1492","0"
"768","1494","2240","2240","2240","1494","2240","2240","1494","2240","0","2240","0","0","1494","1494","1479","54","0","2240","1494","126","0","1583","1583","1583","1583","0","1494","0"
"769","1496","2243","2243","2243","1496","2243","2243","1496","2243","0","2243","0","0","1496","1496","1481","54","0","2243","1496","126","0","1587","1587","1587","1587","0","1496","0"
"770","1498","2246","2246","2246","1498","2246","2246","1498","2246","0","2246","0","0","1498","1498","1483","54","0","2246","1498","126","0","1591","1591","1591","1591","0","1498","0"
"771","1500","2249","2249","2249","1500","2249","2249","1500","2249","0","2249","0","0","1500","1500","1485","54","0","2249","1500","126","0","1595","1595","1595","1595","0","1500","0"
"772","1502","2252","2252","2252","1502","2252","2252","1502","2252","0","2252","0","0","1502","1502","1487","54","0","2252","1502","126","0","1599","1599","1599","1599","0","1502","0"
"773","1504","2255","2255","2255","1504","2255","2255","1504","2255","0","2255","0","0","1504","1504","1489","54","0","2255","1504","126","0","1603","1603","1603","1603","0","1504","0"
"774","1506","2258","2258","2258","1506","2258","2258","1506","2258","0","2258","0","0","1506","1506","1491","54","0","2258","1506","126","0","1608","1608","1608","1608","0","1506","0"
"775","1508","2261","2261","2261","1508","2261","2261","1508","2261","0","2261","0","0","1508","1508","1493","54","0","2261","1508","126","0","1612","1612","1612","1612","0","1508","0"
"776","1510","2265","2265","2265","1510","2265","2265","1510","2265","0","2265","0","0","1510","1510","1495","54","0","2265","1510","126","0","1616","1616","1616","1616","0","1510","0"
"777","1512","2268","2268","2268","1512","2268","2268","1512","2268","0","2268","0","0","1512","1512","1497","54","0","2268","1512","126","0","1620","1620","1620","1620","0","1512","0"
"778","1514","2271","2271","2271","1514","2271","2271","1514","2271","0","2271","0","0","1514","1514","1499","54","0","2271","1514","126","0","1624","1624","1624","1624","0","1514","0"
"779","1516","2274","2274","2274","1516","2274","2274","1516","2274","0","2274","0","0","1516","1516","1501","54","0","2274","1516","126","0","1628","1628","1628","1628","0","1516","0"
"780","1518","2277","2277","2277","1518","2277","2277","1518","2277","0","2277","0","0","1518","1518","1503","54","0","2277","1518","126","0","1632","1632","1632","1632","0","1518","0"
"781","1520","2280","2280","2280","1520","2280","2280","1520","2280","0","2280","0","0","1520","1520","1505","54","0","2280","1520","126","0","1636","1636","1636","1636","0","1520","0"
"782","1522","2283","2283","2283","1522","2283","2283","1522","2283","0","2283","0","0","1522","1522","1507","54","0","2283","1522","126","0","1640","1640","1640","1640","0","1522","0"
"783","1524","2286","2286","2286","1524","2286","2286","1524","2286","0","2286","0","0","1524","1524","1509","54","0","2286","1524","126","0","1644","1644","1644","1644","0","1524","0"
"784","1526","2289","2289","2289","1526","2289","2289","1526","2289","0","2289","0","0","1526","1526","1511","54","0","2289","1526","126","0","1648","1648","1648","1648","0","1526","0"
"785","1528","2292","2292","2292","1528","2292","2292","1528","2292","0","2292","0","0","1528","1528","1513","54","0","2292","1528","126","0","1652","1652","1652","1652","0","1528","0"
"786","1530","2295","2295","2295","1530","2295","2295","1530","2295","0","2295","0","0","1530","1530","1515","54","0","2295","1530","126","0","1656","1656","1656","1656","0","1530","0"
"787","1532","2298","2298","2298","1532","2298","2298","1532","2298","0","2298","0","0","1532","1532","1517","54","0","2298","1532","126","0","1660","1660","1660","1660","0","1532","0"
"788","1534","2301","2301","2301","1534","2301","2301","1534","2301","0","2301","0","0","1534","1534","1519","54","0","2301","1534","126","0","1664","1664","1664","1664","0","1534","0"
"789","1536","2304","2304","2304","1536","2304","2304","1536","2304","0","2304","0","0","1536","1536","1521","54","0","2304","1536","126","0","1668","1668","1668","1668","0","1536","0"
"790","1538","2307","2307","2307","1538","2307","2307","1538","2307","0","2307","0","0","1538","1538","1523","54","0","2307","1538","126","0","1672","1672","1672","1672","0","1538","0"
"791","1540","2310","2310","2310","1540","2310","2310","1540","2310","0","2310","0","0","1540","1540","1525","54","0","2310","1540","126","0","1676","1676","1676","1676","0","1540","0"
"792","1542","2313","2313","2313","1542","2313","2313","1542","2313","0","2313","0","0","1542","1542","1527","54","0","2313","1542","126","0","1680","1680","1680","1680","0","1542","0"
"793","1544","2316","2316","2316","1544","2316","2316","1544","2316","0","2316","0","0","1544","1544","1529","54","0","2316","1544","126","0","1685","1685","1685","1685","0","1544","0"
"794","1546","2319","2319","2319","1546","2319","2319","1546","2319","0","2319","0","0","1546","1546","1531","54","0","2319","1546","126","0","1689","1689","1689","1689","0","1546","0"
"795","1548","2322","2322","2322","1548","2322","2322","1548","2322","0","2322","0","0","1548","1548","1533","54","0","2322","1548","126","0","1693","1693","1693","1693","0","1548","0"
"796","1550","2325","2325","2325","1550","2325","2325","1550","2325","0","2325","0","0","1550","1550","1535","54","0","2325","1550","126","0","1697","1697","1697","1697","0","1550","0"
"797","1552","2328","2328","2328","1552","2328","2328","1552","2328","0","2328","0","0","1552","1552","1537","54","0","2328","1552","126","0","1701","1701","1701","1701","0","1552","0"
"798","1554","2331","2331","2331","1554","2331","2331","1554","2331","0","2331","0","0","1554","1554","1539","54","0","2331","1554","126","0","1705","1705","1705","1705","0","1554","0"
"799","1556","2334","2334","2334","1556","2334","2334","1556","2334","0","2334","0","0","1556","1556","1541","54","0","2334","1556","126","0","1709","1709","1709","1709","0","1556","0"
"800","1558","2337","2337","2337","1558","2337","2337","1558","2337","0","2337","0","0","1558","1558","1543","54","0","2337","1558","126","0","1713","1713","1713","1713","0","1558","0"
"801","1560","2340","2340","2340","1560","2340","2340","1560","2340","0","2340","0","0","1560","1560","1545","54","0","2340","1560","126","0","1717","1717","1717","1717","0","1560","0"
"802","1562","2343","2343","2343","1562","2343","2343","1562","2343","0","2343","0","0","1562","1562","1547","54","0","2343","1562","126","0","1721","1721","1721","1721","0","1562","0"
"803","1564","2346","2346","2346","1564","2346","2346","1564","2346","0","2346","0","0","1564","1564","1549","54","0","2346","1564","126","0","1725","1725","1725","1725","0","1564","0"
"804","1566","2349","2349","2349","1566","2349","2349","1566","2349","0","2349","0","0","1566","1566","1551","54","0","2349","1566","126","0","1729","1729","1729","1729","0","1566","0"
"805","1568","2352","2352","2352","1568","2352","2352","1568","2352","0","2352","0","0","1568","1568","1553","54","0","2352","1568","126","0","1733","1733","1733","1733","0","1568","0"
"806","1570","2355","2355","2355","1570","2355","2355","1570","2355","0","2355","0","0","1570","1570","1555","54","0","2355","1570","126","0","1737","1737","1737","1737","0","1570","0"
"807","1572","2358","2358","2358","1572","2358","2358","1572","2358","0","2358","0","0","1572","1572","1557","54","0","2358","1572","126","0","1741","1741","1741","1741","0","1572","0"
"808","1574","2361","2361","2361","1574","2361","2361","1574","2361","0","2361","0","0","1574","1574","1559","54","0","2361","1574","126","0","1745","1745","1745","1745","0","1574","0"
"809","1576","2364","2364","2364","1576","2364","2364","1576","2364","0","2364","0","0","1576","1576","1561","54","0","2364","1576","126","0","1749","1749","1749","1749","0","1576","0"
"810","1578","2367","2367","2367","1578","2367","2367","1578","2367","0","2367","0","0","1578","1578","1563","54","0","2367","1578","126","0","1753","1753","1753","1753","0","1578","0"
"811","1580","2370","2370","2370","1580","2370","2370","1580","2370","0","2370","0","0","1580","1580","1565","54","0","2370","1580","126","0","1757","1757","1757","1757","0","1580","0"
"812","1582","2373","2373","2373","1582","2373","2373","1582","2373","0","2373","0","0","1582","1582","1567","54","0","2373","1582","126","0","1762","1762","1762","1762","0","1582","0"
"813","1584","2376","2376","2376","1584","2376","2376","1584","2376","0","2376","0","0","1584","1584","1569","54","0","2376","1584","126","0","1766","1766","1766","1766","0","1584","0"
"814","1586","2379","2379","2379","1586","2379","2379","1586","2379","0","2379","0","0","1586","1586","1571","54","0","2379","1586","126","0","1770","1770","1770","1770","0","1586","0"
"815","1588","2382","2382","2382","1588","2382","2382","1588","2382","0","2382","0","0","1588","1588","1573","54","0","2382","1588","126","0","1774","1774","1774","1774","0","1588","0"
"816","1590","2385","2385","2385","1590","2385","2385","1590","2385","0","2385","0","0","1590","1590","1575","54","0","2385","1590","126","0","1778","1778","1778","1778","0","1590","0"
"817","1592","2388","2388","2388","1592","2388","2388","1592","2388","0","2388","0","0","1592","1592","1577","54","0","2388","1592","126","0","1782","1782","1782","1782","0","1592","0"
"818","1594","2391","2391","2391","1594","2391","2391","1594","2391","0","2391","0","0","1594","1594","1579","54","0","2391","1594","126","0","1786","1786","1786","1786","0","1594","0"
"819","1596","2394","2394","2394","1596","2394","2394","1596","2394","0","2394","0","0","1596","1596","1581","54","0","2394","1596","126","0","1790","1790","1790","1790","0","1596","0"
"820","1598","2397","2397","2397","1598","2397","2397","1598","2397","0","2397","0","0","1598","1598","1583","54","0","2397","1598","126","0","1794","1794","1794","1794","0","1598","0"
"821","1600","2400","2400","2400","1600","2400","2400","1600","2400","0","2400","0","0","1600","1600","1585","54","0","2400","1600","126","0","1798","1798","1798","1798","0","1600","0"
"822","1603","2404","2404","2404","1603","2404","2404","1603","2404","0","2404","0","0","1603","1603","1588","54","0","2404","1603","126","0","1802","1802","1802","1802","0","1603","0"
"823","1605","2407","2407","2407","1605","2407","2407","1605","2407","0","2407","0","0","1605","1605","1590","54","0","2407","1605","126","0","1806","1806","1806","1806","0","1605","0"
"824","1607","2410","2410","2410","1607","2410","2410","1607","2410","0","2410","0","0","1607","1607","1592","54","0","2410","1607","126","0","1810","1810","1810","1810","0","1607","0"
"825","1609","2413","2413","2413","1609","2413","2413","1609","2413","0","2413","0","0","1609","1609","1594","54","0","2413","1609","126","0","1814","1814","1814","1814","0","1609","0"
"826","1611","2416","2416","2416","1611","2416","2416","1611","2416","0","2416","0","0","1611","1611","1596","54","0","2416","1611","126","0","1818","1818","1818","1818","0","1611","0"
"827","1613","2419","2419","2419","1613","2419","2419","1613","2419","0","2419","0","0","1613","1613","1598","54","0","2419","1613","126","0","1822","1822","1822","1822","0","1613","0"
"828","1615","2422","2422","2422","1615","2422","2422","1615","2422","0","2422","0","0","1615","1615","1600","54","0","2422","1615","126","0","1826","1826","1826","1826","0","1615","0"
"829","1617","2425","2425","2425","1617","2425","2425","1617","2425","0","2425","0","0","1617","1617","1602","54","0","2425","1617","126","0","1830","1830","1830","1830","0","1617","0"
"830","1619","2428","2428","2428","1619","2428","2428","1619","2428","0","2428","0","0","1619","1619","1604","54","0","2428","1619","126","0","1834","1834","1834","1834","0","1619","0"
"831","1621","2431","2431","2431","1621","2431","2431","1621","2431","0","2431","0","0","1621","1621","1606","54","0","2431","1621","126","0","1839","1839","1839","1839","0","1621","0"
