Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5_0,Unknown5_1,Unknown5_2,Unknown6,Unknown7,Unknown8,Unknown9
"823","0.2","0.5","1","0.75","1","0","0","0","42","1","0","0"
"824","0.2","0.5","0.7","0.75","1","0","0","0","114","1","0","0"
"825","0.5","0.7","1","0.75","1","0","0","0","124","0","0","0"
"826","0.1","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"827","0.3","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"828","0.6","0.4","0.9","0.75","1","0","0","0","56","1","0","0"
"829","0.3","0.65","1","0.75","1","0","0","0","116","1","0","0"
"830","0.8","0.5","1","0.75","1","0","0","0","0","0","0","0"
"831","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"832","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"833","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"834","0.3","0.65","1","0.75","1","0","0","0","116","1","0","0"
"835","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"836","0.2","0.5","1","0.75","1","0","0","0","139","1","0","0"
"837","0.8","0.65","1","0.75","1","0","0","0","0","1","0","0"
"838","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"839","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"840","0.6","0.4","0.9","0.75","1","0","0","0","0","1","0","0"
"841","0.6","0.4","0.9","0.75","1","0","0","0","0","1","0","0"
"842","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"843","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"844","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"845","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"846","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"847","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"848","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"849","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"850","0.5","0.7","1","0.75","1","0","0","0","0","0","0","0"
"851","0.5","0.7","1","0.75","1","0","0","0","126","0","0","0"
"852","0.5","0.7","1","0.75","1","0","0","0","124","0","0","0"
"853","0.2","0.5","1","0.75","1","0","0","0","130","1","0","0"
"854","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"855","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"857","0.4","0.5","1","0.75","1","0","0","0","0","1","0","0"
"858","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"859","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"860","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"861","0.4","0.5","1","0.75","1","0","0","0","0","1","0","0"
"862","0.2","0.5","1","0.75","1","0","0","0","130","1","0","0"
"863","0.5","0.7","1","0.75","1","0","0","0","0","0","0","0"
"864","0.1","0.5","1","0.75","1","0","0","0","133","1","0","0"
"865","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"866","0.65","0.5","1","0.75","1","0","0","0","0","0","0","0"
"867","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"868","0.4","0.5","1","0.75","1","0","0","0","0","1","0","0"
"869","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"870","0.3","0.5","1","0.75","1","0","0","0","0","0","0","0"
"871","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"872","0.5","0.3","0.7","0.75","1","0","0","0","128","0","0","0"
"873","0.4","0.65","1","0.75","1","0","0","0","129","1","0","0"
"874","0.6","0.65","1","0.75","1","0","0","0","0","1","0","0"
"875","0.6","0.65","1","0.75","1","0","0","0","0","1","0","0"
"876","0","0.5","1","0.75","1","0","0","0","155","0","0","0"
"877","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"878","0.1","0.65","1","0.75","1","0","0","0","0","1","0","1"
"879","0.2","0.5","1","0.75","1","0","0","0","141","1","0","0"
"880","0.6","0.65","1","0.75","1","0","0","0","0","1","0","0"
"881","0.3","0.5","1","0.75","1","0","0","0","0","0","0","0"
"882","1","0.5","1","0.75","1","0","0","0","132","0","0","0"
"883","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"884","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"885","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"886","0.1","0.5","1","0.75","1","0","0","0","133","1","0","0"
"887","0.2","0.65","1","0.75","1","0","0","0","130","1","0","1"
"888","0.2","0.65","1","0.75","1","0","0","0","130","1","0","1"
"889","0.4","0.65","1","0.75","1","0","0","0","130","1","0","1"
"890","0.4","0.65","1","0.75","1","0","0","0","130","1","0","0"
"891","0.1","0.5","1","0.75","1","0","0","0","133","1","0","0"
"892","0.1","0.5","1","0.75","1","0","0","0","133","1","0","0"
"893","0.1","0.5","1","0.75","1","0","0","0","150","1","0","0"
"894","0.2","0.5","1","0.75","1","0","0","0","143","1","0","0"
"895","0.2","0.5","1","0.75","1","0","0","0","114","1","0","0"
"896","0.2","0.5","1","0.75","1","0","0","0","134","1","0","0"
"897","0.6","0.5","1","0.75","1","0","0","0","135","1","0","0"
"898","0.2","0.5","1","0.75","1","0","0","0","114","1","0","0"
"899","0.7","0.3","0.7","0.8","1","0","0","0","128","0","0","0"
"900","0.7","0.3","0.7","0.75","1","0","0","0","128","0","0","0"
"901","0.2","0.5","1","0.75","1","0","0","0","136","1","0","0"
"902","0.2","0.5","1","0.75","1","0","0","0","145","1","0","0"
"903","0.3","0.5","1","0.75","1","0","0","0","165","1","0","0"
"904","0.2","0.5","1","0.75","1","0","0","0","138","1","0","0"
"905","0.2","0.5","1","0.75","1","0","0","0","140","1","0","0"
"906","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"907","1","0.5","1","0.75","1","0","0","0","154","0","0","0"
"908","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"909","1","0.5","1","0.75","1","0","0","0","160","0","0","0"
"910","0.3","0.5","1","0.75","1","0","0","0","0","0","0","0"
"911","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"912","0.1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"913","0.05","0.5","1","0.75","1","0","0","0","147","1","0","0"
"914","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"915","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"916","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"917","0.65","0.2","1","0.75","1","0","0","0","148","1","0","0"
"918","0.5","0.2","1","0.75","1","0","0","0","148","1","0","0"
"921","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"922","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"938","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"940","0.2","0.65","1","0.75","1","0","0","0","130","1","0","1"
"941","0.4","0.65","1","0.75","1","0","0","0","0","1","0","1"
"942","0.2","0.65","1","0.75","1","0","0","0","130","1","0","1"
"943","0.6","0.5","1","0.75","1","0","0","0","0","0","0","8"
"944","0.9","0.65","1","0.75","1","0","0","0","130","1","0","1"
"945","0.6","0.65","1","0.75","1","0","0","0","130","1","0","1"
"946","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"947","0.5","0.65","1","0.75","1","0","0","0","130","1","0","1"
"948","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"949","0.7","0.65","1","0.75","1","0","0","0","130","1","0","1"
"950","0.3","0.65","1","0.75","1","0","0","0","130","1","0","1"
"951","0","0.65","1","0.75","1","0","0","0","130","1","0","8"
"952","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"953","0","0.5","1","0.75","1","0","0","0","153","1","0","0"
"954","0.1","0.5","1","0.75","1","0","0","0","152","0","0","8"
"955","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"956","0.2","0.5","1","0.75","1","0","0","0","0","1","0","8"
"957","0.1","0.5","1","0.75","1","0","0","0","0","0","0","8"
"958","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"959","0.5","0.5","1","0.75","1","0","0","0","3","1","0","0"
"960","1","0.5","1","0.75","1","0","0","0","0","0","0","8"
"961","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"962","0.3","0.5","1","0.75","1","0","0","0","0","0","0","8"
"963","0.4","0.5","1","0.75","1","0","0","0","0","0","0","8"
"964","1","0","1","0.75","1","0","0","0","0","0","0","0"
"965","0.75","0.5","1","0.75","1","0","0","0","0","0","0","8"
"966","0.6","0.5","1","0.75","1","0","0","0","0","0","0","8"
"967","0.6","0.5","1","0.75","1","0","0","0","0","0","0","8"
"968","0.1","0.65","1","0.75","1","0","0","0","0","1","0","0"
"969","0","0.5","1","0.75","1","0","0","0","160","1","0","8"
"970","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"971","0.3","0.5","1","0.75","1","0","0","0","0","0","0","8"
"972","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"973","0.3","0.5","1","0.75","1","0","0","0","0","0","0","8"
"974","0.3","0.5","1","0.75","1","0","0","0","0","0","0","8"
"975","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"976","0.85","0.5","1","0.75","1","0","0","0","0","1","0","8"
"977","0.1","0.6","0.8","0.75","1","0","0","0","150","1","0","8"
"978","0.3","0.5","1","0.75","1","0","0","0","0","1","0","8"
"979","0.6","0.5","1","0.75","1","0","0","0","0","1","0","0"
"980","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"981","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"982","0.4","0.5","1","0.65","1","0","0","0","0","1","0","8"
"983","0.2","0.5","1","0.75","1","0","0","0","131","1","0","0"
"984","0.1","0.5","1","0.75","1","0","0","0","133","1","0","0"
"985","0.2","0.5","1","0.75","1","0","0","0","156","1","0","0"
"986","0.1","0.6","0.8","0.75","1","0","0","0","150","1","0","8"
"987","0.1","0.5","1","0.75","1","0","0","0","0","1","0","8"
"988","0","1","1","1","1","0","0","0","0","1","0","0"
"989","0.1","0.5","1","0.75","1","0","0","0","150","1","0","8"
"990","0.1","0.5","1","0.75","1","0","0","0","150","1","0","8"
"991","1","0.5","1","0.75","1","0","0","0","153","0","0","8"
"992","1","0.5","1","0.75","1","0","0","0","153","0","0","0"
"993","1","0.5","1","0.75","1","0","0","0","0","0","0","8"
"994","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"995","1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"996","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"997","0.3","0.5","1","0.75","1","0","0","0","0","1","0","0"
"998","0.1","0.6","0.8","0.75","1","0","0","0","150","1","0","0"
"999","0.1","0.5","1","0.75","1","0","0","0","150","1","0","0"
"1000","0.1","0.5","1","0.75","1","0","0","0","157","1","0","0"
"1001","0.1","0.5","1","0.75","1","0","0","0","150","1","0","0"
"1002","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1003","0.05","0.5","1","0.75","1","0","0","0","158","1","0","0"
"1004","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1005","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1006","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1007","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1008","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1009","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1010","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1011","0.4","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1012","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1013","0.85","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1014","0.7","0.3","0.7","0.8","1","0","0","0","124","0","0","0"
"1015","0.7","0.3","0.7","0.8","1","0","0","0","128","0","0","0"
"1016","1","0.3","0.7","0.8","1","0","0","0","128","0","0","0"
"1017","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1018","0","0.5","1","0.75","1","0","0","0","159","1","0","0"
"1019","0.2","0.5","1","0.75","1","0","0","0","156","1","0","0"
"1020","0.9","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1021","0.3","1","1","0.75","1","0","0","0","163","1","0","0"
"1022","0.05","0.5","1","0.75","1","0","0","0","225","1","0","0"
"1023","0","0.5","1","0.75","1","0","0","0","160","1","0","0"
"1024","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1025","0.2","0.65","1","0.75","1","0","0","0","130","1","0","0"
"1027","0.1","0.65","1","0.75","1","0","0","0","0","1","0","0"
"1028","0.1","0.65","1","0.75","1","0","0","0","0","1","0","1"
"1029","1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1030","0.3","0.5","1","0.75","1","0","0","0","163","1","0","0"
"1031","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1037","0","0.5","1","0.75","1","0","0","0","89","1","0","0"
"1038","0.5","0.4","1","0.65","1","0","0","0","0","1","0","0"
"1039","1","0","1","0.75","1","0","0","0","0","0","0","0"
"1040","1","0.5","1","0.75","1","0","0","0","132","0","0","0"
"1041","1","0.5","1","0.75","1","0","0","0","132","0","0","0"
"1042","1","0.5","1","0.75","1","0","0","0","250","0","0","0"
"1043","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1044","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1045","1","0.5","1","0.75","1","0","0","0","132","0","0","0"
"1046","0.6","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1047","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1049","0.1","0.6","0.8","0.75","0.9","0","0","0","172","1","0","0"
"1050","0","0.65","1","0.75","0.9","0","0","0","172","1","0","0"
"1051","0.1","0.6","0.8","0.75","0.9","0","0","0","0","1","0","0"
"1052","0.1","0.1","0.7","0.75","1","0","0","0","191","1","0","0"
"1053","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1054","1","0.5","1","0.75","1","0","0","0","132","0","0","0"
"1055","1","0.5","1","0.75","1","0","0","0","175","0","0","0"
"1056","1","0.5","1","0.75","1","0","0","0","132","0","0","0"
"1059","0.5","0.5","1","0.75","1","0","0","0","194","0","0","0"
"1063","0.2","0.1","0.7","0.75","1","0","0","0","192","1","0","0"
"1069","0.5","0.3","1","0.75","1","0","0","0","0","1","0","0"
"1070","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1071","0.5","0.1","1","0.75","1","0","0","0","193","1","0","0"
"1072","0.5","0.5","1","0.75","1","0","0","0","105","1","0","0"
"1073","0.5","0.5","1","0.75","1","0","0","0","178","0","0","0"
"1074","0.2","0.5","1","0.75","1","0","0","0","131","1","0","0"
"1075","0.6","0.5","1","0.75","1","0","0","0","195","1","0","0"
"1076","0.2","0.5","1","0.75","1","0","0","0","197","1","0","2"
"1077","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1078","0.2","0.1","0.5","0.75","1","0","0","0","211","1","0","0"
"1079","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1080","0.1","0.4","0.3","0","1","0","0","0","0","1","0","0"
"1081","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1082","0.2","0","0.5","0.75","1","0","0","0","0","1","0","0"
"1083","0.4","0.5","0.6","0.75","1","0","0","0","0","1","0","0"
"1084","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1085","0","0.5","1","0.75","1","0","0","0","184","1","0","0"
"1088","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1095","0.5","0.5","1","0.75","1","0","0","0","4","1","0","0"
"1096","0.3","0.5","1","0.75","1","0","0","0","180","1","0","0"
"1099","0.5","0.5","1","0.75","1","0","0","0","105","1","0","0"
"1100","0.1","0.5","1","0.75","1","0","0","0","183","0","0","0"
"1104","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1105","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1106","0","0.5","0.5","0.75","1","0","0","0","184","1","0","0"
"1107","0","0.6","0.9","0.5","1","0","0","0","186","1","0","0"
"1108","0.5","0.5","1","0.75","1","0","0","0","185","1","0","0"
"1110","0.5","0.5","0.5","0.75","1","0","0","0","212","0","0","2"
"1111","0.1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1113","0.5","0.5","0.9","0.75","1","0","0","0","0","1","0","0"
"1114","0.1","0.5","0.9","0.55","1","0","0","0","0","1","0","0"
"1115","0.5","0.5","1","0.75","1","0","0","0","187","1","0","0"
"1116","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1117","0.5","0.3","0.5","0.75","1","0","0","0","209","1","0","0"
"1119","0.7","0.5","1","0.75","1","0","0","0","177","0","0","0"
"1120","0.2","0.5","1","0.75","1","0","0","0","188","1","0","0"
"1121","0","0.5","1","0.75","1","0","0","0","184","1","0","0"
"1123","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1124","0","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1126","0.6","0.5","1","0","0","0","0","0","0","1","0","0"
"1127","0.2","0.5","1","1","1","0","0","0","0","1","0","0"
"1128","0.2","0.5","1","0.75","1","0","0","0","131","1","0","0"
"1129","0.6","0.5","1","0.75","1","0","0","0","197","1","0","2"
"1130","0.2","0.5","1","0.75","1","0","0","0","197","1","0","0"
"1131","0.2","0.5","1","0.75","1","0","0","0","200","1","0","0"
"1132","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1133","0.2","0.5","1","0.75","1","0","0","0","130","1","0","0"
"1134","0.5","0.5","1","0.75","1","0","0","0","202","1","0","0"
"1135","0.5","0.5","1","0.75","1","0","0","0","203","1","0","0"
"1136","0","0","1","0.75","1","0","0","0","186","1","0","0"
"1137","0.5","0.85","1","0.75","1","0","0","0","186","1","0","0"
"1138","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1139","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1140","0.2","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1144","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1148","0.2","0.1","0.9","0.75","1","0","0","0","0","1","0","0"
"1149","0.2","0.1","0.5","0.75","1","0","0","0","0","1","0","0"
"1150","0","1","0.9","0.5","1","0","0","0","186","1","0","0"
"1151","0","1","0.9","0.5","1","0","0","0","186","1","0","0"
"1152","0","0.6","0.9","0.5","1","0","0","0","186","1","0","0"
"1153","0","1","0.9","0.5","1","0","0","0","186","1","0","0"
"1154","0","0.5","0","0.5","1","0","0","0","186","1","0","0"
"1155","0","1","0.9","0.5","1","0","0","0","186","1","0","0"
"1156","0.1","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1158","1","0.5","1","0.75","1","0","0","0","204","0","0","0"
"1159","1","0.5","1","0.75","1","0","0","0","204","0","0","0"
"1160","1","0.5","1","0.75","1","0","0","0","204","0","0","0"
"1161","0.5","0.1","0.9","0.6","1","0","0","0","204","1","0","1"
"1224","0.5","0.18","0.6","0.7","1","0","0","0","214","0","0","1"
"1226","1","0.5","1","0.3","1","0","0","0","0","0","0","0"
"1228","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1229","1","0.5","1","0.75","1","0","0","0","184","1","0","0"
"1230","0","0.5","1","0.75","1","0","0","0","164","1","0","0"
"1231","0.7","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1232","0.3","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1233","0.3","0.5","1","0.75","1","0","0","0","127","0","0","0"
"1234","0","0.4","0.7","0.5","1","0","0","0","186","1","0","0"
"1237","0","0.9","0.5","0.7","1","0","0","0","207","1","0","0"
"1257","0.2","0.3","0.4","0.75","1","0","0","0","209","1","0","0"
"1258","0","0.9","0.5","0.7","1","0","0","0","212","1","0","0"
"1274","0.6","0.3","0.5","0.75","1","0","0","0","209","1","0","0"
"1280","1","0.1","0.9","0.75","1","0","0","0","127","1","0","0"
"1300","0.5","0.5","0.5","0.75","1","0","0","0","212","0","0","0"
"1301","0.5","0.5","1","0.5","1","0","0","0","210","0","0","0"
"1302","1","0","0.6","0.5","1","0","0","0","210","0","0","0"
"1320","0","0","0","0","0","0","0","0","0","0","0","0"
"1321","0","0","0","0","0","0","0","0","0","0","0","0"
"1322","0.2","0.3","0.5","0.75","1","0","0","0","209","1","0","0"
"1323","1","0","0","0","1","0","0","0","0","0","0","0"
"1327","1","0.7","0.7","0.5","1","0","0","0","210","0","0","0"
"1341","1","0.7","0.7","0.5","1","0","0","0","210","0","0","0"
"1343","1","0.7","0.7","0.5","1","0","0","0","210","0","0","0"
"1344","1","0","0.6","0.5","1","0","0","0","210","0","0","0"
"1351","0","0.6","0.9","0.5","1","0","0","0","186","1","0","0"
"1352","0","0.5","0.5","0.75","1","0","0","0","184","1","0","0"
"1353","1","0","0.9","0.6","1","0","0","0","204","0","0","1"
"1356","1","0.3","1","0.75","1","0","0","0","0","1","0","0"
"1357","1","0","0.6","0.5","1","0","0","0","210","0","0","0"
"1358","1","0.5","0.5","0.75","1","0","0","0","215","1","0","0"
"1359","1","0.7","0.7","0.7","1","0","0","0","215","1","0","0"
"1360","1","0.6","0.9","0.5","1","0","0","0","215","1","0","0"
"1361","1","0.3","1","0.75","1","0","0","0","215","1","0","0"
"1362","0.1","0.5","1","0.75","1","0","0","0","183","0","0","0"
"1363","0.3","0.5","1","0.75","1","0","0","0","165","1","0","0"
"1364","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1365","0.5","0.3","1","0.75","1","0","0","0","186","1","0","0"
"1366","0","0.5","1","0.75","1","0","0","0","164","1","0","0"
"1367","0.2","0.1","0.5","0.75","1","0","0","0","211","1","0","0"
"1368","0.5","0.5","0.5","0.75","1","0","0","0","212","0","0","0"
"1369","0","0.5","0.5","0.75","1","0","0","0","0","1","0","0"
"1370","0.5","0.3","1","0.75","1","0","0","0","0","1","0","0"
"1371","0.5","0","0.9","0.6","1","0","0","0","204","0","0","1"
"1372","0.5","0","0.6","0.5","1","0","0","0","214","0","0","1"
"1373","0.2","0.1","0.5","0.75","1","0","0","0","211","1","0","0"
"1374","0","0.9","0.5","0.7","1","0","0","0","207","1","0","0"
"1375","0","0.9","0.5","0.7","1","0","0","0","207","1","0","0"
"1377","0","0.9","0.5","0.7","1","0","0","0","0","1","0","2"
"1380","0.6","0.3","0.5","0.75","1","0","0","0","209","1","0","0"
"1386","0","0.5","0.9","0.75","1","0","0","0","164","1","0","0"
"1387","0.2","0.1","0.9","0.75","1","0","0","0","0","1","0","2"
"1388","1","1","1","1","1","0","0","0","14","0","0","2"
"1422","0","0.7","1","0.25","1","0","0","0","229","1","0","2"
"1423","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1434","0","0.5","1","0.25","1","0","0","0","0","1","0","0"
"1435","0","0.9","0.5","0.7","1","0","0","0","207","1","0","0"
"1436","0.5","0.5","1","0.5","1","0","0","0","222","0","0","3"
"1445","0","0.5","0.8","0.75","1","0","0","0","164","1","0","0"
"1446","0","0.5","0.9","0.75","1","0","0","0","164","1","0","0"
"1447","0.5","0.3","1","0.75","1","0","0","0","0","1","0","0"
"1450","0.5","0.3","1","0.75","1","0","0","0","186","1","0","0"
"1455","0.6","0.5","1","0.75","1","0","0","0","81","0","0","0"
"1470","0","0","1","0.75","1","0","0","0","164","1","0","0"
"1471","0.25","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1482","0","0.6","0.9","0.5","1","0","0","0","186","1","0","0"
"1483","0.2","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1484","0","0.5","0.5","0.75","1","0","0","0","0","1","0","0"
"1485","0","0.5","0.5","0.75","1","0","0","0","184","1","0","0"
"1486","0","0.5","0.8","0.75","1","0","0","0","164","1","0","0"
"1500","0.2","0.7","1","0.3","1","0","0","0","227","1","0","0"
"1501","0.2","0.01","0.7","0.6","1","0","0","0","204","1","0","1"
"1502","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1503","1","0.7","1","0.7","1","0","0","0","0","1","0","2"
"1504","0.85","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1511","0.5","0.5","1","0.75","1","0","0","0","0","1","0","0"
"1512","0.1","0.5","1","0.75","1","0","0","0","0","0","0","1"
"1524","0.2","0.7","1","0.3","1","0","0","0","227","1","0","0"
"1525","0.2","0.9","1","0.75","1","0","0","0","0","1","0","0"
"1528","0","0.7","1","0.25","1","0","0","0","0","1","0","2"
"1529","0.2","0.7","1","0.5","1","0","0","0","227","1","0","0"
"1534","0","0.7","1","0.25","1","0","0","0","229","1","0","2"
"1535","0.5","0.85","1","0.75","1","0","0","0","186","1","0","0"
"1536","0","0","1","0.75","1","0","0","0","0","1","0","0"
"1537","0.5","0.7","1","0.5","1","0","0","0","230","1","0","0"
"1542","0","0.6","0.9","0.5","1","0","0","0","186","1","0","0"
"1545","0.2","0.7","1","0.25","1","0","0","0","228","1","0","2"
"1548","0.2","0.7","1","0.25","1","0","0","0","228","1","0","2"
"1555","0","0.1","0.5","0.5","0.85","0","0","0","231","0","0","0"
"1556","0","0.1","0.5","0.1","0.5","0","0","0","0","0","0","0"
"1557","0","0.9","0.5","0.7","1","0","0","0","212","1","0","0"
"1558","0","0.1","0.5","0.5","0.85","0","0","0","231","0","0","24"
"1562","0.2","0.1","0.3","0.5","0.85","0","0","0","232","0","0","8"
"1563","0.2","0.7","1","0.25","1","0","0","0","228","1","0","2"
"1564","0","0","0","0","0","0","0","0","0","0","0","0"
"1568","1","0.5","1","0.75","1","0","0","0","136","0","0","2"
"1586","0.4","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1587","0.1","0.3","0.4","0.4","1","0","0","0","237","0","0","8"
"1590","0","0.2","0.5","0.25","1","0","0","0","236","0","0","8"
"1602","0.08","0.2","1","0.5","1","0","0","0","0","0","0","10"
"1604","0","0.1","0.5","0.6","0.9","0","0","0","231","0","0","8"
"1605","0","0.1","0.5","0.6","0.9","0","0","0","238","0","0","8"
"1606","0","0.1","0.5","0.6","0.9","0","0","0","231","0","0","24"
"1607","0.1","0.1","0.5","0.5","0.85","0","0","0","238","0","0","24"
"1608","0.1","0.1","0.5","0.6","0.9","0","0","0","238","0","0","24"
"1611","0.5","0.3","0.5","0.75","1","0","0","0","209","1","0","0"
"1612","0.5","0.3","0.5","0.75","1","0","0","0","0","1","0","0"
"1613","0","0.5","0.5","0.75","1","0","0","0","184","1","0","0"
"1614","0.1","0.2","0.1","0","1","0","0","0","0","1","0","0"
"1615","0.5","0.3","0.5","0.75","1","0","0","0","0","1","0","0"
"1616","0","0","0","0","0","0","0","0","0","0","0","0"
"1617","0.1","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1618","0.2","0.7","1","0.25","1","0","0","0","228","1","0","2"
"1619","0.85","0.9","1","0.75","1","0","0","0","0","1","0","0"
"1623","0.5","0.5","1","0.75","1","0","0","0","0","0","0","0"
"1624","0.1","0.2","0.1","0","1","0","0","0","0","1","0","0"
"1625","0.1","0.2","0.1","0","1","0","0","0","0","1","0","0"
"1626","0.6","0.3","0.5","0.75","1","0","0","0","209","1","0","0"
"1629","0","0.5","0.5","0.75","1","0","0","0","184","1","0","0"
"1630","0","0.5","0.8","0.75","1","0","0","0","164","1","0","0"
"1633","0.4","0.3","0.5","0.75","1","0","0","0","0","1","0","0"
"1634","0.6","0.4","0.3","0.5","0.85","0","0","0","232","0","0","8"
"1635","0","0.2","0.5","0.25","1","0","0","0","236","0","0","8"
"1636","0","1","1","0.75","1","0","0","0","240","0","0","10"
"1644","0.2","0.1","0.3","0.5","0.85","0","0","0","232","0","0","8"
"1647","0","0.2","0.5","0.25","1","0","0","0","239","0","0","10"
