Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10_0,Unknown10_1,Unknown10_2,Unknown10_3,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22
"4861","1073758272","0","TheRegrowth","0","The Regrowth","1","616","3290","634","0","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"4862","1073743941","0","TheFrozenHalls","0","The Frozen Halls","571","210","3292","0","0","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"4863","1073758208","0","BloodtalonShore","0","Bloodtalon Shore","1","6453","3297","600","891","789","0","0","0","0","0","675","-1","0","0","1","0","15","0","0","0","0"
"4864","1073758208","0","Zalazane'sFall","0","Zalazane's Fall","1","6453","3299","600","891","788","0","0","0","0","0","675","-1","0","0","1","0","15","0","0","0","0"
"4865","1075855360","0","DarkspearTrainingGrounds","0","Darkspear Training Grounds","1","6453","3301","600","891","0","0","0","0","0","0","675","-1","0","0","1","0","15","0","0","0","0"
"4866","1073758208","0","DarkspearHold","0","Darkspear Hold","1","6453","3303","600","891","0","0","0","0","0","0","675","-1","0","0","1","0","15","0","0","0","0"
"4867","1073758208","0","SpitescaleCove","0","Spitescale Cove","1","6453","3305","600","891","794","0","0","0","0","0","675","-1","0","0","5","0","15","0","0","0","0"
"4868","1073758208","0","TheBradshawMill","0","The Bradshaw Mill","654","4714","3307","608","0","0","0","0","0","0","0","675","-1","0","0","11","0","13","0","0","0","0"
"4869","1073758208","0","Wood'sEndCabin","0","Wood's End Cabin","654","4714","3309","0","0","0","0","0","0","0","0","675","-1","0","0","11","0","13","0","0","0","0"
"4870","1073741824","0","LandingSite","0","Landing Site","648","4720","3311","0","0","835","0","0","0","0","0","675","-1","0","0","7","0","13","0","0","0","0"
"4871","1073741824","0","Town-In-A-Box","0","Town-In-A-Box","648","4720","3313","0","0","846","0","0","0","0","0","675","-1","0","0","7","0","13","0","0","0","0"
"4872","1073758272","0","Bael'dunKeep","0","Bael'dun Keep","1","4709","3315","0","810","0","0","0","0","0","0","675","-1","0","0","35","0","15","0","0","0","0"
"4873","1073741824","0","RaptorRise","0","Raptor Rise","648","4720","3317","498","0","838","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4874","1073741824","0","ScorchedGully","0","Scorched Gully","648","4720","3319","0","0","839","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4875","1073758208","0","DarkspearIsle","0","Darkspear Isle","1","6453","3321","600","891","787","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4876","1073741824","0","RuinsofVashj'elan","0","Ruins of Vashj'elan","648","4720","3323","567","923","848","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4877","1073741824","0","Vashj'elanSpawningPool","0","Vashj'elan Spawning Pool","648","4720","3325","567","923","0","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4878","1073758208","0","TheThornsnarl","0","The Thornsnarl","1","6452","3327","646","799","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4879","1073758208","0","TheBattleboarPen","0","The Battleboar Pen","1","6452","3329","646","596","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4880","1073758208","0","Thornmantle'sHideout","0","Thornmantle's Hideout","1","6452","3331","646","596","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4881","1073758272","0","StonetalonPass","0","Stonetalon Pass","1","4709","3333","0","0","0","0","0","0","0","0","675","-1","0","0","30","0","15","0","0","0","0"
"4882","1073758272","0","Marshal'sStand","0","Marshal's Stand","1","490","3335","0","0","0","0","0","0","0","0","675","-1","0","0","52","0","15","0","0","0","0"
"4883","1073758272","0","MossyPile","0","Mossy Pile","1","490","3337","0","0","0","0","0","0","0","0","675","-1","0","0","53","0","15","0","0","0","0"
"4884","1073758272","0","TheScreamingReaches","0","The Screaming Reaches","1","490","3339","0","0","0","0","0","0","0","0","675","-1","0","0","55","0","15","0","0","0","0"
"4885","1073758272","0","TheRoilingGardens","0","The Roiling Gardens","1","490","3341","0","0","0","0","0","0","0","0","675","-1","0","0","52","0","15","0","0","0","0"
"4886","1073741824","0","OomlotVillage","0","Oomlot Village","648","4720","3343","498","922","0","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4887","16448","0","NightmareScar","0","Nightmare Scar","1","0","3345","0","0","0","0","0","0","0","0","675","-1","0","0","32","0","15","0","0","0","0"
"4888","1073758272","0","TheNightmareScar","0","The Nightmare Scar","1","4709","3347","0","0","0","0","0","0","0","0","675","-1","0","0","33","0","15","0","0","0","0"
"4889","1073758209","12","FrostwingLair","0","The Frost Queen's Lair","631","4812","3349","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","13","0","0","0","0"
"4890","1073758209","12","PutricidesLaboratoryof","0","Putricide's Laboratory of Alchemical Horrors and Fun","631","4812","3356","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","13","0","0","0","0"
"4891","1073758209","12","TheSanctumofBlood","0","The Sanctum of Blood","631","4812","3363","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","13","0","0","0","0"
"4892","1073758209","12","TheCrimsonHall","0","The Crimson Hall","631","4812","3370","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","13","0","0","0","0"
"4893","16385","12","FrostwingLair","0.4","The Frost Queen's Lair","631","0","3377","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4894","16385","12","PutricidesLaboratoryofAlchemicalHorrorsandFun","0.4","Putricide's Laboratory of Alchemical Horrors and Fun","631","0","3384","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4895","16385","12","TheCrimsonHall","0","The Crimson Hall","631","0","3396","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4896","16385","12","TheFrozenThrone","0.4","The Frozen Throne","631","0","3403","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4897","16385","12","TheSanctumofBlood","0.4","The Sanctum of Blood","631","0","3410","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4898","1073758209","8","Frostmourne","0","Frostmourne","631","4896","3412","504","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4899","1073741824","0","LostPeak","0","Lost Peak","648","4720","3419","0","0","837","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4900","1073741824","0","OostanNord","0","Oostan Nord","648","4720","3421","498","922","0","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4901","1073741824","0","OostanSor","0","Oostan Sor","648","4720","3423","498","922","0","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4902","1073741824","0","OostanOst","0","Oostan Ost","648","4720","3425","498","922","0","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4903","1073741824","0","Oostan","0","Oostan","648","4720","3427","498","922","0","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4904","1073758209","8","TheDarkApproach","0.4","The Dark Approach","658","4813","3429","0","563","600","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4905","1073758209","8","ScourgelordsCommand","0.4","Scourgelord's Command","658","4813","3436","0","564","601","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4906","1073758209","8","TheShadowThrone","0","The Shadow Throne","668","4820","3443","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4908","1073758209","8","TheHiddenPassage","0","The Hidden Passage","668","4820","3451","0","0","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4909","1073741824","0","LostCaldera","0","Lost Caldera","648","4720","3458","646","921","836","0","0","0","0","0","675","-1","0","0","8","0","13","0","0","0","0"
"4910","1107312641","8","Frostmourne","0","Frostmourne","631","4812","3461","0","0","0","0","0","0","0","0","0","-1","0","0","-1","0","0","0","0","0","0"
"4911","1073741824","0","VolcanothsLair","0","Volcanoth's Lair","648","4720","3467","0","921","851","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4912","1073741824","0","Warchief'sLookout","0","Warchief's Lookout","648","4720","3469","498","924","852","0","0","0","0","0","675","-1","0","0","9","0","13","0","0","0","0"
"4913","1073758208","0","SpitescaleCavern","0","Spitescale Cavern","1","6453","3471","600","894","794","0","0","0","0","0","675","-1","0","0","5","0","15","0","0","0","0"
"4914","1073741824","0","TranquilCoast","0","Tranquil Coast","648","4720","3473","567","917","847","0","0","0","0","0","675","-1","0","0","9","0","13","0","0","0","0"
"4915","1073758208","0","ScarletCamp","0","Rotbrain Encampment","0","6454","3475","40","712","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4916","1073758272","0","CalstonEstate","0","Calston Estate","0","85","3477","0","712","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4917","1073758272","0","ScarletPalisade","0","Scarlet Palisade","0","85","3479","0","0","654","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4918","1073758272","0","ScarletEncampment","0","Scarlet Encampment","0","85","3481","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4919","1073758272","0","Death'sWatchWaystation","0","Death's Watch Waystation","0","85","3483","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4920","1073758272","0","Crusader'sRun","0","Crusader's Run","0","85","3485","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4921","1073758272","0","ScarletWatchtower","0","Scarlet Watchtower","0","85","3487","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4922","16448","0","TwilightHighlands","0","Twilight Highlands","0","0","3489","661","925","0","0","0","0","0","0","675","-1","0","0","0","0","15","23","24","0","0"
"4923","1073741824","0","SkyFalls","0","Sky Falls","648","4720","3491","0","0","841","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4924","1073741824","0","GallywixLaborMine","0","Gallywix Labor Mine","648","4720","3493","0","917","831","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4925","1073758272","0","Thunk'sAbode","0","Thunk's Abode","1","405","3495","0","0","784","0","0","0","0","0","675","-1","0","0","33","0","15","0","0","0","0"
"4926","0","12","BlackrockCaverns","0.7","Blackrock Caverns","645","0","3497","0","937","0","0","0","0","0","0","675","-1","0","0","-1","0","13","0","0","0","0"
"4927","1073758272","0","TheFold","0","The Fold","1","406","3499","630","0","0","0","0","0","0","0","675","-1","0","0","26","0","15","0","0","0","0"
"4928","1073758272","0","TalondeepPass","0","Talondeep Pass","1","406","3501","630","0","0","0","0","0","0","0","675","-1","0","0","25","0","15","0","0","0","0"
"4929","1073758272","0","WindshearHold","0","Windshear Hold","1","406","3503","630","826","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4930","1073758272","0","WebwinderHollow","0","Webwinder Hollow","1","406","3505","630","825","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4931","1073758272","0","RuinsofEldre'thar","0","Ruins of Eldre'thar","1","406","3507","0","822","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4932","1073758272","0","TheDeepReaches","0","The Deep Reaches","1","406","3509","0","0","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4933","1073758272","0","Krom'garFortress","0","Krom'gar Fortress","1","406","3511","630","820","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4934","1073758272","0","TheSludgewerks","0","The Sludgewerks","1","406","3513","579","819","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4935","1073758272","0","MirkfallonPost","0","Mirkfallon Post","1","406","3515","630","822","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4936","1073758272","0","CliffwalkerPost","0","Cliffwalker Post","1","406","3517","630","818","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4937","1073758272","0","Thal'darahOverlook","0","Thal'darah Overlook","1","406","3519","630","823","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4938","1073758272","0","BattlescarValley","0","Battlescar Valley","1","406","3521","630","0","702","0","0","0","0","0","675","-1","0","0","30","0","15","0","0","0","0"
"4939","1073758272","0","Farwatcher'sGlen","0","Farwatcher's Glen","1","406","3523","0","0","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4940","1073758272","0","NorthwatchExpeditionBaseCamp","0","Northwatch Expedition Base Camp","1","406","3525","630","0","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4941","1073758272","0","UnearthedGrounds","0","Unearthed Grounds","1","406","3527","580","0","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4942","1073758272","0","WindshearHeights","0","Windshear Heights","1","406","3529","0","0","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4943","1073758272","0","DaggerPass","0","Dagger Pass","1","406","3531","630","0","0","0","0","0","0","0","675","-1","0","0","27","0","15","0","0","0","0"
"4944","1073758272","0","Thal'darahGrove","0","Thal'darah Grove","1","406","3533","630","823","0","0","0","0","0","0","675","-1","0","0","30","0","15","0","0","0","0"
"4945","0","12","HallsofOrigination","0","Halls of Origination","644","0","3535","0","941","807","0","0","0","0","0","675","-1","0","0","-1","0","0","0","0","0","0"
"4946","1073758272","0","BaelModanExcavation","0","Bael Modan Excavation","1","4709","3537","0","810","0","0","0","0","0","0","675","-1","0","0","34","0","15","0","0","0","0"
"4947","1073758272","0","Twinbraid'sPatrol","0","Twinbraid's Patrol","1","4709","3539","0","0","0","0","0","0","0","0","675","-1","0","0","34","0","15","0","0","0","0"
"4948","1073758272","0","FrazzlecrazMotherlode","0","Frazzlecraz Motherlode","1","4709","3541","0","814","0","0","0","0","0","0","675","-1","0","0","35","0","15","0","0","0","0"
"4949","1073758272","0","Spearhead","0","Spearhead","1","4709","3543","0","0","0","0","0","0","0","0","675","-1","0","0","34","0","15","0","0","0","0"
"4950","16384","12","GrimBatol","0","Grim Batol","670","0","3545","0","934","0","404","0","404","0","0","675","-1","0","0","-1","0","15","0","0","0","0"
"4951","1073741824","0","BilgewaterLumberYard","0","Bilgewater Lumber Yard","648","4720","3547","0","917","827","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4952","1073741824","0","KTCOilPlatform","0","KTC Oil Platform","648","4720","3549","579","920","834","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4953","1073758272","0","Kelp'tharForest","0","Kelp'thar Forest","0","4815","3551","0","707","0","0","0","0","0","0","0","-1","0","0","82","0","15","0","0","0","0"
"4954","1073741824","0","GallywixDocks","0","Gallywix Docks","648","4720","3553","621","0","830","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4955","1073758272","0","TheLightlessReaches","0","The Lightless Reaches","0","5144","3555","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","15","0","0","0","0"
"4956","1073741824","0","TheSlavePits","0","The Slave Pits","648","4720","3557","0","0","844","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4958","1073741824","0","VerdantHighlands","0","Verdant Highlands","648","4720","3560","498","0","850","0","0","0","0","0","675","-1","0","0","10","0","13","0","0","0","0"
"4961","1073758272","0","SilverTideTrench","0","Silver Tide Trench","0","5144","3565","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4962","1073758272","0","Nespirah","0","Nespirah","0","5144","3567","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4963","1073758272","0","GlimmerdeepGorge","0","Glimmerdeep Gorge","0","5144","3569","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4966","1073758272","0","Biel'aranRidge","0","Biel'aran Ridge","0","5144","3575","0","705","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4967","1073758272","0","RuinsofVashj'ir","0","Ruins of Vashj'ir","0","5144","3577","0","705","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4968","1073758272","0","Quel'DormirTerrace","0","Quel'Dormir Terrace","0","5144","3579","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4969","1073758272","0","TranquilWash","0","Tranquil Wash","0","5144","3581","0","706","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4970","1073758272","0","Legion'sRest","0","Legion's Rest","0","5144","3583","0","706","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4971","1073758272","0","L'ghorek","0","L'ghorek","0","5145","3585","0","704","0","0","0","0","0","0","0","-1","0","0","82","0","15","0","0","0","0"
"4972","1073758272","0","ThermalVents","0","Thermal Vents","0","5145","3587","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4973","1073758272","0","TheOverlook","0","The Overlook","0","5145","3589","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4974","1073758272","0","ColdlightChasm","0","Underlight Canyon","0","5145","3591","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4975","1073758272","0","TenebrousCavern","0","Tenebrous Cavern","0","5145","3593","0","706","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4976","1073758272","0","DarkbreakCove","0","Darkbreak Cove","0","5145","3595","0","706","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4977","1073758272","0","Korthun'sEnd","0","Korthun's End","0","5145","3597","0","0","0","0","0","0","0","0","0","-1","0","0","83","0","15","0","0","0","0"
"4978","1073758272","0","Wolf'sRun","0","Wolf's Run","1","616","3599","605","846","0","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"4979","1073758272","0","ShrineofGoldrinn","0","Shrine of Goldrinn","1","616","3601","573","844","726","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"4980","1073758272","0","MawofLycanthoth","0","Maw of Lycanthoth","1","616","3603","573","844","0","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"4981","1073758272","0","SouthfuryWatershed","0","Southfury Watershed","1","14","3605","632","0","792","0","0","0","0","0","675","-1","0","0","8","0","15","0","0","0","0"
"4982","1073758272","0","TheDranosharBlockade","0","The Dranosh'ar Blockade","1","14","3607","0","0","795","0","0","0","0","0","675","-1","0","0","10","0","15","0","0","0","0"
"4983","1073758272","0","TwilightCrossing","0","Twilight Crossing","1","616","3609","0","0","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4984","1073758272","0","TheTwilightGauntlet","0","The Twilight Gauntlet","1","616","3611","0","838","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4985","1073758272","0","TheHighRoad","0","The High Road","1","4709","3613","0","0","0","0","0","0","0","0","675","-1","0","0","30","0","15","0","0","0","0"
"4986","1073758272","0","VendettaPoint","0","Vendetta Point","1","4709","3615","0","809","0","0","0","0","0","0","675","-1","0","0","32","0","15","0","0","0","0"
"4987","0","12","TheRubySanctum","1","The Ruby Sanctum","724","0","3617","363","566","0","0","0","0","0","0","0","-1","0","0","0","0","13","0","0","0","0"
"4988","1073758272","0","Gar'gol'sHovel","0","Gar'gol's Hovel","1","616","3622","573","840","0","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"4989","1073758272","0","GroveofAessina","0","Grove of Aessina","1","616","3624","584","841","0","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"4990","1075855424","0","ShrineofAviana","0","Shrine of Aviana","1","616","3626","584","841","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"4991","1073758272","0","DarkwhisperGorge","0","Darkwhisper Gorge","1","616","3628","0","838","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4992","1073758272","0","BrokenCommons","0","Broken Commons","1","357","3630","0","0","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4993","1073758272","0","DarkwhisperPass","0","Darkwhisper Pass","1","616","3632","0","0","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4994","1073758272","0","TheForgeOfSupplication","0","The Forge of Supplication","1","616","3634","0","838","0","0","0","0","0","0","675","-1","0","0","0","0","15","0","0","0","0"
"4995","1073758272","0","Seat of the Chosen","0","Seat of the Chosen","1","616","3636","0","838","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4996","1073758272","0","Doom'sVigil","0","Doom's Vigil","1","616","3638","0","838","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4998","1073758272","0","Gates of Sothann","0","Gates of Sothann","1","616","3641","0","838","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"4999","1073758272","0","LightningLedge","0","Lightning Ledge","1","616","3643","570","838","0","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"5000","1073758272","0","VerrallRiver","0","Verrall River","0","4922","3645","0","0","0","0","0","0","0","0","675","-1","0","0","84","0","15","0","0","0","0"
"5002","1073758272","0","CampAtaya","0","Camp Ataya","1","357","3649","0","690","0","0","0","0","0","0","675","-1","0","0","35","0","15","0","0","0","0"
"5003","1073758272","0","StonemaulHold","0","Stonemaul Hold","1","357","3651","0","695","0","0","0","0","0","0","675","-1","0","0","36","0","15","0","0","0","0"
"5004","0","12","ThroneofTides","0","Throne of the Tides","643","0","3653","0","939","0","0","0","0","0","0","675","-1","0","0","0","0","0","0","0","0","0"
"5005","1073758272","0","SilverTideHollow","0","Silver Tide Hollow","0","5144","3655","0","0","0","0","0","0","0","0","0","-1","0","0","80","0","15","0","0","0","0"
"5006","1075855424","0","DamplightCavern","0","Damplight Cavern","0","5144","3657","0","0","0","0","0","0","0","0","0","-1","0","0","80","0","15","0","0","0","0"
"5007","1073758272","0","RuinsofThelseraiTemple","0","Ruins of Thelserai Temple","0","5144","3659","0","705","0","0","0","0","0","0","0","-1","0","0","80","0","15","0","0","0","0"
"5008","1073758272","0","ShimmeringGrotto","0","Shimmering Grotto","0","5144","3661","0","0","0","0","0","0","0","0","0","-1","0","0","80","0","15","0","0","0","0"
"5009","1073758208","0","Shadebough","0","Shadebough","1","357","3663","0","0","0","0","0","0","0","0","675","-1","0","0","38","0","15","0","0","0","0"
"5010","1073758208","0","NewThalanaar","0","New Thalanaar","1","357","3665","0","0","0","0","0","0","0","0","675","-1","0","0","40","0","15","0","0","0","0"
"5011","1073758272","0","WestreachSummit","0","Westreach Summit","1","400","3667","0","751","657","0","0","0","0","0","675","-1","0","0","40","0","15","0","0","0","0"
"5012","1075855424","0","TheBrinyCutter","0","The Briny Cutter","0","4815","3669","0","0","0","0","0","0","0","0","0","-1","0","0","78","0","15","0","0","0","0"
"5013","1073758272","0","Blackhorn'sPennance","0","Blackhorn's Penance","1","616","3671","584","0","724","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"5014","1073758272","0","TheInferno","0","The Inferno","1","616","3673","0","837","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5015","1073758272","0","LeyarasSorrow","0","Leyara's Sorrow","1","616","3675","628","843","725","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5016","1073758272","0","WhistlingGrove","0","Whistling Grove","1","616","3677","605","841","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5017","1073758272","0","TheScorchedPlain","0","The Scorched Plain","1","616","3679","0","837","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5018","1073758272","0","AshenLake","0","Ashen Lake","1","616","3681","0","837","723","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5019","1075855424","0","SanctuaryofMalorne","0","Sanctuary of Malorne","1","616","3683","0","837","728","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5020","1073758272","0","TheFlamewake","0","The Flamewake","1","616","3685","0","839","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5021","1073758272","0","TheSearingGateway","0","The Searing Gateway","1","616","3687","0","0","0","0","0","0","0","0","675","-1","0","0","80","0","15","0","0","0","0"
"5022","1073758272","0","RimoftheWorld","0","Rim of the World","1","616","3689","584","846","0","0","0","0","0","0","675","-1","0","0","79","0","15","0","0","0","0"
"5023","1073758272","0","TheEmeraldSummit","0","The Emerald Summit","1","357","3691","0","0","0","0","0","0","0","0","675","-1","0","0","40","0","15","0","0","0","0"
"5024","1073758272","0","Dreamer'sRest","0","Dreamer's Rest","1","357","3693","584","693","627","0","0","0","0","0","675","-1","0","0","35","0","15","0","0","0","0"
"5025","1073758272","0","TheShimmeringDeep","0","The Shimmering Deep","1","400","3695","567","0","0","0","0","0","0","0","675","-1","0","0","40","0","15","0","0","0","0"
"5026","1073758272","0","RustmaulDiveSite","0","Rustmaul Dive Site","1","400","3697","567","0","0","0","0","0","0","0","675","-1","0","0","45","0","15","0","0","0","0"
"5027","1073758272","0","SplithoofHeights","0","Splithoof Heights","1","400","3699","0","0","0","0","0","0","0","0","675","-1","0","0","41","0","15","0","0","0","0"
"5028","1073758272","0","SouthseaHoldfast","0","Southsea Holdfast","1","400","3701","0","0","656","0","0","0","0","0","675","-1","0","0","41","0","15","0","0","0","0"
"5029","1073758272","0","TheAdmiral'sDen","0","The Admiral's Den","1","400","3703","0","0","0","0","0","0","0","0","675","-1","0","0","41","0","15","0","0","0","0"
"5030","1075855424","0","Shallow'sEnd","0","Shallow's End","0","4815","3705","0","0","0","0","0","0","0","0","0","-1","0","0","80","0","15","0","0","0","0"
"5031","2684436480","0","TwinPeaks","0","Twin Peaks","726","0","3707","0","950","0","0","0","0","0","0","675","-1","0","0","0","0","13","0","0","0","0"
"5032","1073758272","0","HyjalBarrowDens","0","Hyjal Barrow Dens","1","616","3709","0","847","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"5033","1073758272","0","TwilightCommandPost","0","Twilight Command Post","1","616","3711","605","838","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"5034","16448","0","Uldum","0","Uldum","1","0","3713","662","901","0","0","0","0","0","0","675","-1","0","0","0","0","15","23","24","0","0"
"5035","16384","12","Skywall","0.3","The Vortex Pinnacle","657","0","3715","640","0","0","0","0","0","0","0","675","-1","0","0","-1","0","0","0","0","0","0"
"5036","1073758272","0","DarkmistRuins","0","Darkmist Ruins","1","357","3717","573","691","0","0","0","0","0","0","675","-1","0","0","37","0","15","0","0","0","0"
"5037","1073758272","0","LakeEdunel","0","Lake Edunel","1","616","3719","605","842","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"5038","1075855424","0","Nordrassil","0","Nordrassil","1","616","3721","584","845","727","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"5039","1073758272","0","SulfuronSpire","0","Sulfuron Spire","1","616","3723","596","837","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"5040","1073758272","0","TheThroneOfFlame","0","The Throne of Flame","1","616","3725","596","837","0","0","0","0","0","0","675","-1","0","0","81","0","15","0","0","0","0"
"5041","1088438368","0","Fizzle&Pozzik'sSpeedbarge","0","Fizzle & Pozzik's Speedbarge","1","400","3727","567","750","655","0","0","0","0","0","675","-1","0","0","40","0","15","0","0","0","0"
