Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18_0,Unknown18_1,Unknown19,Unknown20,Unknown21_0,Unknown21_1,Unknown22,Unknown23,Unknown24_0,Unknown24_1,Unknown24_2,Unknown24_3,Unknown24_4,Unknown24_5,Unknown24_6,Unknown24_7,Unknown25,Unknown26_0,Unknown26_1,Unknown26_2,Unknown27,Unknown28
"2426","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11775","0","0","0","0","0","0","0","0","0","0","0"
"2427","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11776","0","0","0","0","0","0","0","0","0","0","0"
"2428","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11777","0","0","0","0","0","0","0","0","0","0","0"
"2429","1073745967","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11780","11877","11878","0","0","0","0","0","0","0","0","0"
"2430","1074135040","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11795","0","0","0","0","0","0","0","0","0","0","0"
"2431","3221360679","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11797","0","0","0","0","0","0","0","0","0","0","0"
"2432","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11798","0","0","0","0","0","0","0","0","0","0","0"
"2433","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11807","11808","11809","11810","11812","11813","11827","0","0","0","0","0"
"2436","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11818","11831","11832","11833","11834","11835","0","0","0","0","0","0"
"2437","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11836","0","0","0","0","0","0","0","0","0","0","0"
"2438","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11838","0","0","0","0","0","0","0","0","0","0","0"
"2439","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11839","0","0","0","0","0","0","0","0","0","0","0"
"2440","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11840","0","0","0","0","0","0","0","0","0","0","0"
"2441","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11841","0","0","0","0","0","0","0","0","0","0","0"
"2442","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11842","0","0","0","0","0","0","0","0","0","0","0"
"2443","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11843","11844","0","0","0","0","0","0","0","0","0","0"
"2444","1073872896","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11847","11848","11849","11850","11851","11852","11853","11854","0","0","0","0"
"2445","1074270219","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11855","0","0","0","0","0","0","0","0","0","0","0"
"2446","1074266112","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11856","0","0","0","0","0","0","0","0","0","0","0"
"2447","1074266112","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11857","0","0","0","0","0","0","0","0","0","0","0"
"2448","1074266112","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11859","0","0","0","0","0","0","0","0","0","0","0"
"2449","1073872896","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11860","0","0","0","0","0","0","0","0","0","0","0"
"2451","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11869","0","0","0","0","0","0","0","0","0","0","0"
"2452","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11870","0","0","0","0","0","0","0","0","0","0","0"
"2455","1194066512","3.141593","3.141593","-1.570796","1.570796","0.1396263","0","0","0","1.570796","1.570796","1","1","99","1","2","2","0.3","2","1","SPELLS\TEXTURES\TARGET_LINE.BLP","SPELLS\TEXTURES\RETICLE_BRIGHTGROUND.BLP","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","","0","0","11876","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2456","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11879","0","0","0","0","0","0","0","0","0","0","0"
"2457","1073872896","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11880","0","0","0","0","0","0","0","0","0","0","0"
"2458","1074266115","6.283185","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11882","11989","0","0","0","0","0","0","0","0","0","0"
"2459","1202455131","6.283185","3.141593","-1.570796","0.5235988","0.3490658","0.05","1.5","0","1.570796","1.570796","1","1","99","1","2","2","0.3","2","1","SPELLS\TEXTURES\TARGET_LINE.BLP","SPELLS\TEXTURES\RETICLE_BRIGHTGROUND.BLP","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","","0","0","11883","11908","0","0","0","0","0","0","0","0","0","0","0","0"
"2460","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11885","11896","0","0","0","0","0","0","0","0","0","0"
"2461","1074266112","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11897","11941","11942","0","0","0","0","0","0","0","0","0"
"2462","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11900","0","0","0","0","0","0","0","0","0","0","0"
"2465","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11915","11916","0","0","0","0","0","0","0","0","0","0"
"2466","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11917","0","0","0","0","0","0","0","0","0","0","0"
"2471","1074270219","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11943","0","0","0","0","0","0","0","0","0","0","0"
"2472","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11945","0","0","0","0","0","0","0","0","0","0","0"
"2473","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11946","0","0","0","0","0","0","0","0","0","0","0"
"2474","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11947","0","0","0","0","0","0","0","0","0","0","0"
"2475","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11949","0","0","0","0","0","0","0","0","0","0","0"
"2476","1073741832","6.283185","6.283185","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11950","0","0","0","0","0","0","0","0","0","0","0"
"2477","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11951","0","0","0","0","0","0","0","0","0","0","0"
"2478","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11953","0","0","0","0","0","0","0","0","0","0","0"
"2479","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11954","0","0","0","0","0","0","0","0","0","0","0"
"2482","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11961","11962","11963","0","0","0","0","0","0","0","0","0"
"2487","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11980","0","0","0","0","0","0","0","0","0","0","0"
"2489","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11990","12009","12010","0","0","0","0","0","0","0","0","0"
"2490","1074266112","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","11999","12000","12001","0","0","0","0","0","0","0","0","0"
"2491","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12002","0","0","0","0","0","0","0","0","0","0","0"
"2493","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12013","0","0","0","0","0","0","0","0","0","0","0"
"2494","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12014","0","0","0","0","0","0","0","0","0","0","0"
"2495","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12015","0","0","0","0","0","0","0","0","0","0","0"
"2496","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12016","0","0","0","0","0","0","0","0","0","0","0"
"2497","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12017","12018","0","0","0","0","0","0","0","0","0","0"
"2498","1074266120","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12019","0","0","0","0","0","0","0","0","0","0","0"
"2499","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12027","0","0","0","0","0","0","0","0","0","0","0"
"2504","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12047","12048","12049","0","0","0","0","0","0","0","0","0"
"2506","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12052","0","0","0","0","0","0","0","0","0","0","0"
"2507","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12053","0","0","0","0","0","0","0","0","0","0","0"
"2508","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12055","0","0","0","0","0","0","0","0","0","0","0"
"2509","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12056","0","0","0","0","0","0","0","0","0","0","0"
"2510","1073745967","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12057","12177","12178","0","0","0","0","0","0","0","0","0"
"2514","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12065","0","0","0","0","0","0","0","0","0","0","0"
"2515","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12066","0","0","0","0","0","0","0","0","0","0","0"
"2516","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12067","0","0","0","0","0","0","0","0","0","0","0"
"2517","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12068","0","0","0","0","0","0","0","0","0","0","0"
"2518","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12069","0","0","0","0","0","0","0","0","0","0","0"
"2520","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12072","12073","12074","12075","0","0","0","0","0","0","0","0"
"2522","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12077","0","0","0","0","0","0","0","0","0","0","0"
"2523","1074270219","1.047198","1.047198","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12078","0","0","0","0","0","0","0","0","0","0","0"
"2524","1073872896","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12079","0","0","0","0","0","0","0","0","0","0","0"
"2525","1610747943","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12080","12081","12082","0","0","0","0","0","0","0","0","0"
"2526","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12083","0","0","0","0","0","0","0","0","0","0","0"
"2527","8782451","0.6981317","0.01745329","-0.3490658","0.03490658","0.7853982","1","1.5","0.5235988","0","0","1.5","1.5","1","1","3","0.5","1.6","6","0","SPELLS\TEXTURES\TARGET_LINE.BLP","SPELLS\TEXTURES\RETICLE_BRIGHTGROUND.BLP","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","","0","0","12084","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2528","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12085","0","0","0","0","0","0","0","0","0","0","0"
"2529","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12086","0","0","0","0","0","0","0","0","0","0","0"
"2530","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12087","0","0","0","0","0","0","0","0","0","0","0"
"2531","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12088","0","0","0","0","0","0","0","0","0","0","0"
"2532","1073741831","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12091","0","0","0","0","0","0","0","0","0","0","0"
"2533","1082130432","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","1.5","1.5","1","1","0.5","0.5","1.6","1","1","INTERFACE\VEHICLES\ARROW.BLP","","INTERFACE\VEHICLES\VEHICLE_TARGET_01.mdx","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","1","0","12092","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2534","1082130432","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","1.5","1.5","1","1","0.5","0.5","1.6","1","1","INTERFACE\VEHICLES\ARROW.BLP","","INTERFACE\VEHICLES\VEHICLE_TARGET_01.mdx","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","1","0","12093","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2535","1073885223","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12094","0","0","0","0","0","0","0","0","0","0","0"
"2536","1073741824","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12095","12096","12098","12099","0","0","0","0","0","0","0","0"
"2537","1073877039","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12101","12126","12127","0","0","0","0","0","0","0","0","0"
"2538","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12102","0","0","0","0","0","0","0","0","0","0","0"
"2539","1073741831","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12103","0","0","0","0","0","0","0","0","0","0","0"
"2540","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12104","0","0","0","0","0","0","0","0","0","0","0"
"2541","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12105","0","0","0","0","0","0","0","0","0","0","0"
"2546","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12125","0","0","0","0","0","0","0","0","0","0","0"
"2547","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12128","12129","0","0","0","0","0","0","0","0","0","0"
"2548","3221225472","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12130","0","0","0","0","0","0","0","0","0","0","0"
"2549","8786551","0.3490658","0.01745329","-0.8726646","0.03490658","0.7853982","1","1.5","0.5235988","0","0","1.5","1.5","1","1","3","0.5","1.6","6","0","SPELLS\TEXTURES\TARGET_LINE.BLP","SPELLS\TEXTURES\RETICLE_BRIGHTGROUND.BLP","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","","0","0","12131","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2550","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12132","12133","0","0","0","0","0","0","0","0","0","0"
"2551","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12134","0","0","0","0","0","0","0","0","0","0","0"
"2552","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12135","0","0","0","0","0","0","0","0","0","0","0"
"2553","75895415","0.3490658","0.01745329","-0.4363323","0.08726646","0","1","1.5","0","2.094395","2.094395","1.5","1.5","1","1","3","0.5","1.6","6","0","SPELLS\TEXTURES\TARGET_LINE.BLP","SPELLS\TEXTURES\RETICLE_BRIGHTGROUND.BLP","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","","0","0","12136","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2554","1073745959","0.3490658","0.01745329","-0.8726646","0.08726646","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12137","12141","12143","0","0","0","0","0","0","0","0","0"
"2556","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12139","12140","0","0","0","0","0","0","0","0","0","0"
"2557","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12142","0","0","0","0","0","0","0","0","0","0","0"
"2558","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12144","0","0","0","0","0","0","0","0","0","0","0"
"2559","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12145","0","0","0","0","0","0","0","0","0","0","0"
"2561","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12150","12151","12152","12153","12159","12160","12161","12162","0","0","0","0"
"2562","1073745959","0.3490658","0.01745329","-0.8726646","0.08726646","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12157","12158","0","0","0","0","0","0","0","0","0","0"
"2563","1073745959","0.3490658","0.01745329","-0.8726646","0.08726646","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12163","0","0","0","0","0","0","0","0","0","0","0"
"2564","1073745959","0.3490658","0.01745329","-0.8726646","0.08726646","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12164","0","0","0","0","0","0","0","0","0","0","0"
"2565","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12165","0","0","0","0","0","0","0","0","0","0","0"
"2567","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12171","12488","12489","12490","12491","12492","12493","12494","0","0","0","0"
"2568","1610747943","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12172","0","0","0","0","0","0","0","0","0","0","0"
"2569","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12173","0","0","0","0","0","0","0","0","0","0","0"
"2570","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12174","12306","0","0","0","0","0","0","0","0","0","0"
"2571","1073745956","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12175","0","0","0","0","0","0","0","0","0","0","0"
"2572","1073745967","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12176","12292","0","0","0","0","0","0","0","0","0","0"
"2573","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12179","0","0","0","0","0","0","0","0","0","0","0"
"2575","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12182","0","0","0","0","0","0","0","0","0","0","0"
"2578","1073741824","3.141593","3.141593","0","0","0","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12186","0","0","0","0","0","0","0","0","0","0","0"
"2579","1342312487","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12187","0","0","0","0","0","0","0","0","0","0","0"
"2580","1342312487","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12188","0","0","0","0","0","0","0","0","0","0","0"
"2581","1342312487","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12189","0","0","0","0","0","0","0","0","0","0","0"
"2583","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12192","12193","0","0","0","0","0","0","0","0","0","0"
"2584","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12195","0","0","0","0","0","0","0","0","0","0","0"
"2585","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12196","0","0","0","0","0","0","0","0","0","0","0"
"2586","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12197","0","0","0","0","0","0","0","0","0","0","0"
"2587","1075974183","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12198","0","0","0","0","0","0","0","0","0","0","0"
"2588","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12199","12200","0","0","0","0","0","0","0","0","0","0"
"2589","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12201","0","0","0","0","0","0","0","0","0","0","0"
"2590","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12202","0","0","0","0","0","0","0","0","0","0","0"
"2591","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12203","12204","0","0","0","0","0","0","0","0","0","0"
"2592","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12205","12206","12207","12208","12209","12210","12211","12212","0","0","0","0"
"2593","1073745959","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12213","12302","12303","0","0","0","0","0","0","0","0","0"
"2602","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12225","12226","12230","12231","0","0","0","0","0","0","0","0"
"2603","1191449111","0.5235988","3.141593","0","0","0.3490658","1","1.5","0","0","0","1.5","1.5","1","1","3","0.5","1.6","6","0","SPELLS\TEXTURES\TARGET_LINE.BLP","SPELLS\TEXTURES\RETICLE_BRIGHTGROUND.BLP","INTERFACE\VEHICLES\VEHICLE_TARGET_02.mdx","","6","0.3490658","12227","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2604","1073745956","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12228","0","0","0","0","0","0","0","0","0","0","0"
"2605","1073877031","3.141593","3.141593","0","0","0.7853982","1","1.5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","12229","0","0","0","0","0","0","0","0","0","0","0"
