Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6
"37076","89844","0","0","17","26","1","3","0","10"
"37077","89845","0","0","17","25","1","3","0","11"
"37078","89845","0","0","17","26","1","3","0","11"
"37079","89842","0","0","18","25","1","3","1","8"
"37080","89842","0","0","18","26","1","3","1","8"
"37081","89843","0","0","18","25","1","3","1","9"
"37082","89843","0","0","18","26","1","3","1","9"
"37083","89844","0","0","18","25","1","3","1","10"
"37084","89844","0","0","18","26","1","3","1","10"
"37085","89845","0","0","18","25","1","3","1","11"
"37086","89845","0","0","18","26","1","3","1","11"
"37087","89842","0","0","17","25","1","3","2","8"
"37088","89842","0","0","17","26","1","3","2","8"
"37089","89843","0","0","17","25","1","3","2","9"
"37090","89843","0","0","17","26","1","3","2","9"
"37091","89844","0","0","17","25","1","3","2","10"
"37092","89844","0","0","17","26","1","3","2","10"
"37093","89845","0","0","17","25","1","3","2","11"
"37094","89845","0","0","17","26","1","3","2","11"
"37095","89842","0","0","17","25","1","3","3","8"
"37096","89842","0","0","19","26","1","3","3","8"
"37097","89843","0","0","17","25","1","3","3","9"
"37098","89843","0","0","19","26","1","3","3","9"
"37099","89844","0","0","17","25","1","3","3","10"
"37100","89844","0","0","19","26","1","3","3","10"
"37101","89845","0","0","17","25","1","3","3","11"
"37102","89845","0","0","19","26","1","3","3","11"
"37103","89842","0","0","17","25","1","3","4","8"
"37104","89842","0","0","17","26","1","3","4","8"
"37105","89843","0","0","17","25","1","3","4","9"
"37106","89843","0","0","17","26","1","3","4","9"
"37107","89844","0","0","17","25","1","3","4","10"
"37108","89844","0","0","17","26","1","3","4","10"
"37109","89845","0","0","17","25","1","3","4","11"
"37110","89845","0","0","17","26","1","3","4","11"
"37111","89842","0","0","18","25","1","3","5","8"
"37112","89842","0","0","18","26","1","3","5","8"
"37113","89843","0","0","18","25","1","3","5","9"
"37114","89843","0","0","18","26","1","3","5","9"
"37115","89844","0","0","18","25","1","3","5","10"
"37116","89844","0","0","18","26","1","3","5","10"
"37117","89845","0","0","18","25","1","3","5","11"
"37118","89845","0","0","18","26","1","3","5","11"
"37119","89842","0","0","18","25","1","3","6","8"
"37120","89842","0","0","18","26","1","3","6","8"
"37121","89843","0","0","18","25","1","3","6","9"
"37122","89843","0","0","18","26","1","3","6","9"
"37123","89844","0","0","18","25","1","3","6","10"
"37124","89844","0","0","18","26","1","3","6","10"
"37125","89845","0","0","18","25","1","3","6","11"
"37126","89845","0","0","18","26","1","3","6","11"
"37127","89842","0","0","17","25","1","3","7","8"
"37128","89842","0","0","17","26","1","3","7","8"
"37129","89843","0","0","17","25","1","3","7","9"
"37130","89843","0","0","17","26","1","3","7","9"
"37131","89844","0","0","17","25","1","3","7","10"
"37132","89844","0","0","17","26","1","3","7","10"
"37133","89845","0","0","17","25","1","3","7","11"
"37134","89845","0","0","17","26","1","3","7","11"
"37135","89842","0","0","17","25","1","3","8","8"
"37136","89842","0","0","17","26","1","3","8","8"
"37137","89843","0","0","17","25","1","3","8","9"
"37138","89843","0","0","17","26","1","3","8","9"
"37139","89844","0","0","17","25","1","3","8","10"
"37140","89844","0","0","17","26","1","3","8","10"
"37141","89845","0","0","17","25","1","3","8","11"
"37142","89845","0","0","17","26","1","3","8","11"
"37143","89842","0","0","17","25","1","3","9","8"
"37144","89842","0","0","17","26","1","3","9","8"
"37145","89843","0","0","17","25","1","3","9","9"
"37146","89843","0","0","17","26","1","3","9","9"
"37147","89844","0","0","17","25","1","3","9","10"
"37148","89844","0","0","17","26","1","3","9","10"
"37149","89845","0","0","17","25","1","3","9","11"
"37150","89845","0","0","17","26","1","3","9","11"
"37151","89842","0","0","17","25","1","3","10","8"
"37152","89842","0","0","17","26","1","3","10","8"
"37153","89843","0","0","17","25","1","3","10","9"
"37154","89843","0","0","17","26","1","3","10","9"
"37155","89844","0","0","17","25","1","3","10","10"
"37156","89844","0","0","17","26","1","3","10","10"
"37157","89845","0","0","17","25","1","3","10","11"
"37158","89845","0","0","17","26","1","3","10","11"
"37159","89842","0","0","18","25","1","3","11","8"
"37160","89842","0","0","18","26","1","3","11","8"
"37161","89843","0","0","18","25","1","3","11","9"
"37162","89843","0","0","18","26","1","3","11","9"
"37163","89844","0","0","18","25","1","3","11","10"
"37164","89844","0","0","18","26","1","3","11","10"
"37165","89845","0","0","18","25","1","3","11","11"
"37166","89845","0","0","18","26","1","3","11","11"
"37167","89842","0","0","18","25","1","3","12","8"
"37168","89842","0","0","18","26","1","3","12","8"
"37169","89843","0","0","18","25","1","3","12","9"
"37170","89843","0","0","18","26","1","3","12","9"
"37171","89844","0","0","18","25","1","3","12","10"
"37172","89844","0","0","18","26","1","3","12","10"
"37173","89845","0","0","18","25","1","3","12","11"
"37174","89845","0","0","18","26","1","3","12","11"
"37175","89842","0","0","17","25","1","3","13","8"
"37176","89842","0","0","17","26","1","3","13","8"
"37177","89843","0","0","17","25","1","3","13","9"
"37178","89843","0","0","17","26","1","3","13","9"
"37179","89844","0","0","17","25","1","3","13","10"
"37180","89844","0","0","17","26","1","3","13","10"
"37181","89845","0","0","17","25","1","3","13","11"
"37182","89845","0","0","17","26","1","3","13","11"
"37183","89842","0","0","18","25","1","3","14","8"
"37184","89842","0","0","18","26","1","3","14","8"
"37185","89843","0","0","18","25","1","3","14","9"
"37186","89843","0","0","18","26","1","3","14","9"
"37187","89844","0","0","18","25","1","3","14","10"
"37188","89844","0","0","18","26","1","3","14","10"
"37189","89845","0","0","18","25","1","3","14","11"
"37190","89845","0","0","18","26","1","3","14","11"
"37191","89842","0","0","17","25","1","3","15","8"
"37192","89842","0","0","17","26","1","3","15","8"
"37193","89843","0","0","17","25","1","3","15","9"
"37194","89843","0","0","17","26","1","3","15","9"
"37195","89844","0","0","17","25","1","3","15","10"
"37196","89844","0","0","17","26","1","3","15","10"
"37197","89845","0","0","17","25","1","3","15","11"
"37198","89845","0","0","17","26","1","3","15","11"
"37199","89842","0","0","18","25","1","3","16","8"
"37200","89842","0","0","18","26","1","3","16","8"
"37201","89843","0","0","18","25","1","3","16","9"
"37202","89843","0","0","18","26","1","3","16","9"
"37203","89844","0","0","18","25","1","3","16","10"
"37204","89844","0","0","18","26","1","3","16","10"
"37205","89845","0","0","18","25","1","3","16","11"
"37206","89845","0","0","18","26","1","3","16","11"
"37251","87121","87122","0","17","25","0","0","0","0"
"37252","87121","87122","0","17","26","0","0","0","0"
"37253","0","87118","0","17","25","0","1","0","0"
"37254","0","87118","0","17","26","0","1","0","0"
"37255","87122","0","0","1","25","0","3","0","0"
"37256","87122","0","0","1","26","0","3","0","0"
"37257","87119","87120","0","17","25","0","4","0","0"
"37258","87119","87120","0","17","26","0","4","0","0"
"37259","87122","0","87725","1","25","0","3","1","0"
"37260","87122","0","87725","1","26","0","3","1","0"
"37261","87935","87940","0","17","25","0","0","0","1"
"37262","87935","87940","0","17","26","0","0","0","1"
"37263","87936","87941","0","17","25","0","0","0","2"
"37264","87936","87941","0","17","26","0","0","0","2"
"37265","87937","87942","0","17","25","0","0","0","3"
"37266","87937","87942","0","17","26","0","0","0","3"
"37267","87938","87943","0","17","25","0","0","0","4"
"37268","87938","87943","0","17","26","0","0","0","4"
"37269","0","87920","0","17","25","0","1","0","1"
"37270","0","87920","0","17","26","0","1","0","1"
"37271","0","87921","0","17","25","0","1","0","2"
"37272","0","87921","0","17","26","0","1","0","2"
"37273","0","87922","0","17","25","0","1","0","3"
"37274","0","87922","0","17","26","0","1","0","3"
"37275","0","87923","0","17","25","0","1","0","4"
"37276","0","87923","0","17","26","0","1","0","4"
"37277","87925","87930","0","17","25","0","4","0","1"
"37278","87925","87930","0","17","26","0","4","0","1"
"37279","87926","87931","0","17","25","0","4","0","2"
"37280","87926","87931","0","17","26","0","4","0","2"
"37281","87927","87932","0","17","25","0","4","0","3"
"37282","87927","87932","0","17","26","0","4","0","3"
"37283","87928","87933","0","17","25","0","4","0","4"
"37284","87928","87933","0","17","26","0","4","0","4"
"37285","0","88552","0","17","25","0","1","1","0"
"37286","0","88552","0","17","26","0","1","1","0"
"37287","0","88553","0","17","25","0","1","1","1"
"37288","0","88553","0","17","26","0","1","1","1"
"37289","0","88554","0","17","25","0","1","1","2"
"37290","0","88554","0","17","26","0","1","1","2"
"37291","0","88555","0","17","25","0","1","1","3"
"37292","0","88555","0","17","26","0","1","1","3"
"37293","0","88556","0","17","25","0","1","1","4"
"37294","0","88556","0","17","26","0","1","1","4"
"37295","0","88558","0","17","25","0","1","2","0"
"37296","0","88558","0","17","26","0","1","2","0"
"37297","0","88559","0","17","25","0","1","2","1"
"37298","0","88559","0","17","26","0","1","2","1"
"37299","0","88560","0","17","25","0","1","2","2"
"37300","0","88560","0","17","26","0","1","2","2"
"37301","0","88561","0","17","25","0","1","2","3"
"37302","0","88561","0","17","26","0","1","2","3"
"37303","0","88562","0","17","25","0","1","2","4"
"37304","0","88562","0","17","26","0","1","2","4"
"37305","0","88564","0","17","25","0","1","3","0"
"37306","0","88564","0","17","26","0","1","3","0"
"37307","0","88565","0","17","25","0","1","3","1"
"37308","0","88565","0","17","26","0","1","3","1"
"37309","0","88566","0","17","25","0","1","3","2"
"37310","0","88566","0","17","26","0","1","3","2"
"37311","0","88567","0","17","25","0","1","3","3"
"37312","0","88567","0","17","26","0","1","3","3"
"37313","0","88568","0","17","25","0","1","3","4"
"37314","0","88568","0","17","26","0","1","3","4"
"37315","0","88570","0","17","25","0","1","4","0"
"37316","0","88570","0","17","26","0","1","4","0"
"37317","0","88571","0","17","25","0","1","4","1"
"37318","0","88571","0","17","26","0","1","4","1"
"37319","0","88572","0","17","25","0","1","4","2"
"37320","0","88572","0","17","26","0","1","4","2"
"37321","0","88573","0","17","25","0","1","4","3"
"37322","0","88573","0","17","26","0","1","4","3"
"37323","0","88574","0","17","25","0","1","4","4"
"37324","0","88574","0","17","26","0","1","4","4"
"37325","0","88576","0","17","25","0","1","5","0"
"37326","0","88576","0","17","26","0","1","5","0"
"37327","0","88577","0","17","25","0","1","5","1"
"37328","0","88577","0","17","26","0","1","5","1"
"37329","0","88578","0","17","25","0","1","5","2"
"37330","0","88578","0","17","26","0","1","5","2"
"37331","0","88579","0","17","25","0","1","5","3"
"37332","0","88579","0","17","26","0","1","5","3"
"37333","0","88580","0","17","25","0","1","5","4"
"37334","0","88580","0","17","26","0","1","5","4"
"37335","0","88582","0","17","25","0","1","6","0"
"37336","0","88582","0","17","26","0","1","6","0"
"37337","0","88583","0","17","25","0","1","6","1"
"37338","0","88583","0","17","26","0","1","6","1"
"37339","0","88584","0","17","25","0","1","6","2"
"37340","0","88584","0","17","26","0","1","6","2"
"37341","0","88585","0","17","25","0","1","6","3"
"37342","0","88585","0","17","26","0","1","6","3"
"37343","0","88586","0","17","25","0","1","6","4"
"37344","0","88586","0","17","26","0","1","6","4"
"37345","0","88588","0","17","25","0","1","7","0"
"37346","0","88588","0","17","26","0","1","7","0"
"37347","0","88589","0","17","25","0","1","7","1"
"37348","0","88589","0","17","26","0","1","7","1"
"37349","0","88590","0","17","25","0","1","7","2"
"37350","0","88590","0","17","26","0","1","7","2"
"37351","0","88591","0","17","25","0","1","7","3"
"37352","0","88591","0","17","26","0","1","7","3"
"37353","0","88592","0","17","25","0","1","7","4"
"37354","0","88592","0","17","26","0","1","7","4"
"37355","0","88594","0","17","25","0","1","8","0"
"37356","0","88594","0","17","26","0","1","8","0"
"37357","0","88595","0","17","25","0","1","8","1"
"37358","0","88595","0","17","26","0","1","8","1"
"37359","0","88596","0","17","25","0","1","8","2"
"37360","0","88596","0","17","26","0","1","8","2"
"37361","0","88597","0","17","25","0","1","8","3"
"37362","0","88597","0","17","26","0","1","8","3"
"37363","0","88598","0","17","25","0","1","8","4"
"37364","0","88598","0","17","26","0","1","8","4"
"37365","0","88600","0","17","25","0","1","9","0"
"37366","0","88600","0","17","26","0","1","9","0"
"37367","0","88601","0","17","25","0","1","9","1"
"37368","0","88601","0","17","26","0","1","9","1"
"37369","0","88602","0","17","25","0","1","9","2"
"37370","0","88602","0","17","26","0","1","9","2"
"37371","0","88603","0","17","25","0","1","9","3"
"37372","0","88603","0","17","26","0","1","9","3"
"37373","0","88604","0","17","25","0","1","9","4"
"37374","0","88604","0","17","26","0","1","9","4"
"37375","0","88606","0","17","25","0","1","10","0"
"37376","0","88606","0","17","26","0","1","10","0"
"37377","0","88607","0","17","25","0","1","10","1"
"37378","0","88607","0","17","26","0","1","10","1"
"37379","0","88608","0","17","25","0","1","10","2"
"37380","0","88608","0","17","26","0","1","10","2"
"37381","0","88609","0","17","25","0","1","10","3"
"37382","0","88609","0","17","26","0","1","10","3"
"37383","0","88610","0","17","25","0","1","10","4"
"37384","0","88610","0","17","26","0","1","10","4"
"37385","0","88612","0","17","25","0","1","11","0"
"37386","0","88612","0","17","26","0","1","11","0"
"37387","0","88613","0","17","25","0","1","11","1"
"37388","0","88613","0","17","26","0","1","11","1"
"37389","0","88614","0","17","25","0","1","11","2"
"37390","0","88614","0","17","26","0","1","11","2"
"37391","0","88615","0","17","25","0","1","11","3"
"37392","0","88615","0","17","26","0","1","11","3"
"37393","0","88616","0","17","25","0","1","11","4"
"37394","0","88616","0","17","26","0","1","11","4"
"37395","0","88618","0","17","25","0","1","12","0"
"37396","0","88618","0","17","26","0","1","12","0"
"37397","0","88619","0","17","25","0","1","12","1"
"37398","0","88619","0","17","26","0","1","12","1"
"37399","0","88620","0","17","25","0","1","12","2"
"37400","0","88620","0","17","26","0","1","12","2"
"37401","0","88621","0","17","25","0","1","12","3"
"37402","0","88621","0","17","26","0","1","12","3"
"37403","0","88622","0","17","25","0","1","12","4"
"37404","0","88622","0","17","26","0","1","12","4"
"37405","0","88624","0","17","25","0","1","13","0"
"37406","0","88624","0","17","26","0","1","13","0"
"37407","0","88625","0","17","25","0","1","13","1"
"37408","0","88625","0","17","26","0","1","13","1"
"37409","0","88626","0","17","25","0","1","13","2"
"37410","0","88626","0","17","26","0","1","13","2"
"37411","0","88627","0","17","25","0","1","13","3"
"37412","0","88627","0","17","26","0","1","13","3"
"37413","0","88628","0","17","25","0","1","13","4"
"37414","0","88628","0","17","26","0","1","13","4"
"37415","0","88630","0","17","25","0","1","14","0"
"37416","0","88630","0","17","26","0","1","14","0"
"37417","0","88631","0","17","25","0","1","14","1"
"37418","0","88631","0","17","26","0","1","14","1"
"37419","0","88632","0","17","25","0","1","14","2"
"37420","0","88632","0","17","26","0","1","14","2"
"37421","0","88633","0","17","25","0","1","14","3"
"37422","0","88633","0","17","26","0","1","14","3"
"37423","0","88634","0","17","25","0","1","14","4"
"37424","0","88634","0","17","26","0","1","14","4"
"37425","0","88636","0","17","25","0","1","15","0"
"37426","0","88636","0","17","26","0","1","15","0"
"37427","0","88637","0","17","25","0","1","15","1"
"37428","0","88637","0","17","26","0","1","15","1"
"37429","0","88638","0","17","25","0","1","15","2"
"37430","0","88638","0","17","26","0","1","15","2"
"37431","0","88639","0","17","25","0","1","15","3"
"37432","0","88639","0","17","26","0","1","15","3"
"37433","0","88640","0","17","25","0","1","15","4"
"37434","0","88640","0","17","26","0","1","15","4"
"37435","0","88642","0","17","25","0","1","16","0"
"37436","0","88642","0","17","26","0","1","16","0"
"37437","0","88643","0","17","25","0","1","16","1"
"37438","0","88643","0","17","26","0","1","16","1"
"37439","0","88644","0","17","25","0","1","16","2"
"37440","0","88644","0","17","26","0","1","16","2"
"37441","0","88645","0","17","25","0","1","16","3"
"37442","0","88645","0","17","26","0","1","16","3"
"37443","0","88646","0","17","25","0","1","16","4"
"37444","0","88646","0","17","26","0","1","16","4"
"37445","0","88648","0","17","25","0","1","17","0"
"37446","0","88648","0","17","26","0","1","17","0"
"37447","0","88649","0","17","25","0","1","17","1"
"37448","0","88649","0","17","26","0","1","17","1"
"37449","0","88650","0","17","25","0","1","17","2"
"37450","0","88650","0","17","26","0","1","17","2"
"37451","0","88651","0","17","25","0","1","17","3"
"37452","0","88651","0","17","26","0","1","17","3"
"37453","0","88652","0","17","25","0","1","17","4"
"37454","0","88652","0","17","26","0","1","17","4"
"37455","0","88654","0","17","25","0","1","18","0"
"37456","0","88654","0","17","26","0","1","18","0"
"37457","0","88655","0","17","25","0","1","18","1"
"37458","0","88655","0","17","26","0","1","18","1"
"37459","0","88656","0","17","25","0","1","18","2"
"37460","0","88656","0","17","26","0","1","18","2"
"37461","0","88657","0","17","25","0","1","18","3"
"37462","0","88657","0","17","26","0","1","18","3"
"37463","0","88658","0","17","25","0","1","18","4"
"37464","0","88658","0","17","26","0","1","18","4"
"37465","0","88660","0","17","25","0","1","19","0"
"37466","0","88660","0","17","26","0","1","19","0"
"37467","0","88661","0","17","25","0","1","19","1"
"37468","0","88661","0","17","26","0","1","19","1"
"37469","0","88662","0","17","25","0","1","19","2"
"37470","0","88662","0","17","26","0","1","19","2"
"37471","0","88663","0","17","25","0","1","19","3"
"37472","0","88663","0","17","26","0","1","19","3"
"37473","0","88664","0","17","25","0","1","19","4"
"37474","0","88664","0","17","26","0","1","19","4"
"37475","0","88666","0","17","25","0","1","20","0"
"37476","0","88666","0","17","26","0","1","20","0"
"37477","0","88667","0","17","25","0","1","20","1"
"37478","0","88667","0","17","26","0","1","20","1"
"37479","0","88668","0","17","25","0","1","20","2"
"37480","0","88668","0","17","26","0","1","20","2"
"37481","0","88669","0","17","25","0","1","20","3"
"37482","0","88669","0","17","26","0","1","20","3"
"37483","0","88670","0","17","25","0","1","20","4"
"37484","0","88670","0","17","26","0","1","20","4"
"37485","87122","0","87726","2","25","0","3","2","0"
"37486","87122","0","87726","2","26","0","3","2","0"
"37487","87122","0","87727","1","25","0","3","3","0"
"37488","87122","0","87727","1","26","0","3","3","0"
"37489","87122","0","87730","2","25","0","3","4","0"
"37490","87122","0","87730","2","26","0","3","4","0"
"37491","87122","0","87727","2","25","0","3","5","0"
"37492","87122","0","87727","2","26","0","3","5","0"
"37493","87122","0","87730","2","25","0","3","6","0"
"37494","87122","0","87730","2","26","0","3","6","0"
"37495","87122","0","87727","1","25","0","3","7","0"
"37496","87122","0","87727","1","26","0","3","7","0"
"37497","87122","0","87730","1","25","0","3","8","0"
"37498","87122","0","87730","1","26","0","3","8","0"
"37499","87122","0","87727","2","25","0","3","9","0"
"37500","87122","0","87727","2","26","0","3","9","0"
"37501","87122","0","87730","1","25","0","3","10","0"
"37502","87122","0","87730","1","26","0","3","10","0"
"37503","87122","0","87726","2","25","0","3","11","0"
"37504","87122","0","87726","2","26","0","3","11","0"
"37505","87122","0","87730","2","25","0","3","12","0"
"37506","87122","0","87730","2","26","0","3","12","0"
"37507","87122","0","87727","2","25","0","3","13","0"
"37508","87122","0","87727","2","26","0","3","13","0"
"37509","87122","0","87728","2","25","0","3","14","0"
"37510","87122","0","87728","2","26","0","3","14","0"
"37511","87122","0","87729","1","25","0","3","15","0"
"37512","87122","0","87729","1","26","0","3","15","0"
"37513","87122","0","87730","2","25","0","3","16","0"
"37514","87122","0","87730","2","26","0","3","16","0"
"37515","87122","0","87731","1","25","0","3","17","0"
"37516","87122","0","87731","1","26","0","3","17","0"
"37517","87939","87944","0","17","25","0","0","0","5"
"37518","87939","87944","0","17","26","0","0","0","5"
"37519","90316","87122","0","17","25","0","0","0","6"
"37520","90316","87122","0","17","26","0","0","0","6"
"37521","90296","87940","0","17","25","0","0","0","7"
"37522","90296","87940","0","17","26","0","0","0","7"
"37523","90297","87941","0","17","25","0","0","0","8"
"37524","90297","87941","0","17","26","0","0","0","8"
"37525","90298","87942","0","17","25","0","0","0","9"
"37526","90298","87942","0","17","26","0","0","0","9"
"37527","90299","87943","0","17","25","0","0","0","10"
"37528","90299","87943","0","17","26","0","0","0","10"
"37529","90300","87940","0","17","25","0","0","0","11"
"37530","90300","87940","0","17","26","0","0","0","11"
"37531","90301","87941","0","17","25","0","0","0","12"
"37532","90301","87941","0","17","26","0","0","0","12"
"37533","87929","87934","0","17","25","0","4","0","5"
"37534","87929","87934","0","17","26","0","4","0","5"
"37535","90314","90315","0","17","25","0","4","0","6"
"37536","90314","90315","0","17","26","0","4","0","6"
"37537","90282","90289","0","17","25","0","4","0","7"
"37538","90282","90289","0","17","26","0","4","0","7"
"37539","90283","90290","0","17","25","0","4","0","8"
"37540","90283","90290","0","17","26","0","4","0","8"
"37541","90284","90291","0","17","25","0","4","0","9"
"37542","90284","90291","0","17","26","0","4","0","9"
"37543","90285","90292","0","17","25","0","4","0","10"
"37544","90285","90292","0","17","26","0","4","0","10"
"37545","90286","90293","0","17","25","0","4","0","11"
"37546","90286","90293","0","17","26","0","4","0","11"
"37547","90287","90294","0","17","25","0","4","0","12"
"37548","90287","90294","0","17","26","0","4","0","12"
"37549","90302","87942","0","17","25","0","0","0","13"
"37550","90302","87942","0","17","26","0","0","0","13"
"37551","90288","90295","0","17","25","0","4","0","13"
"37552","90288","90295","0","17","26","0","4","0","13"
"37553","0","87924","0","17","25","0","1","0","5"
"37554","0","87924","0","17","26","0","1","0","5"
"37555","0","88557","0","17","25","0","1","1","5"
"37556","0","88557","0","17","26","0","1","1","5"
"37557","0","88563","0","17","25","0","1","2","5"
"37558","0","88563","0","17","26","0","1","2","5"
"37559","0","88569","0","17","25","0","1","3","5"
"37560","0","88569","0","17","26","0","1","3","5"
"37561","0","88575","0","17","25","0","1","4","5"
"37562","0","88575","0","17","26","0","1","4","5"
"37563","0","88581","0","17","25","0","1","5","5"
"37564","0","88581","0","17","26","0","1","5","5"
"37565","0","88587","0","17","25","0","1","6","5"
"37566","0","88587","0","17","26","0","1","6","5"
"37567","0","88593","0","17","25","0","1","7","5"
"37568","0","88593","0","17","26","0","1","7","5"
"37569","0","88599","0","17","25","0","1","8","5"
"37570","0","88599","0","17","26","0","1","8","5"
"37571","0","88605","0","17","25","0","1","9","5"
"37572","0","88605","0","17","26","0","1","9","5"
"37573","0","88611","0","17","25","0","1","10","5"
"37574","0","88611","0","17","26","0","1","10","5"
"37575","0","88617","0","17","25","0","1","11","5"
"37576","0","88617","0","17","26","0","1","11","5"
"37577","0","88623","0","17","25","0","1","12","5"
"37578","0","88623","0","17","26","0","1","12","5"
"37579","0","88629","0","17","25","0","1","13","5"
"37580","0","88629","0","17","26","0","1","13","5"
"37581","0","88635","0","17","25","0","1","14","5"
"37582","0","88635","0","17","26","0","1","14","5"
"37583","0","88641","0","17","25","0","1","15","5"
"37584","0","88641","0","17","26","0","1","15","5"
"37585","0","88647","0","17","25","0","1","16","5"
"37586","0","88647","0","17","26","0","1","16","5"
"37587","0","88653","0","17","25","0","1","17","5"
"37588","0","88653","0","17","26","0","1","17","5"
"37589","0","88659","0","17","25","0","1","18","5"
"37590","0","88659","0","17","26","0","1","18","5"
"37591","0","88665","0","17","25","0","1","19","5"
"37592","0","88665","0","17","26","0","1","19","5"
"37593","0","88671","0","17","25","0","1","20","5"
"37594","0","88671","0","17","26","0","1","20","5"
"37595","0","87118","0","17","25","0","1","0","6"
"37596","0","87118","0","17","26","0","1","0","6"
"37597","0","87920","0","17","25","0","1","0","7"
"37598","0","87920","0","17","26","0","1","0","7"
"37599","0","87921","0","17","25","0","1","0","8"
"37600","0","87921","0","17","26","0","1","0","8"
"37601","0","87922","0","17","25","0","1","0","9"
"37602","0","87922","0","17","26","0","1","0","9"
"37603","0","87923","0","17","25","0","1","0","10"
"37604","0","87923","0","17","26","0","1","0","10"
"37605","0","87920","0","17","25","0","1","0","11"
"37606","0","87920","0","17","26","0","1","0","11"
"37607","0","87921","0","17","25","0","1","0","12"
"37608","0","87921","0","17","26","0","1","0","12"
"37609","0","87922","0","17","25","0","1","0","13"
"37610","0","87922","0","17","26","0","1","0","13"
"37611","0","88552","0","17","25","0","1","1","6"
"37612","0","88552","0","17","26","0","1","1","6"
"37613","0","88553","0","17","25","0","1","1","7"
"37614","0","88553","0","17","26","0","1","1","7"
"37615","0","88554","0","17","25","0","1","1","8"
"37616","0","88554","0","17","26","0","1","1","8"
"37617","0","88555","0","17","25","0","1","1","9"
"37618","0","88555","0","17","26","0","1","1","9"
"37619","0","88556","0","17","25","0","1","1","10"
"37620","0","88556","0","17","26","0","1","1","10"
"37621","0","88553","0","17","25","0","1","1","11"
"37622","0","88553","0","17","26","0","1","1","11"
"37623","0","88554","0","17","25","0","1","1","12"
"37624","0","88554","0","17","26","0","1","1","12"
"37625","0","88555","0","17","25","0","1","1","13"
"37626","0","88555","0","17","26","0","1","1","13"
"37627","0","88558","0","17","25","0","1","2","6"
"37628","0","88558","0","17","26","0","1","2","6"
"37629","0","88559","0","17","25","0","1","2","7"
"37630","0","88559","0","17","26","0","1","2","7"
"37631","0","88560","0","17","25","0","1","2","8"
"37632","0","88560","0","17","26","0","1","2","8"
"37633","0","88561","0","17","25","0","1","2","9"
"37634","0","88561","0","17","26","0","1","2","9"
"37635","0","88562","0","17","25","0","1","2","10"
"37636","0","88562","0","17","26","0","1","2","10"
"37637","0","88559","0","17","25","0","1","2","11"
"37638","0","88559","0","17","26","0","1","2","11"
"37639","0","88560","0","17","25","0","1","2","12"
"37640","0","88560","0","17","26","0","1","2","12"
"37641","0","88561","0","17","25","0","1","2","13"
"37642","0","88561","0","17","26","0","1","2","13"
"37643","0","88564","0","17","25","0","1","3","6"
"37644","0","88564","0","17","26","0","1","3","6"
"37645","0","88565","0","17","25","0","1","3","7"
"37646","0","88565","0","17","26","0","1","3","7"
"37647","0","88566","0","17","25","0","1","3","8"
"37648","0","88566","0","17","26","0","1","3","8"
"37649","0","88567","0","17","25","0","1","3","9"
"37650","0","88567","0","17","26","0","1","3","9"
"37651","0","88568","0","17","25","0","1","3","10"
"37652","0","88568","0","17","26","0","1","3","10"
"37653","0","88565","0","17","25","0","1","3","11"
"37654","0","88565","0","17","26","0","1","3","11"
"37655","0","88566","0","17","25","0","1","3","12"
"37656","0","88566","0","17","26","0","1","3","12"
"37657","0","88567","0","17","25","0","1","3","13"
"37658","0","88567","0","17","26","0","1","3","13"
"37659","0","88570","0","17","25","0","1","4","6"
"37660","0","88570","0","17","26","0","1","4","6"
"37661","0","88571","0","17","25","0","1","4","7"
"37662","0","88571","0","17","26","0","1","4","7"
"37663","0","88572","0","17","25","0","1","4","8"
"37664","0","88572","0","17","26","0","1","4","8"
"37665","0","88573","0","17","25","0","1","4","9"
"37666","0","88573","0","17","26","0","1","4","9"
"37667","0","88574","0","17","25","0","1","4","10"
"37668","0","88574","0","17","26","0","1","4","10"
"37669","0","88571","0","17","25","0","1","4","11"
"37670","0","88571","0","17","26","0","1","4","11"
"37671","0","88572","0","17","25","0","1","4","12"
"37672","0","88572","0","17","26","0","1","4","12"
"37673","0","88573","0","17","25","0","1","4","13"
"37674","0","88573","0","17","26","0","1","4","13"
"37675","0","88576","0","17","25","0","1","5","6"
"37676","0","88576","0","17","26","0","1","5","6"
"37677","0","88577","0","17","25","0","1","5","7"
"37678","0","88577","0","17","26","0","1","5","7"
"37679","0","88578","0","17","25","0","1","5","8"
"37680","0","88578","0","17","26","0","1","5","8"
"37681","0","88579","0","17","25","0","1","5","9"
"37682","0","88579","0","17","26","0","1","5","9"
"37683","0","88580","0","17","25","0","1","5","10"
"37684","0","88580","0","17","26","0","1","5","10"
"37685","0","88577","0","17","25","0","1","5","11"
"37686","0","88577","0","17","26","0","1","5","11"
"37687","0","88578","0","17","25","0","1","5","12"
"37688","0","88578","0","17","26","0","1","5","12"
"37689","0","88579","0","17","25","0","1","5","13"
"37690","0","88579","0","17","26","0","1","5","13"
"37691","0","88582","0","17","25","0","1","6","6"
"37692","0","88582","0","17","26","0","1","6","6"
"37693","0","88583","0","17","25","0","1","6","7"
"37694","0","88583","0","17","26","0","1","6","7"
"37695","0","88584","0","17","25","0","1","6","8"
