Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10_0,Unknown10_1,Unknown10_2,Unknown11,Unknown12,Unknown13,Unknown14
"587","Interface\TargetingFrame\UI-PVP-FFA","","","","Tremblade's Vanguard","The battle for Tremblade's Vanguard is underway","1191","7476","0","9717","0","0","0","4","0","0","0"
"588","Interface\TargetingFrame\UI-PVP-FFA","","","","Tremblade's Vanguard","The battle for Tremblade's Vanguard is underway","1191","7477","0","9717","0","0","0","4","0","0","0"
"589","Interface\TargetingFrame\UI-PVP-FFA","","","","Grand Marshal Tremblade","The Horde must slay Tremblade","1191","7100","0","9719","0","0","0","4","0","0","0"
"590","Interface\TargetingFrame\UI-PVP-FFA","","","","Grand Marshal Tremblade","The Horde must slay Tremblade","1191","7080","0","9719","0","0","0","4","0","0","0"
"591","Interface\TargetingFrame\UI-PVP-FFA","","","","Grand Marshal Tremblade","The Horde must slay Tremblade","1191","7476","0","9719","0","0","0","4","0","0","0"
"592","Interface\TargetingFrame\UI-PVP-FFA","","","","Grand Marshal Tremblade","The Horde must slay Tremblade","1191","7477","0","9719","0","0","0","4","0","0","0"
"593","Interface\TargetingFrame\UI-PVP-FFA","","","","Grand Marshal Tremblade","The Horde must slay Tremblade","1191","7478","0","9719","0","0","0","4","0","0","0"
"594","Interface\TargetingFrame\UI-PVP-FFA","","","","Grand Marshal Tremblade","The Horde must slay Tremblade","1191","7479","0","9719","0","0","0","4","0","0","0"
"595","Interface\TargetingFrame\UI-PVP-FFA","","","","Tremblade's Vanguard","The battle for Tremblade's Vanguard is underway","1191","7478","0","9717","0","0","0","4","0","0","0"
"596","Interface\TargetingFrame\UI-PVP-FFA","","","","Tremblade's Vanguard","The battle for Tremblade's Vanguard is underway","1191","7479","0","9717","0","0","0","4","0","0","0"
"597","Interface\TargetingFrame\UI-PVP-FFA","","","","Tremblade's Vanguard","The battle for Tremblade's Vanguard is underway","1191","7100","0","9717","0","0","0","4","0","0","0"
"598","Interface\TargetingFrame\UI-PVP-FFA","","","","Archmage Overwatch","The battle for Archmage Overwatch is underway","1191","7479","0","9718","0","0","0","4","0","0","0"
"599","Interface\TargetingFrame\UI-PVP-FFA","","","","Archmage Overwatch","The battle for Archmage Overwatch is underway","1191","7478","0","9718","0","0","0","4","0","0","0"
"600","Interface\TargetingFrame\UI-PVP-FFA","","","","Archmage Overwatch","The battle for Archmage Overwatch is underway","1191","7477","0","9718","0","0","0","4","0","0","0"
"601","Interface\TargetingFrame\UI-PVP-FFA","","","","Archmage Overwatch","The battle for Archmage Overwatch is underway","1191","7476","0","9718","0","0","0","4","0","0","0"
"602","Interface\TargetingFrame\UI-PVP-FFA","","","","Archmage Overwatch","The battle for Archmage Overwatch is underway","1191","7080","0","9718","0","0","0","4","0","0","0"
"603","Interface\TargetingFrame\UI-PVP-FFA","","","","Archmage Overwatch","The battle for Archmage Overwatch is underway","1191","7099","0","9718","0","0","0","4","0","0","0"
"604","Interface\TargetingFrame\UI-PVP-FFA","","","","The Crossroads","The battle for the Crossroads is underway","1191","7479","0","9716","0","0","0","4","0","0","0"
"605","Interface\TargetingFrame\UI-PVP-FFA","","","","The Crossroads","The battle for the Crossroads is underway","1191","7478","0","9716","0","0","0","4","0","0","0"
"606","Interface\TargetingFrame\UI-PVP-FFA","","","","The Crossroads","The battle for the Crossroads is underway","1191","7477","0","9716","0","0","0","4","0","0","0"
"607","Interface\TargetingFrame\UI-PVP-FFA","","","","The Crossroads","The battle for the Crossroads is underway","1191","7476","0","9716","0","0","0","4","0","0","0"
"608","Interface\TargetingFrame\UI-PVP-FFA","","","","The Crossroads","The battle for the Crossroads is underway","1191","7080","0","9716","0","0","0","4","0","0","0"
"609","Interface\TargetingFrame\UI-PVP-FFA","","","","The Crossroads","The battle for the Crossroads is underway","1191","7099","0","9716","0","0","0","4","0","0","0"
"610","Interface\TargetingFrame\UI-PVP-FFA","","","","Volrath's Advance","The battle for Volrath's Advance is underway","1191","7479","0","9715","0","0","0","4","0","0","0"
"611","Interface\TargetingFrame\UI-PVP-FFA","","","","Volrath's Advance","The battle for Volrath's Advance is underway","1191","7478","0","9715","0","0","0","4","0","0","0"
"612","Interface\TargetingFrame\UI-PVP-FFA","","","","Volrath's Advance","The battle for Volrath's Advance is underway","1191","7477","0","9715","0","0","0","4","0","0","0"
"613","Interface\TargetingFrame\UI-PVP-FFA","","","","Volrath's Advance","The battle for Volrath's Advance is underway","1191","7476","0","9715","0","0","0","4","0","0","0"
"614","Interface\TargetingFrame\UI-PVP-FFA","","","","Volrath's Advance","The battle for Volrath's Advance is underway","1191","7080","0","9715","0","0","0","4","0","0","0"
"615","Interface\TargetingFrame\UI-PVP-FFA","","","","Volrath's Advance","The battle for Volrath's Advance is underway","1191","7099","0","9715","0","0","0","4","0","0","0"
"616","Interface\TargetingFrame\UI-PVP-FFA","","","","Emberfall Tower","The battle for the Emberfall Tower is underway","1191","7479","0","9714","0","0","0","4","0","0","0"
"617","Interface\TargetingFrame\UI-PVP-FFA","","","","Emberfall Tower","The battle for the Emberfall Tower is underway","1191","7478","0","9714","0","0","0","4","0","0","0"
"618","Interface\TargetingFrame\UI-PVP-FFA","","","","Emberfall Tower","The battle for the Emberfall Tower is underway","1191","7477","0","9714","0","0","0","4","0","0","0"
"619","Interface\TargetingFrame\UI-PVP-FFA","","","","Emberfall Tower","The battle for the Emberfall Tower is underway","1191","7476","0","9714","0","0","0","4","0","0","0"
"620","Interface\TargetingFrame\UI-PVP-FFA","","","","Emberfall Tower","The battle for the Emberfall Tower is underway","1191","7080","0","9714","0","0","0","4","0","0","0"
"621","Interface\TargetingFrame\UI-PVP-FFA","","","","Emberfall Tower","The battle for the Emberfall Tower is underway","1191","7099","0","9714","0","0","0","4","0","0","0"
"622","","","","","Iron Bombers Remaining: %9723w","Iron Bombers hurl gernades into the arena!","1228","6996","0","9722","0","0","0","0","0","0","0"
"623","","","","","Drunken Bileslingers Remaining: %9725w","Drunken Bileslingers toss mauling brew into the arena!","1228","6996","0","9724","0","0","0","1","0","0","0"
"624","","","","","Tribute Remaining: %9726w","Krud demands tribute before he will fight. To gain Tribute, kill enemies within the Gorian Proving Grounds.","1116","7375","0","9727","0","0","0","0","0","0","0"
"625","","","","","Control the Flag","","1191","7100","0","9785","0","0","0","3","0","0","0"
"626","","","","","Control the Flag","","1191","7478","0","9785","0","0","0","3","0","0","0"
"627","","","","","Control the Flag","","1191","7479","0","9785","0","0","0","3","0","0","0"
"628","","","","","Control the Flag","","1191","7477","0","9785","0","0","0","3","0","0","0"
"629","","","","","Control the Flag","","1191","7099","0","9785","0","0","0","3","0","0","0"
"630","","","","","Control the Flag","","1191","7476","0","9785","0","0","0","3","0","0","0"
"631","","","","","Control the Flag","","1191","7080","0","9785","0","0","0","3","0","0","0"
"632","","","","","","","1153","0","0","8722","0","0","0","0","0","0","0"
"633","","","","","","","1153","0","0","8722","0","0","0","1","0","0","0"
"634","","","","","Bulding Under Attack!","One of your buildings is under attack!","1153","0","0","9789","0","0","0","3","0","0","0"
"635","","","","","Infiltrator Spotted!","An infiltrator has been spotted in your garrison!","1153","0","0","9788","0","0","0","4","0","0","0"
"638","Interface\TargetingFrame\UI-PVP-FFA","","","","Time Remaining: %9316k","The portal is unstable and will collapse.","1451","7510","0","9946","0","0","0","0","0","0","3"
"639","","","","","Battleship Health: %10019w%","PH - Health of the Battleship, use the Harbor Cannons to destroy it.","1116","7515","0","10018","0","0","0","0","0","0","0"
"640","","","","","Iron Captain Argha's Health: %10021w%","","1116","7515","0","10020","0","0","0","1","0","0","0"
"646","INTERFACE\STORE\category-icon-placeholder.blp","","","","Current Wave: %10130w% Complete","","1461","7567","0","10133","0","0","0","0","0","0","0"
"647","","","","","Current Wave: %10131w% Complete","","1461","7567","0","10134","0","0","0","0","0","0","0"
"648","","","","","Current Wave: %10132w% Complete","","1461","7567","0","10135","0","0","0","0","0","0","0"
"650","","CAPTUREPOINT","","","","","1171","0","0","10239","10240","10241","0","0","0","0","0"
"651","Interface\TargetingFrame\UI-PVP-Alliance","","","","Zones Captured: %10246w/%10248w","Alliance Zones Captured","1171","0","0","0","0","0","0","1","0","0","0"
"652","Interface\TargetingFrame\UI-PVP-Horde","","","","Zones Captured: %10247w/%10248w","Horde Zones Captured","1171","0","0","0","0","0","0","1","0","0","0"
"653","Interface\TargetingFrame\UI-PVP-Horde","","","","Marks Collected: %10291w/%10292w","Horde status","1191","7548","0","10287","0","0","0","1","0","0","0"
"654","Interface\TargetingFrame\UI-PVP-Alliance","","","","Marks Collected: %10290w/%10292w","Alliance status","1191","7548","0","10287","0","0","0","2","0","0","0"
"655","","","","","Gold Team: %3601w Players Remaining","","1552","8008","0","3610","0","0","0","0","0","0","0"
"656","","","","","Green Team: %3600w Players Remaining","","1552","8008","0","3610","0","0","0","1","0","0","0"
"657","","","","","Time Remaining: %8529k","","1552","8008","0","8524","0","0","0","2","0","0","3"
"658","","","","","Gold Team: %3601w Players Remaining","","1504","7816","0","3610","0","0","0","0","0","0","0"
"659","","","","","Green Team: %3600w Players Remaining","","1504","7816","0","3610","0","0","0","1","0","0","0"
"660","","","","","Time Remaining: %8529k","","1504","7816","0","8524","0","0","0","2","0","0","3"
"661","Interface\TargetingFrame\UI-PVP-FFA","","","","Time Remaining: %10650w min.","Time remaining to complete Odyn's trials.","1477","0","0","10649","0","0","0","0","0","0","3"
"663","","","","","Prison Seal Integrity: %3815w%","","1544","7996","0","3816","0","0","0","0","0","0","0"
"664","","","","","","","1220","7782","0","10719","0","0","0","0","0","0","0"
"665","","","","","Serpents Killed = %10784w of 20","Beware! The Serpent Queen doesn't like it when her brood is killled...","1220","7837","0","10784","0","0","0","0","0","0","0"
"673","","","","","Score: %12174w","","1626","8390","0","12104","0","0","0","0","0","0","0"
"675","","","","","Fishing Contest Winners: %7361w/%12688w","","0","5287","0","2889","0","0","0","0","0","0","0"
"676","","","","","Fishing Contest Winners: %7361w/%12688w","","0","33","0","2889","0","0","0","0","0","0","0"
"682","","","","","Gold Team: %3601w Players Remaining","","1505","0","0","3610","0","0","0","0","0","0","0"
"683","","","","","Lowest Health: Green Team - %8528w HP","","1505","0","0","8526","0","0","0","2","0","0","0"
"684","","","","","Green Team: %3600w Players Remaining","","1505","0","0","3610","0","0","0","1","0","0","0"
"685","","","","","Lowest Health: Gold Team - %8528w HP","","1505","0","0","8527","0","0","0","2","0","0","0"
"686","","","","","Time Remaining: %8529k","","1505","0","0","8524","0","0","0","2","0","0","3"
