Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown0_3,Unknown1
"4871","1.85","1.85","0.5","1.673856E+07","22"
"4872","0","0","2000","0","15"
"4873","1.85","1.85","0.3","4145151","22"
"4874","0","0","2000","0","15"
"4875","1.85","1.85","0.3","2646","22"
"4876","0","0","2000","0","15"
"4877","1.85","1.85","0.6","1.671168E+07","22"
"4878","0","0","2000","0","15"
"4879","1.85","1.85","0.6","1.493478E+07","22"
"4880","0","0","2000","0","15"
"4881","408","0","0","0","9"
"4882","1.677696E+07","0","1","0","1"
"4883","0","0","0.8","0","21"
"4884","0.6","1","1","0","14"
"4885","16093","0","0","0","1"
"4886","0","0","0","0","1"
"4887","0","0","0.8","0","21"
"4888","1535","0","0","0","1"
"4889","0","0","0","0","1"
"4890","0.8","0","0","0","14"
"4891","555","0","0","0","9"
"4892","1.099964E+07","15","400","96","8"
"4893","1.618355E+07","8","400","128","8"
"4894","3052","0","0","1","26"
"4895","3307","0","0","1","26"
"4896","519","0","0","0","9"
"4897","3053","0","0","0","26"
"4898","520","0","0","0","9"
"4899","176","0","0","0","9"
"4900","1.179648E+07","0","1000","150","8"
"4901","1.435522E+07","20","1000","100","8"
"4902","0","0","0","0","1"
"4903","3103","0","0","1","26"
"4904","1096","0","0","1","26"
"4905","1.54286E+07","0","0","0","1"
"4906","1.193632E+07","0","0","0","1"
"4907","104","0","0","0","9"
"4908","0","3364","0","0","17"
"4909","63228","0","0","0","1"
"4910","1.659114E+07","0","500","60","8"
"4911","1.428685E+07","50","450","60","8"
"4912","1.012915E+07","0","0","0","1"
"4913","523","0","0","0","9"
"4914","437","0","0","0","9"
"4915","2815","0","0","3","26"
"4916","0.9","0","0","0","14"
"4917","7434609","0","0","0","1"
"4918","1.468006E+07","20","3000","100","8"
"4919","8454144","0","0","0","1"
"4920","1.23863E+07","0","0","0","1"
"4921","176","0","0","0","9"
"4922","176","0","0","0","9"
"4923","0","0","0.8","0","21"
"4924","437","0","0","0","9"
"4925","3115","0","0","3","26"
"4926","0.9","0","0","-2.147484E+09","14"
"4927","7434609","0","0","0","1"
"4928","6579300","0","25","0","1"
"4929","3121","0","0","3","26"
"4930","526","0","0","0","9"
"4931","3124","0","0","1","26"
"4932","550","0","0","-2.147484E+09","9"
"4933","3147","0","0","3","26"
"4934","2297","0","0","1","26"
"4935","1.240826E+07","15","400","96","8"
"4936","1.240826E+07","15","400","96","8"
"4937","0.9","0","0","-2.147484E+09","14"
"4938","7434609","0","0","0","1"
"4939","1.663923E+07","0","500","150","8"
"4940","1.274188E+07","0","0","1","1"
"4941","9721011","0","0","1","1"
"4942","3147","0","0","3","26"
"4943","0.5","0.5","0.5","0","21"
"4944","3135","0","0","1","26"
"4945","3136","0","0","1","26"
"4946","1.218954E+07","0","0","0","1"
"4947","3137","0","0","2","26"
"4948","158","0","0","0","9"
"4949","256","0","0","0","9"
"4950","1.85","1.85","0.6","49342","22"
"4951","0","0","2000","0","15"
"4952","1.85","1.85","0.6","1.260262E+07","22"
"4953","0","0","2000","0","15"
"4954","1.85","1.85","0.6","1.493478E+07","22"
"4955","0","0","2000","0","15"
"4956","1.85","1.85","0.5","65359","22"
"4957","0","0","2000","0","15"
"4958","1.85","1.85","0.5","1.671168E+07","22"
"4959","0","0","2000","0","15"
"4960","1.85","1.85","0.5","1.234743E+07","22"
"4961","0","0","2000","0","15"
"4962","2515","0","0","3","26"
"4963","3138","0","0","0","26"
"4964","529","0","0","0","9"
"4965","2346752","0","0","3","1"
"4966","8453888","0","0","0","1"
"4967","1","1","0.7","0","21"
"4968","3144","0","0","3","26"
"4969","1.626347E+07","20","600","100","8"
"4970","3142","0","0","1","26"
"4971","3220","0","0","1","26"
"4972","0","0","1120","0","9"
"4973","3143","0","0","1","26"
"4974","1.592499E+07","1906","0","0","17"
"4975","1","1","1","0","21"
"4976","3125","0","0","0","26"
"4977","1083","0","0","3","26"
"4978","0","0","1","0","21"
"4979","1.51609E+07","0","0","0","1"
"4980","0","5322","-2.147484E+09","0","17"
"4981","360","0","0","0","9"
"4982","524","0","0","0","9"
"4983","0","0","1","0","21"
"4984","0.55","0","2","0","14"
"4985","0.5","0","0.6","1.394645E+07","22"
"4986","0","0","0.75","5609179","22"
"4987","552","0","0","0","9"
"4988","553","0","0","0","9"
"4989","-2.147484E+09","27903","-2.147484E+09","0","17"
"4990","3133","0","0","0","26"
"4991","512","0","0","0","9"
"4992","3244","0","0","3","26"
"4993","135","0","0","0","9"
"4994","3209","0","0","0","26"
"4995","0","34771","0","0","17"
"4996","0","0","0.5","6908265","22"
"4997","1240","0","0","1","26"
"4998","1","1","0.7","51199","22"
"4999","2414","0","0","0","26"
"5000","2414","0","0","0","26"
"5001","39167","0","0","1","1"
"5002","1.144798E+07","15","400","96","8"
"5003","534","0","0","0","9"
"5004","257","0","0","0","9"
"5005","0","100895","0","0","17"
"5006","0","0","0.5","1.644825E+07","22"
"5007","1.448088E+07","1","1","0","13"
"5008","0","101572","0","0","17"
"5009","1.615166E+07","0","0","0","1"
"5010","1.106187E+07","1","1","0","1"
"5011","3118","0","0","1","26"
"5012","3188","0","0","2","26"
"5013","0","0","0.25","60","21"
"5014","1","10","1","0","21"
"5015","3196","0","0","3","26"
"5016","535","0","0","-2.147484E+09","9"
"5017","536","0","0","-2.147484E+09","9"
"5018","95","0","0","0","26"
"5019","0","8754","1","1.677722E+07","17"
"5020","0","3950","0","-2.147484E+09","17"
"5021","0","3949","0","0","17"
"5022","0","3951","0","0","17"
"5023","0","0","1","1.677722E+07","22"
"5024","0","8754","0","-2.147484E+09","17"
"5025","0","3949","0","0","17"
"5026","0","3951","0","0","17"
"5027","1","10","1","0","21"
"5028","3202","0","0","3","26"
"5029","1084713","0","0","0","1"
"5030","0.5","0","0","0","14"
"5031","537","0","0","0","9"
"5032","327","0","0","0","9"
"5033","3205","0","0","0","26"
"5034","3205","0","0","0","26"
"5035","1.143796E+07","0","0","0","1"
"5036","0","0","0.5","0","21"
"5037","256","0","0","0","9"
"5038","512","0","0","0","9"
"5039","1.330405E+07","0","0","0","8"
"5040","1.153459E+07","0","0","0","1"
"5041","1.85","1.85","0.5","1.56609E+07","22"
"5042","0","0","2000","0","15"
"5043","1.85","1.85","0.5","2818247","22"
"5044","0","0","2000","0","15"
"5045","2555970","0","0","0","1"
"5046","0.75","0","2","0","14"
"5047","3207","0","0","3","26"
"5048","1.85","1.85","0.5","2333952","22"
"5049","0","0","2000","0","15"
"5050","10","101751","0","0","17"
"5051","0.75","0","0","0","14"
"5052","1.173119E+07","0","0","0","1"
"5053","0.9","0","1","0","14"
"5054","11923","0","0","0","1"
"5055","1","1","0.75","1780416","22"
"5056","1","0","0","0","9"
"5057","1.85","1.85","0.5","1.671168E+07","22"
"5058","0","0","2000","0","15"
"5059","1.51609E+07","0","0","0","1"
"5060","1.85","1.85","0.6","49342","22"
"5061","0","0","2000","0","15"
"5062","1.85","1.85","0.5","1.234743E+07","22"
"5063","0","0","2000","0","15"
"5064","3212","0","0","0","26"
"5065","0","873","0","0","17"
"5066","0","45899","0","0","17"
"5067","744","0","0","1","26"
"5068","9408399","0","0","0","1"
"5069","0.5","0.5","0.5","0","21"
"5070","0.5","0.5","0.8","0","21"
"5071","524","0","0","0","9"
"5072","524","0","0","0","9"
"5073","511","0","0","0","9"
"5074","547","0","0","0","9"
"5075","548","0","0","0","9"
"5076","547","0","0","0","9"
"5077","0","0","0.8","0","21"
"5078","3483","0","0","3","26"
"5079","3250","0","0","1","26"
"5080","246","0","0","0","9"
"5081","247","0","0","0","9"
"5082","549","0","0","-2.147484E+09","9"
"5083","0","0","0","2905387","22"
"5084","0.7","0","0","0","14"
"5085","3214","0","0","1","26"
"5086","0","43828","0","0","17"
"5087","1381","0","0","1","26"
"5088","1421","0","0","1","26"
"5089","0","0","3219","0","9"
"5090","2555970","0","0","0","1"
"5091","0.65","0","2","0","14"
"5092","1421","0","0","1","26"
"5093","546","0","0","0","9"
"5094","551","0","0","0","9"
"5095","3225","0","0","0","26"
"5096","1.51609E+07","0","0","0","1"
"5097","1.51609E+07","0","0","0","1"
"5098","1.136443E+07","0","2","0","1"
"5099","0","34337","0","0","17"
"5100","1.51609E+07","0","0","0","1"
"5101","1.157078E+07","0","3","0","1"
"5102","3304","0","0","1","26"
"5103","1549","0","0","3","26"
"5104","0","0","0","3","26"
"5105","3135","0","0","1","26"
"5106","3242","0","0","3","26"
"5107","3247","0","0","1","26"
"5108","0","0","0.75","-2.147484E+09","21"
"5109","1.674458E+07","0","0","0","1"
"5110","0","0","0.8","0","21"
"5111","0","0","0.8","0","21"
"5112","0","0","0.8","0","21"
"5113","0","0","0.5","1.309165E+07","22"
"5114","5595834","0","0","0","1"
"5115","1.391419E+07","0","0","0","1"
"5116","0","0","1","4300084","22"
"5117","0","32375","-2.147484E+09","0","17"
"5118","0","0","0.75","0","21"
"5119","0","18826","0","0","17"
"5120","1.6751E+07","0","0","0","1"
"5121","0","0","1","3426717","22"
"5122","514","0","0","0","9"
"5123","0","1","1","0","11"
"5124","1","10","1","0","21"
"5125","3242","0","0","3","26"
"5126","1","10","1","0","21"
"5127","3135","0","0","1","26"
"5128","1.392189E+07","0","0","0","1"
"5129","0","0","1","1489960","22"
"5130","0","0","1","1.671169E+07","22"
"5131","0","0","0","8191","22"
"5132","2347","0","0","2","26"
"5133","3135","0","0","1","26"
"5134","1.392189E+07","0","0","0","1"
"5135","256","0","0","0","9"
"5136","532","0","0","0","9"
"5137","0","0","0","2906156","22"
"5138","0.6","0","0","0","14"
"5139","6094972","20","2000","100","8"
"5140","3253","0","0","0","26"
"5141","2347","0","0","2","26"
"5142","2388","0","0","3","26"
"5143","256","0","0","0","9"
"5144","257","0","0","0","9"
"5145","257","0","0","0","9"
"5146","557","0","0","0","9"
"5147","558","0","0","0","9"
"5148","1.606858E+07","0","1","0","1"
"5149","3257","0","0","3","26"
"5150","3258","0","0","1","26"
"5151","0","0","1","1.418235E+07","22"
"5152","0","102493","0","0","17"
"5153","443","0","0","-2.147484E+09","9"
"5154","559","0","0","0","9"
"5155","0","102492","0","0","17"
"5156","0","200","1","1","1"
"5157","0","102494","0","0","17"
"5158","0","102575","0","0","17"
"5159","529","0","0","-2.147484E+09","9"
"5160","0","200","1","1","1"
"5161","529","0","0","-2.147484E+09","9"
"5162","529","0","0","0","9"
"5163","0","200","1","1","1"
"5164","3259","0","0","3","26"
"5165","0.35","3","3","1","14"
"5166","512","0","0","0","9"
"5167","1.324059E+07","17","500","120","8"
"5168","3135","0","0","1","26"
"5169","3135","0","0","1","26"
"5170","0.9","0","0","0","14"
"5171","1","10","1","0","1"
"5172","0","0","0.65","1023","22"
"5173","0","1","1","0","5"
"5174","2424909","0","0","0","1"
"5175","0.8","0","0","0","14"
"5176","1.54793E+07","0","6","0","13"
"5177","1.435522E+07","20","1000","100","8"
"5178","1763","0","0","3","26"
"5179","256","0","0","0","9"
"5180","512","0","0","0","9"
"5181","2929","0","0","2","26"
"5182","443","0","0","0","9"
"5183","1.671168E+07","0","0","0","1"
"5184","548","0","0","0","9"
"5185","547","0","0","0","9"
"5186","3261","0","0","0","26"
"5187","0","0","6","0","14"
"5188","0","0","0","2905387","22"
"5189","1.201262E+07","1","0","0","1"
"5190","3275","0","0","2","26"
"5191","433","0","0","0","9"
"5192","563","0","0","0","9"
"5193","1.674458E+07","0","0","0","1"
"5194","1.51609E+07","0","0","0","1"
"5195","4460125","0","0","0","1"
"5196","95","0","0","0","26"
"5197","1.352554E+07","0","0","0","1"
"5198","1","0","1","60","14"
"5199","0.01","2","2","0","14"
"5200","0","59490","0","0","17"
"5201","0","0","2000","0","15"
"5202","2093","0","0","1","26"
"5203","403","0","0","0","9"
"5204","404","0","0","0","9"
"5205","403","0","0","0","9"
"5206","587","0","0","0","9"
"5207","586","0","0","0","9"
"5208","3271","0","0","1","26"
"5209","1421","0","0","1","26"
"5210","15","69819","0","0","25"
"5211","566","0","0","0","9"
"5212","2519","0","0","3","26"
"5213","1.338965E+07","0","0","0","1"
"5214","341","0","0","0","9"
"5215","403","0","0","0","9"
"5216","1.61933E+07","20","2000","100","8"
"5217","338","0","0","0","9"
"5218","3271","0","0","1","26"
"5219","360","0","0","0","9"
"5220","1.418456E+07","0","0","0","1"
"5221","360","0","0","0","9"
"5222","256","0","0","0","9"
"5223","512","0","0","0","9"
"5224","567","0","0","0","9"
"5225","568","0","0","0","9"
"5226","3279","0","0","0","26"
"5227","3279","0","0","0","26"
"5228","569","0","0","0","9"
"5229","505","0","0","0","9"
"5230","3565374","0","0","0","1"
"5231","0","104057","0","0","17"
"5232","0","104066","0","0","17"
"5233","0","104068","0","0","17"
"5234","0","104069","0","0","17"
"5235","0","104070","0","0","17"
"5236","1.675152E+07","0","0","0","1"
"5237","572","0","0","0","9"
"5238","573","0","0","0","9"
"5239","1.311388E+07","1","1","0","13"
"5240","0","0","0.6","44799","22"
"5241","0.55","0","0","0","14"
"5242","0","18825","0","0","17"
"5243","0","18825","0","0","17"
"5244","0","0","0.4","24319","22"
"5245","0.05","0","0","0","14"
"5246","1608","0","0","1","26"
"5247","495","0","0","2","26"
"5248","437","0","0","0","9"
"5249","488","0","0","0","9"
"5250","1.621873E+07","0","0","0","1"
"5251","0","0","0.75","9635705","22"
"5252","0","10030","0","0","17"
"5253","1421","0","0","1","26"
"5254","0.6","0","0","0","14"
"5255","1.550299E+07","0","0","0","1"
"5256","256","0","0","0","9"
"5257","511","0","0","0","9"
"5258","1.676025E+07","0","0","0","1"
"5259","572","0","0","0","9"
"5260","1.258291E+07","1","1","0","13"
"5261","574","0","0","0","9"
"5262","187","0","0","0","9"
"5263","0","0","0.75","9635705","22"
"5264","0","10030","0","0","17"
"5265","1.654662E+07","20","600","100","8"
"5266","3284","0","0","0","26"
"5267","8690025","0","0","0","1"
"5268","0","62814","0","0","17"
"5269","0","62814","0","0","17"
"5270","0","62814","0","0","17"
"5271","0","62814","0","0","17"
"5272","0","62814","0","0","17"
"5273","5723991","0","0","0","1"
"5274","1.651378E+07","0","0","0","1"
"5275","0","0","0.8","1.671168E+07","22"
"5276","7","0","0","1","26"
"5277","0","104071","0","0","17"
"5278","0","104072","0","0","17"
"5279","0","104073","0","0","17"
"5280","0","104083","0","0","17"
"5281","0","104100","0","0","17"
"5282","0","104251","0","0","17"
"5283","0","104247","0","0","17"
"5284","0","104250","0","0","17"
"5285","0","104249","0","0","17"
"5286","0","104252","0","0","17"
"5287","1.54793E+07","0","6","0","13"
"5288","0","575","0","0","9"
"5289","0","104259","0","0","17"
"5290","3223857","0","0","0","1"
"5291","0","0","0","0","11"
"5292","0","104068","0","0","17"
"5293","0","104071","0","0","17"
"5294","0","104249","0","0","17"
"5295","0","86600","0","0","17"
"5296","1.044495E+07","0","0","0","1"
"5297","0","0","0.25","60","21"
"5298","0","0","0.1","6171485","22"
"5299","0","0","0.2","0","21"
"5300","0","0","0.1","60","21"
"5301","0","0","0.5","4159431","22"
"5302","0","0","0.5","4179784","22"
"5303","0","62814","0","0","17"
"5304","0","0","0.75","6620498","22"
"5305","0","90030","0","0","17"
"5306","0","62190","-2.147484E+09","0","17"
"5307","0","104301","0","0","17"
"5308","0","104300","0","0","17"
"5309","0","4994","0","0","17"
"5310","1.24464E+07","0","0","0","1"
"5311","0","69096","0","0","17"
"5312","0","104071","0","0","17"
"5313","0","104249","0","0","17"
"5314","0","69097","0","0","17"
"5315","0","104071","0","0","17"
"5316","0","104249","0","0","17"
"5317","3579365","1","1","0","1"
"5318","9364716","1","1","-2.147484E+09","13"
"5319","1.546655E+07","1","1","-2.147484E+09","13"
"5320","1.61933E+07","20","2000","100","8"
"5321","0.01","0","0","-2.147484E+09","14"
"5322","577","0","0","0","9"
"5323","1.6751E+07","0","0","0","1"
"5324","1.671168E+07","8","400","128","8"
"5325","1.51609E+07","0","0","0","1"
"5326","1.51609E+07","0","0","0","1"
"5327","256","0","0","0","9"
"5328","512","0","0","0","9"
"5329","3288","0","0","1","26"
"5330","1.671168E+07","8","400","128","8"
"5331","3291","0","0","1","26"
"5332","1.671168E+07","8","400","128","8"
"5333","1","1","1","-2.147484E+09","2"
"5334","0","0","0","0","14"
"5335","0","97853","0","0","17"
"5336","1.6751E+07","0","0","0","1"
"5337","316","0","0","1","26"
"5338","1","0","0","0","9"
"5339","2","0","0","0","9"
"5340","86","0","0","0","9"
"5341","3558","0","0","1","26"
"5342","583","0","0","0","9"
"5343","3422","0","0","1","26"
"5344","1","1","0.9","0","21"
"5345","0","0","0","0","9"
"5346","585","0","0","0","9"
"5347","585","0","0","0","9"
"5348","585","0","0","0","9"
"5349","585","0","0","0","9"
"5350","3297","0","0","1","26"
"5351","2828","0","0","2","26"
"5352","1.671168E+07","8","400","128","8"
"5353","9074175","0","0","0","1"
"5354","0","0","0","0","11"
"5355","2735","0","0","0","26"
"5356","3137","0","0","2","26"
"5357","0","71290","0","0","17"
"5358","585","0","0","0","9"
"5359","0","38487","0","0","17"
"5360","587","0","0","0","9"
"5361","586","0","0","0","9"
"5362","0","105955","0","0","17"
"5363","0","105956","0","0","17"
"5364","0","105957","0","0","17"
"5365","4867140","0","0","0","1"
"5366","3513","0","0","2","26"
"5367","159","0","0","0","9"
"5368","151","20","0","100","9"
"5369","2680","0","0","0","26"
"5370","1.648412E+07","20","10000","100","8"
"5371","1","2","1","1.41658E+07","22"
"5372","601","0","0","0","9"
"5373","0.7","0","0","0","14"
"5374","3307","0","0","1","26"
"5375","0","0","0","0","9"
"5376","3209","0","0","1","26"
"5377","1.590237E+07","0","0","0","1"
"5378","0","0","0","0","26"
"5379","0","0","0","0","26"
"5380","0","0","0","0","26"
"5381","0","0","0","0","26"
"5382","3468","0","0","3","26"
"5383","601","0","0","-2.147484E+09","9"
"5384","602","0","0","0","9"
"5385","1.676166E+07","0","2","2","1"
"5386","0","0","0","0","9"
"5387","585","0","0","0","9"
"5388","0","0","3627","0","9"
"5389","585","0","0","0","9"
"5390","0","0","0.15","1.671168E+07","22"
"5391","0.25","0","0","0","14"
"5392","3335","0","0","2","26"
"5393","0","12290","0","0","17"
"5394","1.674138E+07","20","500","80","8"
"5395","0.01","0","0","-2.147484E+09","14"
"5396","0.3","2","1","0","14"
"5397","360","0","0","0","9"
"5398","615","0","0","0","9"
"5399","1.350813E+07","0","0","0","1"
"5400","0","0","0.25","60","21"
"5401","1.072426E+07","0","0","0","1"
"5402","614","0","0","0","9"
"5403","256","0","0","0","9"
"5404","512","0","0","0","9"
"5405","3327","0","0","1","26"
"5406","1.637935E+07","0","0","0","1"
"5407","1.676979E+07","0","0","0","1"
"5408","0","0","1","1.215548E+07","23"
"5409","443","0","0","0","9"
"5410","1546","0","0","3","26"
"5411","0","0","0","0","26"
"5412","0","0","0","0","26"
"5413","0","0","0","0","26"
"5414","0","0","0","0","26"
"5415","248","0","0","0","9"
"5416","256","0","0","0","9"
"5417","0","0","3627","0","9"
"5418","256","0","0","0","9"
"5419","3331","0","0","3","26"
"5420","3348","0","0","1","26"
"5421","2535","0","0","3","26"
"5422","2315","0","0","1","26"
"5423","3346","0","0","1","26"
"5424","327","0","0","0","9"
"5425","1.676025E+07","0","0","0","1"
"5426","0","0","0.7","0","21"
"5427","9525079","0","0","0","1"
"5428","0","0","0.7","0","21"
"5429","9525079","0","0","0","1"
"5430","3334","0","0","3","26"
"5431","3337","0","0","3","26"
"5432","3020879","0","0","0","1"
"5433","0.65","0","2","0","14"
"5434","3337","0","0","3","26"
"5435","3020879","0","0","0","1"
"5436","0.65","0","2","-2.147484E+09","14"
"5437","3367","0","0","1","26"
"5438","1.566824E+07","0","6","0","13"
"5439","3351","0","0","1","26"
"5440","1.538765E+07","0","0","0","1"
"5441","3327","0","0","2","26"
"5442","0.5","1","1","0","14"
"5443","9063818","0","0","0","1"
"5444","3350","0","0","1","26"
"5445","3350","0","0","0","26"
"5446","3210","0","1","0","0"
"5447","0","0","3355","0","9"
"5448","3356","0","0","1","26"
"5449","1.17964E+07","0","0","0","1"
"5450","2331","0","0","1","26"
"5451","3357","0","0","1","26"
"5452","1.271302E+07","20","600","100","8"
"5453","1.009152E+07","0","0","0","1"
"5454","0","0","0.2","9025252","22"
"5455","360","0","0","0","9"
"5456","0.4","0","0","0","14"
"5457","6422643","0","0","0","1"
"5458","360","0","0","-2.147484E+09","9"
"5459","524","0","0","0","9"
"5460","1.671606E+07","0","0","0","1"
"5461","1.537732E+07","0","0","0","1"
"5462","329","0","0","1","26"
"5463","417","0","0","-2.147484E+09","9"
"5464","418","0","0","0","9"
"5465","1.376249E+07","0","1","2","1"
"5466","3402","0","0","1","26"
"5467","3347","0","0","1","26"
"5468","1.671168E+07","8","400","128","8"
"5469","3359","0","0","3","26"
"5470","400","0","0","2","26"
"5471","3526","0","0","3","26"
"5472","444","0","0","-2.147484E+09","9"
"5473","443","0","0","0","9"
"5474","0","0","3984","0","9"
"5475","1.271302E+07","20","600","100","8"
"5476","743","0","0","0","26"
"5477","95","0","0","1","26"
"5478","8086148","0","0","0","1"
"5479","0.9","0","2","0","14"
"5480","3435","0","0","0","26"
"5481","1515","0","0","1","26"
"5482","256","0","0","0","9"
"5483","592","0","0","0","9"
"5484","360","0","0","0","9"
"5485","256","0","0","0","9"
"5486","586","0","0","0","9"
"5487","512","0","0","0","9"
"5488","256","0","0","0","9"
"5489","724","0","0","1","26"
"5490","3431","0","0","1","26"
"5491","0.5","0","0","0","14"
"5492","6357114","0","0","0","1"
"5493","408","0","0","0","9"
"5494","443","0","0","0","9"
"5495","593","0","0","0","9"
"5496","3371","0","0","0","26"
"5497","0.7","0","0","0","14"
"5498","6597177","0","0","0","1"
"5499","0.65","0","2","0","14"
"5500","1827","0","0","1","26"
"5501","61171","0","0","0","1"
"5502","0.65","0","2","0","14"
"5503","1.211276E+07","0","0","0","1"
"5504","13309","0","0","0","1"
"5505","3374","0","0","2","26"
"5506","3375","0","0","3","26"
"5507","0","0","0","0","1"
"5508","8421504","0","0","0","1"
"5509","3376","0","0","1","26"
"5510","0.2","0.2","1","1.215548E+07","23"
"5511","297","0","0","2","26"
"5512","7763574","0","0","0","1"
"5513","510","0","0","0","9"
"5514","176","0","0","0","9"
"5515","1411","0","0","1","26"
"5516","3389","0","0","3","26"
"5517","3380","0","0","1","26"
"5518","1546","0","0","1","26"
"5519","1608","0","0","1","26"
"5520","3385","0","0","1","26"
"5521","0","0","0.8","0","21"
"5522","4299200","0","0","0","1"
"5523","1305","0","0","1","26"
"5524","0","0","3984","0","9"
"5525","1644825","0","0","0","1"
"5526","1.271302E+07","20","600","100","8"
"5527","0.5","0","1","1.67117E+07","22"
"5528","0","0","3396","0","9"
"5529","0","0","0","0","26"
"5530","0","0","0","0","26"
"5531","0","0","0","0","26"
"5532","0","0","0","0","26"
"5533","3399","0","0","3","26"
"5534","1.671169E+07","0","0","0","1"
"5535","1.676638E+07","0","0","0","1"
"5536","3385","0","0","3","26"
"5537","6989498","0","0","0","1"
"5538","1515","0","0","1","26"
"5539","65295","0","0","0","1"
"5540","5634812","0","0","0","1"
"5541","3403","0","0","3","26"
"5542","1.012915E+07","0","0","0","1"
"5543","3407","0","0","1","26"
"5544","532","0","0","0","9"
"5545","0","0","1","8207429","22"
"5546","0","0","1","3897955","22"
"5547","560","0","0","0","9"
"5548","3411","0","0","3","26"
"5549","1.674124E+07","0","0","0","1"
"5550","1515","0","0","1","26"
"5551","1145","0","0","3","26"
"5552","3413","0","0","3","26"
"5553","0","0","0","1361131","18"
"5554","1.677645E+07","0","0","0","1"
"5555","0.5","0","0","0","14"
"5556","0","0","1","1.677261E+07","22"
"5557","0.5","0","0","0","14"
"5558","24319","0","0","0","1"
"5559","24319","0","0","0","1"
"5560","0.3","2","1","0","14"
"5561","1.594726E+07","0","0","0","1"
"5562","0.65","0","2","0","14"
"5563","1608","0","0","2","26"
"5564","176","0","0","0","9"
"5565","437","0","0","0","9"
"5566","438","0","0","0","9"
"5567","3419","0","0","3","26"
"5568","277","0","0","2","26"
"5569","427","0","0","1","26"
"5570","8","0","0","1","26"
"5571","3000","0","0","3","26"
"5572","3426","0","0","2","26"
"5573","3425","0","0","3","26"
"5574","3427","0","0","3","26"
"5575","0","0","0","0","26"
"5576","1494","0","0","1","26"
"5577","3434","0","0","3","26"
"5578","3435","0","0","1","26"
"5579","0","81320","0","0","17"
"5580","3435","0","0","1","26"
"5581","1.060787E+07","0","1","5","1"
"5582","599","0","0","0","9"
"5583","2929","0","0","0","26"
"5584","2929","0","0","1","26"
"5585","1096","0","0","1","26"
"5586","120","119","223","0","7"
"5587","0.5","2","1","0","14"
"5588","0","0","3437","0","9"
"5589","0","0","0.5","1.490052E+07","22"
"5590","1.378518E+07","0","1","6","1"
"5591","1.526491E+07","1","1","0","13"
"5592","0","600","0","0","9"
"5593","1.533045E+07","1","1","-2.147484E+09","13"
"5594","267","0","0","3","26"
"5595","267","0","0","3","26"
"5596","267","0","0","3","26"
"5597","256","0","0","0","9"
"5598","3440","0","0","2","26"
"5599","26516","0","0","0","1"
"5600","26516","0","0","0","1"
"5601","4413162","0","0","0","1"
"5602","338","0","0","-2.147484E+09","9"
"5603","1.675845E+07","0","2","20","1"
"5604","0.5","0","0","0","14"
"5605","1.373261E+07","0","0","0","1"
"5606","0.5","0","0","0","14"
"5607","0","0","0.75","2849484","22"
"5608","0","0","0.9","1.0497E+07","22"
"5609","1.465111E+07","0","0","0","1"
"5610","0","0","0","0","26"
"5611","0","0","0","0","26"
"5612","3427","0","0","3","26"
"5613","1515","0","0","1","26"
"5614","3441","0","0","2","26"
"5615","3441","0","0","2","26"
"5616","503","0","0","0","9"
"5617","434","0","0","0","9"
"5618","6513507","0","0","0","1"
"5619","1.536844E+07","0","0","0","1"
"5620","437","0","0","0","9"
"5621","0","3","1","4458840","22"
"5622","3443","0","0","3","26"
"5623","3447","0","0","3","26"
"5624","0","0","0","0","26"
"5625","613","0","0","0","9"
"5626","453","0","0","0","9"
"5627","524","0","0","100","9"
"5628","1.626347E+07","20","600","100","8"
"5629","0","0","0","0","9"
"5630","1494","0","0","3","26"
"5631","2039312","0","0","0","1"
"5632","0","0","0","0","5"
"5633","601","0","0","0","9"
"5634","512","0","0","0","9"
"5635","458","0","0","1","26"
"5636","1837","0","0","2","26"
"5637","524","0","0","100","9"
"5638","1.51609E+07","0","0","0","1"
"5639","437","0","0","-2.147484E+09","9"
"5640","256","0","0","0","9"
"5641","404","0","0","0","9"
"5642","3455","0","0","3","26"
"5643","15","0","3457","0","9"
"5644","0","105710","0","0","17"
"5645","0","105928","-2.147484E+09","0","17"
"5646","0","22999","-2.147484E+09","0","17"
"5647","0","50741","0","0","17"
"5648","0","81143","0","0","17"
"5649","1.51609E+07","0","0","0","1"
"5650","506","0","0","0","9"
"5651","2093","0","0","1","26"
"5652","3458","0","0","3","26"
"5653","120","119","223","0","7"
"5654","0.4","2","2","0","14"
"5655","3459","0","0","1","26"
"5656","0","107849","0","0","17"
"5657","0","107850","0","0","17"
"5658","0","107898","0","0","17"
"5659","0","81325","0","0","17"
"5660","0","107896","0","0","17"
"5661","0","60618","0","0","17"
"5662","0","60617","0","0","17"
"5663","0","62814","0","0","17"
"5664","0","107918","0","0","17"
"5665","0","64311","0","0","17"
"5666","0","60619","0","0","17"
"5667","0","64309","0","0","17"
"5668","0","62816","0","0","17"
"5669","0","107897","0","0","17"
"5670","612","0","0","0","9"
"5671","3460","0","0","2","26"
"5672","3461","0","0","3","26"
"5673","3460","0","0","3","26"
"5674","2","1","0.6","1.65805E+07","22"
"5675","0","0","0","0","14"
"5676","3532","0","0","1","26"
"5677","0.6","0","0","0","14"
"5678","0","3","1","2490418","22"
"5679","3464","0","0","3","26"
"5680","1","1","0.75","7552423","22"
