Id,Unknown0_0,Unknown0_1,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13
"2120","1414.54","104.746","Gate of the Green Emerald","","959","607","4384","3623","14934","0","0","0","0","108","0"
"2123","1571.42","87.6971","The Frostbreaker","Alliance Offense","959","607","4384","3626","15200","0","0","0","0","46","0"
"2124","1570.41","-145.681","The Graceful Maiden","Alliance Offense","959","607","4384","3627","14833","0","0","0","0","46","0"
"2125","1571.34","-143.83","The Blightbringer","Horde Offense","959","607","4384","3628","14980","0","0","0","0","48","0"
"2126","1571.31","87.2816","The Casket Carrier","Horde Offense","959","607","4384","3629","14883","0","0","0","0","48","0"
"2127","794.829","-108.578","Horde Defense","","959","607","4384","3631","14935","0","0","0","0","48","0"
"2128","794.854","-108.89","Alliance Defense","","959","607","4384","3630","14977","0","0","0","0","46","0"
"2129","1338.26","-155.265","East Graveyard","Horde Controlled","959","607","4384","3632","14936","0","0","0","0","13","0"
"2130","1338.91","-155.733","East Graveyard","Alliance Controlled","959","607","4384","3636","14937","0","0","0","0","15","0"
"2132","1308.6","8.67329","West Graveyard","Alliance Controlled","959","607","4384","3635","14862","0","0","0","0","15","0"
"2133","1220.74","-70.5094","South Graveyard","Horde Controlled","959","607","4384","3634","15065","0","0","0","0","13","0"
"2134","1220.39","-70.6197","South Graveyard","Alliance Controlled","959","607","4384","3637","15069","0","0","0","0","15","0"
"2135","1058.72","-107.526","Gate of the Yellow Moon","","959","607","4384","3638","14860","0","0","0","0","102","0"
"2138","7424.22","4187.86","Death's Rise","","1","571","4467","0","0","0","0","0","3","5","0"
"2139","8428.89","2707.51","The Shadow Vault","","525","571","4477","0","0","0","0","0","3","5","0"
"2141","4556.98","3623.77","Shadowsight Tower","","903","571","4197","3704","14858","0","0","0","0","6","0"
"2142","4397.97","2822.6","Winter's Edge Tower","","903","571","4197","3705","14863","0","0","0","0","6","0"
"2143","4458.95","1944.13","Flamewatch Tower","","903","571","4197","3706","14859","0","0","0","0","6","0"
"2144","5161.26","2934.32","Wintergrasp Fortress Tower (SW)","","903","571","4197","3713","14981","0","0","0","0","6","0"
"2145","5164.64","2747.98","Wintergrasp Fortress Tower (SE)","","903","571","4197","3714","14830","0","0","0","0","6","0"
"2146","5279.47","2632.11","Wintergrasp Fortress Tower (NE)","","903","571","4197","3712","15082","0","0","0","0","6","0"
"2147","5280.07","3046.51","Wintergrasp Fortress Tower (NW)","","903","571","4197","3711","15051","0","0","0","0","6","0"
"2149","5389.97","2712.18","Fortress Vehicle Workshop (E)","","903","571","4197","3699","14879","0","0","0","0","65","0"
"2150","5390.88","2979.48","Fortress Vehicle Workshop (W)","","903","571","4197","3698","14880","0","0","0","0","65","0"
"2151","4360.35","2352.27","Eastspark Vehicle Workshop","","903","571","4197","3703","14844","0","0","0","0","65","0"
"2152","4355.01","3308.44","Westspark Vehicle Workshop","","903","571","4197","3702","14907","0","0","0","0","65","0"
"2153","4961.23","3384.18","Broken Temple Vehicle Workshop","","903","571","4197","3700","14881","0","0","0","0","65","0"
"2154","4942.819","2390.431","Sunken Ring Vehicle Workshop","","903","571","4197","3701","14889","0","0","0","0","65","0"
"2199","5048.52","2847.42","PvP Activity Detected","","903","571","4197","3723","14899","0","0","0","0","101","0"
"2200","4484.44","2826.67","PvP Activity Detected","","903","571","4197","3724","14926","0","0","0","0","101","0"
"2201","4763.67","2881.21","PvP Activity Detected","","903","571","4197","3725","14890","0","0","0","0","101","0"
"2203","5052.91","3192.65","PvP Activity Detected","","903","571","4197","3729","14911","0","0","0","0","101","0"
"2205","4812.1","3304.64","PvP Activity Detected","","903","571","4197","3730","14912","0","0","0","0","101","0"
"2206","4730.25","2414.65","PvP Activity Detected","","903","571","4197","3727","14827","0","0","0","0","101","0"
"2207","5018.89","2578.16","PvP Activity Detected","","903","571","4197","3726","14845","0","0","0","0","101","0"
"2208","4493.03","3337.28","PvP Activity Detected","","903","571","4197","3731","14895","0","0","0","0","101","0"
"2209","4497.72","2326.91","PvP Activity Detected","","903","571","4197","3728","14846","0","0","0","0","101","0"
"2210","5010.88","2701.46","PvP Activity Detected","","903","571","4197","3739","15016","0","0","0","0","101","0"
"2211","4821.56","2618.59","PvP Activity Detected","","903","571","4197","3740","14979","0","0","0","0","101","0"
"2212","4450.37","2529.12","PvP Activity Detected","","903","571","4197","3741","15008","0","0","0","0","101","0"
"2213","4516.68","2087.62","PvP Activity Detected","","903","571","4197","3738","15217","0","0","0","0","101","0"
"2214","4774.63","2045.92","PvP Activity Detected","","903","571","4197","3737","14891","0","0","0","0","101","0"
"2215","4402.92","3090.83","PvP Activity Detected","","903","571","4197","3742","14841","0","0","0","0","101","0"
"2216","4789.57","3074.77","PvP Activity Detected","","903","571","4197","3743","15201","0","0","0","0","101","0"
"2217","5046.72","3024.94","PvP Activity Detected","","903","571","4197","3744","14975","0","0","0","0","101","0"
"2218","4400.1","3479.49","PvP Activity Detected","","903","571","4197","3745","14848","0","0","0","0","101","0"
"2219","4558.4","3490.13","PvP Activity Detected","","903","571","4197","3746","14927","0","0","0","0","101","0"
"2220","4837.71","3456.31","PvP Activity Detected","","903","571","4197","3747","15042","0","0","0","0","101","0"
"2221","5085.96","3437.93","PvP Activity Detected","","903","571","4197","3748","14849","0","0","0","0","101","0"
"2222","5372.89","3047.3","Wintergrasp Fortress Wall","","391","571","4197","3749","15012","0","0","0","0","92","0"
"2223","5331.85","3046.55","Wintergrasp Fortress Wall","","391","571","4197","3750","14850","0","0","0","0","92","0"
"2224","5280.8","2995.93","Wintergrasp Fortress Wall","","391","571","4197","3751","14851","0","0","0","0","83","0"
"2225","5279.13","2954.81","Wintergrasp Fortress Wall","","391","571","4197","3752","15010","0","0","0","0","83","0"
"2226","5255.6","2934.08","Wintergrasp Fortress Wall","","391","571","4197","3753","15011","0","0","0","0","92","0"
"2227","5216.08","2933.99","Wintergrasp Fortress Wall","","391","571","4197","3754","15017","0","0","0","0","92","0"
"2228","5162.25","2882.84","Wintergrasp Fortress Wall","","391","571","4197","3755","15202","0","0","0","0","83","0"
"2229","5162.54","2841.25","Wintergrasp Fortress Gate","","1927","571","4197","3763","14985","0","0","0","0","74","0"
"2230","5163.71","2798.72","Wintergrasp Fortress Wall","","391","571","4197","3756","14852","0","0","0","0","83","0"
"2231","5215.36","2747.99","Wintergrasp Fortress Wall","","391","571","4197","3757","14928","0","0","0","0","92","0"
"2232","5256.52","2747.55","Wintergrasp Fortress Wall","","391","571","4197","3758","14888","0","0","0","0","92","0"
"2233","5279.76","2725.12","Wintergrasp Fortress Wall","","391","571","4197","3759","14892","0","0","0","0","83","0"
"2234","5279.45","2683.91","Wintergrasp Fortress Wall","","391","571","4197","3760","14973","0","0","0","0","83","0"
"2235","5330.66","2630.69","Wintergrasp Fortress Wall","","391","571","4197","3761","14853","0","0","0","0","92","0"
"2236","5372.93","2630.77","Wintergrasp Fortress Wall","","391","571","4197","3762","14854","0","0","0","0","92","0"
"2237","5386.46","2909.89","Wintergrasp Fortress Wall","","391","571","4197","3764","15013","0","0","0","0","92","0"
"2238","5343.39","2909.19","Wintergrasp Fortress Wall","","391","571","4197","3765","14855","0","0","0","0","92","0"
"2239","5300.49","2909.33","Wintergrasp Fortress Wall","","391","571","4197","3766","15014","0","0","0","0","92","0"
"2240","5279.34","2883.16","Wintergrasp Fortress Wall","","391","571","4197","3767","14929","0","0","0","0","83","0"
"2241","5280.86","2840.4","Wintergrasp Fortress Wall","","391","571","4197","3768","14974","0","0","0","0","83","0"
"2242","5280.32","2798.61","Wintergrasp Fortress Wall","","391","571","4197","3769","14840","0","0","0","0","83","0"
"2243","5302.01","2771.67","Wintergrasp Fortress Wall","","391","571","4197","3770","15009","0","0","0","0","92","0"
"2244","5343.66","2771.01","Wintergrasp Fortress Wall","","391","571","4197","3771","14893","0","0","0","0","92","0"
"2245","5384.4","2772.53","Wintergrasp Fortress Wall","","391","571","4197","3772","14878","0","0","0","0","92","0"
"2246","5394.58","2841.49","Wintergrasp Fortress","","903","571","4197","3773","14894","0","0","0","0","74","0"
"2247","5217.2","2842.45","PvP Activity Detected","","903","571","4197","3774","14900","0","0","0","0","101","0"
"2248","5214.84","3011.21","PvP Activity Detected","","903","571","4197","3775","14901","0","0","0","0","101","0"
"2249","5213.37","2684.88","PvP Activity Detected","","903","571","4253","3776","14902","0","0","0","0","101","0"
"2250","5339.85","2700.9","PvP Activity Detected","","903","571","4197","3777","14903","0","0","0","0","101","0"
"2251","5338.95","2841.39","PvP Activity Detected","","903","571","4197","3778","15043","0","0","0","0","101","0"
"2252","5336.29","2978.43","PvP Activity Detected","","903","571","4197","3779","15015","0","0","0","0","101","0"
"2253","4481.82","1993.34","PvP Activity Detected","","903","571","4197","3794","14831","0","0","0","0","101","0"
"2254","4403.42","2349.1","PvP Activity Detected","","903","571","4197","3791","14930","0","0","0","0","101","0"
"2255","4446.22","2820.74","PvP Activity Detected","","903","571","4197","3795","15044","0","0","0","0","101","0"
"2256","4530.66","3584.57","PvP Activity Detected","","903","571","4197","3793","15218","0","0","0","0","101","0"
"2257","4394.79","3294.74","PvP Activity Detected","","903","571","4197","3792","15045","0","0","0","0","101","0"
"2258","4946.42","3331.67","PvP Activity Detected","","903","571","4197","3788","15046","0","0","0","0","101","0"
"2259","4932.31","2440.47","PvP Activity Detected","","903","571","4197","3790","14931","0","0","0","0","101","0"
"2260","4860.4","2023.33","PvP Activity Detected","","903","571","4197","3797","14976","0","0","0","0","101","0"
"2261","4310.33","1810.36","PvP Activity Detected","","903","571","4197","3798","14978","0","0","0","0","101","0"
"2262","4489.01","4028.89","PvP Activity Detected","","903","571","4197","3799","15047","0","0","0","0","101","0"
"2263","4696.33","3806.99","PvP Activity Detected","","903","571","4197","3796","14932","0","0","0","0","101","0"
"2264","5121.38","2845.14","Wintergrasp","Control of Wintergrasp","424","571","4197","3804","15048","0","0","0","0","48","0"
"2265","5105.61","2300.68","Sunken Ring Graveyard","","2951","571","4197","3701","14889","1329","0","0","0","8","0"
"2266","5102.12","3463.95","Broken Temple Graveyard","","2951","571","4197","3700","14881","1330","0","0","0","8","0"
"2268","5538.38","2894.84","Fortress Graveyard","","2951","571","4197","3773","14894","1285","0","0","0","8","0"
"2269","4336.28","3234.63","Southwest Graveyard","","2951","571","4197","3702","14907","1334","0","0","0","8","0"
"2270","4318.94","2408","Southeast Graveyard","","2951","571","4197","3703","14844","1333","0","0","0","8","0"
"2292","881.703","-108.355","Chamber of Ancient Relics","","959","607","4384","3849","14861","0","0","0","0","80","0"
"2298","3546.8","273.257","Wyrmrest Temple","","525","571","4161","0","0","0","0","0","3","5","0"
"2299","3240.58","-692.569","Venomspite","","525","571","4186","0","0","0","0","0","3","5","0"
"2300","3495.58","1993.21","Stars' Rest","","525","571","4158","0","0","0","0","0","3","5","0"
"2301","3830.9","1580.96","Agmar's Hammer","","525","571","4165","0","0","0","0","0","3","5","0"
"2302","2780.97","878.934","Moa'ki Harbor","","525","571","4152","0","0","0","0","0","3","5","0"
"2303","2279.52","5248.36","Valiance Keep","","525","571","4032","0","0","0","0","0","3","5","0"
"2304","2837.43","6186.49","Warsong Hold","","525","571","4129","0","0","0","0","0","3","5","0"
"2305","3013.88","4103.26","Unu'pe","","525","571","4113","0","0","0","0","0","3","5","0"
"2306","3445.23","4111","Taunka'le Village","","525","571","4037","0","0","0","0","0","3","5","0"
"2307","4158.73","5281.77","Fizzcrank Airstrip","","525","571","4108","0","0","0","0","0","3","5","0"
"2308","4497.92","5727.56","Bor'gorok Outpost","","525","571","4122","0","0","0","0","0","3","5","0"
"2309","3780.27","-734.763","Wintergarde Keep","","525","571","4177","0","0","0","0","0","3","5","0"
"2310","3250.52","-2252.59","Conquest Hold","","525","571","4206","0","0","0","0","0","3","5","0"
"2311","3415.69","-2788","Amberpine Lodge","","525","571","4204","0","0","0","0","0","3","5","0"
"2312","3855.81","-4524.73","Camp Oneqwah","","525","571","4211","0","0","0","0","0","3","5","0"
"2313","4554.15","-4213.86","Westfall Brigade Encampment","","525","571","4159","0","0","0","0","0","3","5","0"
"2314","5450.08","-2575.08","The Argent Stand","","525","571","4275","0","0","0","0","0","3","5","0"
"2315","5764.67","-3563.47","Zim'Torga","","525","571","4323","0","0","0","0","0","3","5","0"
"2316","5565.21","5757.52","Nesingwary Base Camp","","525","571","4284","0","0","0","0","0","3","5","0"
"2317","5805.22","639.992","Dalaran","","669","571","4395","0","40788","0","0","0","4","6","0"
"2318","7795.98","-2885.31","Camp Tunka'lo","","525","571","4441","0","0","0","0","0","3","5","0"
"2319","6953.43","-1653.6","Brunnhildar Village","","525","571","4422","0","0","0","0","0","3","5","0"
"2320","6124.23","-1061.87","K3","","525","571","4418","0","0","0","0","0","3","5","0"
"2321","6680.32","-231.676","Frosthold","","525","571","4428","0","0","0","0","0","3","5","0"
"2322","7857.19","-749.898","Grom'arsh Crash-Site","","525","571","4429","0","0","0","0","0","3","5","0"
"2323","6410.24","441.831","Crusaders' Pinnacle","","525","571","4580","0","0","0","0","0","3","5","0"
"2324","1309","8.65516","West Graveyard","Horde Controlled","959","607","4384","3633","14832","0","0","0","0","13","0"
"2331","-223.332","-299.08","Tower of Life","Supplies power to Freya's Ward","903","603","4273","4053","15149","0","0","0","0","10","0"
"2332","-79.7775","89.057","Tower of Flames","Provides power to Mimiron's Inferno","903","603","4445","4195","15103","0","0","0","0","10","0"
"2333","82.2553","-392.476","Tower of Frost","Provides power to Hodir's Fury","903","603","4445","4196","15104","0","0","0","0","10","0"
"2334","341.266","317.85","Tower of Storms","Provides power to Thorim's Hammer","903","603","4445","4197","15105","0","0","0","0","10","0"
"2345","772.7344","-805.5174","Workshop","Alliance Controlled","5039","628","4710","4229","15106","0","0","0","0","136","0"
"2346","772.7344","-805.5174","Workshop","Horde Controlled","5039","628","4710","4230","15107","0","0","0","0","138","0"
"2347","772.7344","-805.5174","Workshop","In Conflict","5039","628","4710","4228","15161","0","0","0","0","137","0"
"2348","772.7344","-805.5174","Workshop","In Conflict","5039","628","4710","4293","15203","0","0","0","0","139","0"
"2349","772.7344","-805.5174","Workshop","Uncontrolled","5039","628","4710","4294","15108","0","0","0","0","135","0"
"2350","690.2934","-1125.382","Hangar","Alliance Controlled","5039","628","4710","4299","15130","0","0","0","0","141","0"
"2352","690.2882","-1125.396","Hangar","Horde Controlled","5039","628","4710","4298","15158","0","0","0","0","143","0"
"2353","690.2674","-1125.372","Hangar","In Conflict","5039","628","4710","4300","15110","0","0","0","0","142","0"
"2354","690.3021","-1125.389","Hangar","In Conflict","5039","628","4710","4297","15109","0","0","0","0","144","0"
"2355","690.2952","-1125.405","Hangar","Uncontrolled","5039","628","4710","4296","15111","0","0","0","0","140","0"
"2356","796.9948","-379.9479","Docks","In Conflict","5039","628","4710","4305","15112","0","0","0","0","147","0"
"2357","797.0018","-379.9149","Docks","Horde Controlled","5039","628","4710","4303","15113","0","0","0","0","148","0"
"2358","797.007","-379.908","Docks","Alliance Controlled","5039","628","4710","4304","15114","0","0","0","0","146","0"
"2359","796.9983","-379.9115","Docks","In Conflict","5039","628","4710","4302","15219","0","0","0","0","149","0"
"2360","796.9965","-379.9375","Docks","Uncontrolled","5039","628","4710","4301","15129","0","0","0","0","145","0"
"2361","225.0382","-1188.757","Quarry","Uncontrolled","5039","628","4710","4306","15160","0","0","0","0","16","0"
"2362","225.0382","-1188.757","Quarry","Alliance Controlled","5039","628","4710","4309","15085","0","0","0","0","18","0"
"2363","225.0382","-1188.757","Quarry","Horde Controlled","5039","628","4710","4308","15115","0","0","0","0","20","0"
"2364","225.0382","-1188.757","Quarry","In Conflict","5039","628","4710","4310","15116","0","0","0","0","17","0"
"2365","225.0382","-1188.757","Quarry","In Conflict","5039","628","4710","4307","15117","0","0","0","0","19","0"
"2366","1267.118","-396.0695","Refinery","Horde Controlled","5039","628","4710","4313","15118","0","0","0","0","153","0"
"2367","1267.118","-396.0695","Refinery","Alliance Controlled","5039","628","4710","4314","15220","0","0","0","0","151","0"
"2368","1267.118","-396.0695","Refinery","In Conflict","5039","628","4710","4312","15119","0","0","0","0","154","0"
"2369","1267.118","-396.0695","Refinery","In Conflict","5039","628","4710","4315","15131","0","0","0","0","152","0"
"2370","1267.118","-396.0695","Refinery","Uncontrolled","5039","628","4710","4311","15120","0","0","0","0","150","0"
"2371","1151.189","-762.5261","Horde Gate","Front Gate","5039","628","4710","4317","15159","0","0","0","0","77","0"
"2372","1151.189","-762.5261","Horde Gate","Destroyed","5039","628","4710","4322","15134","0","0","0","0","79","0"
"2373","1218.585","-850.993","Horde Gate","East Gate","5039","628","4710","4319","15204","0","0","0","0","77","0"
"2374","1218.63","-851.1024","Horde Gate","Destroyed","5039","628","4710","4320","15121","0","0","0","0","79","0"
"2375","1218.078","-677.0816","Horde Gate","West Gate","5039","628","4710","4318","15122","0","0","0","0","77","0"
"2376","1218.052","-677.1215","Horde Gate","Destroyed","5039","628","4710","4321","15123","0","0","0","0","79","0"
"2377","352.0035","-901.0434","Alliance Gate","East Gate","5039","628","4710","4326","15124","0","0","0","0","80","0"
"2378","411.3854","-833.7969","Alliance Gate","Destroyed","5039","628","4710","4323","15125","0","0","0","0","82","0"
"2379","352.0035","-901.0434","Alliance Gate","Destroyed","5039","628","4710","4325","15205","0","0","0","0","82","0"
"2380","351.6684","-764.717","Alliance Gate","West Gate","5039","628","4710","4327","15126","0","0","0","0","80","0"
"2381","351.6684","-764.717","Alliance Gate","Destroyed","5039","628","4710","4324","15127","0","0","0","0","82","0"
"2382","411.3854","-833.7969","Alliance Gate","Front Gate","5039","628","4710","4328","15128","0","0","0","0","80","0"
"2383","347.7604","-831.559","Alliance Keep","Uncontrolled","5039","628","4710","4341","15150","0","0","0","0","6","0"
"2384","347.7604","-831.559","Alliance Keep","Alliance Controlled","5039","628","4710","4339","15151","0","0","0","0","11","0"
"2385","347.7604","-831.559","Alliance Keep","In Conflict","5039","628","4710","4342","15152","0","0","0","0","9","0"
"2386","347.7604","-831.559","Alliance Keep","In Conflict","5039","628","4710","4343","15153","0","0","0","0","12","0"
"2387","347.7604","-831.559","Alliance Keep","Horde Controlled","5039","628","4710","4340","15221","0","0","0","0","10","0"
"2388","1212.892","-765.4184","Horde Keep","Horde Controlled","5039","628","4710","4345","15206","0","0","0","0","10","0"
"2389","1212.892","-765.4184","Horde Keep","Alliance Controlled","5039","628","4710","4344","15154","0","0","0","0","11","0"
"2390","1212.892","-765.4184","Horde Keep","In Conflict","5039","628","4710","4347","15155","0","0","0","0","9","0"
"2391","1212.892","-765.4184","Horde Keep","In Conflict","5039","628","4710","4348","15156","0","0","0","0","12","0"
"2392","1212.892","-765.4184","Horde Keep","Uncontrolled","5039","628","4710","4346","15157","0","0","0","0","6","0"
"2395","1978.74","829.606","Stoneward Prison","Alliance Controlled","655","728","3820","1787","15193","0","0","0","0","11","0"
"2396","1978.94","829.552","Stoneward Prison","In Conflict","655","728","3820","1790","14963","0","0","0","0","12","0"
"2397","1978.88","829.538","Stoneward Prison","In Conflict","655","728","3820","1789","15077","0","0","0","0","9","0"
"2398","1979.11","830.01","Stoneward Prison","Horde Controlled","655","728","3820","1788","15053","0","0","0","0","10","0"
"2399","1976.22","828.076","Stoneward Prison","Uncontrolled","655","728","3820","1843","14999","0","0","0","0","6","0"
"2404","1249.625","958.7483","Mines","","4751","761","5449","8853","0","0","0","0","0","16","0"
"2405","980.462","948.932","Waterworks","","4751","761","5449","8852","0","0","0","0","0","26","0"
"2412","1057.288","1278.174","Lighthouse","","4751","761","5449","8851","0","0","0","0","0","6","0"
"2428","-8839.79","614.043","Trade District","","935","0","1519","5398","15086","0","0","0","0","46","0"
"2429","-8722.51","417.172","Old Town","","935","0","1519","5399","15087","0","0","0","0","46","0"
"2430","-8444.19","595.262","The Dwarven District","","935","0","1519","5404","15088","0","0","0","0","46","0"
"2431","-8635.6","795.168","Cathedral Square","","935","0","1519","5401","15089","0","0","0","0","46","0"
"2432","-8756.01","1106.16","Lion's Rest","","935","0","1519","5403","15175","0","0","0","0","46","0"
"2433","-8979.6","874.806","The Mage Quarter","","935","0","1519","5400","15090","0","0","0","0","46","0"
"2434","-8503.96","1011.85","Stormwind Harbor","","935","0","1519","5402","15091","0","0","0","0","46","0"
"2435","-1072.98","-281.852","Elder Rise","","934","1","1638","5414","15092","0","0","0","0","48","0"
"2436","-1457.86","-88.8611","Hunter Rise","","934","1","1638","5415","15093","0","0","0","0","48","0"
"2437","-974.498","283.786","Spirit Rise","","934","1","1638","5416","15094","0","0","0","0","48","0"
"2438","-1058.27","194.363","Pools of Vision","","934","1","1638","5417","15140","0","0","0","0","48","0"
"2439","-1197.69","30.8854","Thunder Bluff","","934","1","1638","5413","15145","0","0","0","0","48","0"
"2440","-914.184","979.191","Ironclad Garrison","Alliance Controlled","1967","732","5095","5422","15142","0","0","0","0","11","0"
"2441","-914.184","979.191","Ironclad Garrison","Horde Controlled","1967","732","5095","5418","15171","0","0","0","0","10","0"
"2442","-914.184","979.191","Ironclad Garrison","In Conflict","1967","732","5095","5421","15207","0","0","0","0","9","0"
"2443","-914.184","979.191","Ironclad Garrison","In Conflict","1967","732","5095","5419","15095","0","0","0","0","12","0"
"2444","-1496.24","1312.83","Warden's Vigil","Alliance Controlled","1967","732","5095","5427","15168","0","0","0","0","11","0"
"2445","-1496.24","1312.83","Warden's Vigil","Horde Controlled","1967","732","5095","5423","15096","0","0","0","0","10","0"
"2446","-1496.24","1312.83","Warden's Vigil","In Conflict","1967","732","5095","5426","15167","0","0","0","0","9","0"
"2447","-1496.24","1312.83","Warden's Vigil","In Conflict","1967","732","5095","5424","15222","0","0","0","0","12","0"
"2448","-1436.89","685.561","Slagworks","Alliance Controlled","1967","732","5095","5432","15165","0","0","0","0","28","0"
"2449","-1436.89","685.561","Slagworks","Horde Controlled","1967","732","5095","5428","15143","0","0","0","0","30","0"
"2450","-1436.89","685.561","Slagworks","In Conflict","1967","732","5095","5431","15146","0","0","0","0","27","0"
"2451","-1436.89","685.561","Slagworks","In Conflict","1967","732","5095","5429","15179","0","0","0","0","29","0"
"2452","-950.056","1469.46","West Spire","Alliance Controlled","1967","732","5095","5436","15176","0","0","0","0","11","0"
"2453","-950.056","1469.46","West Spire","Horde Controlled","1967","732","5095","5433","15162","0","0","0","0","10","0"
"2454","-950.056","1469.46","West Spire","Horde Controlled, Damaged","1967","732","5095","5434","15097","0","0","0","0","52","0"
"2455","-950.056","1469.46","West Spire","Alliance Controlled, Damaged","1967","732","5095","5437","15223","0","0","0","0","50","0"
"2456","-950.056","1469.46","West Spire","Damaged","1967","732","5095","5454","15163","0","0","0","0","54","0"
"2457","-950.056","1469.46","West Spire","Destroyed","1967","732","5095","5435","15098","0","0","0","0","55","0"
"2458","-950.056","1469.46","West Spire","Uncontrolled","1967","732","5095","5453","15173","0","0","0","0","6","0"
"2459","-1012.88","530.448","East Spire","Uncontrolled","1967","732","5095","5451","15099","0","0","0","0","6","0"
"2460","-1012.88","530.448","East Spire","Destroyed","1967","732","5095","5445","15169","0","0","0","0","55","0"
"2461","-1012.88","530.448","East Spire","Damaged","1967","732","5095","5452","15141","0","0","0","0","54","0"
"2462","-1012.88","530.448","East Spire","Alliance Controlled","1967","732","5095","5446","15100","0","0","0","0","11","0"
"2463","-1012.88","530.448","East Spire","Alliance Controlled, Damaged","1967","732","5095","5447","15224","0","0","0","0","50","0"
"2464","-1012.88","530.448","East Spire","Horde Controlled","1967","732","5095","5443","15170","0","0","0","0","10","0"
"2465","-1012.88","530.448","East Spire","Horde Controlled, Damaged","1967","732","5095","5444","15225","0","0","0","0","52","0"
"2466","-1618.03","953.585","South Spire","Uncontrolled","1967","732","5095","5455","15172","0","0","0","0","6","0"
"2467","-1618.03","953.585","South Spire","Damaged","1967","732","5095","5456","15101","0","0","0","0","54","0"
"2468","-1618.03","953.585","South Spire","Destroyed","1967","732","5095","5440","15102","0","0","0","0","55","0"
"2469","-1618.03","953.585","South Spire","Alliance Controlled","1967","732","5095","5441","15226","0","0","0","0","11","0"
"2470","-1618.03","953.585","South Spire","Alliance Controlled, Damaged","1967","732","5095","5442","15177","0","0","0","0","50","0"
"2471","-1618.03","953.585","South Spire","Horde Controlled","1967","732","5095","5438","15164","0","0","0","0","10","0"
"2472","-1618.03","953.585","South Spire","Horde Controlled, Damaged","1967","732","5095","5439","15135","0","0","0","0","52","0"
"2473","-4703.6","-1217.26","Hall of Explorers","","934","0","1537","5457","15136","0","0","0","0","46","0"
"2474","-4645.04","-944.885","Mystic Ward","","934","0","1537","5458","15147","0","0","0","0","46","0"
"2475","-4930.1","-943.351","The Commons","","934","0","1537","5459","15137","0","0","0","0","46","0"
"2476","-4639.32","-1098.48","The Forlorn Cavern","","934","0","1537","5460","15174","0","0","0","0","46","0"
"2477","-4818.28","-1090.15","The Great Forge","","934","0","1537","5461","15144","0","0","0","0","46","0"
"2478","-4983.07","-1220.4","The Military Ward","","934","0","1537","5462","15178","0","0","0","0","46","0"
"2481","1773.42","-4336.81","The Cleft of Shadow","","934","1","1637","5465","15227","0","0","0","0","48","0"
"2482","1841.67","-4519.81","The Drag","","934","1","1637","5466","15138","0","0","0","0","48","0"
"2485","-1292.11","980.354","Baradin Hold","Alliance Controlled","943","732","5095","5470","15148","0","0","0","0","46","0"
"2486","-1292.11","980.354","Baradin Hold","Horde Controlled","943","732","5095","5469","15166","0","0","0","0","48","0"
"2500","1581.96","-4204.51","The Goblim Slums","","934","1","1637","5463","15139","0","0","0","0","48","0"
"2557","-6764.01","-2433.285","New Kargath","","517","0","3","0","0","0","0","0","3","0","0"
"2558","-7011.733","-2554.184","Dragon's Mouth","","517","0","3","0","0","0","0","0","1","7","0"
"2559","-6615.338","-3892.476","Fuselight","","517","0","3","0","0","0","0","0","3","0","0"
"2560","-10994.64","-3435.795","Nethergarde Keep","","517","0","4","0","0","0","0","0","2","0","0"
"2561","-10930.78","-2728.788","Dreadmaul Hold","","525","0","4","0","31303","0","0","0","2","5","0"
"2562","-12706.02","-2873.431","Surwich","","517","0","4","0","0","0","0","0","3","7","0"
"2564","2302.976","-5341.295","Light's Hope Chapel","","517","0","139","0","0","0","0","0","3","0","0"
"2566","-9478.264","-1290.38","Eastvale Logging Camp","","517","0","12","0","0","0","0","0","1","7","0"
"2567","-5656.009","-4274.749","Farstrider Lodge","","517","0","38","0","0","0","0","0","3","7","0"
"2568","-12836.27","-425.6736","Fort Livingston","","517","0","33","0","0","0","0","0","3","0","0"
"2569","-7095.238","-1202.052","Iron Summit","","517","0","51","0","0","0","0","0","2","0","0"
"2570","1065.51","1559.382","Forsaken Rear Guard","","517","0","130","0","0","0","0","0","1","7","0"
"2571","-9767.96","-3912.948","Bogpaddle","","517","0","8","0","0","0","0","0","3","0","0"
"2572","-10110.46","-2804.26","The Harborage","","517","0","8","0","0","0","0","0","1","7","0"
"2573","-13272.82","728.3663","Hardwrench Hideaway","","0","0","33","0","0","0","0","0","0","5","0"
"2574","-25.46354","-2815.5","Hiri'watha Research Station","","517","0","47","0","0","0","0","0","1","7","0"
"2575","340.6684","-4128.128","Stormfeather Outpost","","517","0","47","0","0","0","0","0","1","7","0"
"2576","1712.175","-751.5295","The Bulwark","","517","0","85","0","0","0","0","0","2","0","0"
"2577","-4013.146","-6417.573","Dragonmaw Port","","517","0","4922","0","0","0","0","0","3","0","0"
"2578","-4812.708","-6678.292","Highbank","","517","0","4922","0","0","0","0","0","3","0","0"
"2579","-4186.21","-5608.162","Firebeard's Patrol","","517","0","4922","0","0","0","0","0","1","7","0"
"2580","-3663.528","-5303.932","Bloodgulch","","517","0","4922","0","0","0","0","0","2","7","0"
