Id,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29
"462","88014","88014","|cFFFFD200Location:|r Ashran|n|cFFFFD200Cost:|r 5,000|Tinterface\moneyframe\ui-goldicon.blp:0|t 5,000|Tinterface\icons\inv_misc_apexis_crystal.blp:0|t","|cFFFFD200Location:|r Ashran|n|cFFFFD200Cost:|r 5,000|Tinterface\moneyframe\ui-goldicon.blp:0|t 5,000|Tinterface\icons\inv_misc_apexis_crystal.blp:0|t","1080908","1080908","0","0","0","0","600","600","0","0","1","42","42","3","5","5","100","0","1","-1","-1","2","0","0","0","0"
"463","82862","81569","|cFFFFD200Mission:|r Stonefury Rescue|n|cFFFFD200Zone:|r Frostfire Ridge","|cFFFFD200Mission:|r Rangari Rescue|n|cFFFFD200Zone:|r Shadowmoon Valley","1066198","1066123","0","0","50","50","600","600","0","0","1","13","8","2","24","24","90","1","1","-1","-1","2","0","0","0","0"
"465","90793","90793","|cFFFFD200Achievement:|r Don't Call Me Junior","|cFFFFD200Achievement:|r Don't Call Me Junior","1341766","1341766","0","0","109","109","600","600","0","0","1","2","2","3","28","28","100","0","1","5","-1","2","0","0","0","0"
"466","90475","90475","|cFFFFD200Quest:|r An Inside Job|n|cFFFFD200Zone:|r Legendary Quest","|cFFFFD200Quest:|r An Inside Job|n|cFFFFD200Zone:|r Legendary Quest|n","1108817","1108817","0","0","110","110","630","630","0","0","1","9","4","5","26","26","100","1","1","-1","1","2","0","0","0","0"
"467","91479","91479","|cFFFFD200Zone:|r Ashran|n","|cFFFFD200Zone:|r Ashran|n","1108818","1108818","0","0","20","20","600","600","0","0","1","10","10","2","18","18","90","1","1","-1","-1","2","0","0","0","0"
"468","92228","92228","|cFFFFD200Quest:|r The Cipher of Damnation|n|cFFFFD200Zone:|r Tanaan Jungle|n|n","|cFFFFD200Quest:|r The Cipher of Damnation|n|cFFFFD200Zone:|r Tanaan Jungle|n|n","1129606","1129606","0","0","35","35","600","600","0","0","1","9","9","4","33","33","100","1","1","-1","-1","2","0","0","0","0"
"469","94934","92622","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"470","94938","93202","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"471","93705","93200","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"472","94942","93201","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"473","93144","94178","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","10","-1","-1","2","0","0","0","0"
"474","92927","92927","|cFFFFD200Achievement:|r Between Ariok and a Hard Place","|cFFFFD200Achievement:|r Between Ariok and a Hard Place|n|n","1129602","1129602","0","0","111","111","600","600","0","0","1","37","37","4","35","35","100","1","1","5","5","2","0","0","0","0"
"475","84477","84476","","","1066261","1066260","0","0","0","0","700","700","0","0","4","3","4","2","65","65","110","0","4","-1","-1","3","0","2","0","0"
"478","93929","93929","|cFFFFD200Class:|r Paladin|n|n|cFFFFD200Quest:|r |n|n|cFFFFD200Zone:|r Azsuna","|cFFFFD200Class:|r Paladin|n|n|cFFFFD200Quest:|r |n|n|cFFFFD200Zone:|r Azsuna","1341789","1341789","112182","112182","112","112","760","760","0","0","4","3","3","1","123","123","100","0","3","-1","-1","3","0","2","0","0"
"479","94037","94037","|cFFFFD200Class:|r Paladin|n|n|cFFFFD200Quest:|r A New Dawn|n|n|cFFFFD200Zone:|r Sanctum of Light","|cFFFFD200Class:|r Paladin|n|n|cFFFFD200Quest:|r The Hunt Ends|n|n|cFFFFD200Zone:|r Sanctum of Light","1341796","1341796","112205","112205","184","184","760","760","0","0","4","4","4","1","122","122","103","0","3","-1","-1","3","0","2","0","0"
"480","94174","94174","|cFFFFD200Class:|r Paladin|n|n|cFFFFD200Quest:|r |n|n|cFFFFD200Zone:|r Sanctum of Light","|cFFFFD200Class:|r Paladin|n|n|cFFFFD200Quest:|r |n|n|cFFFFD200Zone:|r Sanctum of Light","1396677","1396677","112194","112194","182","182","760","760","0","0","4","2","2","1","122","122","100","0","3","-1","-1","3","0","2","0","0"
"482","94933","94790","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"483","94932","94791","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"484","94931","94792","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"485","94937","94793","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"486","95544","94794","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"487","94935","94795","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"488","94780","94941","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"489","94940","94781","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"490","94939","94782","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"491","94783","94786","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"492","94784","94787","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"493","94936","94788","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"494","94775","94797","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"495","94776","94798","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"496","94778","94799","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"497","103823","103823","","","1341792","1341792","0","0","0","0","600","600","0","0","4","8","8","2","7","7","110","0","7","-1","-1","3","0","11","0","0"
"498","108571","108571","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r The Fel Hammer","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r The Fel Hammer","1341800","1341800","117329","117329","116","116","760","760","0","0","4","8","8","1","63","63","100","0","19","-1","-1","3","0","12","0","0"
"499","95096","95096","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Last, But Not Least|n|n|cFFFFD200Zone:|r The Fel Hammer","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Last, But Not Least|n|n|cFFFFD200Zone:|r The Fel Hammer","1341786","1341786","113558","113558","117","117","760","760","0","0","4","3","3","1","63","63","110","0","3","-1","-1","3","0","12","0","0"
"500","95334","95330","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"501","95335","95331","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"502","95336","95332","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"503","95337","95333","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"504","95340","95338","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"505","95341","95339","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"506","95348","95342","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"507","95349","95343","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"508","95350","95344","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"509","95351","95345","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"510","95352","95346","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"511","95353","95347","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"512","95360","95354","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"513","95361","95355","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"514","95362","95356","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"515","95363","95357","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"516","95364","95358","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"517","95365","95359","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"518","95372","95366","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"519","95373","95367","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"520","95374","95368","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"521","95375","95369","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"522","95376","95370","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"523","95377","95371","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"524","95385","95379","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"525","95386","95380","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"526","95387","95381","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"527","95388","95382","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"528","95389","95383","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"529","95390","95384","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"530","95482","95472","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"531","95483","95473","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"532","95484","95474","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"533","95485","95475","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"534","95486","95476","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"535","95487","95477","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"536","95488","95478","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"537","95489","95479","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"538","95490","95480","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"539","95491","95481","","","1341794","1341803","0","0","0","0","600","600","200","199","2","51","48","2","60","55","100","0","2","-1","-1","2","0","0","0","0"
"540","95522","95512","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"541","95523","95513","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"542","95524","95514","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"543","95525","95515","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"544","95526","95516","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"545","95527","95517","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"546","95528","95518","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"547","95529","95519","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"548","95530","95520","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"549","95531","95521","","","1341802","1341801","0","0","0","0","600","600","213","181","2","44","52","2","56","61","100","0","2","-1","-1","2","0","0","0","0"
"550","95542","95532","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"551","95543","95533","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"552","94785","95534","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"553","95545","95535","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"554","95546","95536","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"555","95547","95537","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"556","95548","95538","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"557","95549","95539","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"558","95550","95540","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"559","95551","95541","","","1341797","1341795","0","0","0","0","600","600","171","173","2","47","50","2","62","57","100","0","2","-1","-1","2","0","0","0","0"
"560","95502","95492","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"561","95503","95493","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"562","95504","95494","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"563","95505","95495","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"564","95506","95496","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"565","95507","95497","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"566","95508","95498","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"567","95509","95499","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"568","95510","95500","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"569","95511","95501","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"570","95562","95552","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"571","95563","95553","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"572","95564","95554","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"573","95565","95555","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"574","95566","95556","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"575","95567","95557","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"576","95568","95558","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"577","95569","95559","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"578","95570","95560","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"579","95571","95561","","","1341798","1341798","0","0","0","0","600","600","167","167","2","46","46","2","58","53","100","0","2","-1","-1","2","0","0","0","0"
"580","96088","96088","|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rSaberstalkers - Honored","|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rSaberstalkers - Honored","1239527","1239527","0","0","111","111","645","645","0","0","1","29","29","3","27","27","100","1","1","2","5","2","0","0","0","0"
"581","96114","96087","|cFFFFD200Vendor: |rShadow Hunter Denjai|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rVol'jin's Headhunters - Honored","|cFFFFD200Vendor: |rVindicator Krethos|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rHand of the Prophet - Honored","1239529","1240380","0","0","120","120","645","645","0","0","1","7","6","3","24","24","100","1","1","5","5","2","0","0","0","0"
"582","96086","96086","|cFFFFD200Vendor: |rDawn-Seeker Krisek|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rOrder of the Awakened - Honored","|cFFFFD200Vendor: |rDawn-Seeker Krisek|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rOrder of the Awakened - Honored","1239526","1239526","0","0","0","0","645","645","0","0","1","42","42","3","15","15","100","1","1","5","5","2","0","0","0","0"
"583","96136","96137","","","1341793","1341799","0","0","0","0","600","600","166","212","2","45","49","2","59","54","100","0","2","-1","-1","2","0","0","0","0"
"584","97428","97428","|cFFFFD200Class:|r Death Knight|n|n|cFFFFD200Quest:|r Natural Allies|n|n|cFFFFD200Zone:|r Acherus","|cFFFFD200Class:|r Death Knight|n|n|cFFFFD200Quest:|r Natural Allies|n|n|cFFFFD200Zone:|r Acherus","1341775","1341775","117498","117498","198","198","760","760","0","0","4","2","2","1","109","109","100","0","3","-1","-1","3","0","6","0","0"
"585","97314","97313","|cFFFFD200Class:|r Warrior|n|n|cFFFFD200Quest:|r The Second Valarjar|n|n|cFFFFD200Zone:|r Halls of Valor","|cFFFFD200Class:|r Warrior|n|n|cFFFFD200Quest:|r The Second Valarjar|n|n|cFFFFD200Zone:|r Halls of Valor","1341805","1341769","0","0","0","0","700","700","0","0","4","9","8","2","35","37","110","0","7","-1","-1","3","0","1","0","0"
"586","109886","109886","|cFFFFD200Class:|r Death Knight|n|n|cFFFFD200Quest:|r Always a Knight of the Ebon Blade|n|n|cFFFFD200Zone:|r Azsuna","|cFFFFD200Class:|r Death Knight|n|n|cFFFFD200Quest:|r Always a Knight of the Ebon Blade|n|n|cFFFFD200Zone:|r Azsuna","1452581","1452581","120947","120947","199","199","760","760","0","0","4","9","9","1","110","110","100","0","3","-1","-1","3","0","6","0","0"
"587","100653","100653","|cFFFFD200Class:|r Warrior|n|n|cFFFFD200Mission:|r The Veteran|n|n|cFFFFD200Zone:|r Halls of Valor","|cFFFFD200Class:|r Warrior|n|n|cFFFFD200Mission:|r The Veteran|n|n|cFFFFD200Zone:|r Halls of Valor","1341807","1341807","0","0","0","0","700","700","0","0","4","9","9","2","35","35","110","0","7","-1","-1","3","0","1","0","0"
"588","101316","101316","|cFFFFD200Class:|r Monk|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r Monk Campaign","|cFFFFD200Class:|r Monk|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r Monk Campaign","1341781","1341781","117241","117241","124","124","760","760","0","0","4","10","10","1","69","69","100","0","3","-1","-1","3","0","10","0","0"
"589","101986","101986","|cFFFFD200Class:|r Warlock|n|n|cFFFFD200Quest:|r Rebuilding the Council|n|n|cFFFFD200Zone:|r Dreadscar Rift","|cFFFFD200Class:|r Warlock|n|n|cFFFFD200Quest:|r Rebuilding the Council|n|n|cFFFFD200Zone:|r Dreadscar Rift","1341808","1341808","117292","117292","125","125","760","760","0","0","4","9","9","1","135","135","100","0","3","-1","-1","3","0","9","0","0"
"590","101985","101985","|cFFFFD200Class:|r Warlock|n|n|cFFFFD200Quest:|r A Trifling Legacy|n|n|cFFFFD200Zone:|r Dalaran","|cFFFFD200Class:|r Warlock|n|n|cFFFFD200Quest:|r A Trifling Legacy|n|n|cFFFFD200Zone:|r Dalaran","1341812","1341812","117300","117300","142","142","760","760","0","0","4","6","6","1","134","134","110","0","3","-1","-1","3","0","9","0","0"
"591","102550","102550","|cFFFFD200Class:|r Rogue|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r The Hall of Shadows","|cFFFFD200Class:|r Rogue|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r The Hall of Shadows","1341813","1341813","112281","112281","126","126","760","760","0","0","4","2","2","1","128","128","100","0","3","-1","-1","3","0","4","0","0"
"592","102649","102649","|cFFFFD200Class:|r Rogue|n|n|cFFFFD200Quest:|r Endless Vengeance|n|n|cFFFFD200Zone:|r The Hall of Shadows","|cFFFFD200Class:|r Rogue|n|n|cFFFFD200Quest:|r Endless Vengeance|n|n|cFFFFD200Zone:|r The Hall of Shadows","1341814","1341814","0","0","127","127","700","700","0","0","4","13","13","2","28","28","110","0","7","-1","-1","3","0","4","0","0"
"593","102914","102914","|cFFFFD200Class:|r Hunter|n|n|cFFFFD200Mission:|r A Strong Right Hand|n|n|cFFFFD200Zone:|r Trueshot Lodge","|cFFFFD200Class:|r Hunter|n|n|cFFFFD200Mission:|r A Strong Right Hand|n|n|cFFFFD200Zone:|r Trueshot Lodge","1341811","1341811","113411","113411","145","145","760","760","0","0","4","8","8","1","115","115","100","0","3","-1","-1","3","0","3","0","0"
"594","108782","108782","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Two Worthies|n|n|cFFFFD200Zone:|r The Fel Hammer","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Two Worthies|n|n|cFFFFD200Zone:|r The Fel Hammer","1396664","1396664","117352","117352","128","128","760","760","0","0","4","3","3","1","64","64","109","0","3","-1","-1","3","0","12","0","0"
"595","108572","108572","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r The Fel Hammer","|cFFFFD200Class:|r Demon Hunter|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r The Fel Hammer","1341788","1341788","117326","117326","129","129","760","760","0","0","4","3","3","1","63","63","100","0","19","-1","-1","3","0","12","0","0"
"596","103138","103138","|cFFFFD200Class:|r Monk|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r Monk Campaign","|cFFFFD200Class:|r Monk|n|n|cFFFFD200Quest:|r Rise, Champions|n|n|cFFFFD200Zone:|r Monk Campaign","1341778","1341778","117234","117234","209","209","760","760","0","0","4","10","10","1","68","68","100","0","3","-1","-1","3","0","10","0","0"
"597","103092","103092","|cFFFFD200Class:|r Mage|n|n|cFFFFD200Quest:|r An Unexpected Champion|n|n|cFFFFD200Zone:|r Dalaran","|cFFFFD200Class:|r Mage|n|n|cFFFFD200Quest:|r An Unexpected Champion|n|n|cFFFFD200Zone:|r Dalaran","1341815","1341815","0","0","130","130","700","700","0","0","4","7","7","2","14","14","110","0","7","-1","-1","3","0","8","0","0"
"598","103345","103345","|cFFFFD200Class:|r Mage|n|n|cFFFFD200Quest:|r The Other City of Mages|n|n|cFFFFD200Zone:|r Hall of the Guardian","|cFFFFD200Class:|r Mage|n|n|cFFFFD200Quest:|r The Other City of Mages|n|n|cFFFFD200Zone:|r Hall of the Guardian","1341776","1341776","0","0","131","131","700","700","0","0","4","15","15","2","15","15","110","0","7","-1","-1","3","0","8","0","0"
"599","97426","97426","|cFFFFD200Class:|r Death Knight|n|n|cFFFFD200Quest:|r |n|cFFFFD200Zone:|r Azsuna","|cFFFFD200Class:|r Death Knight|n|n|cFFFFD200Quest:|r |n|n|cFFFFD200Zone:|r Azsuna","1341768","1341768","120964","120964","200","200","760","760","0","0","4","3","3","1","108","108","103","0","3","-1","-1","3","0","6","0","0"
"600","103824","103824","","","1341773","1341773","0","0","0","0","600","600","0","0","4","11","11","2","9","9","110","0","7","-1","-1","3","0","11","0","0"
"601","103825","103825","","","1341771","1341771","0","0","0","0","600","600","0","0","4","8","8","2","5","5","110","0","7","-1","-1","3","0","11","0","0"
"602","103826","103826","|cFFFFD200Class:|r Monk|n|n|cFFFFD200Quest:|r Rebuilding the Order|n|n|cFFFFD200Zone:|r Monk Campaign","|cFFFFD200Class:|r Monk|n|n|cFFFFD200Quest:|r Rebuilding the Order|n|n|cFFFFD200Zone:|r Monk Campaign","1341784","1341784","117246","117246","132","132","760","760","0","0","4","35","35","1","70","70","103","0","3","-1","-1","3","0","10","0","0"
