Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1_0,Unknown1_1,Unknown1_2,Unknown2_0,Unknown2_1,Unknown2_2
"1123","4294956810","4294956810","4278190080","4294956810","4294956810","4278190080","4294956810","4294956810","4278190080"
"1124","4291985930","4291985930","4278190080","4291985930","4291985930","4278190080","4291985930","4291985930","4278190080"
"1125","4279544510","4279544510","4278190080","4279544510","4279544510","4278190080","4279544510","4279544510","4278190080"
"1126","4278910735","4278910735","4278190080","4278910735","4278910735","4278190080","4278910735","4278910735","4278190080"
"1127","4294949180","4294949180","4294949180","4294963210","4294963210","4294962442","4294311713","4294311713","4294311710"
"1128","4294932796","4294932540","4294932796","4294917388","4294917130","4294917130","4294910241","4294910241","4294910241"
"1129","4282182655","4282182655","4282182655","4278891775","4278891775","4278891775","4280378367","4280378367","4280378367"
"1130","4282187685","4282187685","4282187685","4280876810","4280876810","4280876810","4289068833","4289068833","4289068833"
"1131","4285455612","4285455612","4285455612","4290695935","4290695935","4290695935","4282823935","4282823935","4282823935"
"1132","4289722990","4289723502","4289723502","4293525438","4293525438","4293525438","4282843045","4282843040","4282843040"
"1133","4288048895","4288048895","4288048895","4290690815","4290690815","4290690815","4289021695","4289021695","4289021695"
"1134","4294732651","4294732651","4294732651","4294950590","4294950590","4294950590","4294920264","4294920264","4294920264"
"1135","4278200380","4278200380","4278200380","4278190210","4278190210","4278190210","4278190080","4278190080","4278190080"
"1136","4278200380","4278200380","4278200380","4278223370","4278223370","4278223370","4278190080","4278190080","4278190080"
"1137","4282122240","4282122240","4282122240","4286709760","4286709760","4286709760","4278190080","4278190080","4278190080"
"1138","4282132480","4282132480","4282132480","4292335360","4292335360","4292335360","4278190080","4278190080","4278190080"
"1139","4282182655","4282182655","4282182655","4278894335","4278894335","4278894335","4280378623","4280378623","4280378623"
"1140","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080"
"1141","4294967295","4294967295","4294967295","4292640050","4292640050","4292640050","4289993025","4289993025","4289993025"
"1142","4290051655","4289330733","4288609812","4288213276","4287622158","4287028237","4278552893","4278553150","4278550329"
"1143","4280176700","4280375105","4280176700","4281117899","4281118157","4280852670","4286303139","4285253016","4284137100"
"1144","4294967295","4294967295","4294967295","4283484415","4283484415","4283484415","4278863610","4278863610","4278863610"
"1145","4294967085","4294967085","4294967085","4294967085","4294967085","4278190080","4294967085","4294967085","4278190080"
"1146","4294935090","4294935090","4294935090","4294935090","4294935090","4294935090","4294935090","4294869554","4294935090"
"1147","4286447400","4286447400","4286447400","4286447400","4286447400","4286447400","4286447400","4286447400","4286447400"
"1148","4278903255","4278903255","4280415209","4279104232","4279104232","4279104231","4280480746","4279103718","4280284137"
"1150","4294967295","4294967295","4294967295","4289031870","4289031870","4289031870","4287380645","4287380645","4287380645"
"1151","4294611200","4294611200","4294611200","4294633010","4294633010","4294633010","4292345770","4292345770","4292345770"
"1152","4278233610","4278233610","4278233610","4281532160","4281532160","4281532160","4291361380","4291361380","4291361380"
"1153","4278195370","4278195370","4278195370","4278246650","4278246650","4278246650","4287430620","4287430620","4287430620"
"1154","4281139295","4281139295","4281139295","4289344245","4289344245","4289344245","4286076415","4286076415","4286076415"
"1155","4282837965","4282837965","4282837965","4282837965","4282837965","4282837965","4282837965","4282837965","4282837965"
"1156","4286717690","4286717690","4286717690","4286717690","4286717690","4286717690","4286717690","4286717690","4286717690"
"1157","4280176890","4280176890","4280176890","4280176890","4280176890","4280176890","4280176890","4280176890","4280176890"
"1158","4290990125","4290990125","4290990125","4290990125","4290990125","4290990125","4290990125","4290990125","4290990125"
"1161","4294958592","4294958592","4294958592","4294633010","4294633010","4294633010","4294923264","4294926355","4294923264"
"1162","4278255534","4278255534","4278255534","4279631797","4279697333","4279435188","4278233118","4278236961","4278233118"
"1167","4281858790","4281858790","4281858790","4283497449","4283366377","4283562986","4283366377","4283497449","4285332717"
"1168","4288412325","4290378688","4288412325","4287625882","4290247614","4287822493","4289461170","4289592246","4286839183"
"1169","4290026490","4289565434","4290026490","4288708857","4288840697","4289762810","4287852536","4287984376","4289038073"
"1170","4294160524","4294294685","4294295200","4294026105","4294226575","4294226575","4293891943","4294092156","4294158207"
"1172","4286911767","4286977303","4286255893","4290644759","4290644759","4289661461","4294377495","4294443031","4293132309"
"1173","4289995765","4290459382","4289995765","4289598708","4289797364","4289730036","4290923511","4290923511","4289268974"
"1174","4294945305","4294947633","4294945305","4294946340","4294949702","4294947632","4294877700","4294944528","4294945047"
"1175","4282178695","4284801951","4283490451","4284867744","4286572720","4284998817","4286310317","4286507183","4284801951"
"1176","4284601067","4284273131","4282173675","4285519595","4283354603","4283354603","4285519595","4284338667","4283157739"
"1177","4278238463","4280993791","4279615999","4287172607","4287899135","4287238655","4286054655","4286054655","4286054655"
"1178","4282908585","4281401246","4282187684","4282122020","4282056482","4280745740","4290314068","4289658682","4289003297"
"1179","4280055551","4282551807","4280843775","4283105279","4283105279","4281597951","4282551807","4284259583","4282486015"
"1180","4286388995","4285798659","4285208323","4294753565","4294753564","4294752009","4283440921","4283441177","4283047192"
"1181","4292009284","4292140878","4291812412","4285398841","4284219168","4283236106","4292929377","4292863840","4292600650"
"1187","4289804800","4289804800","4288951808","4294946854","4294945044","4294943232","4294104576","4294170368","4293117952"
"1188","4282056835","4282056836","4281794682","4278212248","4278210185","4278210701","4288597753","4288597753","4288794617"
"1189","4283039778","4282712096","4282384414","4288217088","4288282624","4287561728","4293291008","4293291008","4292240640"
"1190","4294967295","4294967295","4294967295","4279369685","4279369685","4278255570","4278247907","4278248164","4278243538"
"1191","4294967295","4294967295","4294967295","4294562560","4294957843","4294957056","4292909312","4292974848","4291989248"
"1192","4279846203","4279978817","4279846460","4282970862","4284150511","4281528555","4281129938","4281129938","4280537800"
"1193","4281850243","4281850243","4280865400","4281726636","4281792173","4280546725","4283489126","4283357797","4282177365"
"1194","4287049519","4286393388","4285737000","4294621489","4294621750","4294620195","4292845384","4292845641","4292646455"
"1195","4282450711","4282778382","4282450711","4294925106","4294920475","4294922791","4290227745","4290432063","4289905972"
"1196","4278255360","4279631637","4278255360","4291362560","4291624724","4291362560","4281007914","4281007914","4279631637"
"1197","4294967295","4294967295","4294967295","4280606207","4279360255","4278245631","4285858041","4285923579","4285333736"
"1198","4294967295","4294967295","4294967295","4284940159","4284809086","4283170665","4278216005","4278216005","4278214208"
"1199","4294967295","4294967295","4294967295","4288367615","4289357567","4288367615","4285333748","4286189567","4285530362"
"1200","4284075748","4284272613","4282763489","4282748910","4281369324","4280252651","4281079957","4281079956","4280817289"
"1201","4289003041","4289330733","4288609812","4288344606","4287753742","4287028237","4278216005","4278216005","4278214208"
"1202","4294030226","4294030483","4293763448","4294789662","4294790176","4294786316","4294259763","4294189344","4294119695"
"1203","4294967295","4294967295","4294967295","4280806655","4279495679","4278250239","4280620287","4280620287","4279369983"
"1204","4293362453","4293362453","4293362453","4293372437","4293372437","4293372437","4293646884","4293646884","4293383445"
"1205","4290319810","4290319810","4290319810","4287697623","4287697623","4287697623","4284945894","4284945894","4284945894"
"1206","4282984892","4282984892","4282984892","4285076955","4285076955","4285076955","4287894782","4287960574","4287300092"
"1207","4286255893","4286255893","4286255893","4289661461","4289661461","4289661461","4294904610","4294443031","4293132309"
"1208","4278793931","4278793931","4278793931","4280382933","4280184004","4280184519","4282224856","4282224856","4282224856"
"1209","4282362369","4282362369","4282362369","4286102034","4286102034","4286102034","4288599850","4288599850","4288599850"
"1210","4291499273","4291499273","4291499273","4291908656","4291908656","4291908656","4293103726","4292837722","4292571717"
"1211","4291690264","4278190080","4278190080","4281139000","4278190080","4278190080","4291690264","4278190080","4278190080"
"1212","4291721902","4291721902","4291721902","4293111551","4293111551","4293111551","4290787723","4290787723","4290787723"
"1213","4282770380","4282770380","4282770380","4290438884","4290438884","4290438884","4284651750","4284651750","4284651750"
"1214","4291139668","4291139668","4291139668","4292926390","4292926390","4292926390","4292249398","4292249398","4292249398"
"1215","4292401663","4292401663","4292401663","4279718906","4279718906","4278535928","4278200136","4278200136","4278199620"
"1216","4294956480","4294959570","4294962145","4294583059","4294584087","4294448901","4282974222","4282646541","4282646541"
"1217","4285791313","4286643297","4287495282","4284401922","4284666114","4284864514","4281286656","4281352704","4281352704"
"1218","4294759763","4294760545","4294761586","4293884930","4294016258","4294410242","4282650624","4282388224","4282453760"
"1224","4293614336","4293614336","4293614336","4286653696","4286653696","4286653696","4283898880","4283898880","4283898880"
"1225","4288218111","4288218111","4288218111","4283701891","4283701891","4283701891","4283039900","4283039900","4283039900"
"1226","4291691444","4291691444","4291691444","4284942689","4284942689","4284942689","4284809308","4284809308","4284809308"
"1227","4279328742","4279328742","4279328486","4278730677","4278730677","4278730677","4278659964","4278659964","4278659964"
"1228","4281606656","4281606656","4281606656","4294858512","4294858512","4294858512","4281869568","4281869568","4281869312"
"1229","4278391841","4278391583","4278325276","4279405548","4279405548","4279272157","4278392100","4278392098","4278391583"
"1230","4287894749","4279386829","4279320257","4284334307","4283218400","4282168285","4283757822","4284085502","4282512382"
"1231","4288895500","4288107531","4287385098","4294087496","4294019125","4293950756","4287323697","4286732078","4286732078"
"1232","4279621346","4279485904","4279350977","4284736675","4283490711","4282178956","4285923280","4284284871","4282515389"
"1233","4283687189","4283289619","4282892561","4289717347","4288995406","4288404796","4292607863","4292083547","4291624769"
"1234","4278190080","4278190080","4278190080","4294119460","4293135135","4291955227","4278190080","4278190080","4278190080"
"1235","4278190080","4278190080","4278190080","4293122097","4292858654","4292003355","4278190080","4278190080","4278190080"
"1236","4279438384","4279569716","4279438384","4284551144","4284092119","4283698632","4285418678","4284892843","4284432799"
"1237","4281880159","4281550935","4281287248","4279903317","4279903318","4279771728","4281550679","4281550679","4281550679"
"1238","4280993791","4279615999","4278238463","4278219486","4278217165","4278215358","4278207399","4278206107","4278204815"
"1239","4294692729","4294624606","4294556741","4294010680","4294010936","4293944886","4286784020","4286127890","4285537553"
"1240","4287299583","4285267967","4283498495","4280742655","4279366143","4278250490","4278199593","4278199850","4278199079"
"1241","4294942347","4294936431","4294930000","4294903559","4294906386","4294901760","4284350464","4283891712","4283432960"
"1242","4294905101","4294907157","4294901760","4291624960","4291624960","4290641920","4288937984","4288217088","4287496192"
"1243","4290151680","4289231616","4288311296","4285614859","4285680651","4285089290","4282788352","4282459904","4282131456"
"1244","4279141771","4279073408","4278939766","4278451892","4278251175","4278246554","4279209878","4279073408","4279008129"
"1245","4293548823","4292498195","4291448082","4294878724","4293761536","4292710144","4294962001","4294960950","4294960159"
"1246","4281303727","4281568445","4281303727","4287394532","4286275040","4285287133","4288764900","4287973088","4287247325"
"1247","4293537304","4292552724","4291438098","4292694528","4293810176","4292694528","4294941774","4294938166","4294934815"
"1248","4281880159","4281550935","4281287248","4280711556","4280578427","4280445555","4281550679","4281550679","4281550679"
"1250","4283547852","4282366406","4281838777","4284729041","4283482060","4282300614","4284532177","4283482060","4283350731"
"1251","4281324633","4281455962","4280928337","4282505319","4282702186","4281455962","4281521499","4282702186","4281390426"
"1252","4293276182","4292029972","4290980370","4293607717","4293210645","4292029972","4293276182","4293210645","4292095508"
"1253","4286447616","4287102976","4287102976","4287168512","4287102976","4287102976","4287102976","4287102976","4287102976"
"1254","4279006741","4279074581","4279006741","4287429890","4286770432","4286176256","4279074583","4279142935","4279075095"
"1255","4279127435","4279060352","4278927734","4278234076","4278234076","4278234076","4279057034","4278990464","4278923895"
"1256","4288740608","4288674816","4287883264","4286366464","4285773056","4285179648","4283267072","4282871552","4282541824"
"1257","4294950675","4294752256","4293437952","4290940428","4290085899","4289165834","4286142720","4285616896","4284959744"
"1258","4280966655","4279586303","4278205695","4281163775","4279586303","4279717631","4281032447","4281360639","4279586047"
"1259","4285607167","4284552703","4283498751","4284487423","4285278207","4284421631","4286661887","4285343743","4284421375"
"1260","4286775085","4285792021","4284940032","4286644011","4285726484","4285857557","4285595408","4285792021","4285726484"
"1261","4282038541","4281707019","4281375754","4282038540","4281707019","4281641227","4282038540","4281641227","4281707019"
"1262","4290659861","4289675539","4288822289","4290594324","4291315220","4289741331","4291644439","4289675539","4289675539"
"1263","4294965333","4294965049","4294964767","4294598673","4294334728","4294598673","4293861120","4293926656","4292680704"
"1264","4278190080","4278190080","4278190080","4284491925","4285017249","4284491925","4278190080","4278190080","4278190080"
"1265","4288961549","4288107787","4287319562","4294095417","4294095674","4293962276","4282332186","4281872407","4282003480"
"1266","4278190080","4278190080","4278190080","4285043752","4285636652","4285043752","4278190080","4278190080","4278190080"
"1267","4283333887","4281756159","4280243967","4283232511","4281593599","4280282367","4293393919","4290968319","4291230463"
"1268","4280787746","4280587807","4280388123","4290182967","4290117428","4289527581","4293387061","4293387062","4293189666"
"1269","4278249373","4278245009","4278240645","4279413911","4279347862","4279279243","4282515164","4282384092","4280942296"
"1270","4279701048","4279569716","4279438384","4284551142","4284157655","4283698631","4284170137","4284367262","4284432799"
"1271","4291301135","4291301135","4291169807","4287168512","4287102976","4287102976","4278190080","4278190080","4278190080"
"1273","4285666815","4285547775","4284743935","4288174803","4287317710","4286592456","4284945918","4284945918","4284088830"
"1274","4294918944","4294919715","4294914571","4294930455","4294927364","4294007808","4294918944","4294919201","4294919458"
"1275","4293969478","4293836592","4293769510","4293122097","4292858654","4292003355","4294102366","4293969478","4293902396"
"1276","4278190080","4278190080","4278190080","4288739850","4289198602","4288739850","4278190080","4278190080","4278190080"
"1277","4278190080","4278190080","4278190080","4289868027","4289868283","4289337850","4278190080","4278190080","4278190080"
"1278","4294953495","4294953237","4294951936","4293879552","4293814016","4292763648","4293020675","4291905027","4291905027"
"1279","4279631760","4279631760","4278255494","4278248622","4278248108","4278244257","4278436540","4278436797","4278433199"
"1280","4294936852","4294937367","4294934272","4294925329","4294925070","4294594560","4287037440","4287037440","4287037440"
"1281","4278190080","4278190080","4278190080","4294686469","4294686469","4294686469","4278190080","4278190080","4278190080"
"1282","4278190080","4278190080","4278190080","4281393886","4280279260","4280013518","4278190080","4278190080","4278190080"
"1283","4278190080","4278190080","4278190080","4288798987","4287745034","4288074250","4278190080","4278190080","4278190080"
"1284","4278190080","4278190080","4278190080","4294407680","4293094656","4291978496","4278190080","4278190080","4278190080"
"1285","4278391841","4278391583","4278325276","4280038068","4280301249","4280169140","4278392100","4278392098","4278391583"
"1286","4294508543","4291428351","4292411391","4280836346","4279653370","4278535928","4278200393","4278200393","4278199620"
"1287","4286379386","4286510460","4284674912","4285314562","4285314562","4284852482","4279396864","4279331072","4279263744"
"1288","4294243964","4294243963","4294112353","4294231306","4294165258","4293113352","4284893440","4284893440","4284367872"
"1289","4278190080","4278190080","4278190080","4278230732","4278230731","4278228158","4278190080","4278190080","4278190080"
"1290","4278190080","4278190080","4278190080","4281520855","4281520855","4281520855","4278190080","4278190080","4278190080"
"1291","4278190080","4278190080","4278190080","4278580987","4278580987","4278580987","4278190080","4278190080","4278190080"
"1292","4278190080","4278190080","4278190080","4294942488","4294614808","4294614808","4278190080","4278190080","4278190080"
"1293","4279620863","4279751935","4278243583","4280801279","4279555071","4278243583","4280156330","4280156330","4278190250"
"1294","4294964516","4294964241","4294964244","4294963989","4294964242","4294963968","4289810944","4290796544","4289811712"
"1295","4278190080","4278190080","4278190080","4289264102","4289067493","4287428830","4278190080","4278190080","4278190080"
"1296","4288675218","4286774641","4285267287","4288544144","4288740755","4286971252","4288871830","4287102354","4286905716"
"1297","4287484927","4287419135","4285450239","4287697623","4287697623","4287697623","4288092549","4287305594","4286786185"
"1298","4291386139","4290401305","4289416472","4278190080","4278190080","4280032284","4282927176","4282927176","4282598211"
"1299","4279762430","4279762430","4278320638","4278190080","4278190080","4278190080","4282532418","4282992969","4282664004"
"1300","4288079618","4287881730","4287288578","4278190080","4278190080","4278190080","4283321934","4282992969","4282664004"
"1301","4294651389","4294579709","4294312697","4278190080","4278190080","4278190080","4283321934","4282992969","4282664004"
"1302","4289003520","4288151552","4287299584","4294916908","4294911766","4294906368","4294911252","4294906368","4294910995"
"1303","4285397210","4283692756","4281988301","4279003004","4279003004","4278935924","4280039772","4280039771","4279907669"
"1304","4294490920","4294491178","4294423828","4292566822","4292632872","4291647522","4287578923","4287578923","4286987816"
"1305","4292739069","4292411388","4290183162","4282383359","4282448895","4280941567","4279970447","4279970447","4279838596"
"1306","4294502548","4294435451","4294502031","4290508861","4290574400","4290049833","4281640987","4281640731","4281375513"
"1307","4294832639","4294832383","4294429951","4288086271","4289544959","4290193916","4281736086","4281736086","4281473420"
"1308","4294634927","4294634927","4294502031","4294744145","4294743629","4294740022","4290652702","4289668891","4288816153"
"1309","4291663872","4290612224","4289692160","4286020608","4285954816","4285428480","4280178944","4280377856","4280179200"
"1310","4278952448","4278952960","4278883840","4278536960","4278537216","4278535680","4278198272","4278198528","4278197760"
"1311","4283891907","4283891907","4283433140","4285923436","4285923436","4285399140","4283182091","4283182091","4282787850"
"1312","4294530816","4294596352","4293283840","4288165376","4288231168","4287377920","4282133504","4282133504","4281804800"
"1313","4293571388","4293571387","4293438247","4290339364","4290339364","4289419809","4280946692","4281012228","4280749828"
"1314","4283294022","4282965825","4282047794","4279279699","4279279442","4279210828","4278931991","4278932247","4278864917"
"1315","4293355506","4293355762","4293087216","4292022500","4292022500","4291104725","4284024933","4283958884","4283565917"
"1316","4278190080","4278190080","4278190080","4282058123","4282058123","4281795970","4278190080","4278190080","4278190080"
"1317","4292114454","4290317076","4294967295","4292576811","4294610602","4294967295","4294491762","4294626772","4294967295"
"1318","4294907414","4294907157","4294901760","4290248725","4290314261","4289331220","4284612673","4284678210","4284088380"
"1319","4288217306","4288151769","4287365320","4283891842","4283891842","4283433080","4283170870","4283170870","4282777650"
"1320","4278238720","4278238720","4278238720","4278215189","4278215189","4278213140","4278203969","4278203970","4278202940"
"1321","4294967260","4294967262","4294966966","4294925620","4294925106","4294920733","4285995803","4285995803","4285405465"
"1322","4294960371","4294959858","4294951138","4287775485","4287775485","4286851581","4280748900","4280748901","4280552028"
"1323","4294966493","4294966232","4294965430","4286840642","4286775105","4285792041","4280245006","4280245006","4279981069"
"1324","4291362812","4292804605","4290183162","4282580223","4282514431","4280941567","4279970704","4279970447","4279838596"
"1325","4278190080","4278190080","4278190080","4283671035","4283867899","4282357243","4278190080","4278190080","4278190080"
"1326","4294342211","4294342211","4294272300","4294293273","4294359068","4294160650","4288557852","4288557852","4287770394"
"1327","4286980856","4287046648","4286188791","4287561912","4287561912","4286906539","4283566706","4283501170","4283107689"
"1328","4278190080","4278190080","4278190080","4285378585","4285906459","4285906457","4278190080","4278190080","4278190080"
"1329","4278190080","4278190080","4278190080","4293223465","4293157414","4292696347","4278190080","4278190080","4278190080"
"1330","4278190080","4278190080","4278190080","4284108995","4285227721","4284108995","4278190080","4278190080","4278190080"
"1331","4278190080","4278190080","4278190080","4282173540","4282107747","4282173540","4278190080","4278190080","4278190080"
"1332","4278216886","4278216887","4278214824","4279405548","4279405548","4279272157","4278392100","4278392098","4278197021"
"1333","4294948392","4294946580","4294944768","4294858512","4294858512","4294920976","4294949166","4294946837","4294944768"
"1334","4291685011","4291750548","4290897017","4289392640","4289392384","4288535808","4287091256","4287091512","4286367789"
"1335","4287155176","4287286504","4285645283","4284043488","4284240865","4282858973","4284888530","4284296648","4284296648"
"1336","4293582739","4293517202","4293187705","4292051496","4292117032","4291000357","4284426966","4284492502","4283967176"
"1337","4292321792","4293110784","4291927808","4293543454","4293543454","4292688917","4293468691","4293403155","4292222736"
"1338","4279290367","4279356159","4278240767","4278238965","4279749631","4279618303","4279449343","4279449343","4278200061"
"1339","4285005606","4284219157","4283301632","4285267756","4284350229","4284153619","4278552893","4278553150","4278750976"
"1340","4294939946","4294937109","4294934272","4294934551","4294936852","4294934272","4293666560","4293666560","4292420608"
"1341","4279631760","4279631760","4278255494","4281139099","4279304078","4279631760","4278237996","4278237996","4278234152"
"1342","4286485759","4286485759","4284513023","4289980671","4289784063","4287684351","4286485759","4286617087","4286485759"
"1343","4294829202","4294828944","4294761329","4294806032","4294806032","4294278914","4282060032","4282125568","4281797376"
"1344","4278190080","4278190080","4278190080","4288552708","4289535748","4287699973","4278190080","4278190080","4278190080"
"1345","4294967083","4294967080","4294967060","4293102614","4293102614","4291985940","4289544448","4289544448","4288691200"
"1346","4280876821","4280876821","4279566080","4283215393","4283149344","4282818590","4279979008","4279978752","4279846400"
"1347","4278190080","4278190080","4278190080","4283098879","4281393919","4279820031","4278190080","4278190080","4278190080"
"1348","4278190080","4278190080","4278190080","4283825942","4283825942","4282842882","4278190080","4278190080","4278190080"
"1349","4278190080","4278190080","4278190080","4291477247","4291477247","4291477247","4278190080","4278190080","4278190080"
"1350","4278190080","4278190080","4278190080","4294926897","4294926896","4294922264","4278190080","4278190080","4278190080"
"1351","4278190080","4278190080","4278190080","4293572352","4293441024","4292323329","4278190080","4278190080","4278190080"
"1353","4278190080","4278190080","4278190080","4282056942","4282056943","4281794781","4278190080","4278190080","4278190080"
"1354","4292528651","4292397067","4291344650","4288912640","4288847104","4288057600","4285363968","4285232640","4284771840"
"1355","4292377600","4292508928","4291326720","4286075392","4286009600","4285418240","4282466560","4282400768","4282137600"
"1356","4287469568","4287469568","4286745600","4285435392","4285369600","4284776960","4282864128","4282798336","4282469120"
"1357","4286382319","4286447856","4285726940","4285989016","4286054553","4285399180","4283564125","4283498588","4283105365"
"1358","4278391841","4278391583","4278325276","4279743231","4279611903","4278233855","4278392100","4278392098","4278391583"
"1359","4278190080","4278190080","4278190080","4284681105","4284940435","4284681105","4278190080","4278190080","4278190080"
"1360","4278190080","4278190080","4278190080","4294933776","4294933776","4294603520","4278190080","4278190080","4278190080"
"1361","4278190080","4278190080","4278190080","4294705037","4294705038","4294639470","4278190080","4278190080","4278190080"
"1362","4294937367","4294937109","4294934272","4294925329","4294925329","4294594560","4287692800","4287823872","4287037440"
"1363","4278228429","4278228430","4278290877","4278417062","4278417319","4278415002","4278342514","4278407794","4278340713"
"1365","4278190080","4278190080","4278190080","4287046374","4287112422","4286388700","4278190080","4278190080","4278190080"
"1366","4281606656","4281606656","4281606656","4281400312","4280024055","4278582262","4281869568","4281869568","4281869312"
"1367","4279274310","4279274311","4279140417","4278250034","4278250034","4278245422","4294244139","4294244139","4294178327"
"1368","4290121744","4290121744","4289138190","4294842624","4293531392","4292351232","4294424109","4294424108","4294356759"
"1369","4281340085","4281340085","4281011878","4278220010","4278220010","4278217688","4282840821","4281202163","4279760114"
"1370","4280577388","4280577388","4279200877","4285390521","4286112450","4284800698","4294377213","4294311421","4292082165"
"1371","4292477181","4292477181","4292477181","4289659134","4289659133","4289724670","4285530321","4285595859","4285595859"
"1372","4282992382","4282992382","4282992382","4283296767","4283296767","4283296767","4291492351","4291492351","4291492606"
"1373","4283957039","4283957039","4283957039","4288675630","4288675630","4288675630","4293984044","4293984044","4293984044"
"1374","4284718325","4286557687","4284718325","4286298879","4288334591","4286298879","4283589280","4283523743","4283128467"
"1375","4283291407","4283357712","4282960398","4288282430","4288282431","4287364900","4283091323","4283025530","4282040942"
"1376","4284421351","4284355556","4283896532","4290590975","4290591487","4290060799","4282199968","4282200223","4281871251"
"1377","4293671204","4293274644","4292093970","4294935636","4294931002","4294926369","4289611829","4288692784","4287839275"
"1378","4278190080","4278190080","4278190080","4279686399","4279555071","4278243583","4278190080","4278190080","4278190080"
"1379","4278190080","4278190080","4278190080","4289462064","4288806679","4288151296","4278190080","4278190080","4278190080"
"1380","4278190080","4278190080","4278190080","4294941973","4294941973","4294939648","4278190080","4278190080","4278190080"
"1381","4278190080","4278190080","4278190080","4294771202","4294771202","4293722112","4278190080","4278190080","4278190080"
"1382","4283629183","4283694719","4281925227","4279951915","4279886122","4279815975","4279867420","4279867164","4279733274"
"1383","4294944375","4294939481","4294934846","4294930237","4294930237","4294925604","4294661178","4294661178","4294655778"
"1384","4294934526","4294934014","4294926846","4287907071","4287907071","4286917375","4285939450","4285873658","4284819193"
"1385","4278190080","4278190080","4278190080","4292607765","4292607765","4292345600","4278190080","4278190080","4278190080"
"1386","4278190080","4278190080","4278190080","4294958869","4294958869","4294958080","4278190080","4278190080","4278190080"
"1387","4292739064","4292739064","4290183153","4291487743","4291487743","4289124351","4284777215","4284842751","4282936319"
"1388","4294967293","4294966748","4294966198","4294935107","4294934593","4294930473","4294914353","4294914353","4294908185"
"1389","4294900991","4294171902","4293310205","4294918654","4294918654","4294912510","4286001405","4285935869","4285012477"
"1390","4294634191","4294700503","4294500278","4289920834","4289920835","4289265449","4280999707","4280999707","4280732953"
"1391","4292138507","4292204299","4291085834","4287355172","4287289380","4286629920","4287495990","4287495990","4286644000"
"1392","4293176576","4293111040","4291927808","4293543197","4293542940","4292688917","4293468691","4293337361","4292222736"
"1393","4294967295","4294967295","4294967295","4279630847","4279630847","4278254591","4278212062","4278211805","4278210252"
"1394","4294967295","4294967295","4294967295","4294967092","4294967092","4294967067","4294955286","4294955541","4294954240"
"1395","4279618303","4279618047","4278240511","4278212593","4278212593","4278210782","4278727883","4278727882","4278661307"
"1396","4294926091","4294926349","4294399232","4293956608","4293956608","4292774144","4293707620","4293707620","4293508685"
"1397","4288189905","4288124112","4286873800","4285097443","4285097442","4283650014","4286586084","4286520547","4285929684"
"1398","4279464258","4279464257","4279330876","4280266891","4280266892","4280001409","4281771690","4281771434","4281440412"
"1399","4283627728","4283562192","4281989066","4283890327","4283759254","4282120583","4278583270","4278517734","4278251222"
"1400","4294464115","4294463858","4294392159","4294454688","4294455457","4294523815","4294902805","4294837268","4293787664"
"1401","4294491212","4294491988","4294423865","4294607700","4294607700","4294537275","4294886916","4294952708","4293835008"
"1402","4294142713","4294004984","4293933559","4290139130","4290204922","4289477625","4294836966","4294837222","4293787863"
"1403","4278190080","4278190080","4278190080","4294907249","4294907249","4294901860","4278190080","4278190080","4278190080"
"1404","4278190080","4278190080","4278190080","4287495953","4287561490","4286773760","4278190080","4278190080","4278190080"
"1405","4278190080","4278190080","4278190080","4279345407","4279411199","4278228730","4278190080","4278190080","4278190080"
"1406","4287321344","4287321344","4286598656","4292856196","4292856196","4292525933","4294967287","4294967292","4294901714"
"1407","4287234048","4287299584","4286578688","4290707456","4291821568","4290707456","4294907157","4294907157","4294901760"
"1408","4287259904","4287259904","4286602496","4292328491","4292328490","4291342117","4293852973","4293721877","4293590784"
"1409","4278190080","4278190080","4278190080","4279597055","4279596799","4278217471","4278190080","4278190080","4278190080"
"1410","4278190080","4278190080","4278190080","4282122480","4282056944","4281794781","4278190080","4278190080","4278190080"
"1411","4278190080","4278190080","4278190080","4284926430","4284926431","4283548378","4278190080","4278190080","4278190080"
"1412","4278203648","4278203648","4278202624","4278255360","4278255360","4278255360","4278198016","4278198016","4278196992"
"1413","4278190080","4278190080","4278190080","4294959235","4294959237","4294957158","4278190080","4278190080","4278190080"
"1414","4284063970","4284063970","4282684638","4283527898","4283527641","4282278357","4281081751","4281081752","4280818828"
"1415","4282902595","4282509117","4281525550","4282507344","4282507344","4281130302","4280659794","4280660051","4280459852"
"1416","4291756273","4291756274","4290642142","4293263583","4293329120","4292149454","4290969758","4291035295","4289986706"
"1417","4293014332","4293014075","4292747306","4292757288","4292757032","4291903009","4290402332","4290402332","4289483034"
"1418","4282414076","4282414076","4282414076","4285831676","4286028797","4284122876","4286160125","4286028797","4284122876"
"1419","4293743964","4293744221","4293607752","4293017675","4293017675","4293017675","4293017675","4293017675","4293017675"
"1420","4288233724","4288233724","4288233724","4288422906","4288422906","4288422906","4288422906","4288422906","4288422906"
"1421","4278190080","4283096919","4283096919","4278190080","4278190080","4278190080","4278190080","4278190080","4278190080"
"1422","4278190080","4278190080","4278190080","4282779642","4283899386","4282779642","4278190080","4278190080","4278190080"
