Id,Unknown0_0,Unknown0_1,Unknown0_2,Unknown1,Unknown2,Unknown3,Unknown4_0,Unknown4_1,Unknown4_2,Unknown4_3,Unknown4_4,Unknown4_5,Unknown4_6,Unknown4_7
"3878","-358.5781","2545.575","143.8635","72.17678","114.372","870","1344","1226","1344","1226","3","0","0","0"
"3879","-342.75","2633.574","138.0636","82.67967","162.6216","870","1344","1226","1344","1226","3","0","0","0"
"3880","-320.7188","2758.099","133.028","82.67967","165.2597","870","1344","1226","1344","1226","3","0","0","0"
"3881","-288.4688","2874.387","127.3027","82.67967","167.3373","870","1344","1226","1344","1226","3","0","0","0"
"3882","-252.877","3001.864","125.5097","82.67967","177.8177","870","1344","1226","1344","1226","3","0","0","0"
"3883","-228.7227","3127.605","120.9179","82.67967","124.3654","870","1344","1226","1344","1226","3","0","0","0"
"3884","-222.2402","3300.756","125.8579","150.1746","265.6811","870","1344","1226","1344","1226","3","0","0","0"
"3885","-210.3594","3488.184","104.8026","131.8042","265.4634","870","1344","1226","1344","1226","3","0","0","0"
"3886","-169.709","3674.06","133.9188","122.6524","161.3618","870","1344","1226","1344","1226","3","0","0","0"
"3887","-121.9844","3856.965","157.3345","122.6524","161.3618","870","1344","1226","1344","1226","3","0","0","0"
"3888","105.8281","4181.137","263.5955","370.6748","618.7593","870","1344","1226","1344","1226","3","0","0","0"
"3895","-330.0469","2335.168","157.452","66.91737","138.8978","870","1360","1226","1360","1226","3","0","0","0"
"3896","-316.2813","2271.286","148.5929","56.10145","165.0547","870","1360","1226","1360","1226","3","0","0","0"
"3897","-307.3906","2191.684","126.7611","80.9546","144.9961","870","1360","1226","1360","1226","3","0","0","0"
"3898","-390.459","2174.692","121.5331","24.12968","43.80756","870","1360","1226","1360","1226","3","0","0","0"
"3899","835.8604","-1876.174","62.91558","138.6989","205.9969","870","1358","1226","1358","1226","3","0","0","0"
"3900","835.4248","-1866.953","88.7764","251.238","301.8832","972","3045","3043","3044","3043","0","0","0","0"
"3903","622.2813","3896.71","80.60672","137.6918","200.7955","860","1063","1053","1063","11","3","0","0","0"
"3904","2014.749","2020.218","453.0721","41.41886","118.391","870","1359","1226","1359","1226","3","0","0","0"
"3905","1981.155","2144.23","453.0354","41.41886","112.2626","870","1359","1226","1359","1226","3","0","0","0"
"3906","1983.708","2213.192","451.7409","38.88123","81.71562","870","1359","1226","1359","1226","0","0","0","0"
"3907","2031.762","2268.349","452.0416","27.42633","82.53983","870","1359","1226","1359","1226","3","0","0","0"
"3910","0","0","0","11.09981","16.38408","961","1351","9","1351","0","3","0","0","0"
"3911","0","0","0","44.8633","58.90346","960","1352","1080","1352","1080","3","0","0","0"
"3912","0","0","0","23.11747","37.33405","1043","247","9","247","0","0","0","0","0"
"3913","1558.541","-229.5938","565.108","155.8308","181.2841","870","1365","9","1386","11","3","0","0","0"
"3914","1924.218","3329.302","266.2265","115.3639","148.33","870","1353","1226","1353","1226","3","0","0","0"
"3915","1899.8","3169.262","264.3767","115.3639","148.33","870","1353","1226","1353","1226","3","0","0","0"
"3916","1835.322","2985.046","291.3068","115.3639","148.33","870","1353","1226","1353","1226","3","0","0","0"
"3917","1810.182","2851.1","291.304","115.3639","148.33","870","1353","1226","1353","1226","3","0","0","0"
"3919","-1731.266","1038.215","15.28841","147.3905","245.7882","870","1356","9","1356","0","3","0","0","0"
"3920","0","0","0","38.5485","55.51421","962","1257","9","1257","0","3","0","0","0"
"3921","0","0","0","51.16696","63.46161","996","1117","1274","1117","1274","3","0","0","0"
"3922","0","0","0","59.26249","87.95447","1009","1327","9","1327","0","3","0","0","0"
"3923","0","0","0","107.9146","156.9398","1011","1161","1226","1161","1226","3","0","0","0"
"3924","0","0","0","67.27224","115.8342","980","884","9","884","0","3","0","0","0"
"3925","0","0","0","58.91818","83.9494","1010","915","946","915","946","3","0","0","0"
"3926","-3815.203","-4535.672","27.51497","321.0618","418.464","999","256","257","495","257","3","0","0","0"
"3928","0","0","0","321.0618","508.8151","999","1364","1364","1364","1364","1455","0","0","0"
"3929","-3807.219","-4535.719","27.43848","322.9666","422.1313","1000","256","257","256","257","3","0","0","0"
"3930","0","0","0","373.289","494.5766","1000","1364","1364","1364","1364","1455","0","0","0"
"3931","2220.523","-1088.424","424.1177","194.5428","284.2507","1005","1230","9","1230","0","3","0","0","0"
"3932","0","0","0","65.45088","96.48767","1005","1366","1366","1366","1366","1455","0","0","0"
"3934","3919.302","1773.438","904.3347","242.4488","369.0668","1014","1300","20","1110","20","3","0","0","0"
"3935","0","0","0","242.4488","369.0668","1014","1368","1368","1368","1368","1455","0","0","0"
"3936","1981.48","-1947.375","212.6561","144.4697","186.7475","1024","1106","1080","1106","1080","3","0","0","0"
"3937","0","0","0","134.4798","165.258","1024","1369","1369","1369","1369","1455","0","0","0"
"3938","3030.692","-1892.57","-5.199653","629.8831","801.3941","1028","1106","1080","1082","1080","3","0","0","0"
"3939","0","0","0","50.00851","75.92362","1035","1322","1274","1322","1274","3","0","0","0"
"3940","0","0","0","104.1994","152.7438","1048","1370","1370","1370","1370","1455","0","0","0"
"3941","-2668.484","1061.364","0.1177848","52.36284","85.73509","1048","1069","1450","1069","1365","3","0","0","0"
"3946","2088.168","4808.969","154.0184","765.0982","948.6877","1049","1161","1226","1161","1226","3","0","0","0"
"3947","0","0","0","27.18683","42.8798","1049","1371","1226","1371","1226","3","0","0","0"
"3948","-884.1289","4254.398","-0.3817205","37.48904","37.48904","1050","1224","1226","1224","1226","3","0","0","0"
"3949","0","0","0","486.3227","652.1949","1050","1372","1372","1372","1372","1455","0","0","0"
"3953","1792.715","283.5137","488.1585","223.9919","295.2085","1051","776","9","776","9","3","0","0","0"
"3957","186.6406","3584.675","256.2148","82.67967","255.8636","870","1344","1226","1344","1226","3","0","0","0"
"3958","-397.4121","3419.786","177.9892","56.15395","107.7001","870","1344","1226","1344","1226","3","0","0","0"
"3963","-2752.945","1078.355","13.24056","52.36284","103.3401","1048","1069","1450","1069","1365","3","0","0","0"
"3965","-2782.766","975.3799","-1.140517","115.1219","147.623","1048","1069","1450","1069","1365","3","0","0","0"
"3966","-2913.557","869.5029","2.35905","170.6687","223.8271","1048","1069","1450","1069","1365","3","0","0","0"
"3967","-2949.111","722.3691","3.828559","162.8034","227.7589","1048","1069","1450","1069","1365","3","0","0","0"
"3968","-2859.717","550.6348","33.61111","150.0177","205.1698","1048","1069","1450","1069","1365","3","0","0","0"
"3969","945.958","-133.3906","430.9722","109.6384","169.5517","870","1136","9","1470","11","3","0","0","0"
"3970","1144.735","-79.98438","476.7262","109.6384","169.5517","870","1136","9","1470","11","3","0","0","0"
"3971","0","0","0","152.4829","223.5778","1008","1375","9","1375","0","3","0","0","0"
"3972","478.2656","4083.449","193.6533","152.6591","242.4736","860","1063","1053","1063","11","3","0","0","0"
"3987","906.5879","988.291","463.039","58.01876","95.31847","870","1117","1274","1117","1274","3","0","0","0"
"3988","1215.09","1021.965","423.2503","58.01876","95.31847","870","1117","1274","1117","1274","3","0","0","0"
"3989","1476.244","995.6885","434.0051","58.01876","95.31847","870","1117","1274","1117","1274","3","0","0","0"
"3990","1385.407","1045.434","516.0777","58.01876","95.31847","870","1117","1274","1117","1274","3","0","0","0"
"3993","5398.624","7059.512","-26.81288","823.1481","1120.844","870","1387","1387","1387","1387","3","0","0","0"
"4001","-1744.563","-3814.316","-266.9161","234.2348","399.0179","996","1436","9","0","0","3","0","0","0"
"4011","5392.012","6351.067","-36.30154","823.1481","985.2411","870","1387","1387","1387","1387","3","0","0","0"
"4012","5283.516","5468.121","-41.50206","741.8512","859.6988","870","1387","1387","1387","1387","3","0","0","0"
"4013","5374.152","4686.411","-214.2672","760.6505","971.9974","870","1387","1387","1387","1387","3","0","0","0"
"4014","6289.262","4353.258","-68.63431","823.1481","1120.844","870","1387","1387","1387","1387","3","0","0","0"
"4015","6910.343","4341.68","-285.369","823.1481","1120.844","870","1387","1387","1387","1387","3","0","0","0"
"4047","0","0","0","63.44252","73.81445","1064","1537","1502","1537","1502","3","0","0","0"
"4087","2170.062","-1931.531","220.0744","100.808","146.5084","1024","1106","1080","1106","1080","3","0","0","0"
"4089","0","0","0","34.61528","47.44473","1051","1435","1435","1435","1435","1455","0","0","0"
"4090","-5092.609","4564.333","145.2757","290.2987","390.0563","996","1436","9","1436","0","3","0","0","0"
"4103","429.3906","1647.017","547.3016","80.64744","144.541","870","1257","9","1257","11","3","0","0","0"
"4121","2071.51","-2005.813","222.382","136.8385","180.4985","1024","1106","1080","1106","1080","3","0","0","0"
"4122","0","0","0","2.735976","3.921417","1075","256","257","256","257","3","0","0","0"
"4130","535.5918","-733.7813","437.0935","176.187","276.125","870","1482","1080","1445","1080","3","0","0","0"
"4131","-4120.785","-4168.945","397.8505","302.9468","327.0412","999","1483","257","1483","257","3","0","0","0"
"4132","-3614.516","-4097.172","358.1733","295.6119","316.4689","999","1483","257","1483","257","3","0","0","0"
"4133","-4063.734","-4074.375","404.7318","349.1489","384.0214","1000","1483","257","1483","257","3","0","0","0"
"4134","-3601.125","-4262.391","413.2506","349.1489","384.0214","1000","1483","257","1483","257","3","0","0","0"
"4135","-3874.869","-3946.914","404.7841","295.6119","316.4689","999","1483","257","1483","257","3","0","0","0"
"4136","0","0","0","27.09745","35.44384","870","1484","1080","1484","11","3","0","0","0"
"4139","2359.468","-3324.922","0.8506945","329.0816","451.5815","870","1485","1080","1486","11","3","0","0","0"
"4155","7017.105","5024.815","103.6017","64.40761","73.47089","1064","1545","1423","1545","1423","3","0","0","0"
"4156","0","0","0","21.76505","32.48272","1101","1501","9","1501","0","3","0","0","0"
"4157","1313.38","45.5","74.76606","84.25906","148.2489","1101","1327","9","1327","0","3","0","0","0"
"4160","6560.255","6206.208","26.74789","159.0725","187.4024","1064","1503","1504","1503","1504","3","0","0","0"
"4177","6722.646","6238.387","25.11667","125.6573","157.7576","1064","1503","1504","1503","1504","3","0","0","0"
"4178","6390.739","6251.974","51.93275","94.78698","127.8445","1064","1503","1504","1503","1504","3","0","0","0"
"4206","0","0","0","0.5372018","0.6277176","1061","3047","3020","3047","3022","3019","0","0","0"
"4207","0","0","0","1.835178","4.173487","1062","3047","3020","3047","3022","3019","0","0","0"
"4208","-677.6895","-709.0039","14.47993","49.89881","127.5567","1062","1511","3020","3047","3022","3019","0","0","0"
"4210","-1852.814","2386.427","12.96349","100.7256","173.2524","1061","3049","3020","3049","3022","3019","0","0","0"
"4223","0","0","0","0.2459407","66.19991","1112","604","306","604","306","3","0","0","0"
"4226","5931.817","5533.449","30.49889","174.0396","226.7642","1064","1524","1525","1524","1525","3","0","0","0"
"4227","7242.521","5270.402","32.40753","8.455805","95.12752","1064","1528","1423","1528","1423","3","0","0","0"
"4228","7192.302","5318.987","29.99302","9.67586","109.69","1064","1528","1423","1528","1423","3","0","0","0"
"4229","-2015.943","2227.293","-0.5742134","435.2738","558.5975","1102","775","9","775","9","3","0","0","0"
"4230","0","0","0","117.9292","174.1848","1102","1512","1512","1512","1512","3","0","0","0"
"4231","-194.1406","-54.57813","8.485958E-06","0.4464751","0.4465199","1103","775","9","775","9","3","0","0","0"
"4243","0","0","0","111.0536","143.5148","1104","1069","9","1069","9","3","0","0","0"
"4244","-1766.391","1048.385","15.28841","180.463","268.3445","1104","1356","9","1356","9","3","0","0","0"
"4245","-1573.146","170.9961","-4.27908","286.3452","420.7104","1104","1370","1370","1370","1370","3","0","0","0"
"4246","-1241.969","101.9844","15.27496","286.3452","420.7104","1104","1370","1370","1370","1370","3","0","0","0"
"4247","-897.8965","58.625","0.9255642","286.3452","420.7104","1104","1370","1370","1370","1370","3","0","0","0"
"4248","-1887.875","331.2656","-45.20681","286.3452","420.7104","1104","1370","1370","1370","1370","3","0","0","0"
"4249","-2072.047","515.5","-7.065098","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4250","-2241.705","779.9023","-0.3628419","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4251","-2269.051","1055.817","1.977006","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4253","-2261.309","1397.09","0.3988792","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4254","-2145.516","1748.898","-0.7397996","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4255","-1969.146","1943.121","7.640408","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4256","-1754.361","1995.999","-0.7783203","253.734","335.6698","1104","1370","1370","1370","1370","3","0","0","0"
"4257","-1549.031","1981.333","21.1773","258.8349","340.4653","1104","1370","1370","1370","1370","3","0","0","0"
"4258","-1212.938","1939.713","18.72569","271.0574","382.1773","1104","1370","1370","1370","1370","3","0","0","0"
"4274","0","0","0","202.929","288.8209","1103","1512","1512","1512","1512","3","0","0","0"
"4288","0","0","0","117.2247","146.8707","1095","1542","960","1386","9","3","0","0","0"
"4289","793.9893","-277.7969","403.8907","117.76","174.0954","1095","1136","9","1470","1365","3","0","0","0"
"4290","774.6768","-404.75","401.2236","64.38136","106.9956","1095","1136","9","1470","1365","3","0","0","0"
"4291","709.1104","-152.1953","334.1215","64.38136","134.5162","1095","1136","9","1470","1365","3","0","0","0"
"4292","964.3086","-148.8926","433.6421","88.11228","134.5162","1095","1136","9","1470","1365","3","0","0","0"
"4293","1137.972","-112.4063","478.3197","88.11228","134.5162","1095","1136","9","1470","1365","3","0","0","0"
"4294","525.4844","-899.8652","259.6078","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4295","340.5313","-748.5313","218.9836","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4296","320.8691","-569.6016","249.4924","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4297","159.8594","-347.3164","230.5055","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4298","165.3125","-130.4688","191.6855","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4299","282.2188","89.23438","145.6809","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4300","747.7734","-955.6094","225.3354","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4301","986.2217","-845.0039","287.6911","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4302","1153.534","-742.4063","327.1747","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4303","1335.597","-567.5938","344.8403","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4304","1412.923","-423.834","378.8292","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4305","1503.793","-294.9102","463.1775","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4309","1793.927","-188.6328","490.8007","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4310","1974.791","135.0566","472.8509","178.2609","260.5983","1095","1536","1536","1536","1536","3","0","0","0"
"4311","1964.86","313.5234","460.3168","178.2609","273.801","1095","1536","1536","1536","1536","3","0","0","0"
"4312","1919.237","543.7813","482.7784","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4313","1812.974","-133.875","520.6939","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4314","480.7188","169.293","230.562","178.2609","239.6038","1095","1536","1536","1536","1536","3","0","0","0"
"4316","-7798.047","1308.367","252.088","390.3541","464.0946","1066","3023","3024","3023","3024","3019","0","0","0"
"4320","0","0","0","68.47105","100.1202","1098","1548","1502","1548","1502","3","0","0","0"
"4333","6176.777","4065.965","207.6612","31.26883","47.06775","1116","1666","1868","1666","1868","3","0","0","0"
"4334","6104.812","1119.081","54.39241","149.5922","241.0402","870","1557","20","1557","20","3","0","0","0"
"4340","7192.302","5318.987","29.99302","9.67586","109.69","1122","1528","1423","1528","1423","3","0","0","0"
"4341","7242.521","5270.402","32.40753","8.455805","95.12752","1122","1528","1423","1528","1423","3","0","0","0"
"4342","5931.817","5533.449","30.49889","174.0396","226.7642","1122","1524","1525","1524","1525","3","0","0","0"
"4343","0","0","0","63.44252","73.81445","1122","1537","1502","1537","1502","3","0","0","0"
"4344","6390.739","6251.974","51.93275","94.78698","127.8445","1122","1503","1504","1503","1504","3","0","0","0"
"4345","6722.646","6238.387","25.11667","125.6573","157.7576","1122","1503","1504","1503","1504","3","0","0","0"
"4346","6560.255","6206.208","26.74789","159.0725","187.4024","1122","1503","1504","1503","1504","3","0","0","0"
"4347","7017.105","5024.815","103.6017","64.40761","73.47089","1122","1545","1423","1545","1423","3","0","0","0"
"4348","7192.302","5318.987","29.99302","9.67586","109.69","1123","1528","1423","1528","1423","3","0","0","0"
"4349","7242.521","5270.402","32.40753","8.455805","95.12752","1123","1528","1423","1528","1423","3","0","0","0"
"4350","5931.817","5533.449","30.49889","174.0396","226.7642","1123","1524","1525","1524","1525","3","0","0","0"
"4351","0","0","0","63.44252","73.81445","1123","1537","1502","1537","1502","3","0","0","0"
"4352","6390.739","6251.974","51.93275","94.78698","127.8445","1123","1503","1504","1503","1504","3","0","0","0"
"4353","6722.646","6238.387","25.11667","125.6573","157.7576","1123","1503","1504","1503","1504","3","0","0","0"
"4354","6560.255","6206.208","26.74789","159.0725","187.4024","1123","1503","1504","1503","1504","3","0","0","0"
"4355","7017.105","5024.815","103.6017","64.40761","73.47089","1123","1545","1423","1545","1423","3","0","0","0"
"4356","7192.302","5318.987","29.99302","9.67586","109.69","1124","1528","1423","1528","1423","3","0","0","0"
"4357","7242.521","5270.402","32.40753","8.455805","95.12752","1124","1528","1423","1528","1423","3","0","0","0"
"4358","5931.817","5533.449","30.49889","174.0396","226.7642","1124","1524","1525","1524","1525","3","0","0","0"
"4359","0","0","0","63.44252","73.81445","1124","1537","1502","1537","1502","3","0","0","0"
"4360","6390.739","6251.974","51.93275","94.78698","127.8445","1124","1503","1504","1503","1504","3","0","0","0"
"4361","6722.646","6238.387","25.11667","125.6573","157.7576","1124","1503","1504","1503","1504","3","0","0","0"
"4362","6560.255","6206.208","26.74789","159.0725","187.4024","1124","1503","1504","1503","1504","3","0","0","0"
"4363","7017.105","5024.815","103.6017","64.40761","73.47089","1124","1545","1423","1545","1423","3","0","0","0"
"4364","7192.302","5318.987","29.99302","9.67586","109.69","1125","1528","1423","1528","1423","3","0","0","0"
"4365","7242.521","5270.402","32.40753","8.455805","95.12752","1125","1528","1423","1528","1423","3","0","0","0"
"4366","5931.817","5533.449","30.49889","174.0396","226.7642","1125","1524","1525","1524","1525","3","0","0","0"
"4367","0","0","0","63.44252","73.81445","1125","1537","1502","1537","1502","3","0","0","0"
"4368","6390.739","6251.974","51.93275","94.78698","127.8445","1125","1503","1504","1503","1504","3","0","0","0"
"4369","6722.646","6238.387","25.11667","125.6573","157.7576","1125","1503","1504","1503","1504","3","0","0","0"
"4370","6560.255","6206.208","26.74789","159.0725","187.4024","1125","1503","1504","1503","1504","3","0","0","0"
"4371","7017.105","5024.815","103.6017","64.40761","73.47089","1125","1545","1423","1545","1423","3","0","0","0"
"4372","7192.302","5318.987","29.99302","9.67586","109.69","1126","1528","1423","1528","1423","3","0","0","0"
"4373","7242.521","5270.402","32.40753","8.455805","95.12752","1126","1528","1423","1528","1423","3","0","0","0"
"4374","5931.817","5533.449","30.49889","174.0396","226.7642","1126","1524","1525","1524","1525","3","0","0","0"
"4375","0","0","0","63.44252","73.81445","1126","1537","1502","1537","1502","3","0","0","0"
"4376","6390.739","6251.974","51.93275","94.78698","127.8445","1126","1503","1504","1503","1504","3","0","0","0"
"4377","6722.646","6238.387","25.11667","125.6573","157.7576","1126","1503","1504","1503","1504","3","0","0","0"
"4378","6560.255","6206.208","26.74789","159.0725","187.4024","1126","1503","1504","1503","1504","3","0","0","0"
"4379","7017.105","5024.815","103.6017","64.40761","73.47089","1126","1545","1423","1545","1423","3","0","0","0"
"4383","0","0","0","63.44252","73.81445","1120","1537","1502","1537","1502","3","0","0","0"
"4384","6390.739","6251.974","51.93275","94.78698","127.8445","1120","1503","1504","1503","1504","3","0","0","0"
"4385","6722.646","6238.387","25.11667","125.6573","157.7576","1120","1503","1504","1503","1504","3","0","0","0"
"4386","6560.255","6206.208","26.74789","159.0725","187.4024","1120","1503","1504","1503","1504","3","0","0","0"
"4387","7017.105","5024.815","103.6017","64.40761","73.47089","1120","1545","1423","1545","1423","3","0","0","0"
"4390","5931.817","5533.449","30.49889","174.0396","226.7642","1121","1524","1525","1524","1525","3","0","0","0"
"4391","0","0","0","63.44252","73.81445","1121","1537","1502","1537","1502","3","0","0","0"
"4396","7192.302","5318.987","29.99302","9.67586","109.69","1127","1528","1423","1528","1423","3","0","0","0"
"4397","7242.521","5270.402","32.40753","8.455805","95.12752","1127","1528","1423","1528","1423","3","0","0","0"
"4398","5931.817","5533.449","30.49889","174.0396","226.7642","1127","1524","1525","1524","1525","3","0","0","0"
"4399","0","0","0","63.44252","73.81445","1127","1537","1502","1537","1502","3","0","0","0"
"4400","6390.739","6251.974","51.93275","94.78698","127.8445","1127","1503","1504","1503","1504","3","0","0","0"
"4401","6722.646","6238.387","25.11667","125.6573","157.7576","1127","1503","1504","1503","1504","3","0","0","0"
"4402","6560.255","6206.208","26.74789","159.0725","187.4024","1127","1503","1504","1503","1504","3","0","0","0"
"4403","7017.105","5024.815","103.6017","64.40761","73.47089","1127","1545","1423","1545","1423","3","0","0","0"
"4405","1576.987","262.2754","6.103366","20.91434","42.62742","1116","1938","1868","1946","1868","3","0","0","0"
"4406","5682.224","4040.31","164.5747","218.9946","298.6328","1098","1563","9","1563","0","3","0","0","0"
"4407","0","0","0","63.44252","73.81445","1128","1537","1502","1537","1502","3","0","0","0"
"4412","0","0","0","63.44252","73.81445","1129","1537","1502","1537","1502","3","0","0","0"
"4520","0","0","0","64.40761","73.47089","1135","1548","1423","1548","1423","3","0","0","0"
"4592","0","0","0","4.764652","11.08251","971","3045","3043","3048","3022","3019","0","0","0"
"4593","0","0","0","27.16028","27.16028","764","3037","3039","3037","3029","3019","0","0","0"
"4605","-285.9844","749.083","133.9952","1422.457","1573.784","1105","1107","960","1107","960","3","0","0","0"
"4613","566.0313","631.9922","380.704","308.2371","387.5998","1134","1300","9","1300","0","3","0","0","0"
"4646","2957.036","3237.918","406.0583","21.21688","105.2654","1116","1886","1868","2038","1868","3","0","0","0"
"4649","3307.833","813.4736","102.417","32.39999","52.23382","1116","1892","1978","2040","1978","3","0","0","0"
"4671","-14688.54","16242.65","0","232.628","254.0479","605","1117","9","0","0","3","0","0","0"
"4672","-14689.39","15727.64","0","245.5265","270.2556","605","200","9","0","0","3","0","0","0"
"4673","-14679.9","15197.68","0","250.6573","277.0576","605","212","9","0","0","3","0","0","0"
"4675","-15205.72","15723.06","5.425347E-05","245.3764","275.5276","605","262","9","0","0","3","0","0","0"
"4676","-15196.77","15204.44","0","239.0904","280.8697","605","1041","9","0","0","3","0","0","0"
"4677","-15712.83","16245.58","0","231.8502","255.2891","605","348","9","0","0","3","0","0","0"
"4678","-15722.9","15723.68","0","234.6669","261.5753","605","428","9","0","0","3","0","0","0"
"4679","-15730.03","15197.51","0","224.5876","267.0158","605","906","9","0","0","3","0","0","0"
"4681","6907.925","4607.496","219.1671","9.335083","24.96697","1116","1666","1868","1666","1868","3","0","0","0"
"4696","6579.442","6042.168","312.1014","17.73659","33.19388","1116","1666","1868","1666","1868","3","0","0","0"
"4699","6739.271","3243.637","299.382","7.667804","10.96182","1116","1666","1868","1666","1868","3","0","0","0"
"4707","7353.263","5386.605","23.57821","132.0981","163.9725","1116","1677","9","1677","0","3","0","0","0"
"4708","7219.612","5379.559","26.21827","124.7268","174.787","1116","1666","9","1666","0","3","0","0","0"
"4709","7091.083","5285.177","13.70531","120.8426","144.8266","1116","1677","9","1677","0","3","0","0","0"
"4710","7077.668","5177.59","48.6628","102.6871","150.0368","1116","1677","9","1677","0","3","0","0","0"
"4719","0","0","0","54.99887","81.36774","1099","1369","1614","1369","1614","3","0","0","0"
"4720","0","0","0","19.66368","29.68993","1130","1617","35","1617","35","3","0","0","0"
"4727","2189.644","-4194.531","-41.023","396.1636","493.0294","1099","1106","1625","1445","1625","3","0","0","0"
"4732","-566.5625","-5283.182","3.193794","880.084","1229.217","870","1629","1080","1630","1080","3","0","0","0"
"4735","1167.869","1480.579","334.4623","255.5031","323.41","1136","1633","9","1633","0","3","0","0","0"
"4736","1223.59","1148.595","399.0374","255.5031","323.41","1136","1633","9","1633","0","3","0","0","0"
"4737","1190.59","678.7813","346.9116","498.0015","610.1736","1136","1633","9","1633","0","3","0","0","0"
"4741","5211.021","1270.224","-297.6304","57.35329","101.5956","1116","1652","9","1652","0","3","0","0","0"
"4770","2233.53","2638.239","-36.49985","637.6522","724.8055","1060","1651","9","0","0","3","0","0","0"
"4788","-597.709","-5087.41","218.0188","28.67354","57.44029","1161","1629","1080","1630","1080","3","0","0","0"
"4789","0","0","0","19.905","25.6965","1144","1612","1626","1612","1626","3","0","0","0"
"4790","0","0","0","128.6846","172.2518","1136","1669","9","1669","0","3","0","0","0"
"4791","1092.206","2315.711","144.6608","130.7162","170.6431","1116","1670","9","1670","9","3","0","0","0"
"4792","1240.536","2262.937","134.7093","87.11961","123.5492","1116","1670","9","1670","9","3","0","0","0"
"4800","7644.263","4925.097","140.4904","89.56117","147.4586","1116","1677","9","1677","0","3","0","0","0"
"4801","7531.317","4917.293","141.3442","84.60899","126.2836","1116","1677","9","1677","0","3","0","0","0"
"4802","7426.778","4905.862","160.557","71.0966","111.0868","1116","1677","9","1677","0","3","0","0","0"
"4803","7079.355","5086.902","106.8289","102.6871","147.1446","1116","1677","9","1677","0","3","0","0","0"
"4804","7057.708","5002.809","147.1689","91.62073","144.9251","1116","1677","9","1677","0","3","0","0","0"
"4805","6998.466","4904.684","164.6794","82.34158","152.945","1116","1677","9","1677","0","3","0","0","0"
"4806","6395.271","4954.159","0.9178014","135.4965","191.3214","1116","1677","9","1677","0","3","0","0","0"
"4807","6445.677","4724.583","0.9177993","98.76655","159.396","1116","1677","9","1677","0","3","0","0","0"
"4808","6451.755","4806.802","39.91228","95.26299","149.5019","1116","1677","9","1677","0","3","0","0","0"
"4809","6958.692","6387.246","87.89403","73.15684","122.0497","1116","1666","9","1666","0","3","0","0","0"
"4816","5594.605","3579.715","122.4704","387.9875","505.3824","1116","1679","9","1679","0","3","0","0","0"
"4821","5465.996","2369.144","151.904","238.6549","321.7561","1116","1683","9","1683","0","3","0","0","0"
"4824","1693.927","-427.125","18.61054","202.9508","289.8119","1116","1665","9","1665","0","3","0","0","0"
"4828","3188.194","-582.6719","232.3103","1307.698","1477.067","1076","3045","3043","3048","0","3019","0","0","0"
"4829","1415.958","673.3672","88.59202","62.06898","104.9154","1116","1665","9","1665","0","3","0","0","0"
"4830","8151.567","1004.697","-105.0204","572.6823","659.4839","1116","1636","9","1636","0","3","0","0","0"
"4836","857.541","-5612.207","-338.1715","271.3762","271.3762","1136","1224","9","1224","0","3","0","0","0"
"4837","1091.354","-5452.031","-327.5246","271.3762","271.3762","1136","1224","9","1224","0","3","0","0","0"
"4838","1091.354","-5727.088","-327.5246","271.3762","271.3762","1136","1224","9","1224","0","3","0","0","0"
"4839","-8421.691","1084.586","18.10375","693.4342","693.4342","1136","1700","9","1700","0","3","0","0","0"
"4841","1663.407","-295.4375","18.61054","45.07795","67.98067","1116","1695","9","0","0","3","0","0","0"
"4842","1643.137","-385.6719","18.61028","19.68278","29.465","1116","1695","9","1695","0","3","0","0","0"
"4843","1526.34","-368.375","18.61054","19.68294","29.46516","1116","1695","9","0","0","3","0","0","0"
"4844","1603.793","-516.9063","23.60979","19.68294","29.46516","1116","1695","9","0","0","3","0","0","0"
"4845","1701.815","831.4023","50.60592","28.25226","49.20325","1116","1696","9","1696","0","3","0","0","0"
