Id,X,Y,Z,Unknown,Name,Map
"4264","1343.875","490.375","457.7204","312.4551","Mogu'shan Palace - GY","870"
"4265","-3969.67","-2542.712","26.7537","270","Mogu'shan Palace - Entrance Teleport Target","994"
"4266","1391.832","437.6945","478.9415","132.7843","Mogu'shan Palace - Exit Teleport Target","870"
"4269","1463.905","5110.861","156.8542","0","Siege of Niuzao Temple - Entrance Teleport Target","1011"
"4270","3571.784","1352.668","798.14","44.45471","KLS - Valley of the Kings GY - 02","870"
"4275","3019.05","3005.417","534.0335","60.00452","Kun-Lai Summit - Wall Quest Graveyard","870"
"4276","930.3854","710.3229","401.3376","296.8552","Vale of Eternal Blossoms - Alliance GY","870"
"4277","1366.493","984.0781","438.9883","271.1675","Vale of Eternal Blossoms - Horde GY","870"
"4278","1417.38","1491.352","411.5885","136.0142","Vale of Eternal Blossoms - Guo-Lai GY","870"
"4279","1188.99","1595.688","352.403","268.3706","Vale of Eternal Blossoms - Guo-Lai 02 GY","870"
"4280","1044.668","2143.582","309.2823","329.5628","Vale of Eternal Blossoms - Great Wall GY","870"
"4281","697.4566","1702.509","370.0834","270.0604","Vale of Eternal Blossoms - Mistfall Village GY","870"
"4282","3752.157","538.8559","639.6908","352.9089","Scenario - Ring of Blood - Graveyard","1031"
"4283","1819.453","189.9844","-18.89674","60","Twin Peaks - Horde Graveyard (Center) Anti Exploit","726"
"4284","1871.681","425.066","-16.36834","240","Twin Peaks - Alliance Graveyard (Center) Anti Exploit","726"
"4285","3237.345","-4058.776","108.4757","0","Corpse Location: 329 - Stratholme - Service Entrance","0"
"4286","2249.792","-1124.648","485.5298","265.4343","Lightning Lager Start","1005"
"4287","905.2222","2354.082","97.56213","180.183","Scenario - Crypt of Forgotten Kings","1030"
"4288","1780.467","1602.674","34.31691","269.4655","Scenario - Kotmogu - Start","1035"
"4290","1536.88","-1793.37","246.2","330","Mogu'shan Palace - Exit Teleport Target BETA","870"
"4291","1536.93","-1793.33","246.2","330","Mogu'shan Palace - GY - BETA","870"
"4292","-11341.02","1576.549","93.72838","174","Deadmines Rear Exit Target","0"
"4293","-1020.97","-3146.92","28.3587","90","Sha Raid - Entrance Target (LFR)","996"
"4294","3861.08","1044.91","490.073","360","Mogu Raid - LFR First Half - Entrance Target","1008"
"4295","4276.98","1462.39","445.461","90","Mogu Raid - LFR Second Half - Entrance Target","1008"
"4296","-2351.16","459.964","422.341","0","Mantid Raid - LFR First Half - Entrance Target","1009"
"4297","-1926.55","475.847","470.958","180","Mantid Raid - LFR Second Half - Entrance Target","1009"
"4298","927.5955","-2503.578","180.5042","70.34497","The Jade Forest, East Temple Interior Quests GY","870"
"4299","-1250.885","4139.338","59.50638","350.443","Dread Wastes, Dread Wastes, GY 02","870"
"4300","-1564.972","4796.333","84.26993","332.9698","Dread Wastes, Dread Wastes, GY 03","870"
"4301","-470.9861","3883.768","77.89108","314.7399","Dread Wastes, Dread Wastes, GY 04","870"
"4302","-543.8524","2931.161","166.2875","357.3276","Dread Wastes, Dread Wastes, GY 05","870"
"4303","483.7483","2919.703","252.6585","324.6668","Dread Wastes, Dread Wastes, GY 06","870"
"4304","622.8941","3662.105","226.1882","240.9179","Dread Wastes, Dread Wastes, GY 07","870"
"4305","588.1927","4281.797","219.3601","236.7407","Dread Wastes, Dread Wastes, GY 08","870"
"4306","-315.326","1149.24","42.8931","293.581","The Dark Portal","530"
"4307","1030.09","-2259.32","155.125","250.471","The Jade Temple","870"
"4308","2914.06","579.927","528.339","11.1143","Kun-Lai Summit","870"
"4309","-1515.02","1152.42","14.7908","215.1","Krasarang Wilds - The Crane Temple","870"
"4310","1130.56","1561.34","351.894","275.669","Vale of Eternal Blossoms","870"
"4311","1526.81","-4387.06","20.328","357.424","Orgrimmar","1"
"4312","-8876.51","582.81","93.1665","40.0499","Stormwind (Pet Battle Arena)","0"
"4313","1722.83","122.226","60.7034","170.988","Undercity","0"
"4314","-1499","1638.96","20.4857","258.389","Gilneas","654"
"4315","-12479.1","-785.619","40.7065","115.874","Stranglethorn Vale","0"
"4316","-10558","-1210.94","27.5545","100.574","Duskwood","0"
"4317","-4993.51","-959.408","501.659","339.03","Ironforge","0"
"4318","6960.1","-4155.96","698.355","24.525","Winterspring","1"
"4319","-10521.9","-2517.25","87.5536","39.2389","Uldum","1"
"4320","2782.69","-57.4763","93.1812","177.526","Ashenvale","1"
"4321","-623.06","-2945.42","98.1786","40.3204","The Barrens - Crossroads","1"
"4322","1980.29","-4112.51","214.296","174.249","Howling Fjord","571"
"4323","6405.39","2326.15","472.756","198.675","Icecrown Citadel","571"
"4324","-4023.08","-4748.8","5.21768","51.4013","Scenario - Theramore (A) - Start Point","1000"
"4325","1624.031","3018.765","319.8503","39.38782","Townlong Steppes, Upper Sumprushes GY","870"
"4326","1707.941","3590.853","223.5096","275.4453","Townlong Steppes, Dusklight Bridge GY","870"
"4327","1279.875","4261.921","188.8251","277.6981","Townlong Steppes, Farwatch Overlook GY","870"
"4328","2378.592","4105.515","214.7554","314.6375","Townlong Steppes, Underbough GY","870"
"4330","-1786.75","-2393.24","341.354","0","CoT 4.3 - Dragon Soul (LFR Second Half) - Entrance Target (Wyrmrest)","967"
"4331","-9165.31","1594.88","25.8974","330","Ahn'Qiraj Terrace - Sarsarun Event Entrance","734"
"4332","26.3002","-41.9669","-129.106","90","Maraudon - Theradras Event Entrance","349"
"4333","971.551","-201.309","-61.7893","315","Blackrock Depths - Flamelash Event Entrance","230"
"4334","1627.85","1136.65","8.87678","45","Zul'Farrak - Kai'ju Gahz'rilla Event Entrance","209"
"4335","-238.1181","2166.332","88.91489","68.30139","Shadowfang Keep - Valentine's Event Entrance","33"
"4336","1797.92","1222.23","18.1853","90","SM Graveyard (OLD Version) - Headless Horseman Entrance","189"
"4337","576.4236","1319.934","440.108","175.4276","Valley of the Four Winds, Kunzen Village GY","870"
"4341","2156.573","319.8438","23.17558","206.7492","Twin Peaks - Alliance Graveyard (Base) Anti Exploit","726"
"4342","1578.686","209.2639","0.7666253","358.6295","Twin Peaks - Horde Graveyard (Base) Anti Exploit","726"
"4343","-1437.23","3934.49","6.51026","1.03778","Scenario - Zan'vess - Horde Graveyard (Start)","1050"
"4348","637.4167","2129.755","368.2243","270.3611","Gate of the Setting Sun - Graveyard [DON'T USE]","870"
"4349","691.9688","2080.33","374.7863","179.2984","Gate of the Setting Sun - Exit Target 2","870"
"4350","-2373.58","460.01","422.341","359.933","Heart of Fear - Entrance Target","1009"
"4351","167.8385","4054.735","256.2026","280.2398","Heart of Fear - Exit Target","870"
"4352","1433.27","5085.39","133.811","205","Mantid Siege - Exit Target","870"
"4353","1455.33","5100.01","149.416","55","Mantid Siege - Entrance Target","1011"
"4354","1448.087","5093.252","143.7435","0","Corpse Location: 1011 - Siege of Niuzao Temple","870"
"4355","3650.27","2547.43","772","0","Corpse Location: 959 - Shado-Pan Monastery","870"
"4356","638.6129","2123.205","368.1392","223.5753","Vale of Eternal Blossoms - Gate of the Setting Sun GY","870"
"4357","2628.803","5927.963","81.25199","359.7263","Townlong Steppes, Sra'vess GY","870"
"4358","-2118.57","188.3177","422.1615","90","Heart of Fear - Post-Ta'yak Transfer Target","1009"
"4359","-2122.021","475.8802","503.5688","180","Heart of Fear - Post-Mel'jarak Transfer Target","1009"
"4360","-2554.175","479.1719","554.5189","53.98718","Heart of Fear - Post-Un'sok Transfer Target","1009"
"4361","3963.314","1382.771","461.9599","270","Mogu'shan Vaults - Feng Entrance Target","1008"
"4362","4241.067","1491.2","423.9348","90","Mogu'shan Vaults - Four Kings Entrance Target","1008"
"4364","3710.219","3087.067","817.3192","54","Shadowpan Hideout - Map Transfer Location 1","959"
"4365","1518.627","5297.083","184.6486","94","Mantid Siege - Map Transfer Location 1","1011"
"4368","284.7326","90.19271","113.4926","181.3163","Scholomance 5.0 - Mid-Point Target","1007"
"4369","103.0365","1473.149","390.1385","325.1809","Valley of the Four Winds, Skyrange GY 2","870"
"4370","338.3368","1550.118","459.7453","321.3014","Valley of the Four Winds, Skyrange GY 1","870"
"4371","-83.40452","-3214.953","170.3059","232.4104","The Jade Forest, SE Spire GY - 90+","870"
"4372","2917.734","-800.1406","160.3323","0","Corpse Location: 1004 - Scarlet Monastery","0"
"4373","-729.0868","1249.826","165.1517","20.20367","Stormstout Brewery - Mid-Point Target","961"
"4380","2437.896","4825.228","191.1947","217.1421","Townlong Steppes, Ox Temple","870"
"4381","1668.297","5314.186","140.0461","147.4873","Townlong Steppes, Forward Assault Camp","870"
"4383","3946.417","5529.015","156.9657","13.3678","Townlong Steppes, Shan'ze Dao GY","870"
"4384","-3082.503","731.25","1.171895","10.40665","Brewmaster Scenario 03 - Graveyard 2 (Entrance)","1048"
"4387","1410.748","4923.807","132.9218","72.59875","Townlong Steppes, Siege Niuzao Temple GY","870"
"4389","1614.024","-217.5417","468.2415","49.22687","The Veiled Stair, The Secret Aerie GY","870"
"4390","109.2691","4019.003","251.1382","129.4387","Dread Wastes, Dread Wastes, GY 09","870"
"4391","2966.556","-662.783","232.5589","354.9706","The Jade Forest, Honeydew Village GY","870"
"4392","-1978.538","2340.441","6.224227","28.42493","Krasarang Wilds - Horde Base GY","1061"
"4393","-777.3438","2407.472","236.8371","81.51343","VFW - Great Wall - Southern Graveyard","870"
"4394","73.53125","2253.083","264.2097","65.50427","VFW - Great Wall - Northern Graveyard","870"
"4395","-1966.484","2298.462","8.359138","28.42493","Krasarang Wilds - Horde Base TEST 9999","1061"
"4396","3031.024","3020.129","534.027","50.10172","KLS - Great Wall GY - Western Span","870"
"4397","5883.258","1134","19.59464","352.2803","KLS - Great Wall GY - Middle Span","870"
"4398","-2156.075","2425.786","7.68806","177.8331","Krasarang - Horde Island - Horde GY","1061"
"4399","2109.748","2480.08","538.9844","341.4485","KLS - Great Wall GY - Eastern Span","870"
"4400","1474.523","2206.597","409.6386","86.38068","Gate of the Setting Sun - Northern Graveyard","870"
"4401","4023.281","1118.948","497.1562","219.6969","KLS - Mogu'shan Terrace GY","870"
"4402","2643.244","-509.9948","322.5644","306.3192","The Jade Forest, Alliance Airstrip GY","870"
"4404","-695.3403","-1471.715","130.2131","345.4923","Jade Forest - Skyfire GY","971"
"4405","313.377","4563.37","186.921","234","Dread Wastes, Dread Wastes, Amber Hibernal Teleport Pad","870"
"4406","-4031.425","-4735.321","11.02268","49.86743","Scenario - Theramore (A) - Graveyard","1000"
"4407","1587.948","1988.491","459.6482","182.6387","Vale of Eternal Blossoms - Ancestral Rise GY","870"
"4408","-1638.078","-1.279514","3.522155","238.3252","Krasarang Wilds - Narsong Spire - Beach GY","870"
"4412","778.3403","-191.1806","402.4454","356.4445","Vol'jin Escort Scenario Start","1095"
"4418","-4087.94","6392.81","13.1669","205.874","Darkmoon Faire","974"
"4419","2169.845","-4230.378","8.877979","171.0798","Battle on the High Seas (Alliance) Scenario Start","1099"
"4421","-2280.41","2100.731","5.752441","60.49417","Krasarang - Horde Island - Alliance GY","1061"
"4424","-1085.8","1168.9","16.8407","289.139","Scenario - Patience - Start Point","1104"
"4425","-1189.257","-1196.948","36.7994","319.0538","Scenario - Fort (A) - Start Point","1103"
"4426","-1965.004","2289.533","10.34705","274.9665","Krasarang Wilds - Domination Point - Capturable GY","1061"
"4427","-779.2205","-1018.608","22.95231","289.4382","Krasarang Wilds - Lion's Landing - Capturable GY","1062"
"4428","-1253.561","4140.958","59.27216","0.196436","Scenario - Zan'vess - Graveyard (After Bombing Run)","1050"
"4430","1352.129","2291.554","396.4305","159.5415","Gate of the Setting Sun - Entrance Target (Back)","962"
"4431","-1252.677","4140.75","59.33739","357.3","Scenario - Zan'vess - Global Safe Loc","1050"
"4432","-679.186","4408.64","186.2","259.731","Scenario - Zan'vess - Alliance Start","1050"
"4433","-679.186","4408.64","186.2","259.731","Scenario - Zan'vess - Alliance Graveyard (Start)","1050"
"4437","710.2795","988.7309","52.8447","270","Warlock Scenario - Black Temple Entrance Location","1112"
"4438","-1059.816","4257.174","8.4023","0","Scenario - Zan'vess - Post Bombing Zone In","1050"
"4440","786.0955","304.3524","319.7598","0","Black Temple Scenario - Roof","1112"
"4441","859.6091","-153.3476","-49.75503","0","Blackrock Depths - Grim Guzzler","230"
"4442","-1751.345","2488.858","33.95753","182.6837","Scenario - Fort (H) - Start Point","1102"
"4443","392.4288","1581.347","524.5434","20","Vale of Eternal Blossoms - Mistfall Village - Mountain GY","870"
"4444","2133.05","-4736.771","49.2018","0","Corpse Location: 1043 - Brawl'gar Arena","1"
"4445","716.557","992.336","52.8581","255.375","Black Temple Scenario - Entrance","1112"
"4446","492.902","163.982","94.5301","270.9","Black Temple Scenario - Reliquary Respawn","1112"
"4447","2211.6","-4652.75","82.0131","215.19","Orgrimmar - Valley of Honor GY","1"
"4448","-8288.8","628.839","92.1119","69.1745","Stormwind - North GY","0"
"4450","8726.33","-1271.13","1002.15","101.925","Ulduar","571"
"4451","5784.43","709.695","641.316","220.501","Dalaran","571"
"4452","4054.01","6673.87","324.189","155.7","The Nexus","571"
"4453","-1649.55","7556.97","-6.48901","332.218","Nagrand","530"
"4454","2946.93","2649.09","117.073","331.718","Netherstorm","530"
"4455","-3525.33","4894.29","-53.7234","308.249","Auchindoun","530"
"4456","-3327.05","374.192","120.454","232.2","Black Temple","530"
"4457","-11143.8","-2097.16","47.9564","59.2759","Karazhan","0"
"4458","4230.749","1432.582","457.0356","267.0259","Kun-Lai Summit 5.1 - Emperor's Reach - GY","870"
"4459","4503.22","2842.55","121.904","32.2999","Kun-Lai Summit 5.1 - Ruins of Korune - GY","870"
"4460","807.2621","-233.7483","410.4729","21.08441","Vol'jin Escort Scenario Tavern GY","1095"
"4461","1118.363","-158.7274","479.8539","21.08441","Vol'jin Escort Scenario Cave Entrance GY","1095"
"4464","5777.087","744.6007","620.7006","320.6437","Dalaran (Worldtab) - Horde GY","1106"
"4465","5797.489","795.0504","661.868","263.3417","Dalaran (Worldtab) - Alliance GY","1106"
"4466","471.7778","119.3351","94.77462","63.31552","Black Temple Scenario - Reliquary Fight","1112"
"4467","-1079.18","1160.4","16.5848","309.76","Scenario - Patience - Graveyard","1104"
"4468","5874.309","660.5364","615.2939","231.3654","Dalaran (Worldtab) - Well Target","1106"
"4469","5947.131","1146.984","60.61191","56.73346","Isle of Giants - GY","870"
"4470","6514.135","5766.214","28.52136","313.7865","Scenario - Tear Down This Wall - Start Point","1126"
"4471","6641.67","5069.96","20.8126","284.619","5.2 Scenario - Shipyard Progression","1126"
"4472","6715.483","6481.596","4.94053","0","Assault on Zeb'tula Start","1126"
"4473","6508.298","5254.129","19.14612","317.4403","Isle of the Thunder King - Swamp East Graveyard","1064"
"4474","6176.495","5033.32","40.34715","0.6889648","Isle of the Thunder King - Alliance Graveyard","1064"
"4475","6862.596","5788.762","12.91932","8.018005","Isle of the Thunder King - Swamp North Graveyard","1064"
"4476","6546.976","5982.037","4.965278","75.47955","Isle of the Thunder King - Swamp West Graveyard","1064"
"4477","6260.893","5629.014","11.60955","170.3179","Isle of the Thunder King - Swamp South Graveyard","1064"
"4478","7223.878","6352.821","12.48958","160.4922","Isle of the Thunder King - Horde Graveyard","1064"
"4479","7180.346","6283.036","12.47005","48.83325","Scenario 5.2 - To the Skies! - Horde Start Loc","1126"
"4480","6974.026","5190.576","66.0382","314.8304","Isle of the Thunder King - Docks Graveyard","1064"
"4481","7070.724","5341.71","65.98442","225.6314","5.2 Scenario - Final Gate Progression - Horde","1126"
"4482","7168.438","6308.167","16.01545","132.4193","Scenario 5.2 - To the Skies! - Horde Hub GY","1126"
"4483","7573.734","5598.93","30.5477","183.0644","Scenario 5.2 - To the Skies! - Boss 1 GY","1126"
"4484","7254.68","5024.507","76.17106","134.6366","Thunder King Raid - Exit Target","1064"
"4485","5892.094","6615.736","106.1092","270","Thunder King Raid - Entrance Target","1098"
"4486","-60.1632","830.5989","135.3787","230.0696","Gold Rush BG - Horde Start Location","1105"
"4487","-275.1979","174.6181","136.1852","37.80389","Gold Rush BG - Alliance Start Location","1105"
"4488","-331.5399","242.7118","132.5693","0","Gold Rush BG - Alliance Cemetery (South)","1105"
"4489","-0.008680556","758.7083","132.5693","189.0141","Gold Rush BG - Horde Cemetery (North)","1105"
"4490","7242.805","5066.439","76.16375","273.6872","Thunder King Raid - Graveyard","1064"
"4491","5431.047","5849.414","130.044","270","Thunder King Raid - Post-Horridon Transfer Target","1098"
"4492","6042.607","5076.46","-44.53222","270","Thunder King Raid - Post-Council Transfer Target","1098"
"4493","5561.463","4807.692","82.9028","87.18683","Thunder King Raid - Post-Primordius Transfer Target","1098"
"4494","5788.53","4769.175","77.56896","133.5942","Thunder King Raid - Post-Dark Animus Transfer Target","1098"
"4495","6045.24","4828.34","148.781","273.599","Thunder King Raid - Post-Iron Qon Transfer Target","1098"
"4496","6237.891","4174.307","161.4458","135","Thunder King Raid - Post-Queens Transfer Target","1098"
"4497","6081.015","4433.471","-13.14653","124.5977","Thunder King Raid - LFR Third Wing Entrance","1098"
"4498","5831.819","4848.526","89.49957","90","Thunder King Raid - LFR Fourth Wing Entrance","1098"
"4499","-5251.29","-426.649","388.467","116.981","Scenario - Shimmer - Start Point","1130"
"4500","926.9042","-288.1339","-49.94014","63.83282","Blackrock Depths - Upper City","230"
"4501","112.2169","-318.9608","65.46172","0.214996","Upper Blackrock Spire Entrance Target","1358"
"4502","7224.794","5303.925","65.98442","225.973","5.2 Legendary Scenario Start","1126"
"4503","6983.321","5295.82","84.25035","314.7324","IotTK - Final Gate Graveyard (RKS)","1126"
"4504","6704.89","6481.062","4.679859","1.605164","IotTK - Assault on Zeb'tula Graveyard - Ship (HMC)","1126"
"4505","6734.891","5879.662","7.850066","308.4026","IotTK - Assault on Zeb'tula Graveyard - Swamp (HMC)","1126"
"4506","6509.301","5770.505","28.52131","314.7324","IotTK - ""Tear Down"" Graveyard (PRK)","1126"
"4507","6099.581","5007.723","36.89301","180.3642","Scenario 5.2 - To the Skies! - Alliance Hub GY","1126"
"4508","6149.74","5040.179","36.89586","181.1913","Scenario 5.2 - To the Skies! - Alliance Start Loc","1126"
"4509","7333.273","5256.231","67.03691","314.8304","Isle of the Thunder King - Mine Graveyard","1064"
"4510","5675.703","6216.157","13.03625","43.90137","Assault on Shaol'mara Start","1126"
"4511","-299.3333","1209.969","127.6365","0","Smash and Grab Start","1135"
"4512","6937.333","5208.292","66.0382","43.0174","5.2 Scenario - Final Gate Progression - Alliance","1126"
"4513","5670.501","6217.237","12.90241","314.2003","IotTK - Assault on Shaol'mara Graveyard - Ship (HMC)","1126"
"4514","6525.915","5484.171","10.46774","184.4657","IotTK - Assault on Shaol'mara Graveyard - Swamp (HMC)","1126"
"4515","7172.671","5356.049","65.98442","215.3259","5.2 Legendary Scenario - Initial Graveyard","1126"
"4516","7311.102","5217.859","65.50894","134.6858","5.2 Legendary Scenario - Second Graveyard","1126"
"4517","6118.39","4470.61","-119.336","194.843","Thunder King Raid - Post-Ji-Kun Transfer Target","1098"
"4518","797.2864","304.8333","319.7599","0.1820679","Warlock Scenario - Temple Summit Graveyard","1112"
"4520","-299.1684","1209.974","127.6365","0","IotTK - Loot Room Graveyard (CSA)","1135"
"4521","6544.27","5133.71","59.9066","359.683","Isle of Thunder","1064"
"4522","1152.38","1183.56","52.975","245.925","Deepholm","646"
"4523","5683.832","4067.472","156.4627","45","Thunder King Raid - Post-Lei Shen Transfer Target","1098"
"4524","6639.819","5058.074","19.36632","0","5.2 Shipyard Scenario - GY 1","1126"
"4525","6939.038","4896.643","7.662492","45.7446","5.2 Shipyard Scenario - GY 2","1126"
"4526","6861.292","5184.37","66.03819","23.41071","5.2 Shipyard Scenario - GY 3","1126"
"4527","6043.058","5072.52","-45.37531","272.3059","Thunder King Raid - LFR Second Wing Entrance","1098"
"4528","1396.58","802.536","38.8645","110.089","Emberdeep - Start Location","1131"
"4529","1396.58","802.536","38.8645","110.089","Emberdeep - Graveyard","1131"
"4530","215.5399","-269.6927","-8.695729","179.6125","Sunwell Dungeon - Vexallus Dead - World Transfer Loc","585"
"4531","5335.15","5607.88","65.38","0","IoTTK - Alliance Intro Safe Port","1064"
"4532","5724.13","6723.35","65.38","0","IoTTK - Horde Intro Safe Port","1064"
"4533","1127.2","905.2379","404.1013","209.1423","Scenario - Heart - Start","1144"
"4534","491.4757","633.3316","380.7075","0.008483887","Arena - Shado-Pan - Teleport Target - Team 1","1134"
"4535","642.367","633.406","380.705","180.283","Arena - Shado-Pan - Teleport Target - Team 2","1134"
"4536","565.5781","631.5399","380.704","0.008483887","Arena - Shado-Pan - Teleport Target - Game On","1134"
"4537","6709.494","6481.671","4.938417","180.9655","IoTTK - Horde Boat","1120"
"4538","5675.271","6216.277","13.02682","42.4906","IoTTK - Alliance Boat","1121"
"4539","6262.138","4526.833","-191.6267","232.806","Thunder King Raid - Post-Megaera Transfer Target","1098"
"4540","7070.711","5341.712","65.98442","225.0341","IotTK - Final Gate Graveyard - Horde (RKS)","1126"
"4541","6937.371","5208.276","66.0382","45.69952","IotTK - Final Gate Graveyard - Alliance (RKS)","1126"
"4544","3756.82","521.777","639.692","143.789","Scenario - Proving Grounds - Start","1148"
"4545","-222.743","802.188","137.451","313.287","Gold Rush BG - Horde Cemetery (South)","1105"
"4546","-113.6823","195.1354","137.4544","134.932","Gold Rush BG - Alliance Cemetery (North)","1105"
"4547","2344.439","-4132.472","14.43402","106.177","Battle on the High Seas (Alliance) Boat B","1099"
"4548","2455.41","-4068.563","19.59584","101.8128","Battle on the High Seas (Alliance) Horde Boat A","1099"
"4549","2464.87","-4095.68","9.04003","172.368","Battle on the High Seas (Horde) Scenario Start","1099"
"4550","1211.328","-1674.866","243.1433","147.868","The Barrens, Lumber Camp","1"
"4554","2322.22","-4211.903","11.31822","122.1439","Battle on the High Seas (Horde) Boat B","1099"
"4555","2165.95","-4250.038","14.655","82.61334","Battle on the High Seas (Horde) Alliance Boat A","1099"
"4556","868.9132","948.4618","379.1903","53.1861","Scenario - Heart - Stage 4 GY","1144"
"4557","6271.84","6458.83","189.153","16.7244","Frostwind Desert - TEMP GRAVEYARD","1116"
"4558","-922.6788","-4692.837","1.884384","80.94012","Timeless Isle - Alliance Landing gy","870"
"4559","-370.0746","-4621.656","2.010825","200.5134","Timeless Isle - Horde Landing gy","870"
"4560","-1649.028","-1803.769","79.97833","0","5.5 Defense Scenario Start","1155"
"4563","-798.6996","-4972.04","3.307643","345.8387","Celestial Challenge - Pet Battle - GY","1161"
"4564","-611.283","-4993.768","-6.277339","217.0943","Scenario - Celestial - Start","1161"
"4570","1459.267","1037.167","340.2551","180","Garrosh Raid - Pre-Golden Lotus Transfer Loc","1136"
"4571","803.5278","851.4011","371.089","102.031","Garrosh Raid - Pre-Sha Transfer Loc","1136"
"4572","1440.894","263.0469","283.558","89.98859","Garrosh Raid - Entrance Target","1136"
"4573","1230.899","613.8524","324.0243","131.8968","Garrosh Raid - Exit Target","870"
"4574","1795.512","-4774.249","-254.6005","303.9532","Garrosh Raid - Pre-Malkorok Transfer Loc","1136"
"4575","1167.387","685.6077","348.9106","316.0815","Vale of Eternal Blossoms - Vale Raid GY","870"
"4576","1440.248","-5015.09","12.15835","95.37537","Garrosh Raid - Pre-Galakras Transfer Loc","1136"
"4577","1380.413","-4370.594","26.02809","7.656799","Garrosh Raid - Pre-Dark Shaman Transfer Loc","1136"
"4578","1992.649","-5169.936","-270.2384","216.7238","Garrosh Raid - Underhold Nexus Transfer Loc","1136"
"4579","1640.234","-5646.078","-314.6239","213.3047","Garrosh Raid - Pre-Garrosh Transfer Loc","1136"
"4600","7909.923","5663.436","114.909","4.872925","Frostfire Ridge - Arena GY","1116"
"4601","7924.262","5665.544","114.1645","5.68335","Frostfire Ridge - Throm'var GY","1116"
"4602","7267.627","5215.439","129.552","315.2578","Frostfire Ridge - Bladespire Oasis GY","1116"
"4603","5846.938","6085.944","110.459","38.39185","Frostfire Ridge - Frostwolf Camp GY","1116"
"4604","6343.65","6576.84","156.711","223.65","Frostfire Ridge - Broken Ogre Tower GY","1116"
"4605","6483.301","5825","137.929","314.6458","Frostfire Ridge - Favela GY","1116"
"4606","6002.2","5199.3","131.674","0","Frostfire Ridge - Stonefang Outpost GY","1116"
"4607","5716.841","4222.419","65.91402","15.00098","Frostfire Ridge - Shivering Trench","1116"
"4608","5854.204","3366.594","133.6677","314.3669","Frostfire Ridge - Bone Town GY","1116"
"4609","6549.937","4387.043","92.71578","92.74139","Frostfire Ridge - Icewind Dunes GY","1116"
"4610","665","-2489.898","100.671","262.4962","Shadowmoon 6.x, (F) Karabor Courtyard","1116"
"4611","7421.01","4150.44","117.295","222.657","Frostfire Ridge - Thunderland GY","1116"
"4613","104.0799","423.4826","112.3709","161.3783","Gold Rush BG - Pandaren Mine Catch","1105"
"4614","-438.592","582.3246","111.5704","0","Gold Rush BG - Goblin Mine Catch","1105"
"4615","-262.6424","585.2361","167.5478","0","5.4 - Cooking - Noodle Cart - Noodle Time - Start","1157"
"4621","1549.288","-1265.908","-7.22394","46.28418","The Purge of Grommar - Start","1168"
"4622","-558.1632","-5648.45","17.74261","335.5377","Timeless Isle - Grotto gy","870"
"4623","-265.9965","-5509.549","126.0073","246.1013","Timeless Isle - Ordon Sanc GY","870"
"4624","1903.757","-4548.87","30.70614","124.7799","Garrosh Raid - The Drag Transfer Loc","1136"
"4629","-313.4844","-5011.217","6.96419","311.9706","Timeless Isle - Three-Breeze/Misty Strand","870"
"4630","-921.2813","-5045.571","2.724257","76.92838","Timeless Isle - Pi'jiu GY","870"
"4631","-650.2691","-4866.658","2.05599","177.6233","Timeless Isle - Celestial Court GY","870"
"4632","-649.9219","-5122.193","2.05599","88.81253","Timeless Isle - Celestial Court GY 2","870"
"4633","-1094.345","-5228.37","28.81991","171.1401","Timeless Isle - Firewalker Ruins GY","870"
"4634","-743.7327","-5729.62","53.9663","102.645","Timeless Isle - Firewalker's Path Lower","870"
"4635","-448.0347","-5550.972","91.50877","110.4067","Timeless Isle - Firewalker's Path Upper","870"
"4642","6440.64","6350.66","227.914","295.39","Frostfire Ridge - Bladespire Fortress - Brazen Taxi - GJC","1116"
"4643","6815.16","5743.16","401.343","108.039","Frostfire Ridge - Bladespire Fortress - Ride Ghostfur","1116"
"4647","-782.5903","-659.375","108.0521","52.97079","Shadowmoon 6.x, (A) Anchorite's Rise","1116"
"4648","-285.5608","-752.3646","16.75733","211.7126","Shadowmoon 6.x, (B) Whispering Fields","1116"
"4649","156.3299","-355.6701","29.27317","34.05011","Shadowmoon 6.x, (C) Shaz'gul","1116"
"4650","534.7899","-1222.337","-16.73788","177.4088","Shadowmoon 6.x, (D) Light's Fall","1116"
"4652","579.3976","-2998.92","78.51184","89.10794","Shadowmoon 6.x, (G) Karabor Harbor","1116"
"4653","1223.557","-1876.866","24.59799","155.5322","Shadowmoon 6.x, (H) Elodor","1116"
"4654","1464.554","-891.0243","-4.857453","30.53503","Shadowmoon 6.x, (I) Rulkan","1116"
"4655","1564.655","-188.4149","34.02449","16.67841","Shadowmoon 6.x, (J) Gloomshade Grove","1116"
"4656","1747.111","643.7014","66.80407","90.71558","Shadowmoon 6.x, (K) The Cursed Woods","1116"
"4657","1179.84","411.2743","66.22166","181.0237","Shadowmoon 6.x, (L) The Pale Cave","1116"
"4658","919.5538","-201.7257","-21.09831","145.7952","Shadowmoon 6.x, (M) Anguish Fortress","1116"
"4659","-1378.99","-2027.608","3.130733","183.8049","Shadowmoon 6.x, (N) Chimaera Island","1116"
"4660","7266.77","4459.73","129.463","71.7741","Bloodmaul Slave Mines - Exit","1116"
"4661","1829.37","-245.757","255.727","46.1094","Bloodmaul Slave Mines - Entrance","1175"
"4662","7263.71","4453.39","129.221","243.749","6.0 Ogre Mines - Exit Target","1116"
